entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
33150318,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2JiL2YzLzI1L2I2ZTgtNDVmYy1iNjVlLTc0ODVkYzYwZDdmMQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzFmLzJhL2ZkL2E3NDEtNGVlNy1hNzQ2LTA1YzU4NDBiOWQ5Yw.xml,true,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2010-09-06,2019-06-03,564390.0,631165.0,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Michael Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2017-01-01,2017-12-31,47135.0,63472.0,66775.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,3303.0,false,2019-05-31,Fredericia,16337.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27480379,indberetninger-20180424,2.5097417999999996,33150318.0,AWtLaI21GQc-fA3G3G43,2019-06-12T11:18:49.450Z,2019-06-12T11:17:51.079Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-46-LX,2019-06-12T11:17:51.232Z,,,,,,,,,,,,,,,,,,,,,,,
33150318,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2JiL2YzLzI1L2I2ZTgtNDVmYy1iNjVlLTc0ODVkYzYwZDdmMQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzFmLzJhL2ZkL2E3NDEtNGVlNy1hNzQ2LTA1YzU4NDBiOWQ5Yw.xml,true,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2010-09-06,2019-06-03,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Michael Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2017-01-01,2017-12-31,47135.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,,false,2019-05-31,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27480379,indberetninger-20180424,2.5097417999999996,33150318.0,AWtLaI21GQc-fA3G3G43,2019-06-12T11:18:49.450Z,2019-06-12T11:17:51.079Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-46-LX,2019-06-12T11:17:51.232Z,,,,,,,,,,,,,,,,,,,,,,,
33150318,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2JiL2YzLzI1L2I2ZTgtNDVmYy1iNjVlLTc0ODVkYzYwZDdmMQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzFmLzJhL2ZkL2E3NDEtNGVlNy1hNzQ2LTA1YzU4NDBiOWQ5Yw.xml,true,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2010-09-06,2019-06-03,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Michael Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,,false,2019-05-31,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27480379,indberetninger-20180424,2.5097417999999996,33150318.0,AWtLaI21GQc-fA3G3G43,2019-06-12T11:18:49.450Z,2019-06-12T11:17:51.079Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-46-LX,2019-06-12T11:17:51.232Z,1.0,,,,,,,,,,,,,,,,,,,,,,
33150318,2017-12-31,2017-12-31,ID_7,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2JiL2YzLzI1L2I2ZTgtNDVmYy1iNjVlLTc0ODVkYzYwZDdmMQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzFmLzJhL2ZkL2E3NDEtNGVlNy1hNzQ2LTA1YzU4NDBiOWQ5Yw.xml,true,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2010-09-06,2019-06-03,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Michael Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,,false,2019-05-31,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27480379,indberetninger-20180424,2.5097417999999996,33150318.0,AWtLaI21GQc-fA3G3G43,2019-06-12T11:18:49.450Z,2019-06-12T11:17:51.079Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-46-LX,2019-06-12T11:17:51.232Z,,298207.0,63358.0,0.0,80000.0,290507.0,10143.0,90601.0,298207.0,207606.0,7700.0,7700.0,7700.0,193714.0,10601.0,0.0,207606.0,227149.0,27350.0,0.0,13892.0,189656.0,
33150318,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2JiL2YzLzI1L2I2ZTgtNDVmYy1iNjVlLTc0ODVkYzYwZDdmMQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzFmLzJhL2ZkL2E3NDEtNGVlNy1hNzQ2LTA1YzU4NDBiOWQ5Yw.xml,true,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2010-09-06,2019-06-03,418843.0,361571.0,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Michael Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2017-01-01,2017-12-31,-51031.0,-62652.0,-57272.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,5380.0,false,2019-05-31,Fredericia,-11621.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27480379,indberetninger-20180424,2.5097417999999996,33150318.0,AWtLaI21GQc-fA3G3G43,2019-06-12T11:18:49.450Z,2019-06-12T11:17:51.079Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-46-LX,2019-06-12T11:17:51.232Z,,,,,,,,,,,,,,,,,,,,,,,
33150318,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2JiL2YzLzI1L2I2ZTgtNDVmYy1iNjVlLTc0ODVkYzYwZDdmMQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzFmLzJhL2ZkL2E3NDEtNGVlNy1hNzQ2LTA1YzU4NDBiOWQ5Yw.xml,true,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2010-09-06,2019-06-03,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Michael Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,,false,2019-05-31,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27480379,indberetninger-20180424,2.5097417999999996,33150318.0,AWtLaI21GQc-fA3G3G43,2019-06-12T11:18:49.450Z,2019-06-12T11:17:51.079Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-46-LX,2019-06-12T11:17:51.232Z,,,,,,,,,,,,,,,,,,,,,,,
33150318,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2JiL2YzLzI1L2I2ZTgtNDVmYy1iNjVlLTc0ODVkYzYwZDdmMQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzFmLzJhL2ZkL2E3NDEtNGVlNy1hNzQ2LTA1YzU4NDBiOWQ5Yw.xml,true,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2010-09-06,2019-06-03,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Michael Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2017-01-01,2017-12-31,-51031.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,,false,2019-05-31,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27480379,indberetninger-20180424,2.5097417999999996,33150318.0,AWtLaI21GQc-fA3G3G43,2019-06-12T11:18:49.450Z,2019-06-12T11:17:51.079Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-46-LX,2019-06-12T11:17:51.232Z,,,,,,,,,,,,,,,,,,,,,,,
33150318,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2JiL2YzLzI1L2I2ZTgtNDVmYy1iNjVlLTc0ODVkYzYwZDdmMQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzFmLzJhL2ZkL2E3NDEtNGVlNy1hNzQ2LTA1YzU4NDBiOWQ5Yw.xml,true,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2010-09-06,2019-06-03,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Michael Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,,false,2019-05-31,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27480379,indberetninger-20180424,2.5097417999999996,33150318.0,AWtLaI21GQc-fA3G3G43,2019-06-12T11:18:49.450Z,2019-06-12T11:17:51.079Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-46-LX,2019-06-12T11:17:51.232Z,,,,,,,,,,,,,,,,,,,,,,,
33150318,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2JiL2YzLzI1L2I2ZTgtNDVmYy1iNjVlLTc0ODVkYzYwZDdmMQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzFmLzJhL2ZkL2E3NDEtNGVlNy1hNzQ2LTA1YzU4NDBiOWQ5Yw.xml,true,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2010-09-06,2019-06-03,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Michael Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,,false,2019-05-31,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27480379,indberetninger-20180424,2.5097417999999996,33150318.0,AWtLaI21GQc-fA3G3G43,2019-06-12T11:18:49.450Z,2019-06-12T11:17:51.079Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-46-LX,2019-06-12T11:17:51.232Z,,,,,,,,,,,,,,,,,,,,,,,Thomas Bell Ottosen
33150318,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2JiL2YzLzI1L2I2ZTgtNDVmYy1iNjVlLTc0ODVkYzYwZDdmMQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzFmLzJhL2ZkL2E3NDEtNGVlNy1hNzQ2LTA1YzU4NDBiOWQ5Yw.xml,true,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2010-09-06,2019-06-03,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Michael Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,,false,2019-05-31,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27480379,indberetninger-20180424,2.5097417999999996,33150318.0,AWtLaI21GQc-fA3G3G43,2019-06-12T11:18:49.450Z,2019-06-12T11:17:51.079Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-46-LX,2019-06-12T11:17:51.232Z,,,,,,,,,,,,,,,,,,,,,,,
