entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfSupervisoryBoard
36432632,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzdlL2ZhLzczLzM0NTEtNDY0MS1hYjZhLTYwYWU3Yzk0NzcxNA.xhtml,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzllLzRmLzBkL2QzMzctNDdhNC1iNjFkLTMzY2ZmNDIzZjljYg.pdf,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2MxLzFhLzFhL2QyMjMtNDRkNi05MWFkLTExY2E4ODA1OTYyNw.xml,true,HolbÃ¦k,4300.0,1.0,Ahlgade,4300 HolbÃ¦k,TÃ¦kkemandsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,2019-05-15,0.0,279.0,-279.0,36432632.0,20570.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse Larsen,Christian Martin Kamper Rietz,AQUAAFRICA A/S,Lasse Larsen,800.0,0.0,HolbÃ¦k,2017-01-01,2017-12-31,-21649.0,-21649.0,-279.0,2018-12-31,2018-01-01,false,0.0,false,false,Ingen bistand,urn:ofk:oid:27151540,indberetninger-20180424,2.59278,36432632.0,AWq-6CH-RYGX6_YTHuiw,2019-05-16T04:30:47.310Z,2019-05-16T04:30:44.461Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-98-FJ,2019-05-16T04:30:44.664Z,,,,,,,,,,,,,,,,,
36432632,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzdlL2ZhLzczLzM0NTEtNDY0MS1hYjZhLTYwYWU3Yzk0NzcxNA.xhtml,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzllLzRmLzBkL2QzMzctNDdhNC1iNjFkLTMzY2ZmNDIzZjljYg.pdf,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2MxLzFhLzFhL2QyMjMtNDRkNi05MWFkLTExY2E4ODA1OTYyNw.xml,true,HolbÃ¦k,4300.0,1.0,Ahlgade,4300 HolbÃ¦k,TÃ¦kkemandsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,2019-05-15,,,,36432632.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse Larsen,Christian Martin Kamper Rietz,AQUAAFRICA A/S,Lasse Larsen,,0.0,HolbÃ¦k,2017-01-01,2017-12-31,-21649.0,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27151540,indberetninger-20180424,2.59278,36432632.0,AWq-6CH-RYGX6_YTHuiw,2019-05-16T04:30:47.310Z,2019-05-16T04:30:44.461Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-98-FJ,2019-05-16T04:30:44.664Z,,,,,,,,,,,,,,,,,
36432632,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzdlL2ZhLzczLzM0NTEtNDY0MS1hYjZhLTYwYWU3Yzk0NzcxNA.xhtml,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzllLzRmLzBkL2QzMzctNDdhNC1iNjFkLTMzY2ZmNDIzZjljYg.pdf,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2MxLzFhLzFhL2QyMjMtNDRkNi05MWFkLTExY2E4ODA1OTYyNw.xml,true,HolbÃ¦k,4300.0,1.0,Ahlgade,4300 HolbÃ¦k,TÃ¦kkemandsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,2019-05-15,,,,36432632.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse Larsen,Christian Martin Kamper Rietz,AQUAAFRICA A/S,Lasse Larsen,,0.0,HolbÃ¦k,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27151540,indberetninger-20180424,2.59278,36432632.0,AWq-6CH-RYGX6_YTHuiw,2019-05-16T04:30:47.310Z,2019-05-16T04:30:44.461Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-98-FJ,2019-05-16T04:30:44.664Z,2972.0,2072.0,1500000.0,2972.0,-35802.0,2972.0,38774.0,0.0,0.0,0.0,38774.0,900.0,-1535802.0,38774.0,900.0,0.0,
36432632,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzdlL2ZhLzczLzM0NTEtNDY0MS1hYjZhLTYwYWU3Yzk0NzcxNA.xhtml,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzllLzRmLzBkL2QzMzctNDdhNC1iNjFkLTMzY2ZmNDIzZjljYg.pdf,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2MxLzFhLzFhL2QyMjMtNDRkNi05MWFkLTExY2E4ODA1OTYyNw.xml,true,HolbÃ¦k,4300.0,1.0,Ahlgade,4300 HolbÃ¦k,TÃ¦kkemandsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,2019-05-15,0.0,193.0,-193.0,36432632.0,98283.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse Larsen,Christian Martin Kamper Rietz,AQUAAFRICA A/S,Lasse Larsen,0.0,0.0,HolbÃ¦k,2017-01-01,2017-12-31,-98476.0,-98476.0,-193.0,2018-12-31,2018-01-01,false,0.0,false,false,Ingen bistand,urn:ofk:oid:27151540,indberetninger-20180424,2.59278,36432632.0,AWq-6CH-RYGX6_YTHuiw,2019-05-16T04:30:47.310Z,2019-05-16T04:30:44.461Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-98-FJ,2019-05-16T04:30:44.664Z,,,,,,,,,,,,,,,,,
36432632,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzdlL2ZhLzczLzM0NTEtNDY0MS1hYjZhLTYwYWU3Yzk0NzcxNA.xhtml,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzllLzRmLzBkL2QzMzctNDdhNC1iNjFkLTMzY2ZmNDIzZjljYg.pdf,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2MxLzFhLzFhL2QyMjMtNDRkNi05MWFkLTExY2E4ODA1OTYyNw.xml,true,HolbÃ¦k,4300.0,1.0,Ahlgade,4300 HolbÃ¦k,TÃ¦kkemandsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,2019-05-15,,,,36432632.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse Larsen,Christian Martin Kamper Rietz,AQUAAFRICA A/S,Lasse Larsen,,0.0,HolbÃ¦k,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27151540,indberetninger-20180424,2.59278,36432632.0,AWq-6CH-RYGX6_YTHuiw,2019-05-16T04:30:47.310Z,2019-05-16T04:30:44.461Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-98-FJ,2019-05-16T04:30:44.664Z,,,,,,,,,,,,,,,,,
36432632,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzdlL2ZhLzczLzM0NTEtNDY0MS1hYjZhLTYwYWU3Yzk0NzcxNA.xhtml,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzllLzRmLzBkL2QzMzctNDdhNC1iNjFkLTMzY2ZmNDIzZjljYg.pdf,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2MxLzFhLzFhL2QyMjMtNDRkNi05MWFkLTExY2E4ODA1OTYyNw.xml,true,HolbÃ¦k,4300.0,1.0,Ahlgade,4300 HolbÃ¦k,TÃ¦kkemandsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,2019-05-15,,,,36432632.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse Larsen,Christian Martin Kamper Rietz,AQUAAFRICA A/S,Lasse Larsen,,0.0,HolbÃ¦k,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27151540,indberetninger-20180424,2.59278,36432632.0,AWq-6CH-RYGX6_YTHuiw,2019-05-16T04:30:47.310Z,2019-05-16T04:30:44.461Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-98-FJ,2019-05-16T04:30:44.664Z,,,,,,,,,,,,,,,,,Christian Henrik LunÃ¸e
36432632,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzdlL2ZhLzczLzM0NTEtNDY0MS1hYjZhLTYwYWU3Yzk0NzcxNA.xhtml,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzllLzRmLzBkL2QzMzctNDdhNC1iNjFkLTMzY2ZmNDIzZjljYg.pdf,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2MxLzFhLzFhL2QyMjMtNDRkNi05MWFkLTExY2E4ODA1OTYyNw.xml,true,HolbÃ¦k,4300.0,1.0,Ahlgade,4300 HolbÃ¦k,TÃ¦kkemandsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,2019-05-15,,,,36432632.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse Larsen,Christian Martin Kamper Rietz,AQUAAFRICA A/S,Lasse Larsen,,0.0,HolbÃ¦k,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27151540,indberetninger-20180424,2.59278,36432632.0,AWq-6CH-RYGX6_YTHuiw,2019-05-16T04:30:47.310Z,2019-05-16T04:30:44.461Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-98-FJ,2019-05-16T04:30:44.664Z,,,,,,,,,,,,,,,,,Christian Martin Kamper Rietz
36432632,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzdlL2ZhLzczLzM0NTEtNDY0MS1hYjZhLTYwYWU3Yzk0NzcxNA.xhtml,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzllLzRmLzBkL2QzMzctNDdhNC1iNjFkLTMzY2ZmNDIzZjljYg.pdf,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2MxLzFhLzFhL2QyMjMtNDRkNi05MWFkLTExY2E4ODA1OTYyNw.xml,true,HolbÃ¦k,4300.0,1.0,Ahlgade,4300 HolbÃ¦k,TÃ¦kkemandsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,2019-05-15,,,,36432632.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse Larsen,Christian Martin Kamper Rietz,AQUAAFRICA A/S,Lasse Larsen,,0.0,HolbÃ¦k,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27151540,indberetninger-20180424,2.59278,36432632.0,AWq-6CH-RYGX6_YTHuiw,2019-05-16T04:30:47.310Z,2019-05-16T04:30:44.461Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-98-FJ,2019-05-16T04:30:44.664Z,,,,,,,,,,,,,,,,,Lars Hesselberg
36432632,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzdlL2ZhLzczLzM0NTEtNDY0MS1hYjZhLTYwYWU3Yzk0NzcxNA.xhtml,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzllLzRmLzBkL2QzMzctNDdhNC1iNjFkLTMzY2ZmNDIzZjljYg.pdf,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2MxLzFhLzFhL2QyMjMtNDRkNi05MWFkLTExY2E4ODA1OTYyNw.xml,true,HolbÃ¦k,4300.0,1.0,Ahlgade,4300 HolbÃ¦k,TÃ¦kkemandsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,2019-05-15,,,,36432632.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse Larsen,Christian Martin Kamper Rietz,AQUAAFRICA A/S,Lasse Larsen,,0.0,HolbÃ¦k,2017-01-01,2017-12-31,-98476.0,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27151540,indberetninger-20180424,2.59278,36432632.0,AWq-6CH-RYGX6_YTHuiw,2019-05-16T04:30:47.310Z,2019-05-16T04:30:44.461Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-98-FJ,2019-05-16T04:30:44.664Z,,,,,,,,,,,,,,,,,
36432632,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzdlL2ZhLzczLzM0NTEtNDY0MS1hYjZhLTYwYWU3Yzk0NzcxNA.xhtml,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzllLzRmLzBkL2QzMzctNDdhNC1iNjFkLTMzY2ZmNDIzZjljYg.pdf,http://regnskaber.virk.dk/23623463/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2MxLzFhLzFhL2QyMjMtNDRkNi05MWFkLTExY2E4ODA1OTYyNw.xml,true,HolbÃ¦k,4300.0,1.0,Ahlgade,4300 HolbÃ¦k,TÃ¦kkemandsvej 1,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,2019-05-15,,,,36432632.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse Larsen,Christian Martin Kamper Rietz,AQUAAFRICA A/S,Lasse Larsen,,0.0,HolbÃ¦k,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27151540,indberetninger-20180424,2.59278,36432632.0,AWq-6CH-RYGX6_YTHuiw,2019-05-16T04:30:47.310Z,2019-05-16T04:30:44.461Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-98-FJ,2019-05-16T04:30:44.664Z,1350.0,1350.0,1500000.0,1350.0,-134278.0,1350.0,135628.0,0.0,0.0,0.0,135628.0,0.0,-1634278.0,135628.0,0.0,0.0,
