entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncreaseDecreaseOfRevaluationsAndDevaluationsOfInvestmentsThroughNetExchangeDifferences,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity,NameAndSurnameOfMemberOfSupervisoryBoard
35210490,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5Lzg5LzJmL2RlLzQ1MmEtNGE2MS1iNjgzLTc2YzNiM2IxYjExOA.pdf,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzExL2M2L2YxLzU3YTAtNDI5NC05ODU5LWE1ZDVhMzlkMWZkYQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i MSP Holding 2013 A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-08,2013-03-22,2019-02-08,Statsautoriseret revisor,13125.0,20222670.0,35210490.0,20222670.0,mne32054,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MSP Holding 2013 A/S.,617372.0,107836.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Palle Hansen,Per Momme Studsgaard,MSP Holding 2013 A/S,BDO Statsautoriseret revisionsaktieselskab,Juelsminde,2017-01-01,2017-12-31,604247.0,604247.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Juelsminde,2018-12-31,2018-01-01,983392.0,true,2019-02-08,Vejle,0.0,Formand,urn:ofk:oid:26910969,indberetninger-20180424,2.5117220000000002,35210490.0,AWnYDh3mRYGX6_YTGa2I,2019-04-01T08:40:59.338Z,2019-04-01T08:39:57.255Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-35-GH,2019-04-01T08:39:57.417Z,,,,,,,,,,,,,,,,,,,
35210490,2017-01-01,2017-12-31,c185,,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5Lzg5LzJmL2RlLzQ1MmEtNGE2MS1iNjgzLTc2YzNiM2IxYjExOA.pdf,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzExL2M2L2YxLzU3YTAtNDI5NC05ODU5LWE1ZDVhMzlkMWZkYQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i MSP Holding 2013 A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-08,2013-03-22,2019-02-08,Statsautoriseret revisor,,20222670.0,35210490.0,20222670.0,mne32054,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MSP Holding 2013 A/S.,,107836.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Palle Hansen,Per Momme Studsgaard,MSP Holding 2013 A/S,BDO Statsautoriseret revisionsaktieselskab,Juelsminde,2017-01-01,2017-12-31,617372.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Juelsminde,2018-12-31,2018-01-01,983392.0,true,2019-02-08,Vejle,,Formand,urn:ofk:oid:26910969,indberetninger-20180424,2.5117220000000002,35210490.0,AWnYDh3mRYGX6_YTGa2I,2019-04-01T08:40:59.338Z,2019-04-01T08:39:57.255Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-35-GH,2019-04-01T08:39:57.417Z,,,,,,,,,,,,,,,,,,,
35210490,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5Lzg5LzJmL2RlLzQ1MmEtNGE2MS1iNjgzLTc2YzNiM2IxYjExOA.pdf,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzExL2M2L2YxLzU3YTAtNDI5NC05ODU5LWE1ZDVhMzlkMWZkYQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i MSP Holding 2013 A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-08,2013-03-22,2019-02-08,Statsautoriseret revisor,,20222670.0,35210490.0,20222670.0,mne32054,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MSP Holding 2013 A/S.,,107836.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Palle Hansen,Per Momme Studsgaard,MSP Holding 2013 A/S,BDO Statsautoriseret revisionsaktieselskab,Juelsminde,2017-01-01,2017-12-31,-13125.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Juelsminde,2018-12-31,2018-01-01,983392.0,true,2019-02-08,Vejle,,Formand,urn:ofk:oid:26910969,indberetninger-20180424,2.5117220000000002,35210490.0,AWnYDh3mRYGX6_YTGa2I,2019-04-01T08:40:59.338Z,2019-04-01T08:39:57.255Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-35-GH,2019-04-01T08:39:57.417Z,,,,,,,,,,,,,,,,,,,
35210490,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5Lzg5LzJmL2RlLzQ1MmEtNGE2MS1iNjgzLTc2YzNiM2IxYjExOA.pdf,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzExL2M2L2YxLzU3YTAtNDI5NC05ODU5LWE1ZDVhMzlkMWZkYQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i MSP Holding 2013 A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-08,2013-03-22,2019-02-08,Statsautoriseret revisor,,20222670.0,35210490.0,20222670.0,mne32054,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MSP Holding 2013 A/S.,,107836.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Palle Hansen,Per Momme Studsgaard,MSP Holding 2013 A/S,BDO Statsautoriseret revisionsaktieselskab,Juelsminde,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Juelsminde,2018-12-31,2018-01-01,983392.0,true,2019-02-08,Vejle,,Formand,urn:ofk:oid:26910969,indberetninger-20180424,2.5117220000000002,35210490.0,AWnYDh3mRYGX6_YTGa2I,2019-04-01T08:40:59.338Z,2019-04-01T08:39:57.255Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-35-GH,2019-04-01T08:39:57.417Z,35589257.0,240030.0,519000.0,35576007.0,35589257.0,13250.0,35349227.0,35349227.0,35349227.0,1849294.0,33207713.0,13250.0,13250.0,,,,,,
35210490,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5Lzg5LzJmL2RlLzQ1MmEtNGE2MS1iNjgzLTc2YzNiM2IxYjExOA.pdf,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzExL2M2L2YxLzU3YTAtNDI5NC05ODU5LWE1ZDVhMzlkMWZkYQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i MSP Holding 2013 A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-08,2013-03-22,2019-02-08,Statsautoriseret revisor,,20222670.0,35210490.0,20222670.0,mne32054,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MSP Holding 2013 A/S.,,107836.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Palle Hansen,Per Momme Studsgaard,MSP Holding 2013 A/S,BDO Statsautoriseret revisionsaktieselskab,Juelsminde,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Juelsminde,2018-12-31,2018-01-01,983392.0,true,2019-02-08,Vejle,,Formand,urn:ofk:oid:26910969,indberetninger-20180424,2.5117220000000002,35210490.0,AWnYDh3mRYGX6_YTGa2I,2019-04-01T08:40:59.338Z,2019-04-01T08:39:57.255Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-35-GH,2019-04-01T08:39:57.417Z,,,,519000.0,,,,,,,,,,,,,,,
35210490,2018-01-01,2018-01-01,c235,,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5Lzg5LzJmL2RlLzQ1MmEtNGE2MS1iNjgzLTc2YzNiM2IxYjExOA.pdf,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzExL2M2L2YxLzU3YTAtNDI5NC05ODU5LWE1ZDVhMzlkMWZkYQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i MSP Holding 2013 A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-08,2013-03-22,2019-02-08,Statsautoriseret revisor,,20222670.0,35210490.0,20222670.0,mne32054,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MSP Holding 2013 A/S.,,107836.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Palle Hansen,Per Momme Studsgaard,MSP Holding 2013 A/S,BDO Statsautoriseret revisionsaktieselskab,Juelsminde,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Juelsminde,2018-12-31,2018-01-01,983392.0,true,2019-02-08,Vejle,,Formand,urn:ofk:oid:26910969,indberetninger-20180424,2.5117220000000002,35210490.0,AWnYDh3mRYGX6_YTGa2I,2019-04-01T08:40:59.338Z,2019-04-01T08:39:57.255Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-35-GH,2019-04-01T08:39:57.417Z,,,,1849295.0,,,,,,,,,,,,,,,
35210490,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5Lzg5LzJmL2RlLzQ1MmEtNGE2MS1iNjgzLTc2YzNiM2IxYjExOA.pdf,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzExL2M2L2YxLzU3YTAtNDI5NC05ODU5LWE1ZDVhMzlkMWZkYQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i MSP Holding 2013 A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-08,2013-03-22,2019-02-08,Statsautoriseret revisor,,20222670.0,35210490.0,20222670.0,mne32054,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MSP Holding 2013 A/S.,,107836.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Palle Hansen,Per Momme Studsgaard,MSP Holding 2013 A/S,BDO Statsautoriseret revisionsaktieselskab,Juelsminde,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Juelsminde,2018-12-31,2018-01-01,983392.0,true,2019-02-08,Vejle,,Formand,urn:ofk:oid:26910969,indberetninger-20180424,2.5117220000000002,35210490.0,AWnYDh3mRYGX6_YTGa2I,2019-04-01T08:40:59.338Z,2019-04-01T08:39:57.255Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-35-GH,2019-04-01T08:39:57.417Z,,,,33207713.0,,,,,,,,,,,,,,,
35210490,2018-01-01,2018-01-01,c564,,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5Lzg5LzJmL2RlLzQ1MmEtNGE2MS1iNjgzLTc2YzNiM2IxYjExOA.pdf,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzExL2M2L2YxLzU3YTAtNDI5NC05ODU5LWE1ZDVhMzlkMWZkYQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i MSP Holding 2013 A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-08,2013-03-22,2019-02-08,Statsautoriseret revisor,,20222670.0,35210490.0,20222670.0,mne32054,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MSP Holding 2013 A/S.,,107836.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Palle Hansen,Per Momme Studsgaard,MSP Holding 2013 A/S,BDO Statsautoriseret revisionsaktieselskab,Juelsminde,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Juelsminde,2018-12-31,2018-01-01,983392.0,true,2019-02-08,Vejle,,Formand,urn:ofk:oid:26910969,indberetninger-20180424,2.5117220000000002,35210490.0,AWnYDh3mRYGX6_YTGa2I,2019-04-01T08:40:59.338Z,2019-04-01T08:39:57.255Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-35-GH,2019-04-01T08:39:57.417Z,,,,,,,,,,,,,,1849295.0,33499932.0,,,,
35210490,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5Lzg5LzJmL2RlLzQ1MmEtNGE2MS1iNjgzLTc2YzNiM2IxYjExOA.pdf,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzExL2M2L2YxLzU3YTAtNDI5NC05ODU5LWE1ZDVhMzlkMWZkYQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i MSP Holding 2013 A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-08,2013-03-22,2019-02-08,Statsautoriseret revisor,14020.0,20222670.0,35210490.0,20222670.0,mne32054,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MSP Holding 2013 A/S.,983392.0,107836.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Palle Hansen,Per Momme Studsgaard,MSP Holding 2013 A/S,BDO Statsautoriseret revisionsaktieselskab,Juelsminde,2017-01-01,2017-12-31,969372.0,969372.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Juelsminde,2018-12-31,2018-01-01,983392.0,true,2019-02-08,Vejle,0.0,Formand,urn:ofk:oid:26910969,indberetninger-20180424,2.5117220000000002,35210490.0,AWnYDh3mRYGX6_YTGa2I,2019-04-01T08:40:59.338Z,2019-04-01T08:39:57.255Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-35-GH,2019-04-01T08:39:57.417Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,
35210490,2018-01-01,2018-12-31,c184,,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5Lzg5LzJmL2RlLzQ1MmEtNGE2MS1iNjgzLTc2YzNiM2IxYjExOA.pdf,http://regnskaber.virk.dk/09401253/ZG9rdW1lbnRsYWdlcjovLzAzL2FhLzExL2M2L2YxLzU3YTAtNDI5NC05ODU5LWE1ZDVhMzlkMWZkYQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7130 Juelsminde,Palsgaardvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i MSP Holding 2013 A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-08,2013-03-22,2019-02-08,Statsautoriseret revisor,,20222670.0,35210490.0,20222670.0,mne32054,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for MSP Holding 2013 A/S.,,107836.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Lau,Palle Hansen,Per Momme Studsgaard,MSP Holding 2013 A/S,BDO Statsautoriseret revisionsaktieselskab,Juelsminde,2017-01-01,2017-12-31,983392.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Juelsminde,2018-12-31,2018-01-01,983392.0,true,2019-02-08,Vejle,,Formand,urn:ofk:oid:26910969,indberetninger-20180424,2.5117220000000002,35210490.0,AWnYDh3mRYGX6_YTGa2I,2019-04-01T08:40:59.338Z,2019-04-01T08:39:57.255Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-35-GH,2019-04-01T08:39:57.417Z,,,,,,,,,,,,,,,,,,,
