entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AccumulatedFairValueAdjustmentsOfPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,FairValueAdjustementsOfPropertyPlantAndEquipment,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
36921889,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzNiL2U3LzA3L2M2ZTQtNDZjMi05OGYxLTNkYzc0ZmM3YmMwOQ.pdf,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2E3LzMyLzM3L2M4NGYtNGUzOS05N2NlLTUyMzU1YjA3OTZkMw.xml,true,652375.0,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Aarhus C,8000.0,11.0,Ãboulevarden,Aarhus C,8000.0,3.0,RÃ¥dhuspladsen,8000 Aarhus C,Marselis TvÃ¦rvej 4,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til ejerne af K/S Fynsk Detail, Fakta Odense",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-10,2015-06-02,2017-04-23,Statsautoriseret revisor,652375.0,0.0,-397000.0,20222670.0,36921889.0,20222670.0,"Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Fynsk Detail, Fakta Odense.",Ãrsrapport,0.0,14225000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Martin Kibsgaard Jensen,Handelsbanken,Kromann Reumert,"K/S Fynsk Detail, Fakta Odense",BDO Statsautoriseret revisionsaktieselskab,-44000.0,44000.0,Aarhus,2015-01-01,2015-12-31,-441000.0,-397000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2.0,2016-01-01,false,2017-04-10,Esbjerg,Formand,urn:ofk:oid:23750587,indberetninger-20180424,2.5097454,36921889.0,,2018-03-27T15:24:21.930Z,2017-04-24T07:42:47.517Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-68-UX,2017-04-24T07:42:47.833Z,,,,,,,,,,,,,,,,,,,,,,
36921889,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzNiL2U3LzA3L2M2ZTQtNDZjMi05OGYxLTNkYzc0ZmM3YmMwOQ.pdf,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2E3LzMyLzM3L2M4NGYtNGUzOS05N2NlLTUyMzU1YjA3OTZkMw.xml,true,652375.0,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Aarhus C,8000.0,11.0,Ãboulevarden,Aarhus C,8000.0,3.0,RÃ¥dhuspladsen,8000 Aarhus C,Marselis TvÃ¦rvej 4,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til ejerne af K/S Fynsk Detail, Fakta Odense",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-10,2015-06-02,2017-04-23,Statsautoriseret revisor,652375.0,,,20222670.0,36921889.0,20222670.0,"Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Fynsk Detail, Fakta Odense.",Ãrsrapport,,14225000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Martin Kibsgaard Jensen,Handelsbanken,Kromann Reumert,"K/S Fynsk Detail, Fakta Odense",BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,-441000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2.0,2016-01-01,false,2017-04-10,Esbjerg,Formand,urn:ofk:oid:23750587,indberetninger-20180424,2.5097454,36921889.0,,2018-03-27T15:24:21.930Z,2017-04-24T07:42:47.517Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-68-UX,2017-04-24T07:42:47.833Z,,,,,,,,,,,,,,,,,,,,,,
36921889,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzNiL2U3LzA3L2M2ZTQtNDZjMi05OGYxLTNkYzc0ZmM3YmMwOQ.pdf,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2E3LzMyLzM3L2M4NGYtNGUzOS05N2NlLTUyMzU1YjA3OTZkMw.xml,true,652375.0,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Aarhus C,8000.0,11.0,Ãboulevarden,Aarhus C,8000.0,3.0,RÃ¥dhuspladsen,8000 Aarhus C,Marselis TvÃ¦rvej 4,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til ejerne af K/S Fynsk Detail, Fakta Odense",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-10,2015-06-02,2017-04-23,Statsautoriseret revisor,652375.0,,,20222670.0,36921889.0,20222670.0,"Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Fynsk Detail, Fakta Odense.",Ãrsrapport,,14225000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Martin Kibsgaard Jensen,Handelsbanken,Kromann Reumert,"K/S Fynsk Detail, Fakta Odense",BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2.0,2016-01-01,false,2017-04-10,Esbjerg,Formand,urn:ofk:oid:23750587,indberetninger-20180424,2.5097454,36921889.0,,2018-03-27T15:24:21.930Z,2017-04-24T07:42:47.517Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-68-UX,2017-04-24T07:42:47.833Z,24786000.0,6500000.0,6059000.0,24419000.0,24786000.0,18727000.0,17366000.0,17366000.0,24419000.0,383000.0,367000.0,24419000.0,-441000.0,398000.0,1361000.0,535000.0,45000.0,367000.0,,,,
36921889,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzNiL2U3LzA3L2M2ZTQtNDZjMi05OGYxLTNkYzc0ZmM3YmMwOQ.pdf,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2E3LzMyLzM3L2M4NGYtNGUzOS05N2NlLTUyMzU1YjA3OTZkMw.xml,true,652375.0,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Aarhus C,8000.0,11.0,Ãboulevarden,Aarhus C,8000.0,3.0,RÃ¥dhuspladsen,8000 Aarhus C,Marselis TvÃ¦rvej 4,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til ejerne af K/S Fynsk Detail, Fakta Odense",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-10,2015-06-02,2017-04-23,Statsautoriseret revisor,652375.0,,,20222670.0,36921889.0,20222670.0,"Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Fynsk Detail, Fakta Odense.",Ãrsrapport,,14225000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Martin Kibsgaard Jensen,Handelsbanken,Kromann Reumert,"K/S Fynsk Detail, Fakta Odense",BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2.0,2016-01-01,false,2017-04-10,Esbjerg,Formand,urn:ofk:oid:23750587,indberetninger-20180424,2.5097454,36921889.0,,2018-03-27T15:24:21.930Z,2017-04-24T07:42:47.517Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-68-UX,2017-04-24T07:42:47.833Z,,,6500000.0,,,,,,,,,,,,,,,,,,,
36921889,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzNiL2U3LzA3L2M2ZTQtNDZjMi05OGYxLTNkYzc0ZmM3YmMwOQ.pdf,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2E3LzMyLzM3L2M4NGYtNGUzOS05N2NlLTUyMzU1YjA3OTZkMw.xml,true,652375.0,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Aarhus C,8000.0,11.0,Ãboulevarden,Aarhus C,8000.0,3.0,RÃ¥dhuspladsen,8000 Aarhus C,Marselis TvÃ¦rvej 4,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til ejerne af K/S Fynsk Detail, Fakta Odense",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-10,2015-06-02,2017-04-23,Statsautoriseret revisor,652375.0,,,20222670.0,36921889.0,20222670.0,"Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Fynsk Detail, Fakta Odense.",Ãrsrapport,,14225000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Martin Kibsgaard Jensen,Handelsbanken,Kromann Reumert,"K/S Fynsk Detail, Fakta Odense",BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2.0,2016-01-01,false,2017-04-10,Esbjerg,Formand,urn:ofk:oid:23750587,indberetninger-20180424,2.5097454,36921889.0,,2018-03-27T15:24:21.930Z,2017-04-24T07:42:47.517Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-68-UX,2017-04-24T07:42:47.833Z,,,-441019.0,,,,,,,,,,,,,,,,,,,
36921889,2016-01-01,2016-01-01,c447,,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzNiL2U3LzA3L2M2ZTQtNDZjMi05OGYxLTNkYzc0ZmM3YmMwOQ.pdf,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2E3LzMyLzM3L2M4NGYtNGUzOS05N2NlLTUyMzU1YjA3OTZkMw.xml,true,652375.0,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Aarhus C,8000.0,11.0,Ãboulevarden,Aarhus C,8000.0,3.0,RÃ¥dhuspladsen,8000 Aarhus C,Marselis TvÃ¦rvej 4,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til ejerne af K/S Fynsk Detail, Fakta Odense",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-10,2015-06-02,2017-04-23,Statsautoriseret revisor,652375.0,,,20222670.0,36921889.0,20222670.0,"Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Fynsk Detail, Fakta Odense.",Ãrsrapport,,14225000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Martin Kibsgaard Jensen,Handelsbanken,Kromann Reumert,"K/S Fynsk Detail, Fakta Odense",BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2.0,2016-01-01,false,2017-04-10,Esbjerg,Formand,urn:ofk:oid:23750587,indberetninger-20180424,2.5097454,36921889.0,,2018-03-27T15:24:21.930Z,2017-04-24T07:42:47.517Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-68-UX,2017-04-24T07:42:47.833Z,,,,,,,,,,,,,,,,,,,24418625.0,,,
36921889,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzNiL2U3LzA3L2M2ZTQtNDZjMi05OGYxLTNkYzc0ZmM3YmMwOQ.pdf,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2E3LzMyLzM3L2M4NGYtNGUzOS05N2NlLTUyMzU1YjA3OTZkMw.xml,true,652375.0,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Aarhus C,8000.0,11.0,Ãboulevarden,Aarhus C,8000.0,3.0,RÃ¥dhuspladsen,8000 Aarhus C,Marselis TvÃ¦rvej 4,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til ejerne af K/S Fynsk Detail, Fakta Odense",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-10,2015-06-02,2017-04-23,Statsautoriseret revisor,652375.0,652375.0,1163132.0,20222670.0,36921889.0,20222670.0,"Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Fynsk Detail, Fakta Odense.",Ãrsrapport,1800.0,14225000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Martin Kibsgaard Jensen,Handelsbanken,Kromann Reumert,"K/S Fynsk Detail, Fakta Odense",BDO Statsautoriseret revisionsaktieselskab,-482150.0,480350.0,Aarhus,2015-01-01,2015-12-31,1333357.0,1815507.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2.0,2016-01-01,false,2017-04-10,Esbjerg,Formand,urn:ofk:oid:23750587,indberetninger-20180424,2.5097454,36921889.0,,2018-03-27T15:24:21.930Z,2017-04-24T07:42:47.517Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-68-UX,2017-04-24T07:42:47.833Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
36921889,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzNiL2U3LzA3L2M2ZTQtNDZjMi05OGYxLTNkYzc0ZmM3YmMwOQ.pdf,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2E3LzMyLzM3L2M4NGYtNGUzOS05N2NlLTUyMzU1YjA3OTZkMw.xml,true,652375.0,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Aarhus C,8000.0,11.0,Ãboulevarden,Aarhus C,8000.0,3.0,RÃ¥dhuspladsen,8000 Aarhus C,Marselis TvÃ¦rvej 4,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til ejerne af K/S Fynsk Detail, Fakta Odense",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-10,2015-06-02,2017-04-23,Statsautoriseret revisor,652375.0,,,20222670.0,36921889.0,20222670.0,"Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Fynsk Detail, Fakta Odense.",Ãrsrapport,,14225000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Martin Kibsgaard Jensen,Handelsbanken,Kromann Reumert,"K/S Fynsk Detail, Fakta Odense",BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,1333357.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2.0,2016-01-01,false,2017-04-10,Esbjerg,Formand,urn:ofk:oid:23750587,indberetninger-20180424,2.5097454,36921889.0,,2018-03-27T15:24:21.930Z,2017-04-24T07:42:47.517Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-68-UX,2017-04-24T07:42:47.833Z,,,,,,,,,,,,,,,,,,,,,,
36921889,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzNiL2U3LzA3L2M2ZTQtNDZjMi05OGYxLTNkYzc0ZmM3YmMwOQ.pdf,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2E3LzMyLzM3L2M4NGYtNGUzOS05N2NlLTUyMzU1YjA3OTZkMw.xml,true,652375.0,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Aarhus C,8000.0,11.0,Ãboulevarden,Aarhus C,8000.0,3.0,RÃ¥dhuspladsen,8000 Aarhus C,Marselis TvÃ¦rvej 4,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til ejerne af K/S Fynsk Detail, Fakta Odense",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-10,2015-06-02,2017-04-23,Statsautoriseret revisor,652375.0,,,20222670.0,36921889.0,20222670.0,"Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Fynsk Detail, Fakta Odense.",Ãrsrapport,,14225000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Martin Kibsgaard Jensen,Handelsbanken,Kromann Reumert,"K/S Fynsk Detail, Fakta Odense",BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,1333357.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2.0,2016-01-01,false,2017-04-10,Esbjerg,Formand,urn:ofk:oid:23750587,indberetninger-20180424,2.5097454,36921889.0,,2018-03-27T15:24:21.930Z,2017-04-24T07:42:47.517Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-68-UX,2017-04-24T07:42:47.833Z,,,,,,,,,,,,,,,,,,,,,,
36921889,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzNiL2U3LzA3L2M2ZTQtNDZjMi05OGYxLTNkYzc0ZmM3YmMwOQ.pdf,http://regnskaber.virk.dk/98812963/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2E3LzMyLzM3L2M4NGYtNGUzOS05N2NlLTUyMzU1YjA3OTZkMw.xml,true,652375.0,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,Aarhus C,8000.0,11.0,Ãboulevarden,Aarhus C,8000.0,3.0,RÃ¥dhuspladsen,8000 Aarhus C,Marselis TvÃ¦rvej 4,DK-6700 Esbjerg,BavnehÃ¸jvej 6,"Til ejerne af K/S Fynsk Detail, Fakta Odense",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-10,2015-06-02,2017-04-23,Statsautoriseret revisor,652375.0,,,20222670.0,36921889.0,20222670.0,"Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Fynsk Detail, Fakta Odense.",Ãrsrapport,,14225000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Martin Kibsgaard Jensen,Handelsbanken,Kromann Reumert,"K/S Fynsk Detail, Fakta Odense",BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2.0,2016-01-01,false,2017-04-10,Esbjerg,Formand,urn:ofk:oid:23750587,indberetninger-20180424,2.5097454,36921889.0,,2018-03-27T15:24:21.930Z,2017-04-24T07:42:47.517Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-68-UX,2017-04-24T07:42:47.833Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
