entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,CashAndCashEquivalentsConcerningCashflowStatement,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,IdentificationNumberCvrOfFinancialInstitution,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,Adjustments,AdjustmentsForDecreaseIncreaseInWorkingCapital,AdjustmentsOfTaxExpense,AdjustmentsfInterestAndSimilarExpenses,AverageNumberOfEmployees,CashFlowFromOperatingActivitiesBeforeFinancialItems,CashFlowFromOrdinaryOperatingActivities,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,DecreaseIncreaseInInventories,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssets,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DividendPaidCashFlow,EmployeeBenefitsExpense,EquityRatio,GrossMargin,GrossResult,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,InterestPaidClassifiedAsOperatingActivities,InterestReceivedClassifiedAsOperatingActivities,InvestmentInPropertyPlantAndEquipment,NetIncreaseDecreaseInCashAndCashEquivalents,OperatingMargin,OtherAdjustmentsForDecreaseIncreaseInWorkingCapital,OtherEmployeeExpense,OtherExternalExpenses,OtherFinanceExpenses,OtherOperatingIncome,PostemploymentBenefitExpense,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PurchaseOfFinancialInstrumentsClassifiedAsInvestingActivities,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,RaisingOfDebtToCreditInstitutions,RawMaterialsAndConsumablesUsed,RemunerationOfManagementCategories,ResultsFromNetFinancials,ReturnOnEquity,Revenue,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,ValueAdjustmentsOfEquity,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,ExchangeRateAdjustmentsCashAndCashEquivalents,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,AddressOfAuditorCountry,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,EmailOfAuditor,IdentificationOfApprovedAnnualReport,ManagementsStatementAboutManagementsReview,RecommendationForApprovalOfAnnualReportByGeneralMeeting,NameOfKeyFigureOrFinancialRatio,ValueOfKeyFigureOrFinancialRatio,NameAndSurnameOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
30810678,2017-01-01,2017-01-01,c405,,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2NmL2YxLzcyLzNjZTktNGE4Ny05ZjVkLTRhNjc3MDBiNGYxMA.pdf,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ExLzYyLzNjLzQ5ZjQtNDZkNS1hMGY1LTRjMmI3NjEzOThiYg.xml,652378.0,Hellerup,2900.0,"8, 1.",Tuborg Parkvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,11866000.0,"Regnskabsklasse C, mellemstor virksomhed",2019-03-21,2019-03-21,2007-08-22,2019-03-21,275870.0,466773.0,17616617.0,30810678.0,34209936.0,-228311.0,Ãrsrapport,Claus TingstrÃ¸m,Jyske Bank,CPH Lex Advokater,Claus TingstrÃ¸m A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-03-21,KÃ¸benhavn,72170109.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26890815,indberetninger-20180424,2.509602,30810678.0,AWm_hYaiRYGX6_YTGR0D,2019-03-27T14:20:08.962Z,2019-03-27T14:19:51.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AU-72-TY,2019-03-27T14:19:52.562Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30810678,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2NmL2YxLzcyLzNjZTktNGE4Ny05ZjVkLTRhNjc3MDBiNGYxMA.pdf,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ExLzYyLzNjLzQ5ZjQtNDZkNS1hMGY1LTRjMmI3NjEzOThiYg.xml,652378.0,Hellerup,2900.0,"8, 1.",Tuborg Parkvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,,"Regnskabsklasse C, mellemstor virksomhed",2019-03-21,2019-03-21,2007-08-22,2019-03-21,275870.0,466773.0,17616617.0,30810678.0,34209936.0,-228311.0,Ãrsrapport,Claus TingstrÃ¸m,Jyske Bank,CPH Lex Advokater,Claus TingstrÃ¸m A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-03-21,KÃ¸benhavn,72170109.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26890815,indberetninger-20180424,2.509602,30810678.0,AWm_hYaiRYGX6_YTGR0D,2019-03-27T14:20:08.962Z,2019-03-27T14:19:51.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AU-72-TY,2019-03-27T14:19:52.562Z,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30810678,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2NmL2YxLzcyLzNjZTktNGE4Ny05ZjVkLTRhNjc3MDBiNGYxMA.pdf,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ExLzYyLzNjLzQ5ZjQtNDZkNS1hMGY1LTRjMmI3NjEzOThiYg.xml,652378.0,Hellerup,2900.0,"8, 1.",Tuborg Parkvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,,"Regnskabsklasse C, mellemstor virksomhed",2019-03-21,2019-03-21,2007-08-22,2019-03-21,275870.0,466773.0,17616617.0,30810678.0,34209936.0,-228311.0,Ãrsrapport,Claus TingstrÃ¸m,Jyske Bank,CPH Lex Advokater,Claus TingstrÃ¸m A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-03-21,KÃ¸benhavn,72170109.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26890815,indberetninger-20180424,2.509602,30810678.0,AWm_hYaiRYGX6_YTGR0D,2019-03-27T14:20:08.962Z,2019-03-27T14:19:51.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AU-72-TY,2019-03-27T14:19:52.562Z,10909000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30810678,2017-01-01,2017-01-01,c728,,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2NmL2YxLzcyLzNjZTktNGE4Ny05ZjVkLTRhNjc3MDBiNGYxMA.pdf,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ExLzYyLzNjLzQ5ZjQtNDZkNS1hMGY1LTRjMmI3NjEzOThiYg.xml,652378.0,Hellerup,2900.0,"8, 1.",Tuborg Parkvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,,"Regnskabsklasse C, mellemstor virksomhed",2019-03-21,2019-03-21,2007-08-22,2019-03-21,275870.0,466773.0,17616617.0,30810678.0,34209936.0,-228311.0,Ãrsrapport,Claus TingstrÃ¸m,Jyske Bank,CPH Lex Advokater,Claus TingstrÃ¸m A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-03-21,KÃ¸benhavn,72170109.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26890815,indberetninger-20180424,2.509602,30810678.0,AWm_hYaiRYGX6_YTGR0D,2019-03-27T14:20:08.962Z,2019-03-27T14:19:51.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AU-72-TY,2019-03-27T14:19:52.562Z,-8980000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30810678,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2NmL2YxLzcyLzNjZTktNGE4Ny05ZjVkLTRhNjc3MDBiNGYxMA.pdf,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ExLzYyLzNjLzQ5ZjQtNDZkNS1hMGY1LTRjMmI3NjEzOThiYg.xml,652378.0,Hellerup,2900.0,"8, 1.",Tuborg Parkvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,,"Regnskabsklasse C, mellemstor virksomhed",2019-03-21,2019-03-21,2007-08-22,2019-03-21,275870.0,466773.0,17616617.0,30810678.0,34209936.0,-228311.0,Ãrsrapport,Claus TingstrÃ¸m,Jyske Bank,CPH Lex Advokater,Claus TingstrÃ¸m A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-03-21,KÃ¸benhavn,72170109.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26890815,indberetninger-20180424,2.509602,30810678.0,AWm_hYaiRYGX6_YTGR0D,2019-03-27T14:20:08.962Z,2019-03-27T14:19:51.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AU-72-TY,2019-03-27T14:19:52.562Z,,550000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30810678,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2NmL2YxLzcyLzNjZTktNGE4Ny05ZjVkLTRhNjc3MDBiNGYxMA.pdf,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ExLzYyLzNjLzQ5ZjQtNDZkNS1hMGY1LTRjMmI3NjEzOThiYg.xml,652378.0,Hellerup,2900.0,"8, 1.",Tuborg Parkvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,,"Regnskabsklasse C, mellemstor virksomhed",2019-03-21,2019-03-21,2007-08-22,2019-03-21,275870.0,466773.0,17616617.0,30810678.0,34209936.0,-228311.0,Ãrsrapport,Claus TingstrÃ¸m,Jyske Bank,CPH Lex Advokater,Claus TingstrÃ¸m A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-03-21,KÃ¸benhavn,72170109.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26890815,indberetninger-20180424,2.509602,30810678.0,AWm_hYaiRYGX6_YTGR0D,2019-03-27T14:20:08.962Z,2019-03-27T14:19:51.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AU-72-TY,2019-03-27T14:19:52.562Z,,550000.0,439000.0,-1709000.0,188000.0,31000.0,101.0,-720000.0,-740000.0,-9020000.0,-265000.0,-1503000.0,-21000.0,-3951000.0,2303000.0,220000.0,220000.0,8980000.0,46211000.0,20.1,0.1,47200000.0,763000.0,21000.0,1000.0,265000.0,-10788000.0,0.0,-40000.0,218000.0,3875000.0,31000.0,0.0,4335000.0,0.0,738000.0,769000.0,0.0,265000.0,-40000.0,38596000.0,1250000.0,31000.0,20.3,89671000.0,188000.0,41658000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30810678,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2NmL2YxLzcyLzNjZTktNGE4Ny05ZjVkLTRhNjc3MDBiNGYxMA.pdf,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ExLzYyLzNjLzQ5ZjQtNDZkNS1hMGY1LTRjMmI3NjEzOThiYg.xml,652378.0,Hellerup,2900.0,"8, 1.",Tuborg Parkvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,,"Regnskabsklasse C, mellemstor virksomhed",2019-03-21,2019-03-21,2007-08-22,2019-03-21,275870.0,466773.0,17616617.0,30810678.0,34209936.0,-228311.0,Ãrsrapport,Claus TingstrÃ¸m,Jyske Bank,CPH Lex Advokater,Claus TingstrÃ¸m A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-03-21,KÃ¸benhavn,72170109.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26890815,indberetninger-20180424,2.509602,30810678.0,AWm_hYaiRYGX6_YTGR0D,2019-03-27T14:20:08.962Z,2019-03-27T14:19:51.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AU-72-TY,2019-03-27T14:19:52.562Z,,550000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8980000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30810678,2017-01-01,2017-12-31,c729,,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2NmL2YxLzcyLzNjZTktNGE4Ny05ZjVkLTRhNjc3MDBiNGYxMA.pdf,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ExLzYyLzNjLzQ5ZjQtNDZkNS1hMGY1LTRjMmI3NjEzOThiYg.xml,652378.0,Hellerup,2900.0,"8, 1.",Tuborg Parkvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,,"Regnskabsklasse C, mellemstor virksomhed",2019-03-21,2019-03-21,2007-08-22,2019-03-21,275870.0,466773.0,17616617.0,30810678.0,34209936.0,-228311.0,Ãrsrapport,Claus TingstrÃ¸m,Jyske Bank,CPH Lex Advokater,Claus TingstrÃ¸m A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-03-21,KÃ¸benhavn,72170109.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26890815,indberetninger-20180424,2.509602,30810678.0,AWm_hYaiRYGX6_YTGR0D,2019-03-27T14:20:08.962Z,2019-03-27T14:19:51.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AU-72-TY,2019-03-27T14:19:52.562Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8980000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30810678,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2NmL2YxLzcyLzNjZTktNGE4Ny05ZjVkLTRhNjc3MDBiNGYxMA.pdf,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ExLzYyLzNjLzQ5ZjQtNDZkNS1hMGY1LTRjMmI3NjEzOThiYg.xml,652378.0,Hellerup,2900.0,"8, 1.",Tuborg Parkvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,1068000.0,"Regnskabsklasse C, mellemstor virksomhed",2019-03-21,2019-03-21,2007-08-22,2019-03-21,275870.0,466773.0,17616617.0,30810678.0,34209936.0,-228311.0,Ãrsrapport,Claus TingstrÃ¸m,Jyske Bank,CPH Lex Advokater,Claus TingstrÃ¸m A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-03-21,KÃ¸benhavn,72170109.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26890815,indberetninger-20180424,2.509602,30810678.0,AWm_hYaiRYGX6_YTGR0D,2019-03-27T14:20:08.962Z,2019-03-27T14:19:51.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AU-72-TY,2019-03-27T14:19:52.562Z,2979000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14819000.0,1068000.0,500000.0,14015000.0,253000.0,114000.0,-10000.0,690000.0,247000.0,14819000.0,11830000.0,114000.0,804000.0,5460000.0,1096000.0,690000.0,10000.0,10000.0,247000.0,2479000.0,11830000.0,1855000.0,12700000.0,0.0,173000.0,4342000.0,11351000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30810678,2017-12-31,2017-12-31,c706,,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2NmL2YxLzcyLzNjZTktNGE4Ny05ZjVkLTRhNjc3MDBiNGYxMA.pdf,http://regnskaber.virk.dk/87601803/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ExLzYyLzNjLzQ5ZjQtNDZkNS1hMGY1LTRjMmI3NjEzOThiYg.xml,652378.0,Hellerup,2900.0,"8, 1.",Tuborg Parkvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,,"Regnskabsklasse C, mellemstor virksomhed",2019-03-21,2019-03-21,2007-08-22,2019-03-21,275870.0,466773.0,17616617.0,30810678.0,34209936.0,-228311.0,Ãrsrapport,Claus TingstrÃ¸m,Jyske Bank,CPH Lex Advokater,Claus TingstrÃ¸m A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-03-21,KÃ¸benhavn,72170109.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26890815,indberetninger-20180424,2.509602,30810678.0,AWm_hYaiRYGX6_YTGR0D,2019-03-27T14:20:08.962Z,2019-03-27T14:19:51.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AU-72-TY,2019-03-27T14:19:52.562Z,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
