entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,AdditionsToIntangibleAssets,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,EmailOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,ImpairmentLossesOfIntangibleAssets,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,OtherAdjustmentsRelatedToInvestments,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,ImpairmentOfFinancialAssets,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,TaxExpenseOnOrdinaryActivities,ValueAdjustmentsOfEquity,AccumulatedRevaluationsOfInvestments,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DevelopmentProjectsInProgressAndPrepaymentsForIntangibleAssets,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,IntangibleAssetsGross,GrossResult,NameAndSurnameOfMemberOfSupervisoryBoard
27959350,2015-01-01,2015-01-01,c176,,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzA2LzcxLzU2LzBlYjktNGRiOS1iZGM2LTRjNzUyOTYxMmRjYg.pdf,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzE3L2Q4LzdlLzVhY2UtNDJiYi04MjUzLTlmMjY5ZmM3MDllZg.xml,17448250.0,221075.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Charlottenlund,2920.0,23.0,JÃ¦rgersborg AllÃ©,Klampenborg,2930.0,53B,Dyrehavevej,"2600, Glostrup","Hovedvejen, 56",kapitalejerne,Regnskabsklasse B,2017-06-15,2017-06-15,2004-10-08,2017-06-15,Statsautoriseret revisor,pkf@pkf.dk,bkg@bkgpharma.com,www.bkgpharma.com,14119299.0,27959350.0,14119299.0,17448250.0,Ãrsrapport,80000.0,Kasper Vindelev,Rasmus Schmiegelow,Birgit KjÃ¦ldgaard Giwercman,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Jyske Bank,BKG-Pharma ApS,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Klampenborg,2015-01-01,2015-12-31,Gentofte Kommune,BKG Vet Pharma ApS,Gentofte,2016-12-31,2016-01-01,66.67,2017-06-15,Glostrup,43 96 06 56,39 17 97 17,Formand,RevisionspÃ¥tegning,urn:ofk:oid:24242070,indberetninger-20180424,2.5097454,27959350.0,,2018-03-29T14:08:22.614Z,2017-06-19T16:00:26.535Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-46-ML,2017-06-19T16:00:26.777Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27959350,2015-01-01,2015-01-01,c720,,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzA2LzcxLzU2LzBlYjktNGRiOS1iZGM2LTRjNzUyOTYxMmRjYg.pdf,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzE3L2Q4LzdlLzVhY2UtNDJiYi04MjUzLTlmMjY5ZmM3MDllZg.xml,17448250.0,221075.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Charlottenlund,2920.0,23.0,JÃ¦rgersborg AllÃ©,Klampenborg,2930.0,53B,Dyrehavevej,"2600, Glostrup","Hovedvejen, 56",kapitalejerne,Regnskabsklasse B,2017-06-15,2017-06-15,2004-10-08,2017-06-15,Statsautoriseret revisor,pkf@pkf.dk,bkg@bkgpharma.com,www.bkgpharma.com,14119299.0,27959350.0,14119299.0,17448250.0,Ãrsrapport,,Kasper Vindelev,Rasmus Schmiegelow,Birgit KjÃ¦ldgaard Giwercman,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Jyske Bank,BKG-Pharma ApS,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Klampenborg,2015-01-01,2015-12-31,Gentofte Kommune,BKG Vet Pharma ApS,Gentofte,2016-12-31,2016-01-01,66.67,2017-06-15,Glostrup,43 96 06 56,39 17 97 17,Formand,RevisionspÃ¥tegning,urn:ofk:oid:24242070,indberetninger-20180424,2.5097454,27959350.0,,2018-03-29T14:08:22.614Z,2017-06-19T16:00:26.535Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-46-ML,2017-06-19T16:00:26.777Z,1548836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27959350,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzA2LzcxLzU2LzBlYjktNGRiOS1iZGM2LTRjNzUyOTYxMmRjYg.pdf,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzE3L2Q4LzdlLzVhY2UtNDJiYi04MjUzLTlmMjY5ZmM3MDllZg.xml,17448250.0,221075.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Charlottenlund,2920.0,23.0,JÃ¦rgersborg AllÃ©,Klampenborg,2930.0,53B,Dyrehavevej,"2600, Glostrup","Hovedvejen, 56",kapitalejerne,Regnskabsklasse B,2017-06-15,2017-06-15,2004-10-08,2017-06-15,Statsautoriseret revisor,pkf@pkf.dk,bkg@bkgpharma.com,www.bkgpharma.com,14119299.0,27959350.0,14119299.0,17448250.0,Ãrsrapport,,Kasper Vindelev,Rasmus Schmiegelow,Birgit KjÃ¦ldgaard Giwercman,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Jyske Bank,BKG-Pharma ApS,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Klampenborg,2015-01-01,2015-12-31,Gentofte Kommune,BKG Vet Pharma ApS,Gentofte,2016-12-31,2016-01-01,66.67,2017-06-15,Glostrup,43 96 06 56,39 17 97 17,Formand,RevisionspÃ¥tegning,urn:ofk:oid:24242070,indberetninger-20180424,2.5097454,27959350.0,,2018-03-29T14:08:22.614Z,2017-06-19T16:00:26.535Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-46-ML,2017-06-19T16:00:26.777Z,12830405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27959350,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzA2LzcxLzU2LzBlYjktNGRiOS1iZGM2LTRjNzUyOTYxMmRjYg.pdf,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzE3L2Q4LzdlLzVhY2UtNDJiYi04MjUzLTlmMjY5ZmM3MDllZg.xml,17448250.0,221075.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Charlottenlund,2920.0,23.0,JÃ¦rgersborg AllÃ©,Klampenborg,2930.0,53B,Dyrehavevej,"2600, Glostrup","Hovedvejen, 56",kapitalejerne,Regnskabsklasse B,2017-06-15,2017-06-15,2004-10-08,2017-06-15,Statsautoriseret revisor,pkf@pkf.dk,bkg@bkgpharma.com,www.bkgpharma.com,14119299.0,27959350.0,14119299.0,17448250.0,Ãrsrapport,,Kasper Vindelev,Rasmus Schmiegelow,Birgit KjÃ¦ldgaard Giwercman,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Jyske Bank,BKG-Pharma ApS,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Klampenborg,2015-01-01,2015-12-31,Gentofte Kommune,BKG Vet Pharma ApS,Gentofte,2016-12-31,2016-01-01,66.67,2017-06-15,Glostrup,43 96 06 56,39 17 97 17,Formand,RevisionspÃ¥tegning,urn:ofk:oid:24242070,indberetninger-20180424,2.5097454,27959350.0,,2018-03-29T14:08:22.614Z,2017-06-19T16:00:26.535Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-46-ML,2017-06-19T16:00:26.777Z,,-94523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27959350,2015-01-01,2015-12-31,c178,,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzA2LzcxLzU2LzBlYjktNGRiOS1iZGM2LTRjNzUyOTYxMmRjYg.pdf,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzE3L2Q4LzdlLzVhY2UtNDJiYi04MjUzLTlmMjY5ZmM3MDllZg.xml,17448250.0,221075.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Charlottenlund,2920.0,23.0,JÃ¦rgersborg AllÃ©,Klampenborg,2930.0,53B,Dyrehavevej,"2600, Glostrup","Hovedvejen, 56",kapitalejerne,Regnskabsklasse B,2017-06-15,2017-06-15,2004-10-08,2017-06-15,Statsautoriseret revisor,pkf@pkf.dk,bkg@bkgpharma.com,www.bkgpharma.com,14119299.0,27959350.0,14119299.0,17448250.0,Ãrsrapport,,Kasper Vindelev,Rasmus Schmiegelow,Birgit KjÃ¦ldgaard Giwercman,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Jyske Bank,BKG-Pharma ApS,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Klampenborg,2015-01-01,2015-12-31,Gentofte Kommune,BKG Vet Pharma ApS,Gentofte,2016-12-31,2016-01-01,66.67,2017-06-15,Glostrup,43 96 06 56,39 17 97 17,Formand,RevisionspÃ¥tegning,urn:ofk:oid:24242070,indberetninger-20180424,2.5097454,27959350.0,,2018-03-29T14:08:22.614Z,2017-06-19T16:00:26.535Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-46-ML,2017-06-19T16:00:26.777Z,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27959350,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzA2LzcxLzU2LzBlYjktNGRiOS1iZGM2LTRjNzUyOTYxMmRjYg.pdf,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzE3L2Q4LzdlLzVhY2UtNDJiYi04MjUzLTlmMjY5ZmM3MDllZg.xml,17448250.0,221075.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Charlottenlund,2920.0,23.0,JÃ¦rgersborg AllÃ©,Klampenborg,2930.0,53B,Dyrehavevej,"2600, Glostrup","Hovedvejen, 56",kapitalejerne,Regnskabsklasse B,2017-06-15,2017-06-15,2004-10-08,2017-06-15,Statsautoriseret revisor,pkf@pkf.dk,bkg@bkgpharma.com,www.bkgpharma.com,14119299.0,27959350.0,14119299.0,17448250.0,Ãrsrapport,,Kasper Vindelev,Rasmus Schmiegelow,Birgit KjÃ¦ldgaard Giwercman,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Jyske Bank,BKG-Pharma ApS,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Klampenborg,2015-01-01,2015-12-31,Gentofte Kommune,BKG Vet Pharma ApS,Gentofte,2016-12-31,2016-01-01,66.67,2017-06-15,Glostrup,43 96 06 56,39 17 97 17,Formand,RevisionspÃ¥tegning,urn:ofk:oid:24242070,indberetninger-20180424,2.5097454,27959350.0,,2018-03-29T14:08:22.614Z,2017-06-19T16:00:26.535Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-46-ML,2017-06-19T16:00:26.777Z,,-94523.0,,0.0,-715177.0,0.0,24948.0,136.0,0.0,-739989.0,-715177.0,-25000.0,-645466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27959350,2015-01-01,2015-12-31,c742,,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzA2LzcxLzU2LzBlYjktNGRiOS1iZGM2LTRjNzUyOTYxMmRjYg.pdf,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzE3L2Q4LzdlLzVhY2UtNDJiYi04MjUzLTlmMjY5ZmM3MDllZg.xml,17448250.0,221075.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Charlottenlund,2920.0,23.0,JÃ¦rgersborg AllÃ©,Klampenborg,2930.0,53B,Dyrehavevej,"2600, Glostrup","Hovedvejen, 56",kapitalejerne,Regnskabsklasse B,2017-06-15,2017-06-15,2004-10-08,2017-06-15,Statsautoriseret revisor,pkf@pkf.dk,bkg@bkgpharma.com,www.bkgpharma.com,14119299.0,27959350.0,14119299.0,17448250.0,Ãrsrapport,,Kasper Vindelev,Rasmus Schmiegelow,Birgit KjÃ¦ldgaard Giwercman,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Jyske Bank,BKG-Pharma ApS,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Klampenborg,2015-01-01,2015-12-31,Gentofte Kommune,BKG Vet Pharma ApS,Gentofte,2016-12-31,2016-01-01,66.67,2017-06-15,Glostrup,43 96 06 56,39 17 97 17,Formand,RevisionspÃ¥tegning,urn:ofk:oid:24242070,indberetninger-20180424,2.5097454,27959350.0,,2018-03-29T14:08:22.614Z,2017-06-19T16:00:26.535Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-46-ML,2017-06-19T16:00:26.777Z,,-94523.0,,,,,,,,,,,,982000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27959350,2015-12-31,2015-12-31,c180,,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzA2LzcxLzU2LzBlYjktNGRiOS1iZGM2LTRjNzUyOTYxMmRjYg.pdf,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzE3L2Q4LzdlLzVhY2UtNDJiYi04MjUzLTlmMjY5ZmM3MDllZg.xml,17448250.0,221075.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Charlottenlund,2920.0,23.0,JÃ¦rgersborg AllÃ©,Klampenborg,2930.0,53B,Dyrehavevej,"2600, Glostrup","Hovedvejen, 56",kapitalejerne,Regnskabsklasse B,2017-06-15,2017-06-15,2004-10-08,2017-06-15,Statsautoriseret revisor,pkf@pkf.dk,bkg@bkgpharma.com,www.bkgpharma.com,14119299.0,27959350.0,14119299.0,17448250.0,Ãrsrapport,80000.0,Kasper Vindelev,Rasmus Schmiegelow,Birgit KjÃ¦ldgaard Giwercman,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Jyske Bank,BKG-Pharma ApS,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Klampenborg,2015-01-01,2015-12-31,Gentofte Kommune,BKG Vet Pharma ApS,Gentofte,2016-12-31,2016-01-01,66.67,2017-06-15,Glostrup,43 96 06 56,39 17 97 17,Formand,RevisionspÃ¥tegning,urn:ofk:oid:24242070,indberetninger-20180424,2.5097454,27959350.0,,2018-03-29T14:08:22.614Z,2017-06-19T16:00:26.535Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-46-ML,2017-06-19T16:00:26.777Z,,,,,,,,,,,,,,,0.0,80000.0,,,,,,,,,,,,,,,,,,,,,,,,
27959350,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzA2LzcxLzU2LzBlYjktNGRiOS1iZGM2LTRjNzUyOTYxMmRjYg.pdf,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzE3L2Q4LzdlLzVhY2UtNDJiYi04MjUzLTlmMjY5ZmM3MDllZg.xml,17448250.0,221075.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Charlottenlund,2920.0,23.0,JÃ¦rgersborg AllÃ©,Klampenborg,2930.0,53B,Dyrehavevej,"2600, Glostrup","Hovedvejen, 56",kapitalejerne,Regnskabsklasse B,2017-06-15,2017-06-15,2004-10-08,2017-06-15,Statsautoriseret revisor,pkf@pkf.dk,bkg@bkgpharma.com,www.bkgpharma.com,14119299.0,27959350.0,14119299.0,17448250.0,Ãrsrapport,,Kasper Vindelev,Rasmus Schmiegelow,Birgit KjÃ¦ldgaard Giwercman,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Jyske Bank,BKG-Pharma ApS,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Klampenborg,2015-01-01,2015-12-31,Gentofte Kommune,BKG Vet Pharma ApS,Gentofte,2016-12-31,2016-01-01,66.67,2017-06-15,Glostrup,43 96 06 56,39 17 97 17,Formand,RevisionspÃ¥tegning,urn:ofk:oid:24242070,indberetninger-20180424,2.5097454,27959350.0,,2018-03-29T14:08:22.614Z,2017-06-19T16:00:26.535Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-46-ML,2017-06-19T16:00:26.777Z,15266718.0,,,,,,,,,,,,,,,80000.0,18059350.0,13711.0,1548836.0,752175.0,17227175.0,17227175.0,18059350.0,2459044.0,80000.0,17307175.0,354850.0,502208.0,333588.0,333588.0,13717882.0,64000.0,2459044.0,712922.0,738464.0,236256.0,1327272.0,,,
27959350,2015-12-31,2015-12-31,c722,,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzA2LzcxLzU2LzBlYjktNGRiOS1iZGM2LTRjNzUyOTYxMmRjYg.pdf,http://regnskaber.virk.dk/05395972/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzE3L2Q4LzdlLzVhY2UtNDJiYi04MjUzLTlmMjY5ZmM3MDllZg.xml,17448250.0,221075.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Charlottenlund,2920.0,23.0,JÃ¦rgersborg AllÃ©,Klampenborg,2930.0,53B,Dyrehavevej,"2600, Glostrup","Hovedvejen, 56",kapitalejerne,Regnskabsklasse B,2017-06-15,2017-06-15,2004-10-08,2017-06-15,Statsautoriseret revisor,pkf@pkf.dk,bkg@bkgpharma.com,www.bkgpharma.com,14119299.0,27959350.0,14119299.0,17448250.0,Ãrsrapport,,Kasper Vindelev,Rasmus Schmiegelow,Birgit KjÃ¦ldgaard Giwercman,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Jyske Bank,BKG-Pharma ApS,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Klampenborg,2015-01-01,2015-12-31,Gentofte Kommune,BKG Vet Pharma ApS,Gentofte,2016-12-31,2016-01-01,66.67,2017-06-15,Glostrup,43 96 06 56,39 17 97 17,Formand,RevisionspÃ¥tegning,urn:ofk:oid:24242070,indberetninger-20180424,2.5097454,27959350.0,,2018-03-29T14:08:22.614Z,2017-06-19T16:00:26.535Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-46-ML,2017-06-19T16:00:26.777Z,1548836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
