entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
14802193,2014-01-01,2014-01-01,c720,,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQzLzhmLzU2L2ZjZTYtNGI2MS05NzM5LTZkYjEwZmMxMTU1YQ.pdf,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzBjLzQ3LzRhL2VkNmEtNGM2OS1hNTAyLTYzMGVhYWVjNzJkNg.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,Kgs. Lyngby,2800.0,A,Lyngby Hovedgade 49,"3520, Farum","Farum Hovedgade, 9",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-07-08,2016-07-08,2016-07-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",info@dk.gt.com,125000.0,34209936.0,14802193.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for TandlÃ¦geklinikken Claus Reipurth Jensen ApS.,Ãrsrapport,Bo Lysen,Claus Reipurth Jensen,Claus Reipurth Jensen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",TandlÃ¦geklinikken Claus Reipurth Jensen ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Kgs. Lyngby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Farum,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22831435,indberetninger-20180424,2.5117178,14802193.0,,2018-03-28T16:18:39.173Z,2016-07-11T05:16:26.652Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-33-XJ,2016-07-11T05:16:26.765Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14802193,2014-01-01,2014-01-01,c744,,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQzLzhmLzU2L2ZjZTYtNGI2MS05NzM5LTZkYjEwZmMxMTU1YQ.pdf,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzBjLzQ3LzRhL2VkNmEtNGM2OS1hNTAyLTYzMGVhYWVjNzJkNg.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,Kgs. Lyngby,2800.0,A,Lyngby Hovedgade 49,"3520, Farum","Farum Hovedgade, 9",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-07-08,2016-07-08,2016-07-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",info@dk.gt.com,266340.0,34209936.0,14802193.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for TandlÃ¦geklinikken Claus Reipurth Jensen ApS.,Ãrsrapport,Bo Lysen,Claus Reipurth Jensen,Claus Reipurth Jensen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",TandlÃ¦geklinikken Claus Reipurth Jensen ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Kgs. Lyngby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Farum,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22831435,indberetninger-20180424,2.5117178,14802193.0,,2018-03-28T16:18:39.173Z,2016-07-11T05:16:26.652Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-33-XJ,2016-07-11T05:16:26.765Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14802193,2014-01-01,2014-12-31,c109,,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQzLzhmLzU2L2ZjZTYtNGI2MS05NzM5LTZkYjEwZmMxMTU1YQ.pdf,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzBjLzQ3LzRhL2VkNmEtNGM2OS1hNTAyLTYzMGVhYWVjNzJkNg.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,Kgs. Lyngby,2800.0,A,Lyngby Hovedgade 49,"3520, Farum","Farum Hovedgade, 9",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-07-08,2016-07-08,2016-07-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",info@dk.gt.com,,34209936.0,14802193.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for TandlÃ¦geklinikken Claus Reipurth Jensen ApS.,Ãrsrapport,Bo Lysen,Claus Reipurth Jensen,Claus Reipurth Jensen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",TandlÃ¦geklinikken Claus Reipurth Jensen ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Kgs. Lyngby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Farum,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22831435,indberetninger-20180424,2.5117178,14802193.0,,2018-03-28T16:18:39.173Z,2016-07-11T05:16:26.652Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-33-XJ,2016-07-11T05:16:26.765Z,129132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14802193,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQzLzhmLzU2L2ZjZTYtNGI2MS05NzM5LTZkYjEwZmMxMTU1YQ.pdf,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzBjLzQ3LzRhL2VkNmEtNGM2OS1hNTAyLTYzMGVhYWVjNzJkNg.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,Kgs. Lyngby,2800.0,A,Lyngby Hovedgade 49,"3520, Farum","Farum Hovedgade, 9",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-07-08,2016-07-08,2016-07-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",info@dk.gt.com,,34209936.0,14802193.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for TandlÃ¦geklinikken Claus Reipurth Jensen ApS.,Ãrsrapport,Bo Lysen,Claus Reipurth Jensen,Claus Reipurth Jensen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",TandlÃ¦geklinikken Claus Reipurth Jensen ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Kgs. Lyngby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Farum,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22831435,indberetninger-20180424,2.5117178,14802193.0,,2018-03-28T16:18:39.173Z,2016-07-11T05:16:26.652Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-33-XJ,2016-07-11T05:16:26.765Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14802193,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQzLzhmLzU2L2ZjZTYtNGI2MS05NzM5LTZkYjEwZmMxMTU1YQ.pdf,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzBjLzQ3LzRhL2VkNmEtNGM2OS1hNTAyLTYzMGVhYWVjNzJkNg.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,Kgs. Lyngby,2800.0,A,Lyngby Hovedgade 49,"3520, Farum","Farum Hovedgade, 9",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-07-08,2016-07-08,2016-07-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",info@dk.gt.com,,34209936.0,14802193.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for TandlÃ¦geklinikken Claus Reipurth Jensen ApS.,Ãrsrapport,Bo Lysen,Claus Reipurth Jensen,Claus Reipurth Jensen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",TandlÃ¦geklinikken Claus Reipurth Jensen ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Kgs. Lyngby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Farum,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22831435,indberetninger-20180424,2.5117178,14802193.0,,2018-03-28T16:18:39.173Z,2016-07-11T05:16:26.652Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-33-XJ,2016-07-11T05:16:26.765Z,129132.0,111778.0,3709114.0,4040591.0,165031.0,27576.0,74661.0,192123.0,219699.0,50869.0,62991.0,3418553.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14802193,2014-01-01,2014-12-31,c742,,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQzLzhmLzU2L2ZjZTYtNGI2MS05NzM5LTZkYjEwZmMxMTU1YQ.pdf,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzBjLzQ3LzRhL2VkNmEtNGM2OS1hNTAyLTYzMGVhYWVjNzJkNg.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,Kgs. Lyngby,2800.0,A,Lyngby Hovedgade 49,"3520, Farum","Farum Hovedgade, 9",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-07-08,2016-07-08,2016-07-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",info@dk.gt.com,,34209936.0,14802193.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for TandlÃ¦geklinikken Claus Reipurth Jensen ApS.,Ãrsrapport,Bo Lysen,Claus Reipurth Jensen,Claus Reipurth Jensen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",TandlÃ¦geklinikken Claus Reipurth Jensen ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Kgs. Lyngby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Farum,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22831435,indberetninger-20180424,2.5117178,14802193.0,,2018-03-28T16:18:39.173Z,2016-07-11T05:16:26.652Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-33-XJ,2016-07-11T05:16:26.765Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14802193,2014-01-01,2014-12-31,c745,,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQzLzhmLzU2L2ZjZTYtNGI2MS05NzM5LTZkYjEwZmMxMTU1YQ.pdf,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzBjLzQ3LzRhL2VkNmEtNGM2OS1hNTAyLTYzMGVhYWVjNzJkNg.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,Kgs. Lyngby,2800.0,A,Lyngby Hovedgade 49,"3520, Farum","Farum Hovedgade, 9",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-07-08,2016-07-08,2016-07-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",info@dk.gt.com,,34209936.0,14802193.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for TandlÃ¦geklinikken Claus Reipurth Jensen ApS.,Ãrsrapport,Bo Lysen,Claus Reipurth Jensen,Claus Reipurth Jensen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",TandlÃ¦geklinikken Claus Reipurth Jensen ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Kgs. Lyngby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Farum,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22831435,indberetninger-20180424,2.5117178,14802193.0,,2018-03-28T16:18:39.173Z,2016-07-11T05:16:26.652Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-33-XJ,2016-07-11T05:16:26.765Z,,,,,,,,,,,,,129132.0,266340.0,,,,,,,,,,,,,,,,,,,,,,,,
14802193,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQzLzhmLzU2L2ZjZTYtNGI2MS05NzM5LTZkYjEwZmMxMTU1YQ.pdf,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzBjLzQ3LzRhL2VkNmEtNGM2OS1hNTAyLTYzMGVhYWVjNzJkNg.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,Kgs. Lyngby,2800.0,A,Lyngby Hovedgade 49,"3520, Farum","Farum Hovedgade, 9",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-07-08,2016-07-08,2016-07-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",info@dk.gt.com,254132.0,34209936.0,14802193.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for TandlÃ¦geklinikken Claus Reipurth Jensen ApS.,Ãrsrapport,Bo Lysen,Claus Reipurth Jensen,Claus Reipurth Jensen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",TandlÃ¦geklinikken Claus Reipurth Jensen ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Kgs. Lyngby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Farum,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22831435,indberetninger-20180424,2.5117178,14802193.0,,2018-03-28T16:18:39.173Z,2016-07-11T05:16:26.652Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-33-XJ,2016-07-11T05:16:26.765Z,,,,,,,,,,,,,,,1252853.0,278885.0,125000.0,903719.0,3034.0,199226.0,30000.0,1252853.0,983368.0,149908.0,349134.0,149908.0,698624.0,199226.0,129132.0,15353.0,15353.0,30000.0,0.0,983368.0,594834.0,116483.0,168261.0,591800.0
14802193,2014-12-31,2014-12-31,c722,,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQzLzhmLzU2L2ZjZTYtNGI2MS05NzM5LTZkYjEwZmMxMTU1YQ.pdf,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzBjLzQ3LzRhL2VkNmEtNGM2OS1hNTAyLTYzMGVhYWVjNzJkNg.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,Kgs. Lyngby,2800.0,A,Lyngby Hovedgade 49,"3520, Farum","Farum Hovedgade, 9",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-07-08,2016-07-08,2016-07-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",info@dk.gt.com,125000.0,34209936.0,14802193.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for TandlÃ¦geklinikken Claus Reipurth Jensen ApS.,Ãrsrapport,Bo Lysen,Claus Reipurth Jensen,Claus Reipurth Jensen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",TandlÃ¦geklinikken Claus Reipurth Jensen ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Kgs. Lyngby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Farum,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22831435,indberetninger-20180424,2.5117178,14802193.0,,2018-03-28T16:18:39.173Z,2016-07-11T05:16:26.652Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-33-XJ,2016-07-11T05:16:26.765Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14802193,2014-12-31,2014-12-31,c743,,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQzLzhmLzU2L2ZjZTYtNGI2MS05NzM5LTZkYjEwZmMxMTU1YQ.pdf,http://regnskaber.virk.dk/39120841/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzBjLzQ3LzRhL2VkNmEtNGM2OS1hNTAyLTYzMGVhYWVjNzJkNg.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,Kgs. Lyngby,2800.0,A,Lyngby Hovedgade 49,"3520, Farum","Farum Hovedgade, 9",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-07-08,2016-07-08,2016-07-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",info@dk.gt.com,0.0,34209936.0,14802193.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for TandlÃ¦geklinikken Claus Reipurth Jensen ApS.,Ãrsrapport,Bo Lysen,Claus Reipurth Jensen,Claus Reipurth Jensen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",TandlÃ¦geklinikken Claus Reipurth Jensen ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Kgs. Lyngby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Farum,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22831435,indberetninger-20180424,2.5117178,14802193.0,,2018-03-28T16:18:39.173Z,2016-07-11T05:16:26.652Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-33-XJ,2016-07-11T05:16:26.765Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
