entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermInvestments,ShorttermInvestmentsInGroupEnterprises,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
34579946,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IxLzE4L2I4LzNiYTUtNDQwNy04NjU3LWM4MGE5NTNmNTExNw.xhtml,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2IxLzk1LzVjL2Q5MGMtNDVhMy04N2EwLWQ0OWU0YzMzYmEyNQ.pdf,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2M3L2RmLzQxL2RjZDctNDAzMC1hNTUzLWY5YmU4MjBjNmI2Zg.xml,true,Danmark,DK,Storvorde,9280.0,11.0,TofthÃ¸jvej,9000 Aalborg,Storvorde,9280.0,2.0,GadekÃ¦rsvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-07,2017-05-30,Registreret Revisor,-6500.0,34579946.0,1002497803.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Brian Jensen,Marianne Hegelund Thomsen,Danske Bank,M. HEGELUND HOLDING ApS,Anja Nielsen,40707.0,Storvorde,2015-01-01,2015-12-31,-47207.0,-47207.0,-6500.0,2016-12-31,2016-01-01,false,false,2017-04-07,Storvorde,Ja,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23995434,indberetninger-20180424,2.5949414,34579946.0,,2018-03-28T13:17:38.590Z,2017-05-30T18:33:16.769Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-88-AN,2017-05-30T18:33:17.004Z,,,,,,,,,,,,,,,,,
34579946,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IxLzE4L2I4LzNiYTUtNDQwNy04NjU3LWM4MGE5NTNmNTExNw.xhtml,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2IxLzk1LzVjL2Q5MGMtNDVhMy04N2EwLWQ0OWU0YzMzYmEyNQ.pdf,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2M3L2RmLzQxL2RjZDctNDAzMC1hNTUzLWY5YmU4MjBjNmI2Zg.xml,true,Danmark,DK,Storvorde,9280.0,11.0,TofthÃ¸jvej,9000 Aalborg,Storvorde,9280.0,2.0,GadekÃ¦rsvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-07,2017-05-30,Registreret Revisor,,34579946.0,1002497803.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Brian Jensen,Marianne Hegelund Thomsen,Danske Bank,M. HEGELUND HOLDING ApS,Anja Nielsen,,Storvorde,2015-01-01,2015-12-31,-47207.0,,,2016-12-31,2016-01-01,false,false,2017-04-07,Storvorde,Ja,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23995434,indberetninger-20180424,2.5949414,34579946.0,,2018-03-28T13:17:38.590Z,2017-05-30T18:33:16.769Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-88-AN,2017-05-30T18:33:17.004Z,,,,,,,,,,,,,,,,,
34579946,2015-12-31,2015-12-31,c7,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IxLzE4L2I4LzNiYTUtNDQwNy04NjU3LWM4MGE5NTNmNTExNw.xhtml,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2IxLzk1LzVjL2Q5MGMtNDVhMy04N2EwLWQ0OWU0YzMzYmEyNQ.pdf,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2M3L2RmLzQxL2RjZDctNDAzMC1hNTUzLWY5YmU4MjBjNmI2Zg.xml,true,Danmark,DK,Storvorde,9280.0,11.0,TofthÃ¸jvej,9000 Aalborg,Storvorde,9280.0,2.0,GadekÃ¦rsvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-07,2017-05-30,Registreret Revisor,,34579946.0,1002497803.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Brian Jensen,Marianne Hegelund Thomsen,Danske Bank,M. HEGELUND HOLDING ApS,Anja Nielsen,,Storvorde,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-07,Storvorde,Ja,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23995434,indberetninger-20180424,2.5949414,34579946.0,,2018-03-28T13:17:38.590Z,2017-05-30T18:33:16.769Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-88-AN,2017-05-30T18:33:17.004Z,1484.0,311.0,80000.0,1484.0,-20574.0,1484.0,22058.0,10158.0,-100574.0,1173.0,1173.0,22058.0,11900.0,0.0,0.0,,
34579946,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IxLzE4L2I4LzNiYTUtNDQwNy04NjU3LWM4MGE5NTNmNTExNw.xhtml,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2IxLzk1LzVjL2Q5MGMtNDVhMy04N2EwLWQ0OWU0YzMzYmEyNQ.pdf,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2M3L2RmLzQxL2RjZDctNDAzMC1hNTUzLWY5YmU4MjBjNmI2Zg.xml,true,Danmark,DK,Storvorde,9280.0,11.0,TofthÃ¸jvej,9000 Aalborg,Storvorde,9280.0,2.0,GadekÃ¦rsvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-07,2017-05-30,Registreret Revisor,,34579946.0,1002497803.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Brian Jensen,Marianne Hegelund Thomsen,Danske Bank,M. HEGELUND HOLDING ApS,Anja Nielsen,,Storvorde,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-07,Storvorde,Ja,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23995434,indberetninger-20180424,2.5949414,34579946.0,,2018-03-28T13:17:38.590Z,2017-05-30T18:33:16.769Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-88-AN,2017-05-30T18:33:17.004Z,,,,,-20574.0,,,,,,,,,,,,
34579946,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IxLzE4L2I4LzNiYTUtNDQwNy04NjU3LWM4MGE5NTNmNTExNw.xhtml,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2IxLzk1LzVjL2Q5MGMtNDVhMy04N2EwLWQ0OWU0YzMzYmEyNQ.pdf,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2M3L2RmLzQxL2RjZDctNDAzMC1hNTUzLWY5YmU4MjBjNmI2Zg.xml,true,Danmark,DK,Storvorde,9280.0,11.0,TofthÃ¸jvej,9000 Aalborg,Storvorde,9280.0,2.0,GadekÃ¦rsvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-07,2017-05-30,Registreret Revisor,,34579946.0,1002497803.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Brian Jensen,Marianne Hegelund Thomsen,Danske Bank,M. HEGELUND HOLDING ApS,Anja Nielsen,,Storvorde,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-07,Storvorde,Ja,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23995434,indberetninger-20180424,2.5949414,34579946.0,,2018-03-28T13:17:38.590Z,2017-05-30T18:33:16.769Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-88-AN,2017-05-30T18:33:17.004Z,,,,,80000.0,,,,,,,,,,,,
34579946,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IxLzE4L2I4LzNiYTUtNDQwNy04NjU3LWM4MGE5NTNmNTExNw.xhtml,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2IxLzk1LzVjL2Q5MGMtNDVhMy04N2EwLWQ0OWU0YzMzYmEyNQ.pdf,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2M3L2RmLzQxL2RjZDctNDAzMC1hNTUzLWY5YmU4MjBjNmI2Zg.xml,true,Danmark,DK,Storvorde,9280.0,11.0,TofthÃ¸jvej,9000 Aalborg,Storvorde,9280.0,2.0,GadekÃ¦rsvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-07,2017-05-30,Registreret Revisor,,34579946.0,1002497803.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Brian Jensen,Marianne Hegelund Thomsen,Danske Bank,M. HEGELUND HOLDING ApS,Anja Nielsen,,Storvorde,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-07,Storvorde,Ja,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23995434,indberetninger-20180424,2.5949414,34579946.0,,2018-03-28T13:17:38.590Z,2017-05-30T18:33:16.769Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-88-AN,2017-05-30T18:33:17.004Z,,,,,-100574.0,,,,,,,,,,,,
34579946,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IxLzE4L2I4LzNiYTUtNDQwNy04NjU3LWM4MGE5NTNmNTExNw.xhtml,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2IxLzk1LzVjL2Q5MGMtNDVhMy04N2EwLWQ0OWU0YzMzYmEyNQ.pdf,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2M3L2RmLzQxL2RjZDctNDAzMC1hNTUzLWY5YmU4MjBjNmI2Zg.xml,true,Danmark,DK,Storvorde,9280.0,11.0,TofthÃ¸jvej,9000 Aalborg,Storvorde,9280.0,2.0,GadekÃ¦rsvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-07,2017-05-30,Registreret Revisor,-7375.0,34579946.0,1002497803.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Brian Jensen,Marianne Hegelund Thomsen,Danske Bank,M. HEGELUND HOLDING ApS,Anja Nielsen,1181.0,Storvorde,2015-01-01,2015-12-31,-8556.0,-8556.0,-7375.0,2016-12-31,2016-01-01,false,false,2017-04-07,Storvorde,Ja,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23995434,indberetninger-20180424,2.5949414,34579946.0,,2018-03-28T13:17:38.590Z,2017-05-30T18:33:16.769Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-88-AN,2017-05-30T18:33:17.004Z,,,,,,,,,,,,,,,,,
34579946,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IxLzE4L2I4LzNiYTUtNDQwNy04NjU3LWM4MGE5NTNmNTExNw.xhtml,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2IxLzk1LzVjL2Q5MGMtNDVhMy04N2EwLWQ0OWU0YzMzYmEyNQ.pdf,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2M3L2RmLzQxL2RjZDctNDAzMC1hNTUzLWY5YmU4MjBjNmI2Zg.xml,true,Danmark,DK,Storvorde,9280.0,11.0,TofthÃ¸jvej,9000 Aalborg,Storvorde,9280.0,2.0,GadekÃ¦rsvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-07,2017-05-30,Registreret Revisor,,34579946.0,1002497803.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Brian Jensen,Marianne Hegelund Thomsen,Danske Bank,M. HEGELUND HOLDING ApS,Anja Nielsen,,Storvorde,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-07,Storvorde,Ja,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23995434,indberetninger-20180424,2.5949414,34579946.0,,2018-03-28T13:17:38.590Z,2017-05-30T18:33:16.769Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-88-AN,2017-05-30T18:33:17.004Z,,,,,,,,,,,,,,,,76647518.0,ERLING JENSEN REVISIONSANPARTSSELSKAB
34579946,2016-01-01,2016-12-31,c11,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IxLzE4L2I4LzNiYTUtNDQwNy04NjU3LWM4MGE5NTNmNTExNw.xhtml,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2IxLzk1LzVjL2Q5MGMtNDVhMy04N2EwLWQ0OWU0YzMzYmEyNQ.pdf,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2M3L2RmLzQxL2RjZDctNDAzMC1hNTUzLWY5YmU4MjBjNmI2Zg.xml,true,Danmark,DK,Storvorde,9280.0,11.0,TofthÃ¸jvej,9000 Aalborg,Storvorde,9280.0,2.0,GadekÃ¦rsvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-07,2017-05-30,Registreret Revisor,,34579946.0,1002497803.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Brian Jensen,Marianne Hegelund Thomsen,Danske Bank,M. HEGELUND HOLDING ApS,Anja Nielsen,,Storvorde,2015-01-01,2015-12-31,-8556.0,,,2016-12-31,2016-01-01,false,false,2017-04-07,Storvorde,Ja,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23995434,indberetninger-20180424,2.5949414,34579946.0,,2018-03-28T13:17:38.590Z,2017-05-30T18:33:16.769Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-88-AN,2017-05-30T18:33:17.004Z,,,,,,,,,,,,,,,,,
34579946,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2IxLzE4L2I4LzNiYTUtNDQwNy04NjU3LWM4MGE5NTNmNTExNw.xhtml,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2IxLzk1LzVjL2Q5MGMtNDVhMy04N2EwLWQ0OWU0YzMzYmEyNQ.pdf,http://regnskaber.virk.dk/64997543/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2M3L2RmLzQxL2RjZDctNDAzMC1hNTUzLWY5YmU4MjBjNmI2Zg.xml,true,Danmark,DK,Storvorde,9280.0,11.0,TofthÃ¸jvej,9000 Aalborg,Storvorde,9280.0,2.0,GadekÃ¦rsvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-07,2017-05-30,Registreret Revisor,,34579946.0,1002497803.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Brian Jensen,Marianne Hegelund Thomsen,Danske Bank,M. HEGELUND HOLDING ApS,Anja Nielsen,,Storvorde,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-07,Storvorde,Ja,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23995434,indberetninger-20180424,2.5949414,34579946.0,,2018-03-28T13:17:38.590Z,2017-05-30T18:33:16.769Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-88-AN,2017-05-30T18:33:17.004Z,,,,,,,,,,,,,,,,,
