entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,DividendPaid
26672902,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzBiLzIwLzRhLzBiNGQtNGM5NC1hNTQzLWYyOGNjYTY5YTAwYQ.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE2L2RjLzliLzEwNDUtNGY5Ny05OGU3LWUzNDE3ZGIwYzU5Yg.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzM3Lzc3LzNjLzBiZDQtNDY1My1hYmZhLTA1YmU3MWQ4ZGEyZA.xml,true,Solbjerg,8355.0,9 B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2017-03-26,2017-04-15,-4869.0,26672902.0,24381.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,0.0,Solbjerg,2015-01-01,2015-12-31,14930.0,19512.0,-4869.0,2016-12-31,2016-01-01,false,false,4582.0,false,false,Ingen bistand,urn:ofk:oid:23727960,indberetninger-20180424,2.5927877,26672902,,2018-03-27T13:30:44.946Z,2017-04-18T11:10:26.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-30-EQ,2017-04-18T11:10:26.991Z,,,,,,,,,,,,,,,,,,
26672902,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzBiLzIwLzRhLzBiNGQtNGM5NC1hNTQzLWYyOGNjYTY5YTAwYQ.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE2L2RjLzliLzEwNDUtNGY5Ny05OGU3LWUzNDE3ZGIwYzU5Yg.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzM3Lzc3LzNjLzBiZDQtNDY1My1hYmZhLTA1YmU3MWQ4ZGEyZA.xml,true,Solbjerg,8355.0,9 B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2017-03-26,2017-04-15,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2015-01-01,2015-12-31,100000.0,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23727960,indberetninger-20180424,2.5927877,26672902,,2018-03-27T13:30:44.946Z,2017-04-18T11:10:26.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-30-EQ,2017-04-18T11:10:26.991Z,,,,,,,,,,,,,,,,,,
26672902,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzBiLzIwLzRhLzBiNGQtNGM5NC1hNTQzLWYyOGNjYTY5YTAwYQ.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE2L2RjLzliLzEwNDUtNGY5Ny05OGU3LWUzNDE3ZGIwYzU5Yg.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzM3Lzc3LzNjLzBiZDQtNDY1My1hYmZhLTA1YmU3MWQ4ZGEyZA.xml,true,Solbjerg,8355.0,9 B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2017-03-26,2017-04-15,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2015-01-01,2015-12-31,-85070.0,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23727960,indberetninger-20180424,2.5927877,26672902,,2018-03-27T13:30:44.946Z,2017-04-18T11:10:26.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-30-EQ,2017-04-18T11:10:26.991Z,,,,,,,,,,,,,,,,,,
26672902,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzBiLzIwLzRhLzBiNGQtNGM5NC1hNTQzLWYyOGNjYTY5YTAwYQ.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE2L2RjLzliLzEwNDUtNGY5Ny05OGU3LWUzNDE3ZGIwYzU5Yg.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzM3Lzc3LzNjLzBiZDQtNDY1My1hYmZhLTA1YmU3MWQ4ZGEyZA.xml,true,Solbjerg,8355.0,9 B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2017-03-26,2017-04-15,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23727960,indberetninger-20180424,2.5927877,26672902,,2018-03-27T13:30:44.946Z,2017-04-18T11:10:26.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-30-EQ,2017-04-18T11:10:26.991Z,822920.0,54239.0,125000.0,56436.0,809564.0,822920.0,13356.0,766484.0,766484.0,766484.0,100000.0,584564.0,13356.0,13356.0,2197.0,0.0,2197.0,
26672902,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzBiLzIwLzRhLzBiNGQtNGM5NC1hNTQzLWYyOGNjYTY5YTAwYQ.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE2L2RjLzliLzEwNDUtNGY5Ny05OGU3LWUzNDE3ZGIwYzU5Yg.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzM3Lzc3LzNjLzBiZDQtNDY1My1hYmZhLTA1YmU3MWQ4ZGEyZA.xml,true,Solbjerg,8355.0,9 B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2017-03-26,2017-04-15,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23727960,indberetninger-20180424,2.5927877,26672902,,2018-03-27T13:30:44.946Z,2017-04-18T11:10:26.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-30-EQ,2017-04-18T11:10:26.991Z,,,,,584564.0,,,,,,,,,,,,,
26672902,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzBiLzIwLzRhLzBiNGQtNGM5NC1hNTQzLWYyOGNjYTY5YTAwYQ.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE2L2RjLzliLzEwNDUtNGY5Ny05OGU3LWUzNDE3ZGIwYzU5Yg.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzM3Lzc3LzNjLzBiZDQtNDY1My1hYmZhLTA1YmU3MWQ4ZGEyZA.xml,true,Solbjerg,8355.0,9 B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2017-03-26,2017-04-15,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23727960,indberetninger-20180424,2.5927877,26672902,,2018-03-27T13:30:44.946Z,2017-04-18T11:10:26.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-30-EQ,2017-04-18T11:10:26.991Z,,,,,100000.0,,,,,,,,,,,,,
26672902,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzBiLzIwLzRhLzBiNGQtNGM5NC1hNTQzLWYyOGNjYTY5YTAwYQ.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE2L2RjLzliLzEwNDUtNGY5Ny05OGU3LWUzNDE3ZGIwYzU5Yg.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzM3Lzc3LzNjLzBiZDQtNDY1My1hYmZhLTA1YmU3MWQ4ZGEyZA.xml,true,Solbjerg,8355.0,9 B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2017-03-26,2017-04-15,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23727960,indberetninger-20180424,2.5927877,26672902,,2018-03-27T13:30:44.946Z,2017-04-18T11:10:26.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-30-EQ,2017-04-18T11:10:26.991Z,,,,,809564.0,,,,,,,,,,,,,
26672902,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzBiLzIwLzRhLzBiNGQtNGM5NC1hNTQzLWYyOGNjYTY5YTAwYQ.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE2L2RjLzliLzEwNDUtNGY5Ny05OGU3LWUzNDE3ZGIwYzU5Yg.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzM3Lzc3LzNjLzBiZDQtNDY1My1hYmZhLTA1YmU3MWQ4ZGEyZA.xml,true,Solbjerg,8355.0,9 B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2017-03-26,2017-04-15,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23727960,indberetninger-20180424,2.5927877,26672902,,2018-03-27T13:30:44.946Z,2017-04-18T11:10:26.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-30-EQ,2017-04-18T11:10:26.991Z,,,,,125000.0,,,,,,,,,,,,,
26672902,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzBiLzIwLzRhLzBiNGQtNGM5NC1hNTQzLWYyOGNjYTY5YTAwYQ.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE2L2RjLzliLzEwNDUtNGY5Ny05OGU3LWUzNDE3ZGIwYzU5Yg.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzM3Lzc3LzNjLzBiZDQtNDY1My1hYmZhLTA1YmU3MWQ4ZGEyZA.xml,true,Solbjerg,8355.0,9 B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2017-03-26,2017-04-15,-4780.0,26672902.0,45725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,2.0,Solbjerg,2015-01-01,2015-12-31,31949.0,40947.0,-4780.0,2016-12-31,2016-01-01,false,false,8998.0,false,false,Ingen bistand,urn:ofk:oid:23727960,indberetninger-20180424,2.5927877,26672902,,2018-03-27T13:30:44.946Z,2017-04-18T11:10:26.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-30-EQ,2017-04-18T11:10:26.991Z,,,,,,,,,,,,,,,,,,100000.0
26672902,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzBiLzIwLzRhLzBiNGQtNGM5NC1hNTQzLWYyOGNjYTY5YTAwYQ.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE2L2RjLzliLzEwNDUtNGY5Ny05OGU3LWUzNDE3ZGIwYzU5Yg.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzM3Lzc3LzNjLzBiZDQtNDY1My1hYmZhLTA1YmU3MWQ4ZGEyZA.xml,true,Solbjerg,8355.0,9 B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2017-03-26,2017-04-15,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23727960,indberetninger-20180424,2.5927877,26672902,,2018-03-27T13:30:44.946Z,2017-04-18T11:10:26.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-30-EQ,2017-04-18T11:10:26.991Z,,,,,,,,,,,,,,,,,,
