entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,Dividend,DividendPaid
26672902,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2VkLzA1LzQwL2ZiNmMtNDZjMy05M2YxLTU1YWQzYWYyZTQ1Ng.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzI1LzE0L2UwLzcwMGUtNDljMi05N2Y1LTVlMDZmODViN2U5ZA.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY1LzMzL2FmLzU1NmEtNDIxOC1hYzFlLWUyZDQwM2NlM2EzZg.xml,true,Solbjerg,8355.0,9.0,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,0.0,Regnskabsklasse B,2019-03-08,2019-05-25,-3787.0,26672902.0,26105.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,59.0,Solbjerg,2017-01-01,2017-12-31,17353.0,22259.0,-3787.0,2018-12-31,2018-01-01,false,4906.0,false,false,Ingen bistand,urn:ofk:oid:27235467,indberetninger-20180424,2.59278,26672902.0,AWrzlsEVRYGX6_YTIB4Q,2019-05-26T10:01:54.524Z,2019-05-26T10:01:43.736Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-19-TX,2019-05-26T10:01:43.985Z,,,,,,,,,,,,,,,,,,,,
26672902,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2VkLzA1LzQwL2ZiNmMtNDZjMy05M2YxLTU1YWQzYWYyZTQ1Ng.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzI1LzE0L2UwLzcwMGUtNDljMi05N2Y1LTVlMDZmODViN2U5ZA.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY1LzMzL2FmLzU1NmEtNDIxOC1hYzFlLWUyZDQwM2NlM2EzZg.xml,true,Solbjerg,8355.0,9.0,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,0.0,Regnskabsklasse B,2019-03-08,2019-05-25,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2017-01-01,2017-12-31,103000.0,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27235467,indberetninger-20180424,2.59278,26672902.0,AWrzlsEVRYGX6_YTIB4Q,2019-05-26T10:01:54.524Z,2019-05-26T10:01:43.736Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-19-TX,2019-05-26T10:01:43.985Z,,,,,,,,,,,,,,,,,,,,
26672902,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2VkLzA1LzQwL2ZiNmMtNDZjMy05M2YxLTU1YWQzYWYyZTQ1Ng.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzI1LzE0L2UwLzcwMGUtNDljMi05N2Y1LTVlMDZmODViN2U5ZA.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY1LzMzL2FmLzU1NmEtNDIxOC1hYzFlLWUyZDQwM2NlM2EzZg.xml,true,Solbjerg,8355.0,9.0,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,0.0,Regnskabsklasse B,2019-03-08,2019-05-25,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27235467,indberetninger-20180424,2.59278,26672902.0,AWrzlsEVRYGX6_YTIB4Q,2019-05-26T10:01:54.524Z,2019-05-26T10:01:43.736Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-19-TX,2019-05-26T10:01:43.985Z,,,,,,,,,,,,,,,,,,,,
26672902,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2VkLzA1LzQwL2ZiNmMtNDZjMy05M2YxLTU1YWQzYWYyZTQ1Ng.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzI1LzE0L2UwLzcwMGUtNDljMi05N2Y1LTVlMDZmODViN2U5ZA.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY1LzMzL2FmLzU1NmEtNDIxOC1hYzFlLWUyZDQwM2NlM2EzZg.xml,true,Solbjerg,8355.0,9.0,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,0.0,Regnskabsklasse B,2019-03-08,2019-05-25,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2017-01-01,2017-12-31,-85647.0,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27235467,indberetninger-20180424,2.59278,26672902.0,AWrzlsEVRYGX6_YTIB4Q,2019-05-26T10:01:54.524Z,2019-05-26T10:01:43.736Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-19-TX,2019-05-26T10:01:43.985Z,,,,,,,,,,,,,,,,,,,,
26672902,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2VkLzA1LzQwL2ZiNmMtNDZjMy05M2YxLTU1YWQzYWYyZTQ1Ng.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzI1LzE0L2UwLzcwMGUtNDljMi05N2Y1LTVlMDZmODViN2U5ZA.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY1LzMzL2FmLzU1NmEtNDIxOC1hYzFlLWUyZDQwM2NlM2EzZg.xml,true,Solbjerg,8355.0,9.0,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,0.0,Regnskabsklasse B,2019-03-08,2019-05-25,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27235467,indberetninger-20180424,2.59278,26672902.0,AWrzlsEVRYGX6_YTIB4Q,2019-05-26T10:01:54.524Z,2019-05-26T10:01:43.736Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-19-TX,2019-05-26T10:01:43.985Z,666403.0,63137.0,125000.0,63137.0,0.0,655866.0,666403.0,10537.0,603266.0,603266.0,603266.0,103000.0,427866.0,10537.0,6627.0,0.0,3910.0,0.0,,
26672902,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2VkLzA1LzQwL2ZiNmMtNDZjMy05M2YxLTU1YWQzYWYyZTQ1Ng.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzI1LzE0L2UwLzcwMGUtNDljMi05N2Y1LTVlMDZmODViN2U5ZA.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY1LzMzL2FmLzU1NmEtNDIxOC1hYzFlLWUyZDQwM2NlM2EzZg.xml,true,Solbjerg,8355.0,9.0,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,0.0,Regnskabsklasse B,2019-03-08,2019-05-25,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27235467,indberetninger-20180424,2.59278,26672902.0,AWrzlsEVRYGX6_YTIB4Q,2019-05-26T10:01:54.524Z,2019-05-26T10:01:43.736Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-19-TX,2019-05-26T10:01:43.985Z,,,,,,125000.0,,,,,,,,,,,,,,
26672902,2018-01-01,2018-01-01,c12,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2VkLzA1LzQwL2ZiNmMtNDZjMy05M2YxLTU1YWQzYWYyZTQ1Ng.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzI1LzE0L2UwLzcwMGUtNDljMi05N2Y1LTVlMDZmODViN2U5ZA.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY1LzMzL2FmLzU1NmEtNDIxOC1hYzFlLWUyZDQwM2NlM2EzZg.xml,true,Solbjerg,8355.0,9.0,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,0.0,Regnskabsklasse B,2019-03-08,2019-05-25,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27235467,indberetninger-20180424,2.59278,26672902.0,AWrzlsEVRYGX6_YTIB4Q,2019-05-26T10:01:54.524Z,2019-05-26T10:01:43.736Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-19-TX,2019-05-26T10:01:43.985Z,,,,,,427866.0,,,,,,,,,,,,,,
26672902,2018-01-01,2018-01-01,c13,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2VkLzA1LzQwL2ZiNmMtNDZjMy05M2YxLTU1YWQzYWYyZTQ1Ng.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzI1LzE0L2UwLzcwMGUtNDljMi05N2Y1LTVlMDZmODViN2U5ZA.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY1LzMzL2FmLzU1NmEtNDIxOC1hYzFlLWUyZDQwM2NlM2EzZg.xml,true,Solbjerg,8355.0,9.0,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,0.0,Regnskabsklasse B,2019-03-08,2019-05-25,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27235467,indberetninger-20180424,2.59278,26672902.0,AWrzlsEVRYGX6_YTIB4Q,2019-05-26T10:01:54.524Z,2019-05-26T10:01:43.736Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-19-TX,2019-05-26T10:01:43.985Z,,,,,,103000.0,,,,,,,,,,,,,,
26672902,2018-01-01,2018-01-01,c14,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2VkLzA1LzQwL2ZiNmMtNDZjMy05M2YxLTU1YWQzYWYyZTQ1Ng.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzI1LzE0L2UwLzcwMGUtNDljMi05N2Y1LTVlMDZmODViN2U5ZA.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY1LzMzL2FmLzU1NmEtNDIxOC1hYzFlLWUyZDQwM2NlM2EzZg.xml,true,Solbjerg,8355.0,9.0,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,0.0,Regnskabsklasse B,2019-03-08,2019-05-25,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,Solbjerg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27235467,indberetninger-20180424,2.59278,26672902.0,AWrzlsEVRYGX6_YTIB4Q,2019-05-26T10:01:54.524Z,2019-05-26T10:01:43.736Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-19-TX,2019-05-26T10:01:43.985Z,,,,,,655866.0,,,,,,,,,,,,,,
26672902,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2VkLzA1LzQwL2ZiNmMtNDZjMy05M2YxLTU1YWQzYWYyZTQ1Ng.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzI1LzE0L2UwLzcwMGUtNDljMi05N2Y1LTVlMDZmODViN2U5ZA.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY1LzMzL2FmLzU1NmEtNDIxOC1hYzFlLWUyZDQwM2NlM2EzZg.xml,true,Solbjerg,8355.0,9.0,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,0.0,Regnskabsklasse B,2019-03-08,2019-05-25,-3091.0,26672902.0,69572.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,117030.0,Solbjerg,2017-01-01,2017-12-31,-39449.0,-50549.0,-3091.0,2018-12-31,2018-01-01,false,-11100.0,false,false,Ingen bistand,urn:ofk:oid:27235467,indberetninger-20180424,2.59278,26672902.0,AWrzlsEVRYGX6_YTIB4Q,2019-05-26T10:01:54.524Z,2019-05-26T10:01:43.736Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-19-TX,2019-05-26T10:01:43.985Z,,,,,,,,,,,,,,,,,,,0.0,353000.0
