entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermTaxPayables,DividendPaid
26672902,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzc2LzgzLzRmLzQ2YzAtNGM4NS1hYTk2LTY1ODc5MTUwODliZA.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzFkLzdkLzViL2E5ZDMtNGNmNC1hMWFlLThmZDJiNzNjNjI4YQ.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2QxL2M2L2E0Lzk2ZmUtNDcwOC04N2E1LTk4NTRmOWQxMDliZg.xml,true,Solbjerg,8355.0,9B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2018-01-18,2018-01-26,-4780.0,26672902.0,45725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,0.0,2.0,Solbjerg,2016-01-01,2016-12-31,31949.0,40947.0,-4780.0,2017-12-31,2017-01-01,false,false,8998.0,false,false,Ingen bistand,urn:ofk:oid:24987537,indberetninger-20180424,2.5926367999999997,26672902.0,,2018-04-03T16:56:52.777Z,2018-01-26T11:06:43.418Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-29-LG,2018-01-26T11:06:43.668Z,,,,,,,,,,,,,,,,
26672902,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzc2LzgzLzRmLzQ2YzAtNGM4NS1hYTk2LTY1ODc5MTUwODliZA.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzFkLzdkLzViL2E5ZDMtNGNmNC1hMWFlLThmZDJiNzNjNjI4YQ.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2QxL2M2L2E0Lzk2ZmUtNDcwOC04N2E1LTk4NTRmOWQxMDliZg.xml,true,Solbjerg,8355.0,9B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2018-01-18,2018-01-26,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,,Solbjerg,2016-01-01,2016-12-31,103000.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24987537,indberetninger-20180424,2.5926367999999997,26672902.0,,2018-04-03T16:56:52.777Z,2018-01-26T11:06:43.418Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-29-LG,2018-01-26T11:06:43.668Z,,,,,,,,,,,,,,,,
26672902,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzc2LzgzLzRmLzQ2YzAtNGM4NS1hYTk2LTY1ODc5MTUwODliZA.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzFkLzdkLzViL2E5ZDMtNGNmNC1hMWFlLThmZDJiNzNjNjI4YQ.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2QxL2M2L2E0Lzk2ZmUtNDcwOC04N2E1LTk4NTRmOWQxMDliZg.xml,true,Solbjerg,8355.0,9B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2018-01-18,2018-01-26,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,,Solbjerg,2016-01-01,2016-12-31,-71051.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24987537,indberetninger-20180424,2.5926367999999997,26672902.0,,2018-04-03T16:56:52.777Z,2018-01-26T11:06:43.418Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-29-LG,2018-01-26T11:06:43.668Z,,,,,,,,,,,,,,,,
26672902,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzc2LzgzLzRmLzQ2YzAtNGM4NS1hYTk2LTY1ODc5MTUwODliZA.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzFkLzdkLzViL2E5ZDMtNGNmNC1hMWFlLThmZDJiNzNjNjI4YQ.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2QxL2M2L2E0Lzk2ZmUtNDcwOC04N2E1LTk4NTRmOWQxMDliZg.xml,true,Solbjerg,8355.0,9B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2018-01-18,2018-01-26,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,,Solbjerg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24987537,indberetninger-20180424,2.5926367999999997,26672902.0,,2018-04-03T16:56:52.777Z,2018-01-26T11:06:43.418Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-29-LG,2018-01-26T11:06:43.668Z,834638.0,243776.0,125000.0,243776.0,741513.0,834638.0,93125.0,590862.0,590862.0,590862.0,103000.0,513513.0,93125.0,86437.0,6688.0,
26672902,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzc2LzgzLzRmLzQ2YzAtNGM4NS1hYTk2LTY1ODc5MTUwODliZA.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzFkLzdkLzViL2E5ZDMtNGNmNC1hMWFlLThmZDJiNzNjNjI4YQ.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2QxL2M2L2E0Lzk2ZmUtNDcwOC04N2E1LTk4NTRmOWQxMDliZg.xml,true,Solbjerg,8355.0,9B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2018-01-18,2018-01-26,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,,Solbjerg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24987537,indberetninger-20180424,2.5926367999999997,26672902.0,,2018-04-03T16:56:52.777Z,2018-01-26T11:06:43.418Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-29-LG,2018-01-26T11:06:43.668Z,,,,,513513.0,,,,,,,,,,,
26672902,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzc2LzgzLzRmLzQ2YzAtNGM4NS1hYTk2LTY1ODc5MTUwODliZA.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzFkLzdkLzViL2E5ZDMtNGNmNC1hMWFlLThmZDJiNzNjNjI4YQ.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2QxL2M2L2E0Lzk2ZmUtNDcwOC04N2E1LTk4NTRmOWQxMDliZg.xml,true,Solbjerg,8355.0,9B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2018-01-18,2018-01-26,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,,Solbjerg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24987537,indberetninger-20180424,2.5926367999999997,26672902.0,,2018-04-03T16:56:52.777Z,2018-01-26T11:06:43.418Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-29-LG,2018-01-26T11:06:43.668Z,,,,,103000.0,,,,,,,,,,,
26672902,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzc2LzgzLzRmLzQ2YzAtNGM4NS1hYTk2LTY1ODc5MTUwODliZA.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzFkLzdkLzViL2E5ZDMtNGNmNC1hMWFlLThmZDJiNzNjNjI4YQ.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2QxL2M2L2E0Lzk2ZmUtNDcwOC04N2E1LTk4NTRmOWQxMDliZg.xml,true,Solbjerg,8355.0,9B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2018-01-18,2018-01-26,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,,Solbjerg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24987537,indberetninger-20180424,2.5926367999999997,26672902.0,,2018-04-03T16:56:52.777Z,2018-01-26T11:06:43.418Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-29-LG,2018-01-26T11:06:43.668Z,,,,,741513.0,,,,,,,,,,,
26672902,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzc2LzgzLzRmLzQ2YzAtNGM4NS1hYTk2LTY1ODc5MTUwODliZA.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzFkLzdkLzViL2E5ZDMtNGNmNC1hMWFlLThmZDJiNzNjNjI4YQ.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2QxL2M2L2E0Lzk2ZmUtNDcwOC04N2E1LTk4NTRmOWQxMDliZg.xml,true,Solbjerg,8355.0,9B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2018-01-18,2018-01-26,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,,Solbjerg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24987537,indberetninger-20180424,2.5926367999999997,26672902.0,,2018-04-03T16:56:52.777Z,2018-01-26T11:06:43.418Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-29-LG,2018-01-26T11:06:43.668Z,,,,,125000.0,,,,,,,,,,,
26672902,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzc2LzgzLzRmLzQ2YzAtNGM4NS1hYTk2LTY1ODc5MTUwODliZA.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzFkLzdkLzViL2E5ZDMtNGNmNC1hMWFlLThmZDJiNzNjNjI4YQ.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2QxL2M2L2E0Lzk2ZmUtNDcwOC04N2E1LTk4NTRmOWQxMDliZg.xml,true,Solbjerg,8355.0,9B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2018-01-18,2018-01-26,-3787.0,26672902.0,26105.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,59.0,0.0,Solbjerg,2016-01-01,2016-12-31,17353.0,22259.0,-3787.0,2017-12-31,2017-01-01,false,false,4906.0,false,false,Ingen bistand,urn:ofk:oid:24987537,indberetninger-20180424,2.5926367999999997,26672902.0,,2018-04-03T16:56:52.777Z,2018-01-26T11:06:43.418Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-29-LG,2018-01-26T11:06:43.668Z,,,,,,,,,,,,,,,,103000.0
26672902,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzc2LzgzLzRmLzQ2YzAtNGM4NS1hYTk2LTY1ODc5MTUwODliZA.xhtml,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzFkLzdkLzViL2E5ZDMtNGNmNC1hMWFlLThmZDJiNzNjNjI4YQ.pdf,http://regnskaber.virk.dk/20927662/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2QxL2M2L2E0Lzk2ZmUtNDcwOC04N2E1LTk4NTRmOWQxMDliZg.xml,true,Solbjerg,8355.0,9B,SÃ¸vangsvej,8355 Solbjerg,SÃ¸vangsvej 9B,Regnskabsklasse B,2018-01-18,2018-01-26,,26672902.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Eva Fogh,Eva KjÃ¦rgaard Fogh,EVA FOGH ApS,Eva Fogh,,,Solbjerg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24987537,indberetninger-20180424,2.5926367999999997,26672902.0,,2018-04-03T16:56:52.777Z,2018-01-26T11:06:43.418Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-29-LG,2018-01-26T11:06:43.668Z,,,,,,,,,,,,,,,,
