entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForInvestmentsInGroupEnterprises,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables,ShorttermTradePayables,ExtraordinaryDividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
32840493,2015-10-01,2016-09-30,c3,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNkL2ViLzA0L2IwNGYtNDliOS04YjEzLWNhNzRlOWUzNTI2ZA.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzk1Lzc4Lzk0L2U5L2Q2ZjAtNGY5NS05NTVmLWE0MWYyYzAwZDZlMw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzM0L2U5LzQzLzBkMmQtNDNiZi05MjM3LTU4ZjBhMTg5MzBjNA.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-15,2018-02-28,25000.0,Registreret revisor,-576002.0,32840493.0,mne12086,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Sydbank,ACK ApS,Revisorteamet.dk ApS,27841.0,471330.0,Ringsted,2015-10-01,2016-09-30,-157513.0,-157513.0,-601002.0,2017-09-30,2016-10-01,false,false,2018-02-15,Ringsted,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25174556,indberetninger-20180424,2.5955422,32840493.0,,2018-04-04T06:13:39.348Z,2018-03-13T15:53:41.190Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-67-TU,2018-03-13T15:53:41.361Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2015-10-01,2016-09-30,c6,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNkL2ViLzA0L2IwNGYtNDliOS04YjEzLWNhNzRlOWUzNTI2ZA.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzk1Lzc4Lzk0L2U5L2Q2ZjAtNGY5NS05NTVmLWE0MWYyYzAwZDZlMw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzM0L2U5LzQzLzBkMmQtNDNiZi05MjM3LTU4ZjBhMTg5MzBjNA.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-15,2018-02-28,,Registreret revisor,,32840493.0,mne12086,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Sydbank,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2015-10-01,2016-09-30,-157513.0,,,2017-09-30,2016-10-01,false,false,2018-02-15,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25174556,indberetninger-20180424,2.5955422,32840493.0,,2018-04-04T06:13:39.348Z,2018-03-13T15:53:41.190Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-67-TU,2018-03-13T15:53:41.361Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2016-09-30,2016-09-30,c8,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNkL2ViLzA0L2IwNGYtNDliOS04YjEzLWNhNzRlOWUzNTI2ZA.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzk1Lzc4Lzk0L2U5L2Q2ZjAtNGY5NS05NTVmLWE0MWYyYzAwZDZlMw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzM0L2U5LzQzLzBkMmQtNDNiZi05MjM3LTU4ZjBhMTg5MzBjNA.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-15,2018-02-28,,Registreret revisor,,32840493.0,mne12086,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Sydbank,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-15,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25174556,indberetninger-20180424,2.5955422,32840493.0,,2018-04-04T06:13:39.348Z,2018-03-13T15:53:41.190Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-67-TU,2018-03-13T15:53:41.361Z,7084303.0,68787.0,125000.0,6973470.0,6086379.0,110833.0,7084303.0,37275.0,0.0,0.0,110833.0,5491928.0,17275.0,50049.0,110833.0,960649.0,960649.0,5961379.0,5491928.0,37275.0,1412755.0,1330874.0,1893.0,29939.0,20000.0,,,
32840493,2016-10-01,2016-10-01,c10,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNkL2ViLzA0L2IwNGYtNDliOS04YjEzLWNhNzRlOWUzNTI2ZA.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzk1Lzc4Lzk0L2U5L2Q2ZjAtNGY5NS05NTVmLWE0MWYyYzAwZDZlMw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzM0L2U5LzQzLzBkMmQtNDNiZi05MjM3LTU4ZjBhMTg5MzBjNA.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-15,2018-02-28,,Registreret revisor,,32840493.0,mne12086,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Sydbank,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-15,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25174556,indberetninger-20180424,2.5955422,32840493.0,,2018-04-04T06:13:39.348Z,2018-03-13T15:53:41.190Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-67-TU,2018-03-13T15:53:41.361Z,,,,,5961379.0,,,,,,,,,,,,,,,,,,,,,,,
32840493,2016-10-01,2016-10-01,c11,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNkL2ViLzA0L2IwNGYtNDliOS04YjEzLWNhNzRlOWUzNTI2ZA.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzk1Lzc4Lzk0L2U5L2Q2ZjAtNGY5NS05NTVmLWE0MWYyYzAwZDZlMw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzM0L2U5LzQzLzBkMmQtNDNiZi05MjM3LTU4ZjBhMTg5MzBjNA.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-15,2018-02-28,,Registreret revisor,,32840493.0,mne12086,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Sydbank,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-15,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25174556,indberetninger-20180424,2.5955422,32840493.0,,2018-04-04T06:13:39.348Z,2018-03-13T15:53:41.190Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-67-TU,2018-03-13T15:53:41.361Z,,,,,6086379.0,,,,,,,,,,,,,,,,,,,,,,,
32840493,2016-10-01,2016-10-01,c9,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNkL2ViLzA0L2IwNGYtNDliOS04YjEzLWNhNzRlOWUzNTI2ZA.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzk1Lzc4Lzk0L2U5L2Q2ZjAtNGY5NS05NTVmLWE0MWYyYzAwZDZlMw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzM0L2U5LzQzLzBkMmQtNDNiZi05MjM3LTU4ZjBhMTg5MzBjNA.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-15,2018-02-28,,Registreret revisor,,32840493.0,mne12086,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Sydbank,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-15,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25174556,indberetninger-20180424,2.5955422,32840493.0,,2018-04-04T06:13:39.348Z,2018-03-13T15:53:41.190Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-67-TU,2018-03-13T15:53:41.361Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,
32840493,2016-10-01,2017-09-30,c0,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNkL2ViLzA0L2IwNGYtNDliOS04YjEzLWNhNzRlOWUzNTI2ZA.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzk1Lzc4Lzk0L2U5L2Q2ZjAtNGY5NS05NTVmLWE0MWYyYzAwZDZlMw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzM0L2U5LzQzLzBkMmQtNDNiZi05MjM3LTU4ZjBhMTg5MzBjNA.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-15,2018-02-28,45000.0,Registreret revisor,-187741.0,32840493.0,mne12086,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Sydbank,ACK ApS,Revisorteamet.dk ApS,64731.0,288799.0,Ringsted,2015-10-01,2016-09-30,-8673.0,-8673.0,-232741.0,2017-09-30,2016-10-01,false,false,2018-02-15,Ringsted,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25174556,indberetninger-20180424,2.5955422,32840493.0,,2018-04-04T06:13:39.348Z,2018-03-13T15:53:41.190Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-67-TU,2018-03-13T15:53:41.361Z,,,,,,,,,,,,,,,,,,,,,,,,,,-127000.0,,
32840493,2016-10-01,2017-09-30,c1,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNkL2ViLzA0L2IwNGYtNDliOS04YjEzLWNhNzRlOWUzNTI2ZA.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzk1Lzc4Lzk0L2U5L2Q2ZjAtNGY5NS05NTVmLWE0MWYyYzAwZDZlMw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzM0L2U5LzQzLzBkMmQtNDNiZi05MjM3LTU4ZjBhMTg5MzBjNA.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-15,2018-02-28,,Registreret revisor,,32840493.0,mne12086,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Sydbank,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-15,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25174556,indberetninger-20180424,2.5955422,32840493.0,,2018-04-04T06:13:39.348Z,2018-03-13T15:53:41.190Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-67-TU,2018-03-13T15:53:41.361Z,,,,,,,,,,,,,,,,,,,,,,,,,,,31634466.0,REVISORTEAMET.DK ApS
32840493,2016-10-01,2017-09-30,c12,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNkL2ViLzA0L2IwNGYtNDliOS04YjEzLWNhNzRlOWUzNTI2ZA.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzk1Lzc4Lzk0L2U5L2Q2ZjAtNGY5NS05NTVmLWE0MWYyYzAwZDZlMw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzM0L2U5LzQzLzBkMmQtNDNiZi05MjM3LTU4ZjBhMTg5MzBjNA.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-15,2018-02-28,,Registreret revisor,,32840493.0,mne12086,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Sydbank,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2015-10-01,2016-09-30,-8673.0,,,2017-09-30,2016-10-01,false,false,2018-02-15,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25174556,indberetninger-20180424,2.5955422,32840493.0,,2018-04-04T06:13:39.348Z,2018-03-13T15:53:41.190Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-67-TU,2018-03-13T15:53:41.361Z,,,,,,,,,,,,,,,,,,,,,,,,,,-127000.0,,
32840493,2016-10-01,2017-09-30,c2,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzNkL2ViLzA0L2IwNGYtNDliOS04YjEzLWNhNzRlOWUzNTI2ZA.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzk1Lzc4Lzk0L2U5L2Q2ZjAtNGY5NS05NTVmLWE0MWYyYzAwZDZlMw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzM0L2U5LzQzLzBkMmQtNDNiZi05MjM3LTU4ZjBhMTg5MzBjNA.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-15,2018-02-28,,Registreret revisor,,32840493.0,mne12086,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Sydbank,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-15,Ringsted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25174556,indberetninger-20180424,2.5955422,32840493.0,,2018-04-04T06:13:39.348Z,2018-03-13T15:53:41.190Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-67-TU,2018-03-13T15:53:41.361Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
