entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfExtraordinaryDividendDistributedAfterEndOfReportingPeriod,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,ExtraordinaryDividendDistributedAfterEndOfReportingPeriod,ExtraordinaryDividendDistributedAfterEndOfReportingPeriodGross,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForInvestmentsInGroupEnterprises,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
32840493,2014-10-01,2015-09-30,c3,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2I5LzBjLzAxL2QwOTMtNGZlOC04MGU4LTkwN2JmODM3MDU1Ng.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2U5LzhkLzFjLzkzYWUtNGFhNS04NDA3LWE1ZDMzYmRiMzk5OA.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2VlLzU3Lzg3LzQ3MWUtNGE0NS1iNmFlLTgxMDBiZGE5ZDc5YQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-14,2016-12-29,2017-03-14,25000.0,Registreret revisor,195849.0,100000.0,100000.0,-452205.0,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,284825.0,447223.0,Ringsted,2014-10-01,2015-09-30,-558454.0,-510656.0,-673054.0,2016-09-30,2015-10-01,false,false,2017-03-14,Ringsted,47798.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23595717,indberetninger-20180424,2.5953832,32840493,,2018-03-28T00:10:10.342Z,2017-03-14T15:12:11.986Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AE-37-MG,2017-03-14T15:12:12.436Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2014-10-01,2015-09-30,c5,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2I5LzBjLzAxL2QwOTMtNGZlOC04MGU4LTkwN2JmODM3MDU1Ng.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2U5LzhkLzFjLzkzYWUtNGFhNS04NDA3LWE1ZDMzYmRiMzk5OA.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2VlLzU3Lzg3LzQ3MWUtNGE0NS1iNmFlLTgxMDBiZGE5ZDc5YQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-14,2016-12-29,2017-03-14,,Registreret revisor,,100000.0,100000.0,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2014-10-01,2015-09-30,36986.0,,,2016-09-30,2015-10-01,false,false,2017-03-14,Ringsted,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23595717,indberetninger-20180424,2.5953832,32840493,,2018-03-28T00:10:10.342Z,2017-03-14T15:12:11.986Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AE-37-MG,2017-03-14T15:12:12.436Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2014-10-01,2015-09-30,c7,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2I5LzBjLzAxL2QwOTMtNGZlOC04MGU4LTkwN2JmODM3MDU1Ng.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2U5LzhkLzFjLzkzYWUtNGFhNS04NDA3LWE1ZDMzYmRiMzk5OA.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2VlLzU3Lzg3LzQ3MWUtNGE0NS1iNmFlLTgxMDBiZGE5ZDc5YQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-14,2016-12-29,2017-03-14,,Registreret revisor,,100000.0,100000.0,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2014-10-01,2015-09-30,-595440.0,,,2016-09-30,2015-10-01,false,false,2017-03-14,Ringsted,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23595717,indberetninger-20180424,2.5953832,32840493,,2018-03-28T00:10:10.342Z,2017-03-14T15:12:11.986Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AE-37-MG,2017-03-14T15:12:12.436Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2015-09-30,2015-09-30,c10,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2I5LzBjLzAxL2QwOTMtNGZlOC04MGU4LTkwN2JmODM3MDU1Ng.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2U5LzhkLzFjLzkzYWUtNGFhNS04NDA3LWE1ZDMzYmRiMzk5OA.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2VlLzU3Lzg3LzQ3MWUtNGE0NS1iNmFlLTgxMDBiZGE5ZDc5YQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-14,2016-12-29,2017-03-14,,Registreret revisor,,100000.0,100000.0,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-03-14,Ringsted,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23595717,indberetninger-20180424,2.5953832,32840493,,2018-03-28T00:10:10.342Z,2017-03-14T15:12:11.986Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AE-37-MG,2017-03-14T15:12:12.436Z,6707292.0,266221.0,125000.0,6571459.0,6243892.0,135833.0,6707292.0,60271.0,0.0,0.0,135833.0,5628664.0,40271.0,33034.0,135833.0,0.0,403129.0,403129.0,6118892.0,5628664.0,60271.0,676574.0,593542.0,0.0,49998.0,20000.0,,
32840493,2015-10-01,2016-09-30,c0,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2I5LzBjLzAxL2QwOTMtNGZlOC04MGU4LTkwN2JmODM3MDU1Ng.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2U5LzhkLzFjLzkzYWUtNGFhNS04NDA3LWE1ZDMzYmRiMzk5OA.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2VlLzU3Lzg3LzQ3MWUtNGE0NS1iNmFlLTgxMDBiZGE5ZDc5YQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-14,2016-12-29,2017-03-14,25000.0,Registreret revisor,0.0,100000.0,100000.0,-576002.0,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,27841.0,471330.0,Ringsted,2014-10-01,2015-09-30,-157513.0,-157513.0,-601002.0,2016-09-30,2015-10-01,false,false,2017-03-14,Ringsted,0.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23595717,indberetninger-20180424,2.5953832,32840493,,2018-03-28T00:10:10.342Z,2017-03-14T15:12:11.986Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AE-37-MG,2017-03-14T15:12:12.436Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2015-10-01,2016-09-30,c1,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2I5LzBjLzAxL2QwOTMtNGZlOC04MGU4LTkwN2JmODM3MDU1Ng.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2U5LzhkLzFjLzkzYWUtNGFhNS04NDA3LWE1ZDMzYmRiMzk5OA.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2VlLzU3Lzg3LzQ3MWUtNGE0NS1iNmFlLTgxMDBiZGE5ZDc5YQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-14,2016-12-29,2017-03-14,,Registreret revisor,,100000.0,100000.0,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-03-14,Ringsted,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23595717,indberetninger-20180424,2.5953832,32840493,,2018-03-28T00:10:10.342Z,2017-03-14T15:12:11.986Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AE-37-MG,2017-03-14T15:12:12.436Z,,,,,,,,,,,,,,,,,,,,,,,,,,,31634466.0,REVISORTEAMET.DK ApS
32840493,2015-10-01,2016-09-30,c2,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2I5LzBjLzAxL2QwOTMtNGZlOC04MGU4LTkwN2JmODM3MDU1Ng.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2U5LzhkLzFjLzkzYWUtNGFhNS04NDA3LWE1ZDMzYmRiMzk5OA.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2VlLzU3Lzg3LzQ3MWUtNGE0NS1iNmFlLTgxMDBiZGE5ZDc5YQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-14,2016-12-29,2017-03-14,,Registreret revisor,,100000.0,100000.0,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-03-14,Ringsted,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23595717,indberetninger-20180424,2.5953832,32840493,,2018-03-28T00:10:10.342Z,2017-03-14T15:12:11.986Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AE-37-MG,2017-03-14T15:12:12.436Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2015-10-01,2016-09-30,c6,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2I5LzBjLzAxL2QwOTMtNGZlOC04MGU4LTkwN2JmODM3MDU1Ng.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2U5LzhkLzFjLzkzYWUtNGFhNS04NDA3LWE1ZDMzYmRiMzk5OA.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2VlLzU3Lzg3LzQ3MWUtNGE0NS1iNmFlLTgxMDBiZGE5ZDc5YQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-14,2016-12-29,2017-03-14,,Registreret revisor,,100000.0,100000.0,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2014-10-01,2015-09-30,-157513.0,,,2016-09-30,2015-10-01,false,false,2017-03-14,Ringsted,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23595717,indberetninger-20180424,2.5953832,32840493,,2018-03-28T00:10:10.342Z,2017-03-14T15:12:11.986Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AE-37-MG,2017-03-14T15:12:12.436Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2015-10-01,2016-09-30,c8,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2I5LzBjLzAxL2QwOTMtNGZlOC04MGU4LTkwN2JmODM3MDU1Ng.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2U5LzhkLzFjLzkzYWUtNGFhNS04NDA3LWE1ZDMzYmRiMzk5OA.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2VlLzU3Lzg3LzQ3MWUtNGE0NS1iNmFlLTgxMDBiZGE5ZDc5YQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-14,2016-12-29,2017-03-14,,Registreret revisor,,100000.0,100000.0,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-03-14,Ringsted,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23595717,indberetninger-20180424,2.5953832,32840493,,2018-03-28T00:10:10.342Z,2017-03-14T15:12:11.986Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AE-37-MG,2017-03-14T15:12:12.436Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2016-09-30,2016-09-30,c9,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2I5LzBjLzAxL2QwOTMtNGZlOC04MGU4LTkwN2JmODM3MDU1Ng.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2U5LzhkLzFjLzkzYWUtNGFhNS04NDA3LWE1ZDMzYmRiMzk5OA.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2VlLzU3Lzg3LzQ3MWUtNGE0NS1iNmFlLTgxMDBiZGE5ZDc5YQ.xml,true,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100  Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-14,2016-12-29,2017-03-14,,Registreret revisor,,100000.0,100000.0,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-03-14,Ringsted,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23595717,indberetninger-20180424,2.5953832,32840493,,2018-03-28T00:10:10.342Z,2017-03-14T15:12:11.986Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AE-37-MG,2017-03-14T15:12:12.436Z,7084303.0,68787.0,125000.0,6973470.0,6086379.0,110833.0,7084303.0,37275.0,0.0,0.0,110833.0,5491928.0,17275.0,50049.0,110833.0,0.0,960649.0,960649.0,5961379.0,5491928.0,37275.0,1412755.0,1330874.0,1893.0,29939.0,20000.0,,
