entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForInvestmentsInGroupEnterprises,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
32840493,2013-10-01,2014-09-30,c3,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzdiL2VhL2MwL2U2NDctNDkzNi1hZmQ0LTE3MjNlNWVkMmMxMg.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViL2I2LzY0L2I2ZGQtNGNlYi1iZGZjLWE0Yjc5MTVhMDJmNw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzQwL2FhLzhmLzMwNzItNGVhNy1iMDBjLWEyZDE5ZTQ1NTE4NQ.xml,Danmark,DK,Ringsted,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100 Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-11,2016-03-16,4167.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,-423532.0,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,0.0,597091.0,Ringsted,2013-10-01,2014-09-30,169392.0,169392.0,-427699.0,2015-09-30,2014-10-01,2016-03-11,Ringsted,0.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22116095,indberetninger-20180424,2.595548,32840493.0,,2018-03-29T05:12:51.392Z,2016-03-16T15:03:50.118Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-19-MH,2016-03-16T15:03:50.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2013-10-01,2014-09-30,c5,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzdiL2VhL2MwL2U2NDctNDkzNi1hZmQ0LTE3MjNlNWVkMmMxMg.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViL2I2LzY0L2I2ZGQtNGNlYi1iZGZjLWE0Yjc5MTVhMDJmNw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzQwL2FhLzhmLzMwNzItNGVhNy1iMDBjLWEyZDE5ZTQ1NTE4NQ.xml,Danmark,DK,Ringsted,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100 Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-11,2016-03-16,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2013-10-01,2014-09-30,100000.0,,,2015-09-30,2014-10-01,2016-03-11,Ringsted,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22116095,indberetninger-20180424,2.595548,32840493.0,,2018-03-29T05:12:51.392Z,2016-03-16T15:03:50.118Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-19-MH,2016-03-16T15:03:50.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2013-10-01,2014-09-30,c7,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzdiL2VhL2MwL2U2NDctNDkzNi1hZmQ0LTE3MjNlNWVkMmMxMg.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViL2I2LzY0L2I2ZGQtNGNlYi1iZGZjLWE0Yjc5MTVhMDJmNw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzQwL2FhLzhmLzMwNzItNGVhNy1iMDBjLWEyZDE5ZTQ1NTE4NQ.xml,Danmark,DK,Ringsted,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100 Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-11,2016-03-16,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2013-10-01,2014-09-30,0.0,,,2015-09-30,2014-10-01,2016-03-11,Ringsted,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22116095,indberetninger-20180424,2.595548,32840493.0,,2018-03-29T05:12:51.392Z,2016-03-16T15:03:50.118Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-19-MH,2016-03-16T15:03:50.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2013-10-01,2014-09-30,c9,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzdiL2VhL2MwL2U2NDctNDkzNi1hZmQ0LTE3MjNlNWVkMmMxMg.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViL2I2LzY0L2I2ZGQtNGNlYi1iZGZjLWE0Yjc5MTVhMDJmNw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzQwL2FhLzhmLzMwNzItNGVhNy1iMDBjLWEyZDE5ZTQ1NTE4NQ.xml,Danmark,DK,Ringsted,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100 Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-11,2016-03-16,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2013-10-01,2014-09-30,69392.0,,,2015-09-30,2014-10-01,2016-03-11,Ringsted,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22116095,indberetninger-20180424,2.595548,32840493.0,,2018-03-29T05:12:51.392Z,2016-03-16T15:03:50.118Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-19-MH,2016-03-16T15:03:50.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2014-09-30,2014-09-30,c11,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzdiL2VhL2MwL2U2NDctNDkzNi1hZmQ0LTE3MjNlNWVkMmMxMg.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViL2I2LzY0L2I2ZGQtNGNlYi1iZGZjLWE0Yjc5MTVhMDJmNw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzQwL2FhLzhmLzMwNzItNGVhNy1iMDBjLWEyZDE5ZTQ1NTE4NQ.xml,Danmark,DK,Ringsted,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100 Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-11,2016-03-16,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2016-03-11,Ringsted,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22116095,indberetninger-20180424,2.595548,32840493.0,,2018-03-29T05:12:51.392Z,2016-03-16T15:03:50.118Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-19-MH,2016-03-16T15:03:50.303Z,7033975.0,315109.0,125000.0,6873142.0,6939330.0,160833.0,7033975.0,94645.0,0.0,0.0,160833.0,6463209.0,94645.0,47798.0,160833.0,100000.0,0.0,0.0,6714330.0,6463209.0,94645.0,94824.0,0.0,46076.0,0.0,950.0,,
32840493,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzdiL2VhL2MwL2U2NDctNDkzNi1hZmQ0LTE3MjNlNWVkMmMxMg.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViL2I2LzY0L2I2ZGQtNGNlYi1iZGZjLWE0Yjc5MTVhMDJmNw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzQwL2FhLzhmLzMwNzItNGVhNy1iMDBjLWEyZDE5ZTQ1NTE4NQ.xml,Danmark,DK,Ringsted,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100 Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-11,2016-03-16,25000.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",195849.0,-452205.0,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,284825.0,447223.0,Ringsted,2013-10-01,2014-09-30,-558454.0,-510656.0,-673054.0,2015-09-30,2014-10-01,2016-03-11,Ringsted,47798.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22116095,indberetninger-20180424,2.595548,32840493.0,,2018-03-29T05:12:51.392Z,2016-03-16T15:03:50.118Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-19-MH,2016-03-16T15:03:50.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzdiL2VhL2MwL2U2NDctNDkzNi1hZmQ0LTE3MjNlNWVkMmMxMg.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViL2I2LzY0L2I2ZGQtNGNlYi1iZGZjLWE0Yjc5MTVhMDJmNw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzQwL2FhLzhmLzMwNzItNGVhNy1iMDBjLWEyZDE5ZTQ1NTE4NQ.xml,Danmark,DK,Ringsted,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100 Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-11,2016-03-16,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2016-03-11,Ringsted,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22116095,indberetninger-20180424,2.595548,32840493.0,,2018-03-29T05:12:51.392Z,2016-03-16T15:03:50.118Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-19-MH,2016-03-16T15:03:50.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,31634466.0,REVISORTEAMET.DK ApS
32840493,2014-10-01,2015-09-30,c2,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzdiL2VhL2MwL2U2NDctNDkzNi1hZmQ0LTE3MjNlNWVkMmMxMg.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViL2I2LzY0L2I2ZGQtNGNlYi1iZGZjLWE0Yjc5MTVhMDJmNw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzQwL2FhLzhmLzMwNzItNGVhNy1iMDBjLWEyZDE5ZTQ1NTE4NQ.xml,Danmark,DK,Ringsted,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100 Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-11,2016-03-16,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2016-03-11,Ringsted,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22116095,indberetninger-20180424,2.595548,32840493.0,,2018-03-29T05:12:51.392Z,2016-03-16T15:03:50.118Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-19-MH,2016-03-16T15:03:50.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2014-10-01,2015-09-30,c4,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzdiL2VhL2MwL2U2NDctNDkzNi1hZmQ0LTE3MjNlNWVkMmMxMg.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViL2I2LzY0L2I2ZGQtNGNlYi1iZGZjLWE0Yjc5MTVhMDJmNw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzQwL2FhLzhmLzMwNzItNGVhNy1iMDBjLWEyZDE5ZTQ1NTE4NQ.xml,Danmark,DK,Ringsted,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100 Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-11,2016-03-16,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2013-10-01,2014-09-30,0.0,,,2015-09-30,2014-10-01,2016-03-11,Ringsted,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22116095,indberetninger-20180424,2.595548,32840493.0,,2018-03-29T05:12:51.392Z,2016-03-16T15:03:50.118Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-19-MH,2016-03-16T15:03:50.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840493,2014-10-01,2015-09-30,c6,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzdiL2VhL2MwL2U2NDctNDkzNi1hZmQ0LTE3MjNlNWVkMmMxMg.xhtml,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2ViL2I2LzY0L2I2ZGQtNGNlYi1iZGZjLWE0Yjc5MTVhMDJmNw.pdf,http://regnskaber.virk.dk/39404823/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzQwL2FhLzhmLzMwNzItNGVhNy1iMDBjLWEyZDE5ZTQ1NTE4NQ.xml,Danmark,DK,Ringsted,50.0,Brogade,Ringsted,4100.0,12.0,Kastrupvej,4100 Ringsted,Brogade 50,Til den daglige ledelse i ACK ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-11,2016-03-16,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32840493.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Klee,Anne Cathrine Nissen-Juul Klee,Nordea,ACK ApS,Revisorteamet.dk ApS,,,Ringsted,2013-10-01,2014-09-30,-36986.0,,,2015-09-30,2014-10-01,2016-03-11,Ringsted,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22116095,indberetninger-20180424,2.595548,32840493.0,,2018-03-29T05:12:51.392Z,2016-03-16T15:03:50.118Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-19-MH,2016-03-16T15:03:50.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
