entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdministrativeExpenses,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,Revenue,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradeReceivables
32840493,2012-10-01,2013-09-30,c3,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ5MztBcFM0NzQzMTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8veGJybHMvWC1FQzIzRjExNC0yMDE1MDIwNF8xMDMxMTZfNTY3.xml,Ringsted,4100.0,12.0,Kastrupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i ACK ApS,755933.0,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-14,2015-02-01,Registreret revisor FDR,-423454.0,80300.0,32840493.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,"DM revisionsfirma af 1993, registreret revisionsvirksomhed",Nordea,ACK ApS,DM Revisionsfirma af 1993,252398.0,0.0,Ringsted,2012-10-01,2013-09-30,-423454.0,-423454.0,-675633.0,2014-09-30,2013-10-01,219.0,80300.0,2015-01-14,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20707152,indberetninger-20180424,2.5122662,32840493.0,,2018-03-30T10:21:45.058Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-363.574,2015-02-04T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,
32840493,2012-10-01,2013-09-30,c5,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ5MztBcFM0NzQzMTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8veGJybHMvWC1FQzIzRjExNC0yMDE1MDIwNF8xMDMxMTZfNTY3.xml,Ringsted,4100.0,12.0,Kastrupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i ACK ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-14,2015-02-01,Registreret revisor FDR,,,32840493.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,"DM revisionsfirma af 1993, registreret revisionsvirksomhed",Nordea,ACK ApS,DM Revisionsfirma af 1993,,,Ringsted,2012-10-01,2013-09-30,250000.0,,,2014-09-30,2013-10-01,,,2015-01-14,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20707152,indberetninger-20180424,2.5122662,32840493.0,,2018-03-30T10:21:45.058Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-363.574,2015-02-04T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,
32840493,2012-10-01,2013-09-30,c7,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ5MztBcFM0NzQzMTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8veGJybHMvWC1FQzIzRjExNC0yMDE1MDIwNF8xMDMxMTZfNTY3.xml,Ringsted,4100.0,12.0,Kastrupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i ACK ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-14,2015-02-01,Registreret revisor FDR,,,32840493.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,"DM revisionsfirma af 1993, registreret revisionsvirksomhed",Nordea,ACK ApS,DM Revisionsfirma af 1993,,,Ringsted,2012-10-01,2013-09-30,-673454.0,,,2014-09-30,2013-10-01,,,2015-01-14,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20707152,indberetninger-20180424,2.5122662,32840493.0,,2018-03-30T10:21:45.058Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-363.574,2015-02-04T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,
32840493,2013-09-30,2013-09-30,c9,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ5MztBcFM0NzQzMTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8veGJybHMvWC1FQzIzRjExNC0yMDE1MDIwNF8xMDMxMTZfNTY3.xml,Ringsted,4100.0,12.0,Kastrupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i ACK ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-14,2015-02-01,Registreret revisor FDR,,,32840493.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,"DM revisionsfirma af 1993, registreret revisionsvirksomhed",Nordea,ACK ApS,DM Revisionsfirma af 1993,,,Ringsted,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,,,2015-01-14,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20707152,indberetninger-20180424,2.5122662,32840493.0,,2018-03-30T10:21:45.058Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-363.574,2015-02-04T23:00:00.000Z,7133596.0,210135.0,125000.0,304959.0,7019938.0,0.0,7133596.0,113658.0,6828637.0,6828637.0,6828637.0,113658.0,47798.0,0.0,250000.0,6644938.0,113658.0,94824.0,46076.0,950.0
32840493,2013-10-01,2014-09-30,c0,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ5MztBcFM0NzQzMTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8veGJybHMvWC1FQzIzRjExNC0yMDE1MDIwNF8xMDMxMTZfNTY3.xml,Ringsted,4100.0,12.0,Kastrupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i ACK ApS,541982.0,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-14,2015-02-01,Registreret revisor FDR,169392.0,118450.0,32840493.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,"DM revisionsfirma af 1993, registreret revisionsvirksomhed",Nordea,ACK ApS,DM Revisionsfirma af 1993,597091.0,4167.0,Ringsted,2012-10-01,2013-09-30,169392.0,169392.0,-427699.0,2014-09-30,2013-10-01,0.0,118450.0,2015-01-14,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20707152,indberetninger-20180424,2.5122662,32840493.0,,2018-03-30T10:21:45.058Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-363.574,2015-02-04T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,
32840493,2013-10-01,2014-09-30,c1,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ5MztBcFM0NzQzMTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8veGJybHMvWC1FQzIzRjExNC0yMDE1MDIwNF8xMDMxMTZfNTY3.xml,Ringsted,4100.0,12.0,Kastrupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i ACK ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-14,2015-02-01,Registreret revisor FDR,,,32840493.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,"DM revisionsfirma af 1993, registreret revisionsvirksomhed",Nordea,ACK ApS,DM Revisionsfirma af 1993,,,Ringsted,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,,,2015-01-14,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20707152,indberetninger-20180424,2.5122662,32840493.0,,2018-03-30T10:21:45.058Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-363.574,2015-02-04T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,
32840493,2013-10-01,2014-09-30,c2,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ5MztBcFM0NzQzMTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8veGJybHMvWC1FQzIzRjExNC0yMDE1MDIwNF8xMDMxMTZfNTY3.xml,Ringsted,4100.0,12.0,Kastrupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i ACK ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-14,2015-02-01,Registreret revisor FDR,,,32840493.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,"DM revisionsfirma af 1993, registreret revisionsvirksomhed",Nordea,ACK ApS,DM Revisionsfirma af 1993,,,Ringsted,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,,,2015-01-14,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20707152,indberetninger-20180424,2.5122662,32840493.0,,2018-03-30T10:21:45.058Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-363.574,2015-02-04T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,
32840493,2013-10-01,2014-09-30,c4,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ5MztBcFM0NzQzMTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8veGJybHMvWC1FQzIzRjExNC0yMDE1MDIwNF8xMDMxMTZfNTY3.xml,Ringsted,4100.0,12.0,Kastrupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i ACK ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-14,2015-02-01,Registreret revisor FDR,,,32840493.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,"DM revisionsfirma af 1993, registreret revisionsvirksomhed",Nordea,ACK ApS,DM Revisionsfirma af 1993,,,Ringsted,2012-10-01,2013-09-30,100000.0,,,2014-09-30,2013-10-01,,,2015-01-14,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20707152,indberetninger-20180424,2.5122662,32840493.0,,2018-03-30T10:21:45.058Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-363.574,2015-02-04T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,
32840493,2013-10-01,2014-09-30,c6,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ5MztBcFM0NzQzMTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8veGJybHMvWC1FQzIzRjExNC0yMDE1MDIwNF8xMDMxMTZfNTY3.xml,Ringsted,4100.0,12.0,Kastrupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i ACK ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-14,2015-02-01,Registreret revisor FDR,,,32840493.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,"DM revisionsfirma af 1993, registreret revisionsvirksomhed",Nordea,ACK ApS,DM Revisionsfirma af 1993,,,Ringsted,2012-10-01,2013-09-30,69392.0,,,2014-09-30,2013-10-01,,,2015-01-14,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20707152,indberetninger-20180424,2.5122662,32840493.0,,2018-03-30T10:21:45.058Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-363.574,2015-02-04T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,
32840493,2014-09-30,2014-09-30,c8,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ5MztBcFM0NzQzMTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39404823/Y3ZyLmRrOi8veGJybHMvWC1FQzIzRjExNC0yMDE1MDIwNF8xMDMxMTZfNTY3.xml,Ringsted,4100.0,12.0,Kastrupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i ACK ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-14,2015-02-01,Registreret revisor FDR,,,32840493.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Anne Cathrine Nissen-Juul Klee,Anne Cathrine Nissen-Juul Klee,"DM revisionsfirma af 1993, registreret revisionsvirksomhed",Nordea,ACK ApS,DM Revisionsfirma af 1993,,,Ringsted,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,,,2015-01-14,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20707152,indberetninger-20180424,2.5122662,32840493.0,,2018-03-30T10:21:45.058Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-363.574,2015-02-04T23:00:00.000Z,7033975.0,315109.0,125000.0,409933.0,6939330.0,160833.0,7033975.0,94645.0,6463209.0,6624042.0,6463209.0,94645.0,47798.0,160833.0,100000.0,6714330.0,94645.0,94824.0,46076.0,950.0
