entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance
28708858,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2NiLzZmLzBlLzFmZmEtNGY3Mi05NzIxLWU0NWIwMDVkNTFiNQ.pdf,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzE0Lzk2LzYyL2NlL2JkYTItNGFkYS1iMmRjLWEzNGQ5NDMwY2QzMw.xml,true,142708.0,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,119.0,Adelgade,8300 Odder,Ballevej 14,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MPK Ejendomme af 2005 ApS,-5496.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",89625.0,2018-02-21,2005-05-13,2018-03-27,419738.0,437549.0,Statsautoriseret revisor,1130230.0,20222670.0,28708858.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for MPK Ejendomme af 2005 ApS.,Ãrsrapport,605.0,13651.0,3502000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Peter Nellemann Kastrup Rasmussen,Peter Nellemann Kastrup Rasmussen,Sparekassen Kronjylland,MPK Ejendomme af 2005 ApS,BDO Statsautoriseret revisionsaktieselskab,344837.0,13780.0,344232.0,129.0,Odder,2016-01-01,2016-12-31,295306.0,379435.0,710492.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odder,2017-12-31,2017-01-01,true,2018-02-21,Aarhus,84129.0,urn:ofk:oid:25244975,indberetninger-20180424,2.5124327999999996,28708858.0,,2018-04-04T11:58:03.203Z,2018-03-28T12:44:42.742Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-77-UA,2018-03-28T12:44:42.892Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28708858,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2NiLzZmLzBlLzFmZmEtNGY3Mi05NzIxLWU0NWIwMDVkNTFiNQ.pdf,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzE0Lzk2LzYyL2NlL2JkYTItNGFkYS1iMmRjLWEzNGQ5NDMwY2QzMw.xml,true,142708.0,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,119.0,Adelgade,8300 Odder,Ballevej 14,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MPK Ejendomme af 2005 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-21,2005-05-13,2018-03-27,,437549.0,Statsautoriseret revisor,,20222670.0,28708858.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for MPK Ejendomme af 2005 ApS.,Ãrsrapport,,,3502000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Peter Nellemann Kastrup Rasmussen,Peter Nellemann Kastrup Rasmussen,Sparekassen Kronjylland,MPK Ejendomme af 2005 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odder,2016-01-01,2016-12-31,295306.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odder,2017-12-31,2017-01-01,true,2018-02-21,Aarhus,,urn:ofk:oid:25244975,indberetninger-20180424,2.5124327999999996,28708858.0,,2018-04-04T11:58:03.203Z,2018-03-28T12:44:42.742Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-77-UA,2018-03-28T12:44:42.892Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28708858,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2NiLzZmLzBlLzFmZmEtNGY3Mi05NzIxLWU0NWIwMDVkNTFiNQ.pdf,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzE0Lzk2LzYyL2NlL2JkYTItNGFkYS1iMmRjLWEzNGQ5NDMwY2QzMw.xml,true,142708.0,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,119.0,Adelgade,8300 Odder,Ballevej 14,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MPK Ejendomme af 2005 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-21,2005-05-13,2018-03-27,,437549.0,Statsautoriseret revisor,,20222670.0,28708858.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for MPK Ejendomme af 2005 ApS.,Ãrsrapport,,,3502000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Peter Nellemann Kastrup Rasmussen,Peter Nellemann Kastrup Rasmussen,Sparekassen Kronjylland,MPK Ejendomme af 2005 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odder,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odder,2017-12-31,2017-01-01,true,2018-02-21,Aarhus,,urn:ofk:oid:25244975,indberetninger-20180424,2.5124327999999996,28708858.0,,2018-04-04T11:58:03.203Z,2018-03-28T12:44:42.742Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-77-UA,2018-03-28T12:44:42.892Z,8000600.0,558481.0,250000.0,1834698.0,6620859.0,8000600.0,5351740.0,4884437.0,4609437.0,6620859.0,275000.0,11540.0,35.0,6620859.0,814162.0,814162.0,1584698.0,467303.0,178000.0,182138.0,821260.0,821225.0,89625.0,6000.0,,,,
28708858,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2NiLzZmLzBlLzFmZmEtNGY3Mi05NzIxLWU0NWIwMDVkNTFiNQ.pdf,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzE0Lzk2LzYyL2NlL2JkYTItNGFkYS1iMmRjLWEzNGQ5NDMwY2QzMw.xml,true,142708.0,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,119.0,Adelgade,8300 Odder,Ballevej 14,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MPK Ejendomme af 2005 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-21,2005-05-13,2018-03-27,,437549.0,Statsautoriseret revisor,,20222670.0,28708858.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for MPK Ejendomme af 2005 ApS.,Ãrsrapport,,,3502000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Peter Nellemann Kastrup Rasmussen,Peter Nellemann Kastrup Rasmussen,Sparekassen Kronjylland,MPK Ejendomme af 2005 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odder,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odder,2017-12-31,2017-01-01,true,2018-02-21,Aarhus,,urn:ofk:oid:25244975,indberetninger-20180424,2.5124327999999996,28708858.0,,2018-04-04T11:58:03.203Z,2018-03-28T12:44:42.742Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-77-UA,2018-03-28T12:44:42.892Z,,,,250000.0,,,,,,,,,,,,,,,,,,,,,,,,
28708858,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2NiLzZmLzBlLzFmZmEtNGY3Mi05NzIxLWU0NWIwMDVkNTFiNQ.pdf,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzE0Lzk2LzYyL2NlL2JkYTItNGFkYS1iMmRjLWEzNGQ5NDMwY2QzMw.xml,true,142708.0,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,119.0,Adelgade,8300 Odder,Ballevej 14,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MPK Ejendomme af 2005 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-21,2005-05-13,2018-03-27,,437549.0,Statsautoriseret revisor,,20222670.0,28708858.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for MPK Ejendomme af 2005 ApS.,Ãrsrapport,,,3502000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Peter Nellemann Kastrup Rasmussen,Peter Nellemann Kastrup Rasmussen,Sparekassen Kronjylland,MPK Ejendomme af 2005 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odder,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odder,2017-12-31,2017-01-01,true,2018-02-21,Aarhus,,urn:ofk:oid:25244975,indberetninger-20180424,2.5124327999999996,28708858.0,,2018-04-04T11:58:03.203Z,2018-03-28T12:44:42.742Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-77-UA,2018-03-28T12:44:42.892Z,,,,1584699.0,,,,,,,,,,,,,,,,,,,,,,,,
28708858,2017-01-01,2017-01-01,c428,,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2NiLzZmLzBlLzFmZmEtNGY3Mi05NzIxLWU0NWIwMDVkNTFiNQ.pdf,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzE0Lzk2LzYyL2NlL2JkYTItNGFkYS1iMmRjLWEzNGQ5NDMwY2QzMw.xml,true,142708.0,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,119.0,Adelgade,8300 Odder,Ballevej 14,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MPK Ejendomme af 2005 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-21,2005-05-13,2018-03-27,,437549.0,Statsautoriseret revisor,,20222670.0,28708858.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for MPK Ejendomme af 2005 ApS.,Ãrsrapport,,,3502000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Peter Nellemann Kastrup Rasmussen,Peter Nellemann Kastrup Rasmussen,Sparekassen Kronjylland,MPK Ejendomme af 2005 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odder,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odder,2017-12-31,2017-01-01,true,2018-02-21,Aarhus,,urn:ofk:oid:25244975,indberetninger-20180424,2.5124327999999996,28708858.0,,2018-04-04T11:58:03.203Z,2018-03-28T12:44:42.742Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-77-UA,2018-03-28T12:44:42.892Z,,,,,,,,,,,,,,,,,,,,,,,,,8725230.0,15346089.0,,
28708858,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2NiLzZmLzBlLzFmZmEtNGY3Mi05NzIxLWU0NWIwMDVkNTFiNQ.pdf,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzE0Lzk2LzYyL2NlL2JkYTItNGFkYS1iMmRjLWEzNGQ5NDMwY2QzMw.xml,true,142708.0,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,119.0,Adelgade,8300 Odder,Ballevej 14,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MPK Ejendomme af 2005 ApS,-9508.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",204513.0,2018-02-21,2005-05-13,2018-03-27,437549.0,437549.0,Statsautoriseret revisor,1417495.0,20222670.0,28708858.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for MPK Ejendomme af 2005 ApS.,Ãrsrapport,1406.0,32925.0,3502000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Peter Nellemann Kastrup Rasmussen,Peter Nellemann Kastrup Rasmussen,Sparekassen Kronjylland,MPK Ejendomme af 2005 ApS,BDO Statsautoriseret revisionsaktieselskab,128807.0,32925.0,127401.0,0.0,Odder,2016-01-01,2016-12-31,689059.0,884064.0,979946.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odder,2017-12-31,2017-01-01,true,2018-02-21,Aarhus,195005.0,urn:ofk:oid:25244975,indberetninger-20180424,2.5124327999999996,28708858.0,,2018-04-04T11:58:03.203Z,2018-03-28T12:44:42.742Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-77-UA,2018-03-28T12:44:42.892Z,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
28708858,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2NiLzZmLzBlLzFmZmEtNGY3Mi05NzIxLWU0NWIwMDVkNTFiNQ.pdf,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzE0Lzk2LzYyL2NlL2JkYTItNGFkYS1iMmRjLWEzNGQ5NDMwY2QzMw.xml,true,142708.0,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,119.0,Adelgade,8300 Odder,Ballevej 14,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MPK Ejendomme af 2005 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-21,2005-05-13,2018-03-27,,437549.0,Statsautoriseret revisor,,20222670.0,28708858.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for MPK Ejendomme af 2005 ApS.,Ãrsrapport,,,3502000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Peter Nellemann Kastrup Rasmussen,Peter Nellemann Kastrup Rasmussen,Sparekassen Kronjylland,MPK Ejendomme af 2005 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odder,2016-01-01,2016-12-31,689059.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odder,2017-12-31,2017-01-01,true,2018-02-21,Aarhus,,urn:ofk:oid:25244975,indberetninger-20180424,2.5124327999999996,28708858.0,,2018-04-04T11:58:03.203Z,2018-03-28T12:44:42.742Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-77-UA,2018-03-28T12:44:42.892Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28708858,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2NiLzZmLzBlLzFmZmEtNGY3Mi05NzIxLWU0NWIwMDVkNTFiNQ.pdf,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzE0Lzk2LzYyL2NlL2JkYTItNGFkYS1iMmRjLWEzNGQ5NDMwY2QzMw.xml,true,142708.0,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,119.0,Adelgade,8300 Odder,Ballevej 14,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MPK Ejendomme af 2005 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-21,2005-05-13,2018-03-27,,437549.0,Statsautoriseret revisor,,20222670.0,28708858.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for MPK Ejendomme af 2005 ApS.,Ãrsrapport,,,3502000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Peter Nellemann Kastrup Rasmussen,Peter Nellemann Kastrup Rasmussen,Sparekassen Kronjylland,MPK Ejendomme af 2005 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odder,2016-01-01,2016-12-31,689059.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odder,2017-12-31,2017-01-01,true,2018-02-21,Aarhus,,urn:ofk:oid:25244975,indberetninger-20180424,2.5124327999999996,28708858.0,,2018-04-04T11:58:03.203Z,2018-03-28T12:44:42.742Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-77-UA,2018-03-28T12:44:42.892Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28708858,2017-01-01,2017-12-31,c305,,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwL2NiLzZmLzBlLzFmZmEtNGY3Mi05NzIxLWU0NWIwMDVkNTFiNQ.pdf,http://regnskaber.virk.dk/85880782/ZG9rdW1lbnRsYWdlcjovLzAzLzE0Lzk2LzYyL2NlL2JkYTItNGFkYS1iMmRjLWEzNGQ5NDMwY2QzMw.xml,true,142708.0,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,119.0,Adelgade,8300 Odder,Ballevej 14,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MPK Ejendomme af 2005 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-21,2005-05-13,2018-03-27,,437549.0,Statsautoriseret revisor,,20222670.0,28708858.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for MPK Ejendomme af 2005 ApS.,Ãrsrapport,,,3502000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Peter Nellemann Kastrup Rasmussen,Peter Nellemann Kastrup Rasmussen,Sparekassen Kronjylland,MPK Ejendomme af 2005 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odder,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odder,2017-12-31,2017-01-01,true,2018-02-21,Aarhus,,urn:ofk:oid:25244975,indberetninger-20180424,2.5124327999999996,28708858.0,,2018-04-04T11:58:03.203Z,2018-03-28T12:44:42.742Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-77-UA,2018-03-28T12:44:42.892Z,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
