entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables
21007730,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJjLzI5L2U0LzkwNGMtNDZjYS04YWI5LWY5M2JhYjc3MTJhZg.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2RlL2E3L2E2Lzc5ZGEtNDQ1Yy04YmQ4LWE5ZTgyMTFmM2ViZQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E3L2Y2LzAzLzVlMmMtNGUxNC1hZjU5LTVkZjBiZTEzM2ExMA.xml,true,Danmark,DK,Ribe,6760.0,2.0,J. Lauritzens Plads,Bramming,6740.0,6.0,SolgÃ¥rdsvej,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.","Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-05-27,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",0.0,2517.0,-2517.0,21007730.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,40.0,Bramming,2017-01-01,2017-12-31,-2477.0,-2477.0,-2517.0,2018-12-31,2018-01-01,false,0.0,21477590.0,false,Ingen bistand,urn:ofk:oid:27310058,indberetninger-20180424,2.59278,21007730.0,AWsJ9RIBRYGX6_YTINjb,2019-05-30T18:17:18.670Z,2019-05-30T18:16:23.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-QN,2019-05-30T18:16:24.079Z,,,,,,,,,,,
21007730,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJjLzI5L2U0LzkwNGMtNDZjYS04YWI5LWY5M2JhYjc3MTJhZg.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2RlL2E3L2E2Lzc5ZGEtNDQ1Yy04YmQ4LWE5ZTgyMTFmM2ViZQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E3L2Y2LzAzLzVlMmMtNGUxNC1hZjU5LTVkZjBiZTEzM2ExMA.xml,true,Danmark,DK,Ribe,6760.0,2.0,J. Lauritzens Plads,Bramming,6740.0,6.0,SolgÃ¥rdsvej,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.","Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-05-27,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2017-01-01,2017-12-31,-2477.0,,,2018-12-31,2018-01-01,false,,21477590.0,false,Ingen bistand,urn:ofk:oid:27310058,indberetninger-20180424,2.59278,21007730.0,AWsJ9RIBRYGX6_YTINjb,2019-05-30T18:17:18.670Z,2019-05-30T18:16:23.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-QN,2019-05-30T18:16:24.079Z,,,,,,,,,,,
21007730,2017-12-31,2017-12-31,c6,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJjLzI5L2U0LzkwNGMtNDZjYS04YWI5LWY5M2JhYjc3MTJhZg.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2RlL2E3L2E2Lzc5ZGEtNDQ1Yy04YmQ4LWE5ZTgyMTFmM2ViZQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E3L2Y2LzAzLzVlMmMtNGUxNC1hZjU5LTVkZjBiZTEzM2ExMA.xml,true,Danmark,DK,Ribe,6760.0,2.0,J. Lauritzens Plads,Bramming,6740.0,6.0,SolgÃ¥rdsvej,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.","Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-05-27,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,21477590.0,false,Ingen bistand,urn:ofk:oid:27310058,indberetninger-20180424,2.59278,21007730.0,AWsJ9RIBRYGX6_YTINjb,2019-05-30T18:17:18.670Z,2019-05-30T18:16:23.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-QN,2019-05-30T18:16:24.079Z,92435.0,92435.0,190000.0,92435.0,26758.0,92435.0,65677.0,63377.0,-163242.0,65677.0,2300.0
21007730,2018-01-01,2018-01-01,c7,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJjLzI5L2U0LzkwNGMtNDZjYS04YWI5LWY5M2JhYjc3MTJhZg.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2RlL2E3L2E2Lzc5ZGEtNDQ1Yy04YmQ4LWE5ZTgyMTFmM2ViZQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E3L2Y2LzAzLzVlMmMtNGUxNC1hZjU5LTVkZjBiZTEzM2ExMA.xml,true,Danmark,DK,Ribe,6760.0,2.0,J. Lauritzens Plads,Bramming,6740.0,6.0,SolgÃ¥rdsvej,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.","Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-05-27,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,21477590.0,false,Ingen bistand,urn:ofk:oid:27310058,indberetninger-20180424,2.59278,21007730.0,AWsJ9RIBRYGX6_YTINjb,2019-05-30T18:17:18.670Z,2019-05-30T18:16:23.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-QN,2019-05-30T18:16:24.079Z,,,,,190000.0,,,,,,
21007730,2018-01-01,2018-01-01,c8,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJjLzI5L2U0LzkwNGMtNDZjYS04YWI5LWY5M2JhYjc3MTJhZg.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2RlL2E3L2E2Lzc5ZGEtNDQ1Yy04YmQ4LWE5ZTgyMTFmM2ViZQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E3L2Y2LzAzLzVlMmMtNGUxNC1hZjU5LTVkZjBiZTEzM2ExMA.xml,true,Danmark,DK,Ribe,6760.0,2.0,J. Lauritzens Plads,Bramming,6740.0,6.0,SolgÃ¥rdsvej,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.","Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-05-27,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,21477590.0,false,Ingen bistand,urn:ofk:oid:27310058,indberetninger-20180424,2.59278,21007730.0,AWsJ9RIBRYGX6_YTINjb,2019-05-30T18:17:18.670Z,2019-05-30T18:16:23.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-QN,2019-05-30T18:16:24.079Z,,,,,-163242.0,,,,,,
21007730,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJjLzI5L2U0LzkwNGMtNDZjYS04YWI5LWY5M2JhYjc3MTJhZg.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2RlL2E3L2E2Lzc5ZGEtNDQ1Yy04YmQ4LWE5ZTgyMTFmM2ViZQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E3L2Y2LzAzLzVlMmMtNGUxNC1hZjU5LTVkZjBiZTEzM2ExMA.xml,true,Danmark,DK,Ribe,6760.0,2.0,J. Lauritzens Plads,Bramming,6740.0,6.0,SolgÃ¥rdsvej,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.","Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-05-27,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,21477590.0,false,Ingen bistand,urn:ofk:oid:27310058,indberetninger-20180424,2.59278,21007730.0,AWsJ9RIBRYGX6_YTINjb,2019-05-30T18:17:18.670Z,2019-05-30T18:16:23.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-QN,2019-05-30T18:16:24.079Z,,,,,26758.0,,,,,,
21007730,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJjLzI5L2U0LzkwNGMtNDZjYS04YWI5LWY5M2JhYjc3MTJhZg.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2RlL2E3L2E2Lzc5ZGEtNDQ1Yy04YmQ4LWE5ZTgyMTFmM2ViZQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E3L2Y2LzAzLzVlMmMtNGUxNC1hZjU5LTVkZjBiZTEzM2ExMA.xml,true,Danmark,DK,Ribe,6760.0,2.0,J. Lauritzens Plads,Bramming,6740.0,6.0,SolgÃ¥rdsvej,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.","Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-05-27,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",0.0,2600.0,-2600.0,21007730.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,0.0,Bramming,2017-01-01,2017-12-31,-2600.0,-2600.0,-2600.0,2018-12-31,2018-01-01,false,0.0,21477590.0,false,Ingen bistand,urn:ofk:oid:27310058,indberetninger-20180424,2.59278,21007730.0,AWsJ9RIBRYGX6_YTINjb,2019-05-30T18:17:18.670Z,2019-05-30T18:16:23.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-QN,2019-05-30T18:16:24.079Z,,,,,,,,,,,
21007730,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJjLzI5L2U0LzkwNGMtNDZjYS04YWI5LWY5M2JhYjc3MTJhZg.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2RlL2E3L2E2Lzc5ZGEtNDQ1Yy04YmQ4LWE5ZTgyMTFmM2ViZQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E3L2Y2LzAzLzVlMmMtNGUxNC1hZjU5LTVkZjBiZTEzM2ExMA.xml,true,Danmark,DK,Ribe,6760.0,2.0,J. Lauritzens Plads,Bramming,6740.0,6.0,SolgÃ¥rdsvej,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.","Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-05-27,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,21477590.0,false,Ingen bistand,urn:ofk:oid:27310058,indberetninger-20180424,2.59278,21007730.0,AWsJ9RIBRYGX6_YTINjb,2019-05-30T18:17:18.670Z,2019-05-30T18:16:23.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-QN,2019-05-30T18:16:24.079Z,,,,,,,,,,,
21007730,2018-01-01,2018-12-31,c10,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJjLzI5L2U0LzkwNGMtNDZjYS04YWI5LWY5M2JhYjc3MTJhZg.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2RlL2E3L2E2Lzc5ZGEtNDQ1Yy04YmQ4LWE5ZTgyMTFmM2ViZQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E3L2Y2LzAzLzVlMmMtNGUxNC1hZjU5LTVkZjBiZTEzM2ExMA.xml,true,Danmark,DK,Ribe,6760.0,2.0,J. Lauritzens Plads,Bramming,6740.0,6.0,SolgÃ¥rdsvej,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.","Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-05-27,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2017-01-01,2017-12-31,-2600.0,,,2018-12-31,2018-01-01,false,,21477590.0,false,Ingen bistand,urn:ofk:oid:27310058,indberetninger-20180424,2.59278,21007730.0,AWsJ9RIBRYGX6_YTINjb,2019-05-30T18:17:18.670Z,2019-05-30T18:16:23.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-QN,2019-05-30T18:16:24.079Z,,,,,,,,,,,
21007730,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJjLzI5L2U0LzkwNGMtNDZjYS04YWI5LWY5M2JhYjc3MTJhZg.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2RlL2E3L2E2Lzc5ZGEtNDQ1Yy04YmQ4LWE5ZTgyMTFmM2ViZQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E3L2Y2LzAzLzVlMmMtNGUxNC1hZjU5LTVkZjBiZTEzM2ExMA.xml,true,Danmark,DK,Ribe,6760.0,2.0,J. Lauritzens Plads,Bramming,6740.0,6.0,SolgÃ¥rdsvej,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.","Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-05-27,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2017-01-01,2017-12-31,-2600.0,,,2018-12-31,2018-01-01,false,,21477590.0,false,Ingen bistand,urn:ofk:oid:27310058,indberetninger-20180424,2.59278,21007730.0,AWsJ9RIBRYGX6_YTINjb,2019-05-30T18:17:18.670Z,2019-05-30T18:16:23.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-QN,2019-05-30T18:16:24.079Z,,,,,,,,,,,
