entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables
21007730,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzRjL2RlLzZjL2M3ZTktNDVlNS1hNmIxLWMzMDc1ZmI1NGU1MA.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzE1L2RmL2JhLzdhYWItNDc1My1iY2YyLTY5NTdiZjdhYTZkOQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzJhL2RjL2I1LzkzZTgtNDgyMS1iYzFmLTY3NzcxZGI3ZDRmMw.xml,true,Danmark,DK,Bramming,6740.0,18.0,NÃ¸rregade,Bramming,6740.0,9.0,Vestparken,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.",Regnskabsklasse B,2018-03-21,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",0.0,2357.0,-2357.0,21007730.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,342.0,Bramming,2016-01-01,2016-12-31,-2015.0,-2015.0,-2357.0,2017-12-31,2017-01-01,false,false,0.0,75411110.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25411125,indberetninger-20180424,2.5927862999999998,21007730.0,AWMq7F0yx8uVRSOdgP1d,2018-05-04T11:32:15.734Z,2018-05-04T11:32:02.630Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-UK,2018-05-04T11:32:02.913Z,,,,,,,,,,,
21007730,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzRjL2RlLzZjL2M3ZTktNDVlNS1hNmIxLWMzMDc1ZmI1NGU1MA.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzE1L2RmL2JhLzdhYWItNDc1My1iY2YyLTY5NTdiZjdhYTZkOQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzJhL2RjL2I1LzkzZTgtNDgyMS1iYzFmLTY3NzcxZGI3ZDRmMw.xml,true,Danmark,DK,Bramming,6740.0,18.0,NÃ¸rregade,Bramming,6740.0,9.0,Vestparken,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.",Regnskabsklasse B,2018-03-21,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2016-01-01,2016-12-31,-2015.0,,,2017-12-31,2017-01-01,false,false,,75411110.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25411125,indberetninger-20180424,2.5927862999999998,21007730.0,AWMq7F0yx8uVRSOdgP1d,2018-05-04T11:32:15.734Z,2018-05-04T11:32:02.630Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-UK,2018-05-04T11:32:02.913Z,,,,,,,,,,,
21007730,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzRjL2RlLzZjL2M3ZTktNDVlNS1hNmIxLWMzMDc1ZmI1NGU1MA.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzE1L2RmL2JhLzdhYWItNDc1My1iY2YyLTY5NTdiZjdhYTZkOQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzJhL2RjL2I1LzkzZTgtNDgyMS1iYzFmLTY3NzcxZGI3ZDRmMw.xml,true,Danmark,DK,Bramming,6740.0,18.0,NÃ¸rregade,Bramming,6740.0,9.0,Vestparken,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.",Regnskabsklasse B,2018-03-21,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,75411110.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25411125,indberetninger-20180424,2.5927862999999998,21007730.0,AWMq7F0yx8uVRSOdgP1d,2018-05-04T11:32:15.734Z,2018-05-04T11:32:02.630Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-UK,2018-05-04T11:32:02.913Z,96969.0,96969.0,190000.0,96969.0,29235.0,96969.0,67734.0,63377.0,-160765.0,67734.0,4357.0
21007730,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzRjL2RlLzZjL2M3ZTktNDVlNS1hNmIxLWMzMDc1ZmI1NGU1MA.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzE1L2RmL2JhLzdhYWItNDc1My1iY2YyLTY5NTdiZjdhYTZkOQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzJhL2RjL2I1LzkzZTgtNDgyMS1iYzFmLTY3NzcxZGI3ZDRmMw.xml,true,Danmark,DK,Bramming,6740.0,18.0,NÃ¸rregade,Bramming,6740.0,9.0,Vestparken,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.",Regnskabsklasse B,2018-03-21,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,75411110.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25411125,indberetninger-20180424,2.5927862999999998,21007730.0,AWMq7F0yx8uVRSOdgP1d,2018-05-04T11:32:15.734Z,2018-05-04T11:32:02.630Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-UK,2018-05-04T11:32:02.913Z,,,,,190000.0,,,,,,
21007730,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzRjL2RlLzZjL2M3ZTktNDVlNS1hNmIxLWMzMDc1ZmI1NGU1MA.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzE1L2RmL2JhLzdhYWItNDc1My1iY2YyLTY5NTdiZjdhYTZkOQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzJhL2RjL2I1LzkzZTgtNDgyMS1iYzFmLTY3NzcxZGI3ZDRmMw.xml,true,Danmark,DK,Bramming,6740.0,18.0,NÃ¸rregade,Bramming,6740.0,9.0,Vestparken,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.",Regnskabsklasse B,2018-03-21,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,75411110.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25411125,indberetninger-20180424,2.5927862999999998,21007730.0,AWMq7F0yx8uVRSOdgP1d,2018-05-04T11:32:15.734Z,2018-05-04T11:32:02.630Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-UK,2018-05-04T11:32:02.913Z,,,,,-160765.0,,,,,,
21007730,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzRjL2RlLzZjL2M3ZTktNDVlNS1hNmIxLWMzMDc1ZmI1NGU1MA.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzE1L2RmL2JhLzdhYWItNDc1My1iY2YyLTY5NTdiZjdhYTZkOQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzJhL2RjL2I1LzkzZTgtNDgyMS1iYzFmLTY3NzcxZGI3ZDRmMw.xml,true,Danmark,DK,Bramming,6740.0,18.0,NÃ¸rregade,Bramming,6740.0,9.0,Vestparken,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.",Regnskabsklasse B,2018-03-21,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,75411110.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25411125,indberetninger-20180424,2.5927862999999998,21007730.0,AWMq7F0yx8uVRSOdgP1d,2018-05-04T11:32:15.734Z,2018-05-04T11:32:02.630Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-UK,2018-05-04T11:32:02.913Z,,,,,29235.0,,,,,,
21007730,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzRjL2RlLzZjL2M3ZTktNDVlNS1hNmIxLWMzMDc1ZmI1NGU1MA.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzE1L2RmL2JhLzdhYWItNDc1My1iY2YyLTY5NTdiZjdhYTZkOQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzJhL2RjL2I1LzkzZTgtNDgyMS1iYzFmLTY3NzcxZGI3ZDRmMw.xml,true,Danmark,DK,Bramming,6740.0,18.0,NÃ¸rregade,Bramming,6740.0,9.0,Vestparken,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.",Regnskabsklasse B,2018-03-21,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",0.0,2517.0,-2517.0,21007730.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,40.0,Bramming,2016-01-01,2016-12-31,-2477.0,-2477.0,-2517.0,2017-12-31,2017-01-01,false,false,0.0,75411110.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25411125,indberetninger-20180424,2.5927862999999998,21007730.0,AWMq7F0yx8uVRSOdgP1d,2018-05-04T11:32:15.734Z,2018-05-04T11:32:02.630Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-UK,2018-05-04T11:32:02.913Z,,,,,,,,,,,
21007730,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzRjL2RlLzZjL2M3ZTktNDVlNS1hNmIxLWMzMDc1ZmI1NGU1MA.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzE1L2RmL2JhLzdhYWItNDc1My1iY2YyLTY5NTdiZjdhYTZkOQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzJhL2RjL2I1LzkzZTgtNDgyMS1iYzFmLTY3NzcxZGI3ZDRmMw.xml,true,Danmark,DK,Bramming,6740.0,18.0,NÃ¸rregade,Bramming,6740.0,9.0,Vestparken,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.",Regnskabsklasse B,2018-03-21,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,75411110.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25411125,indberetninger-20180424,2.5927862999999998,21007730.0,AWMq7F0yx8uVRSOdgP1d,2018-05-04T11:32:15.734Z,2018-05-04T11:32:02.630Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-UK,2018-05-04T11:32:02.913Z,,,,,,,,,,,
21007730,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzRjL2RlLzZjL2M3ZTktNDVlNS1hNmIxLWMzMDc1ZmI1NGU1MA.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzE1L2RmL2JhLzdhYWItNDc1My1iY2YyLTY5NTdiZjdhYTZkOQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzJhL2RjL2I1LzkzZTgtNDgyMS1iYzFmLTY3NzcxZGI3ZDRmMw.xml,true,Danmark,DK,Bramming,6740.0,18.0,NÃ¸rregade,Bramming,6740.0,9.0,Vestparken,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.",Regnskabsklasse B,2018-03-21,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2016-01-01,2016-12-31,-2477.0,,,2017-12-31,2017-01-01,false,false,,75411110.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25411125,indberetninger-20180424,2.5927862999999998,21007730.0,AWMq7F0yx8uVRSOdgP1d,2018-05-04T11:32:15.734Z,2018-05-04T11:32:02.630Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-UK,2018-05-04T11:32:02.913Z,,,,,,,,,,,
21007730,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzRjL2RlLzZjL2M3ZTktNDVlNS1hNmIxLWMzMDc1ZmI1NGU1MA.xhtml,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzE1L2RmL2JhLzdhYWItNDc1My1iY2YyLTY5NTdiZjdhYTZkOQ.pdf,http://regnskaber.virk.dk/03770012/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzJhL2RjL2I1LzkzZTgtNDgyMS1iYzFmLTY3NzcxZGI3ZDRmMw.xml,true,Danmark,DK,Bramming,6740.0,18.0,NÃ¸rregade,Bramming,6740.0,9.0,Vestparken,7000 Fredericia,"SÃ¸ndermarksvej 118, 1., th.",Regnskabsklasse B,2018-03-21,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,,,21007730.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Almskou,Svend Almskou,Andelskassen Ribe,FORM TRYK GRAFISK ApS,Jens Zederkoff,,Bramming,2016-01-01,2016-12-31,-2477.0,,,2017-12-31,2017-01-01,false,false,,75411110.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25411125,indberetninger-20180424,2.5927862999999998,21007730.0,AWMq7F0yx8uVRSOdgP1d,2018-05-04T11:32:15.734Z,2018-05-04T11:32:02.630Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-16-UK,2018-05-04T11:32:02.913Z,,,,,,,,,,,
