entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnAverageNumberOfEmployees,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,DividendPaid
35528016,2015-07-01,2016-06-30,c2,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM5L2ZmLzM3L2RkNDAtNDA5YS04ODhiLTk5MDM1ZmQ1Mjk5Nw.xhtml,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3Lzc0Lzc5LzEwZTMtNGUzNy05MjdiLWY2NDhmMGU3YmUzYw.pdf,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzdiLzQ1LzFkLzViOTAtNGM2NS05Yzc1LTRlYzcyMDIxOWRiYg.xml,true,Farum,3520.0,37.0,Farum Hovedgade,Frederiksberg C,1920.0,"23, 1 th",Forchhammersvej,2791 DragÃ¸r,Kronager 33,Regnskabsklasse B,2017-11-08,2017-11-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets forretningsomrÃ¥de er at drive bogfÃ¸ringsvirksomhed og hermed beslÃ¦gtet virksomhed.</p>",9809.0,8519.0,35528016.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret gennemsnitlig beskÃ¦ftiget 1 person pÃ¥ deltid.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagel Dahlfelt,Steen Raagel Dahlfelt,Handelsbanken A/S,AUDIT PERSONAL SUPPORT ApS,Kenneth Birkelund,24.0,Frederiksberg C,2015-07-01,2016-06-30,-1314.0,-1314.0,-1290.0,2017-06-30,2016-07-01,false,false,Ledelsen erklÃ¦rer at betingelserne for at undlade revision fortsat er opfyldt.,0.0,false,false,Ingen bistand,urn:ofk:oid:24695197,indberetninger-20180424,2.595549,35528016.0,,2018-03-27T17:21:03.026Z,2017-11-14T15:03:43.952Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-87-ZM,2017-11-14T15:03:44.336Z,,,,,,,,,,,,,,,,
35528016,2015-07-01,2016-06-30,c4,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM5L2ZmLzM3L2RkNDAtNDA5YS04ODhiLTk5MDM1ZmQ1Mjk5Nw.xhtml,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3Lzc0Lzc5LzEwZTMtNGUzNy05MjdiLWY2NDhmMGU3YmUzYw.pdf,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzdiLzQ1LzFkLzViOTAtNGM2NS05Yzc1LTRlYzcyMDIxOWRiYg.xml,true,Farum,3520.0,37.0,Farum Hovedgade,Frederiksberg C,1920.0,"23, 1 th",Forchhammersvej,2791 DragÃ¸r,Kronager 33,Regnskabsklasse B,2017-11-08,2017-11-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets forretningsomrÃ¥de er at drive bogfÃ¸ringsvirksomhed og hermed beslÃ¦gtet virksomhed.</p>",,,35528016.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret gennemsnitlig beskÃ¦ftiget 1 person pÃ¥ deltid.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagel Dahlfelt,Steen Raagel Dahlfelt,Handelsbanken A/S,AUDIT PERSONAL SUPPORT ApS,Kenneth Birkelund,,Frederiksberg C,2015-07-01,2016-06-30,-1314.0,,,2017-06-30,2016-07-01,false,false,Ledelsen erklÃ¦rer at betingelserne for at undlade revision fortsat er opfyldt.,,false,false,Ingen bistand,urn:ofk:oid:24695197,indberetninger-20180424,2.595549,35528016.0,,2018-03-27T17:21:03.026Z,2017-11-14T15:03:43.952Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-87-ZM,2017-11-14T15:03:44.336Z,,,,,,,,,,,,,,,,
35528016,2016-06-30,2016-06-30,c6,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM5L2ZmLzM3L2RkNDAtNDA5YS04ODhiLTk5MDM1ZmQ1Mjk5Nw.xhtml,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3Lzc0Lzc5LzEwZTMtNGUzNy05MjdiLWY2NDhmMGU3YmUzYw.pdf,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzdiLzQ1LzFkLzViOTAtNGM2NS05Yzc1LTRlYzcyMDIxOWRiYg.xml,true,Farum,3520.0,37.0,Farum Hovedgade,Frederiksberg C,1920.0,"23, 1 th",Forchhammersvej,2791 DragÃ¸r,Kronager 33,Regnskabsklasse B,2017-11-08,2017-11-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets forretningsomrÃ¥de er at drive bogfÃ¸ringsvirksomhed og hermed beslÃ¦gtet virksomhed.</p>",,,35528016.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret gennemsnitlig beskÃ¦ftiget 1 person pÃ¥ deltid.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagel Dahlfelt,Steen Raagel Dahlfelt,Handelsbanken A/S,AUDIT PERSONAL SUPPORT ApS,Kenneth Birkelund,,Frederiksberg C,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,Ledelsen erklÃ¦rer at betingelserne for at undlade revision fortsat er opfyldt.,,false,false,Ingen bistand,urn:ofk:oid:24695197,indberetninger-20180424,2.595549,35528016.0,,2018-03-27T17:21:03.026Z,2017-11-14T15:03:43.952Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-87-ZM,2017-11-14T15:03:44.336Z,3750.0,150.0,3600.0,200000.0,3750.0,-7455.0,3750.0,11205.0,1587.0,0.0,-207455.0,11205.0,9218.0,400.0,3600.0,
35528016,2016-07-01,2016-07-01,c7,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM5L2ZmLzM3L2RkNDAtNDA5YS04ODhiLTk5MDM1ZmQ1Mjk5Nw.xhtml,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3Lzc0Lzc5LzEwZTMtNGUzNy05MjdiLWY2NDhmMGU3YmUzYw.pdf,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzdiLzQ1LzFkLzViOTAtNGM2NS05Yzc1LTRlYzcyMDIxOWRiYg.xml,true,Farum,3520.0,37.0,Farum Hovedgade,Frederiksberg C,1920.0,"23, 1 th",Forchhammersvej,2791 DragÃ¸r,Kronager 33,Regnskabsklasse B,2017-11-08,2017-11-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets forretningsomrÃ¥de er at drive bogfÃ¸ringsvirksomhed og hermed beslÃ¦gtet virksomhed.</p>",,,35528016.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret gennemsnitlig beskÃ¦ftiget 1 person pÃ¥ deltid.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagel Dahlfelt,Steen Raagel Dahlfelt,Handelsbanken A/S,AUDIT PERSONAL SUPPORT ApS,Kenneth Birkelund,,Frederiksberg C,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,Ledelsen erklÃ¦rer at betingelserne for at undlade revision fortsat er opfyldt.,,false,false,Ingen bistand,urn:ofk:oid:24695197,indberetninger-20180424,2.595549,35528016.0,,2018-03-27T17:21:03.026Z,2017-11-14T15:03:43.952Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-87-ZM,2017-11-14T15:03:44.336Z,,,,,,200000.0,,,,,,,,,,
35528016,2016-07-01,2016-07-01,c8,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM5L2ZmLzM3L2RkNDAtNDA5YS04ODhiLTk5MDM1ZmQ1Mjk5Nw.xhtml,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3Lzc0Lzc5LzEwZTMtNGUzNy05MjdiLWY2NDhmMGU3YmUzYw.pdf,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzdiLzQ1LzFkLzViOTAtNGM2NS05Yzc1LTRlYzcyMDIxOWRiYg.xml,true,Farum,3520.0,37.0,Farum Hovedgade,Frederiksberg C,1920.0,"23, 1 th",Forchhammersvej,2791 DragÃ¸r,Kronager 33,Regnskabsklasse B,2017-11-08,2017-11-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets forretningsomrÃ¥de er at drive bogfÃ¸ringsvirksomhed og hermed beslÃ¦gtet virksomhed.</p>",,,35528016.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret gennemsnitlig beskÃ¦ftiget 1 person pÃ¥ deltid.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagel Dahlfelt,Steen Raagel Dahlfelt,Handelsbanken A/S,AUDIT PERSONAL SUPPORT ApS,Kenneth Birkelund,,Frederiksberg C,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,Ledelsen erklÃ¦rer at betingelserne for at undlade revision fortsat er opfyldt.,,false,false,Ingen bistand,urn:ofk:oid:24695197,indberetninger-20180424,2.595549,35528016.0,,2018-03-27T17:21:03.026Z,2017-11-14T15:03:43.952Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-87-ZM,2017-11-14T15:03:44.336Z,,,,,,-207455.0,,,,,,,,,,
35528016,2016-07-01,2016-07-01,c9,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM5L2ZmLzM3L2RkNDAtNDA5YS04ODhiLTk5MDM1ZmQ1Mjk5Nw.xhtml,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3Lzc0Lzc5LzEwZTMtNGUzNy05MjdiLWY2NDhmMGU3YmUzYw.pdf,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzdiLzQ1LzFkLzViOTAtNGM2NS05Yzc1LTRlYzcyMDIxOWRiYg.xml,true,Farum,3520.0,37.0,Farum Hovedgade,Frederiksberg C,1920.0,"23, 1 th",Forchhammersvej,2791 DragÃ¸r,Kronager 33,Regnskabsklasse B,2017-11-08,2017-11-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets forretningsomrÃ¥de er at drive bogfÃ¸ringsvirksomhed og hermed beslÃ¦gtet virksomhed.</p>",,,35528016.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret gennemsnitlig beskÃ¦ftiget 1 person pÃ¥ deltid.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagel Dahlfelt,Steen Raagel Dahlfelt,Handelsbanken A/S,AUDIT PERSONAL SUPPORT ApS,Kenneth Birkelund,,Frederiksberg C,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,Ledelsen erklÃ¦rer at betingelserne for at undlade revision fortsat er opfyldt.,,false,false,Ingen bistand,urn:ofk:oid:24695197,indberetninger-20180424,2.595549,35528016.0,,2018-03-27T17:21:03.026Z,2017-11-14T15:03:43.952Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-87-ZM,2017-11-14T15:03:44.336Z,,,,,,-7455.0,,,,,,,,,,
35528016,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM5L2ZmLzM3L2RkNDAtNDA5YS04ODhiLTk5MDM1ZmQ1Mjk5Nw.xhtml,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3Lzc0Lzc5LzEwZTMtNGUzNy05MjdiLWY2NDhmMGU3YmUzYw.pdf,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzdiLzQ1LzFkLzViOTAtNGM2NS05Yzc1LTRlYzcyMDIxOWRiYg.xml,true,Farum,3520.0,37.0,Farum Hovedgade,Frederiksberg C,1920.0,"23, 1 th",Forchhammersvej,2791 DragÃ¸r,Kronager 33,Regnskabsklasse B,2017-11-08,2017-11-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets forretningsomrÃ¥de er at drive bogfÃ¸ringsvirksomhed og hermed beslÃ¦gtet virksomhed.</p>",9669.0,9047.0,35528016.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret gennemsnitlig beskÃ¦ftiget 1 person pÃ¥ deltid.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagel Dahlfelt,Steen Raagel Dahlfelt,Handelsbanken A/S,AUDIT PERSONAL SUPPORT ApS,Kenneth Birkelund,68.0,Frederiksberg C,2015-07-01,2016-06-30,-690.0,-690.0,-622.0,2017-06-30,2016-07-01,false,false,Ledelsen erklÃ¦rer at betingelserne for at undlade revision fortsat er opfyldt.,0.0,false,false,Ingen bistand,urn:ofk:oid:24695197,indberetninger-20180424,2.595549,35528016.0,,2018-03-27T17:21:03.026Z,2017-11-14T15:03:43.952Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-87-ZM,2017-11-14T15:03:44.336Z,,,,,,,,,,,,,,,,0.0
35528016,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM5L2ZmLzM3L2RkNDAtNDA5YS04ODhiLTk5MDM1ZmQ1Mjk5Nw.xhtml,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3Lzc0Lzc5LzEwZTMtNGUzNy05MjdiLWY2NDhmMGU3YmUzYw.pdf,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzdiLzQ1LzFkLzViOTAtNGM2NS05Yzc1LTRlYzcyMDIxOWRiYg.xml,true,Farum,3520.0,37.0,Farum Hovedgade,Frederiksberg C,1920.0,"23, 1 th",Forchhammersvej,2791 DragÃ¸r,Kronager 33,Regnskabsklasse B,2017-11-08,2017-11-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets forretningsomrÃ¥de er at drive bogfÃ¸ringsvirksomhed og hermed beslÃ¦gtet virksomhed.</p>",,,35528016.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret gennemsnitlig beskÃ¦ftiget 1 person pÃ¥ deltid.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagel Dahlfelt,Steen Raagel Dahlfelt,Handelsbanken A/S,AUDIT PERSONAL SUPPORT ApS,Kenneth Birkelund,,Frederiksberg C,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,Ledelsen erklÃ¦rer at betingelserne for at undlade revision fortsat er opfyldt.,,false,false,Ingen bistand,urn:ofk:oid:24695197,indberetninger-20180424,2.595549,35528016.0,,2018-03-27T17:21:03.026Z,2017-11-14T15:03:43.952Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-87-ZM,2017-11-14T15:03:44.336Z,,,,,,,,,,,,,,,,
35528016,2016-07-01,2017-06-30,c10,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM5L2ZmLzM3L2RkNDAtNDA5YS04ODhiLTk5MDM1ZmQ1Mjk5Nw.xhtml,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3Lzc0Lzc5LzEwZTMtNGUzNy05MjdiLWY2NDhmMGU3YmUzYw.pdf,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzdiLzQ1LzFkLzViOTAtNGM2NS05Yzc1LTRlYzcyMDIxOWRiYg.xml,true,Farum,3520.0,37.0,Farum Hovedgade,Frederiksberg C,1920.0,"23, 1 th",Forchhammersvej,2791 DragÃ¸r,Kronager 33,Regnskabsklasse B,2017-11-08,2017-11-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets forretningsomrÃ¥de er at drive bogfÃ¸ringsvirksomhed og hermed beslÃ¦gtet virksomhed.</p>",,,35528016.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret gennemsnitlig beskÃ¦ftiget 1 person pÃ¥ deltid.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagel Dahlfelt,Steen Raagel Dahlfelt,Handelsbanken A/S,AUDIT PERSONAL SUPPORT ApS,Kenneth Birkelund,,Frederiksberg C,2015-07-01,2016-06-30,0.0,,,2017-06-30,2016-07-01,false,false,Ledelsen erklÃ¦rer at betingelserne for at undlade revision fortsat er opfyldt.,,false,false,Ingen bistand,urn:ofk:oid:24695197,indberetninger-20180424,2.595549,35528016.0,,2018-03-27T17:21:03.026Z,2017-11-14T15:03:43.952Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-87-ZM,2017-11-14T15:03:44.336Z,,,,,,,,,,,,,,,,0.0
35528016,2016-07-01,2017-06-30,c11,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzM5L2ZmLzM3L2RkNDAtNDA5YS04ODhiLTk5MDM1ZmQ1Mjk5Nw.xhtml,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3Lzc0Lzc5LzEwZTMtNGUzNy05MjdiLWY2NDhmMGU3YmUzYw.pdf,http://regnskaber.virk.dk/61082553/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzdiLzQ1LzFkLzViOTAtNGM2NS05Yzc1LTRlYzcyMDIxOWRiYg.xml,true,Farum,3520.0,37.0,Farum Hovedgade,Frederiksberg C,1920.0,"23, 1 th",Forchhammersvej,2791 DragÃ¸r,Kronager 33,Regnskabsklasse B,2017-11-08,2017-11-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets forretningsomrÃ¥de er at drive bogfÃ¸ringsvirksomhed og hermed beslÃ¦gtet virksomhed.</p>",,,35528016.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret gennemsnitlig beskÃ¦ftiget 1 person pÃ¥ deltid.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagel Dahlfelt,Steen Raagel Dahlfelt,Handelsbanken A/S,AUDIT PERSONAL SUPPORT ApS,Kenneth Birkelund,,Frederiksberg C,2015-07-01,2016-06-30,-690.0,,,2017-06-30,2016-07-01,false,false,Ledelsen erklÃ¦rer at betingelserne for at undlade revision fortsat er opfyldt.,,false,false,Ingen bistand,urn:ofk:oid:24695197,indberetninger-20180424,2.595549,35528016.0,,2018-03-27T17:21:03.026Z,2017-11-14T15:03:43.952Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-87-ZM,2017-11-14T15:03:44.336Z,,,,,,,,,,,,,,,,0.0
