entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DistributionCosts,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,NameAndSurnameOfMemberOfSupervisoryBoard
21860506,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzc0L2VhL2M5LzU4YWMtNDMxMC1iN2Q5LTRiMzNhOWE2MDc3NQ.xhtml,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzA3LzdkLzFiL2IzNGItNDZiNC1iNzAyLTFmOGI0YTMyYzI0ZQ.pdf,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2FhL2VhLzkwLzYxMDAtNDY3My1iZDcwLWI3OWU5YmMzNjlhOA.xml,true,Herlev,2730.0,"1, 1",HÃ¸rkÃ¦r,2000 Frederiksberg,Blytsvej 8,205014.0,Regnskabsklasse B,2017-01-31,2017-02-02,23945.0,70203047.0,1372149.0,21860506.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Vollandt,Henrik Vollandt,Nykredit,DVU STATSAUTORISERET REVISIONSAKTIESELSKAB,Henrik Volland,900.0,Herlev,2015-01-01,2015-12-31,867936.0,1142290.0,1143190.0,2016-12-31,2016-01-01,false,false,274354.0,70203028.0,false,false,Ingen bistand,urn:ofk:oid:23446061,indberetninger-20180424,2.5955422,21860506,,2018-03-27T13:42:44.986Z,2017-02-02T11:19:48.753Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-22-ES,2017-02-02T11:19:48.980Z,,,,,,,,,,,,,,,,,,,,,,,,
21860506,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzc0L2VhL2M5LzU4YWMtNDMxMC1iN2Q5LTRiMzNhOWE2MDc3NQ.xhtml,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzA3LzdkLzFiL2IzNGItNDZiNC1iNzAyLTFmOGI0YTMyYzI0ZQ.pdf,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2FhL2VhLzkwLzYxMDAtNDY3My1iZDcwLWI3OWU5YmMzNjlhOA.xml,true,Herlev,2730.0,"1, 1",HÃ¸rkÃ¦r,2000 Frederiksberg,Blytsvej 8,,Regnskabsklasse B,2017-01-31,2017-02-02,,70203047.0,,21860506.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Vollandt,Henrik Vollandt,Nykredit,DVU STATSAUTORISERET REVISIONSAKTIESELSKAB,Henrik Volland,,Herlev,2015-01-01,2015-12-31,867000.0,,,2016-12-31,2016-01-01,false,false,,70203028.0,false,false,Ingen bistand,urn:ofk:oid:23446061,indberetninger-20180424,2.5955422,21860506,,2018-03-27T13:42:44.986Z,2017-02-02T11:19:48.753Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-22-ES,2017-02-02T11:19:48.980Z,,,,,,,,,,,,,,,,,,,,,,,,
21860506,2015-01-01,2015-12-31,c9,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzc0L2VhL2M5LzU4YWMtNDMxMC1iN2Q5LTRiMzNhOWE2MDc3NQ.xhtml,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzA3LzdkLzFiL2IzNGItNDZiNC1iNzAyLTFmOGI0YTMyYzI0ZQ.pdf,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2FhL2VhLzkwLzYxMDAtNDY3My1iZDcwLWI3OWU5YmMzNjlhOA.xml,true,Herlev,2730.0,"1, 1",HÃ¸rkÃ¦r,2000 Frederiksberg,Blytsvej 8,,Regnskabsklasse B,2017-01-31,2017-02-02,,70203047.0,,21860506.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Vollandt,Henrik Vollandt,Nykredit,DVU STATSAUTORISERET REVISIONSAKTIESELSKAB,Henrik Volland,,Herlev,2015-01-01,2015-12-31,936.0,,,2016-12-31,2016-01-01,false,false,,70203028.0,false,false,Ingen bistand,urn:ofk:oid:23446061,indberetninger-20180424,2.5955422,21860506,,2018-03-27T13:42:44.986Z,2017-02-02T11:19:48.753Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-22-ES,2017-02-02T11:19:48.980Z,,,,,,,,,,,,,,,,,,,,,,,,
21860506,2015-12-31,2015-12-31,c11,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzc0L2VhL2M5LzU4YWMtNDMxMC1iN2Q5LTRiMzNhOWE2MDc3NQ.xhtml,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzA3LzdkLzFiL2IzNGItNDZiNC1iNzAyLTFmOGI0YTMyYzI0ZQ.pdf,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2FhL2VhLzkwLzYxMDAtNDY3My1iZDcwLWI3OWU5YmMzNjlhOA.xml,true,Herlev,2730.0,"1, 1",HÃ¸rkÃ¦r,2000 Frederiksberg,Blytsvej 8,,Regnskabsklasse B,2017-01-31,2017-02-02,,70203047.0,,21860506.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Vollandt,Henrik Vollandt,Nykredit,DVU STATSAUTORISERET REVISIONSAKTIESELSKAB,Henrik Volland,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,70203028.0,false,false,Ingen bistand,urn:ofk:oid:23446061,indberetninger-20180424,2.5955422,21860506,,2018-03-27T13:42:44.986Z,2017-02-02T11:19:48.753Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-22-ES,2017-02-02T11:19:48.980Z,1915115.0,930540.0,500000.0,1795915.0,1406293.0,119200.0,1915115.0,505018.0,119200.0,348923.0,17625.0,119200.0,867000.0,3804.0,3804.0,39293.0,505018.0,865375.0,840000.0,150845.0,5250.0,7750.0,,
21860506,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzc0L2VhL2M5LzU4YWMtNDMxMC1iN2Q5LTRiMzNhOWE2MDc3NQ.xhtml,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzA3LzdkLzFiL2IzNGItNDZiNC1iNzAyLTFmOGI0YTMyYzI0ZQ.pdf,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2FhL2VhLzkwLzYxMDAtNDY3My1iZDcwLWI3OWU5YmMzNjlhOA.xml,true,Herlev,2730.0,"1, 1",HÃ¸rkÃ¦r,2000 Frederiksberg,Blytsvej 8,,Regnskabsklasse B,2017-01-31,2017-02-02,,70203047.0,,21860506.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Vollandt,Henrik Vollandt,Nykredit,DVU STATSAUTORISERET REVISIONSAKTIESELSKAB,Henrik Volland,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,70203028.0,false,false,Ingen bistand,urn:ofk:oid:23446061,indberetninger-20180424,2.5955422,21860506,,2018-03-27T13:42:44.986Z,2017-02-02T11:19:48.753Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-22-ES,2017-02-02T11:19:48.980Z,,,,,500000.0,,,,,,,,,,,,,,,,,,,
21860506,2016-01-01,2016-01-01,c13,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzc0L2VhL2M5LzU4YWMtNDMxMC1iN2Q5LTRiMzNhOWE2MDc3NQ.xhtml,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzA3LzdkLzFiL2IzNGItNDZiNC1iNzAyLTFmOGI0YTMyYzI0ZQ.pdf,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2FhL2VhLzkwLzYxMDAtNDY3My1iZDcwLWI3OWU5YmMzNjlhOA.xml,true,Herlev,2730.0,"1, 1",HÃ¸rkÃ¦r,2000 Frederiksberg,Blytsvej 8,,Regnskabsklasse B,2017-01-31,2017-02-02,,70203047.0,,21860506.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Vollandt,Henrik Vollandt,Nykredit,DVU STATSAUTORISERET REVISIONSAKTIESELSKAB,Henrik Volland,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,70203028.0,false,false,Ingen bistand,urn:ofk:oid:23446061,indberetninger-20180424,2.5955422,21860506,,2018-03-27T13:42:44.986Z,2017-02-02T11:19:48.753Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-22-ES,2017-02-02T11:19:48.980Z,,,,,39293.0,,,,,,,,,,,,,,,,,,,
21860506,2016-01-01,2016-01-01,c14,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzc0L2VhL2M5LzU4YWMtNDMxMC1iN2Q5LTRiMzNhOWE2MDc3NQ.xhtml,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzA3LzdkLzFiL2IzNGItNDZiNC1iNzAyLTFmOGI0YTMyYzI0ZQ.pdf,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2FhL2VhLzkwLzYxMDAtNDY3My1iZDcwLWI3OWU5YmMzNjlhOA.xml,true,Herlev,2730.0,"1, 1",HÃ¸rkÃ¦r,2000 Frederiksberg,Blytsvej 8,,Regnskabsklasse B,2017-01-31,2017-02-02,,70203047.0,,21860506.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Vollandt,Henrik Vollandt,Nykredit,DVU STATSAUTORISERET REVISIONSAKTIESELSKAB,Henrik Volland,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,70203028.0,false,false,Ingen bistand,urn:ofk:oid:23446061,indberetninger-20180424,2.5955422,21860506,,2018-03-27T13:42:44.986Z,2017-02-02T11:19:48.753Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-22-ES,2017-02-02T11:19:48.980Z,,,,,867000.0,,,,,,,,,,,,,,,,,,,
21860506,2016-01-01,2016-01-01,c15,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzc0L2VhL2M5LzU4YWMtNDMxMC1iN2Q5LTRiMzNhOWE2MDc3NQ.xhtml,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzA3LzdkLzFiL2IzNGItNDZiNC1iNzAyLTFmOGI0YTMyYzI0ZQ.pdf,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2FhL2VhLzkwLzYxMDAtNDY3My1iZDcwLWI3OWU5YmMzNjlhOA.xml,true,Herlev,2730.0,"1, 1",HÃ¸rkÃ¦r,2000 Frederiksberg,Blytsvej 8,,Regnskabsklasse B,2017-01-31,2017-02-02,,70203047.0,,21860506.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Vollandt,Henrik Vollandt,Nykredit,DVU STATSAUTORISERET REVISIONSAKTIESELSKAB,Henrik Volland,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,70203028.0,false,false,Ingen bistand,urn:ofk:oid:23446061,indberetninger-20180424,2.5955422,21860506,,2018-03-27T13:42:44.986Z,2017-02-02T11:19:48.753Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-22-ES,2017-02-02T11:19:48.980Z,,,,,1406293.0,,,,,,,,,,,,,,,,,,,
21860506,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzc0L2VhL2M5LzU4YWMtNDMxMC1iN2Q5LTRiMzNhOWE2MDc3NQ.xhtml,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzA3LzdkLzFiL2IzNGItNDZiNC1iNzAyLTFmOGI0YTMyYzI0ZQ.pdf,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2FhL2VhLzkwLzYxMDAtNDY3My1iZDcwLWI3OWU5YmMzNjlhOA.xml,true,Herlev,2730.0,"1, 1",HÃ¸rkÃ¦r,2000 Frederiksberg,Blytsvej 8,260704.0,Regnskabsklasse B,2017-01-31,2017-02-02,29232.0,70203047.0,1561323.0,21860506.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Vollandt,Henrik Vollandt,Nykredit,DVU STATSAUTORISERET REVISIONSAKTIESELSKAB,Henrik Volland,0.0,Herlev,2015-01-01,2015-12-31,990183.0,1271387.0,1271387.0,2016-12-31,2016-01-01,false,false,281204.0,70203028.0,false,false,Ingen bistand,urn:ofk:oid:23446061,indberetninger-20180424,2.5955422,21860506,,2018-03-27T13:42:44.986Z,2017-02-02T11:19:48.753Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-22-ES,2017-02-02T11:19:48.980Z,,,,,,,,,,,,,,,,,,,,,,,867000.0,
21860506,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzc0L2VhL2M5LzU4YWMtNDMxMC1iN2Q5LTRiMzNhOWE2MDc3NQ.xhtml,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzA3LzdkLzFiL2IzNGItNDZiNC1iNzAyLTFmOGI0YTMyYzI0ZQ.pdf,http://regnskaber.virk.dk/60506812/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2FhL2VhLzkwLzYxMDAtNDY3My1iZDcwLWI3OWU5YmMzNjlhOA.xml,true,Herlev,2730.0,"1, 1",HÃ¸rkÃ¦r,2000 Frederiksberg,Blytsvej 8,,Regnskabsklasse B,2017-01-31,2017-02-02,,70203047.0,,21860506.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Vollandt,Henrik Vollandt,Nykredit,DVU STATSAUTORISERET REVISIONSAKTIESELSKAB,Henrik Volland,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,70203028.0,false,false,Ingen bistand,urn:ofk:oid:23446061,indberetninger-20180424,2.5955422,21860506,,2018-03-27T13:42:44.986Z,2017-02-02T11:19:48.753Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-22-ES,2017-02-02T11:19:48.980Z,,,,,,,,,,,,,,,,,,,,,,,,
