entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,RevaluationReserve,Equity,ProfitLoss,ProfitLossRelatedToInvestments,DisposalsOfRevaluationReserveInReportingPeriod,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
28292449,2015-06-01,2015-06-01,c176,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzEyLzgxLzNmLzlhYzQtNDkxNi04NjllLTAwNzY0OTY0MTY4Mg.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2NlLzM3L2E2LzEyNWUtNGFjMy04N2U1LTY4M2JkNWJjYzY0Nw.xml,5766806.0,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-25,2017-10-25,2017-10-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,28292449.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Wika Holding ApS.,Ãrsrapport,3253157.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Wika Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Skanderborg,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,2017-10-25,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24634071,indberetninger-20180424,2.5118417999999996,28292449.0,,2018-03-27T14:05:35.688Z,2017-10-27T07:02:46.134Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-54-SS,2017-10-27T07:02:46.254Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2015-06-01,2015-06-01,c421,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzEyLzgxLzNmLzlhYzQtNDkxNi04NjllLTAwNzY0OTY0MTY4Mg.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2NlLzM3L2E2LzEyNWUtNGFjMy04N2U1LTY4M2JkNWJjYzY0Nw.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-25,2017-10-25,2017-10-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,28292449.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Wika Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Skanderborg,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,2017-10-25,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24634071,indberetninger-20180424,2.5118417999999996,28292449.0,,2018-03-27T14:05:35.688Z,2017-10-27T07:02:46.134Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-54-SS,2017-10-27T07:02:46.254Z,5647685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2015-06-01,2015-06-01,c720,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzEyLzgxLzNmLzlhYzQtNDkxNi04NjllLTAwNzY0OTY0MTY4Mg.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2NlLzM3L2E2LzEyNWUtNGFjMy04N2U1LTY4M2JkNWJjYzY0Nw.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-25,2017-10-25,2017-10-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,28292449.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Wika Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Skanderborg,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,2017-10-25,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24634071,indberetninger-20180424,2.5118417999999996,28292449.0,,2018-03-27T14:05:35.688Z,2017-10-27T07:02:46.134Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-54-SS,2017-10-27T07:02:46.254Z,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2015-06-01,2015-06-01,c741,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzEyLzgxLzNmLzlhYzQtNDkxNi04NjllLTAwNzY0OTY0MTY4Mg.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2NlLzM3L2E2LzEyNWUtNGFjMy04N2U1LTY4M2JkNWJjYzY0Nw.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-25,2017-10-25,2017-10-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,28292449.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Wika Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Skanderborg,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,2017-10-25,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24634071,indberetninger-20180424,2.5118417999999996,28292449.0,,2018-03-27T14:05:35.688Z,2017-10-27T07:02:46.134Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-54-SS,2017-10-27T07:02:46.254Z,,2115090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2015-06-01,2015-06-01,c744,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzEyLzgxLzNmLzlhYzQtNDkxNi04NjllLTAwNzY0OTY0MTY4Mg.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2NlLzM3L2E2LzEyNWUtNGFjMy04N2U1LTY4M2JkNWJjYzY0Nw.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-25,2017-10-25,2017-10-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,28292449.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Wika Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Skanderborg,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,2017-10-25,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24634071,indberetninger-20180424,2.5118417999999996,28292449.0,,2018-03-27T14:05:35.688Z,2017-10-27T07:02:46.134Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-54-SS,2017-10-27T07:02:46.254Z,,99800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2015-06-01,2016-05-31,c109,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzEyLzgxLzNmLzlhYzQtNDkxNi04NjllLTAwNzY0OTY0MTY4Mg.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2NlLzM3L2E2LzEyNWUtNGFjMy04N2U1LTY4M2JkNWJjYzY0Nw.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-25,2017-10-25,2017-10-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,28292449.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Wika Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Skanderborg,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,2017-10-25,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24634071,indberetninger-20180424,2.5118417999999996,28292449.0,,2018-03-27T14:05:35.688Z,2017-10-27T07:02:46.134Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-54-SS,2017-10-27T07:02:46.254Z,,,101200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2015-06-01,2016-05-31,c123,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzEyLzgxLzNmLzlhYzQtNDkxNi04NjllLTAwNzY0OTY0MTY4Mg.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2NlLzM3L2E2LzEyNWUtNGFjMy04N2U1LTY4M2JkNWJjYzY0Nw.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-25,2017-10-25,2017-10-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,28292449.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Wika Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Skanderborg,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,2017-10-25,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24634071,indberetninger-20180424,2.5118417999999996,28292449.0,,2018-03-27T14:05:35.688Z,2017-10-27T07:02:46.134Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-54-SS,2017-10-27T07:02:46.254Z,,,288608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2015-06-01,2016-05-31,c178,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzEyLzgxLzNmLzlhYzQtNDkxNi04NjllLTAwNzY0OTY0MTY4Mg.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2NlLzM3L2E2LzEyNWUtNGFjMy04N2U1LTY4M2JkNWJjYzY0Nw.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-25,2017-10-25,2017-10-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,28292449.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Wika Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Skanderborg,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,2017-10-25,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24634071,indberetninger-20180424,2.5118417999999996,28292449.0,,2018-03-27T14:05:35.688Z,2017-10-27T07:02:46.134Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-54-SS,2017-10-27T07:02:46.254Z,,,,279687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2015-06-01,2016-05-31,c3,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzEyLzgxLzNmLzlhYzQtNDkxNi04NjllLTAwNzY0OTY0MTY4Mg.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2NlLzM3L2E2LzEyNWUtNGFjMy04N2U1LTY4M2JkNWJjYzY0Nw.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-25,2017-10-25,2017-10-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,28292449.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Wika Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Skanderborg,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,2017-10-25,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24634071,indberetninger-20180424,2.5118417999999996,28292449.0,,2018-03-27T14:05:35.688Z,2017-10-27T07:02:46.134Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-54-SS,2017-10-27T07:02:46.254Z,,,270687.0,,0.0,28750.0,279687.0,93362.0,95151.0,55367.0,1789.0,268653.0,28750.0,-2034.0,,,,,,,,,,,,,,,,,,,,,,,
28292449,2015-06-01,2016-05-31,c475,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzEyLzgxLzNmLzlhYzQtNDkxNi04NjllLTAwNzY0OTY0MTY4Mg.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2NlLzM3L2E2LzEyNWUtNGFjMy04N2U1LTY4M2JkNWJjYzY0Nw.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-25,2017-10-25,2017-10-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,28292449.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Wika Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Skanderborg,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,2017-10-25,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24634071,indberetninger-20180424,2.5118417999999996,28292449.0,,2018-03-27T14:05:35.688Z,2017-10-27T07:02:46.134Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-54-SS,2017-10-27T07:02:46.254Z,,,-119121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
