entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,RevaluationReserve,Equity,ProfitLoss,ProfitLossRelatedToInvestments,AdditionsToRevaluationReserveInReportingPeriod,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTaxReceivablesFromGroupEnterprises,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
28292449,2014-06-01,2014-06-01,c176,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzE4LzUzLzljLzkyYzUtNDVjYi04NTliLTk1YWZmYTg2ZjdhZQ.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzllL2FkL2JhL2E0ZGQtNDBhMS1iNWUzLWY2OGY3YzcyZjE1Zg.xml,4771351.0,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-31,2016-10-31,2016-10-31,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,16170445.0,28292449.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Wika Holding ApS.,Ãrsrapport,3253157.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Wika Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Skanderborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-05-31,2015-06-01,2016-10-31,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23127171,indberetninger-20180424,2.5124211,28292449.0,,2018-03-28T20:01:58.529Z,2016-11-07T14:23:57.700Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-62-KF,2016-11-07T14:23:57.883Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2014-06-01,2014-06-01,c418,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzE4LzUzLzljLzkyYzUtNDVjYi04NTliLTk1YWZmYTg2ZjdhZQ.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzllL2FkL2JhL2E0ZGQtNDBhMS1iNWUzLWY2OGY3YzcyZjE1Zg.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-31,2016-10-31,2016-10-31,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,16170445.0,28292449.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Wika Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Skanderborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-05-31,2015-06-01,2016-10-31,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23127171,indberetninger-20180424,2.5124211,28292449.0,,2018-03-28T20:01:58.529Z,2016-11-07T14:23:57.700Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-62-KF,2016-11-07T14:23:57.883Z,4418806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2014-06-01,2014-06-01,c720,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzE4LzUzLzljLzkyYzUtNDVjYi04NTliLTk1YWZmYTg2ZjdhZQ.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzllL2FkL2JhL2E0ZGQtNDBhMS1iNWUzLWY2OGY3YzcyZjE1Zg.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-31,2016-10-31,2016-10-31,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,16170445.0,28292449.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Wika Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Skanderborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-05-31,2015-06-01,2016-10-31,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23127171,indberetninger-20180424,2.5124211,28292449.0,,2018-03-28T20:01:58.529Z,2016-11-07T14:23:57.700Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-62-KF,2016-11-07T14:23:57.883Z,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2014-06-01,2014-06-01,c735,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzE4LzUzLzljLzkyYzUtNDVjYi04NTliLTk1YWZmYTg2ZjdhZQ.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzllL2FkL2JhL2E0ZGQtNDBhMS1iNWUzLWY2OGY3YzcyZjE1Zg.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-31,2016-10-31,2016-10-31,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,16170445.0,28292449.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Wika Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Skanderborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-05-31,2015-06-01,2016-10-31,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23127171,indberetninger-20180424,2.5124211,28292449.0,,2018-03-28T20:01:58.529Z,2016-11-07T14:23:57.700Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-62-KF,2016-11-07T14:23:57.883Z,,352545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2014-06-01,2014-06-01,c741,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzE4LzUzLzljLzkyYzUtNDVjYi04NTliLTk1YWZmYTg2ZjdhZQ.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzllL2FkL2JhL2E0ZGQtNDBhMS1iNWUzLWY2OGY3YzcyZjE1Zg.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-31,2016-10-31,2016-10-31,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,16170445.0,28292449.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Wika Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Skanderborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-05-31,2015-06-01,2016-10-31,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23127171,indberetninger-20180424,2.5124211,28292449.0,,2018-03-28T20:01:58.529Z,2016-11-07T14:23:57.700Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-62-KF,2016-11-07T14:23:57.883Z,,2169302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2014-06-01,2014-06-01,c744,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzE4LzUzLzljLzkyYzUtNDVjYi04NTliLTk1YWZmYTg2ZjdhZQ.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzllL2FkL2JhL2E0ZGQtNDBhMS1iNWUzLWY2OGY3YzcyZjE1Zg.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-31,2016-10-31,2016-10-31,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,16170445.0,28292449.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Wika Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Skanderborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-05-31,2015-06-01,2016-10-31,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23127171,indberetninger-20180424,2.5124211,28292449.0,,2018-03-28T20:01:58.529Z,2016-11-07T14:23:57.700Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-62-KF,2016-11-07T14:23:57.883Z,,98400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2014-06-01,2015-05-31,c109,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzE4LzUzLzljLzkyYzUtNDVjYi04NTliLTk1YWZmYTg2ZjdhZQ.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzllL2FkL2JhL2E0ZGQtNDBhMS1iNWUzLWY2OGY3YzcyZjE1Zg.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-31,2016-10-31,2016-10-31,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,16170445.0,28292449.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Wika Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Skanderborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-05-31,2015-06-01,2016-10-31,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23127171,indberetninger-20180424,2.5124211,28292449.0,,2018-03-28T20:01:58.529Z,2016-11-07T14:23:57.700Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-62-KF,2016-11-07T14:23:57.883Z,,,99800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2014-06-01,2015-05-31,c123,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzE4LzUzLzljLzkyYzUtNDVjYi04NTliLTk1YWZmYTg2ZjdhZQ.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzllL2FkL2JhL2E0ZGQtNDBhMS1iNWUzLWY2OGY3YzcyZjE1Zg.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-31,2016-10-31,2016-10-31,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,16170445.0,28292449.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Wika Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Skanderborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-05-31,2015-06-01,2016-10-31,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23127171,indberetninger-20180424,2.5124211,28292449.0,,2018-03-28T20:01:58.529Z,2016-11-07T14:23:57.700Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-62-KF,2016-11-07T14:23:57.883Z,,,1174667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2014-06-01,2015-05-31,c178,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzE4LzUzLzljLzkyYzUtNDVjYi04NTliLTk1YWZmYTg2ZjdhZQ.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzllL2FkL2JhL2E0ZGQtNDBhMS1iNWUzLWY2OGY3YzcyZjE1Zg.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-31,2016-10-31,2016-10-31,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,16170445.0,28292449.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Wika Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Skanderborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-05-31,2015-06-01,2016-10-31,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23127171,indberetninger-20180424,2.5124211,28292449.0,,2018-03-28T20:01:58.529Z,2016-11-07T14:23:57.700Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-62-KF,2016-11-07T14:23:57.883Z,,,,995455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292449,2014-06-01,2015-05-31,c3,,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzE4LzUzLzljLzkyYzUtNDVjYi04NTliLTk1YWZmYTg2ZjdhZQ.pdf,http://regnskaber.virk.dk/94429282/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzllL2FkL2JhL2E0ZGQtNDBhMS1iNWUzLWY2OGY3YzcyZjE1Zg.xml,,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Skanderborg,8660.0,18.0,Danmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2015 - 31. maj 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-31,2016-10-31,2016-10-31,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,16170445.0,28292449.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Wika Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Annie Andreassen,Annie Andreassen,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Wika Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Skanderborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-05-31,2015-06-01,2016-10-31,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23127171,indberetninger-20180424,2.5124211,28292449.0,,2018-03-28T20:01:58.529Z,2016-11-07T14:23:57.700Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-62-KF,2016-11-07T14:23:57.883Z,,,1041043.0,,1228879.0,-8750.0,995455.0,79171.0,73729.0,45964.0,-5442.0,958940.0,-8750.0,-82103.0,,,,,,,,,,,,,,,,,,,,,,,,,
