entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
29778981,2014-10-01,2015-09-30,ID_2,,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzQ3LzYxL2FjLzJlNTgtNGZlMy1iMmRkLWI3MzQwYzY5ZTI5Yw.pdf,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzEwLzQ3LzFmL2RhMWEtNDk0ZC1hODg0LWQwYjAzYmMxMzlmNw.xml,"3400, HillerÃ¸d",IndustrivÃ¦nget 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2015 - 30-09-2016.",2017-02-28,2017-02-28,2006-08-28,2017-02-28,196458.0,29778981.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2015 - 30-09-2016 for Sortedam ApS.,Ãrsrapport,Morten SÃ¸nderskov,Sortedam ApS,Agrovi,23915.0,Gentofte,2014-10-01,2015-09-30,123965.0,131001.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2016-09-30,2015-10-01,7036.0,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:23556767,indberetninger-20180424,2.5118417999999996,29778981.0,,2018-03-27T20:55:22.530Z,2017-03-06T08:47:02.462Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-83-BA,2017-03-06T08:47:02.832Z,,,,,,,,,,,,,,,,
29778981,2014-10-01,2015-09-30,ID_4,,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzQ3LzYxL2FjLzJlNTgtNGZlMy1iMmRkLWI3MzQwYzY5ZTI5Yw.pdf,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzEwLzQ3LzFmL2RhMWEtNDk0ZC1hODg0LWQwYjAzYmMxMzlmNw.xml,"3400, HillerÃ¸d",IndustrivÃ¦nget 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2015 - 30-09-2016.",2017-02-28,2017-02-28,2006-08-28,2017-02-28,,29778981.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2015 - 30-09-2016 for Sortedam ApS.,Ãrsrapport,Morten SÃ¸nderskov,Sortedam ApS,Agrovi,,Gentofte,2014-10-01,2015-09-30,-1200000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2016-09-30,2015-10-01,,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:23556767,indberetninger-20180424,2.5118417999999996,29778981.0,,2018-03-27T20:55:22.530Z,2017-03-06T08:47:02.462Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-83-BA,2017-03-06T08:47:02.832Z,,,,,,,,,,,,,,,,
29778981,2014-10-01,2015-09-30,ID_6,,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzQ3LzYxL2FjLzJlNTgtNGZlMy1iMmRkLWI3MzQwYzY5ZTI5Yw.pdf,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzEwLzQ3LzFmL2RhMWEtNDk0ZC1hODg0LWQwYjAzYmMxMzlmNw.xml,"3400, HillerÃ¸d",IndustrivÃ¦nget 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2015 - 30-09-2016.",2017-02-28,2017-02-28,2006-08-28,2017-02-28,,29778981.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2015 - 30-09-2016 for Sortedam ApS.,Ãrsrapport,Morten SÃ¸nderskov,Sortedam ApS,Agrovi,,Gentofte,2014-10-01,2015-09-30,1076035.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2016-09-30,2015-10-01,,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:23556767,indberetninger-20180424,2.5118417999999996,29778981.0,,2018-03-27T20:55:22.530Z,2017-03-06T08:47:02.462Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-83-BA,2017-03-06T08:47:02.832Z,,,,,,,,,,,,,,,,
29778981,2015-09-30,2015-09-30,ID_8,,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzQ3LzYxL2FjLzJlNTgtNGZlMy1iMmRkLWI3MzQwYzY5ZTI5Yw.pdf,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzEwLzQ3LzFmL2RhMWEtNDk0ZC1hODg0LWQwYjAzYmMxMzlmNw.xml,"3400, HillerÃ¸d",IndustrivÃ¦nget 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2015 - 30-09-2016.",2017-02-28,2017-02-28,2006-08-28,2017-02-28,,29778981.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2015 - 30-09-2016 for Sortedam ApS.,Ãrsrapport,Morten SÃ¸nderskov,Sortedam ApS,Agrovi,,Gentofte,2014-10-01,2015-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2016-09-30,2015-10-01,,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:23556767,indberetninger-20180424,2.5118417999999996,29778981.0,,2018-03-27T20:55:22.530Z,2017-03-06T08:47:02.462Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-83-BA,2017-03-06T08:47:02.832Z,364668.0,318567.0,125000.0,364668.0,299595.0,364668.0,65073.0,41823.0,174595.0,65073.0,38759.0,46101.0,4278.0,11314.0,15000.0,
29778981,2015-10-01,2016-09-30,ID_0,,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzQ3LzYxL2FjLzJlNTgtNGZlMy1iMmRkLWI3MzQwYzY5ZTI5Yw.pdf,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzEwLzQ3LzFmL2RhMWEtNDk0ZC1hODg0LWQwYjAzYmMxMzlmNw.xml,"3400, HillerÃ¸d",IndustrivÃ¦nget 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2015 - 30-09-2016.",2017-02-28,2017-02-28,2006-08-28,2017-02-28,-7430.0,29778981.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2015 - 30-09-2016 for Sortedam ApS.,Ãrsrapport,Morten SÃ¸nderskov,Sortedam ApS,Agrovi,786.0,Gentofte,2014-10-01,2015-09-30,-6575.0,-8430.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2016-09-30,2015-10-01,-1855.0,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:23556767,indberetninger-20180424,2.5118417999999996,29778981.0,,2018-03-27T20:55:22.530Z,2017-03-06T08:47:02.462Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-83-BA,2017-03-06T08:47:02.832Z,,,,,,,,,,,,,,,,
29778981,2015-10-01,2016-09-30,ID_1,,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzQ3LzYxL2FjLzJlNTgtNGZlMy1iMmRkLWI3MzQwYzY5ZTI5Yw.pdf,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzEwLzQ3LzFmL2RhMWEtNDk0ZC1hODg0LWQwYjAzYmMxMzlmNw.xml,"3400, HillerÃ¸d",IndustrivÃ¦nget 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2015 - 30-09-2016.",2017-02-28,2017-02-28,2006-08-28,2017-02-28,,29778981.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2015 - 30-09-2016 for Sortedam ApS.,Ãrsrapport,Morten SÃ¸nderskov,Sortedam ApS,Agrovi,,Gentofte,2014-10-01,2015-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2016-09-30,2015-10-01,,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:23556767,indberetninger-20180424,2.5118417999999996,29778981.0,,2018-03-27T20:55:22.530Z,2017-03-06T08:47:02.462Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-83-BA,2017-03-06T08:47:02.832Z,,,,,,,,,,,,,,,,Morten SÃ¸nderskov
29778981,2015-10-01,2016-09-30,ID_3,,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzQ3LzYxL2FjLzJlNTgtNGZlMy1iMmRkLWI3MzQwYzY5ZTI5Yw.pdf,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzEwLzQ3LzFmL2RhMWEtNDk0ZC1hODg0LWQwYjAzYmMxMzlmNw.xml,"3400, HillerÃ¸d",IndustrivÃ¦nget 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2015 - 30-09-2016.",2017-02-28,2017-02-28,2006-08-28,2017-02-28,,29778981.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2015 - 30-09-2016 for Sortedam ApS.,Ãrsrapport,Morten SÃ¸nderskov,Sortedam ApS,Agrovi,,Gentofte,2014-10-01,2015-09-30,0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2016-09-30,2015-10-01,,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:23556767,indberetninger-20180424,2.5118417999999996,29778981.0,,2018-03-27T20:55:22.530Z,2017-03-06T08:47:02.462Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-83-BA,2017-03-06T08:47:02.832Z,,,,,,,,,,,,,,,,
29778981,2015-10-01,2016-09-30,ID_5,,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzQ3LzYxL2FjLzJlNTgtNGZlMy1iMmRkLWI3MzQwYzY5ZTI5Yw.pdf,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzEwLzQ3LzFmL2RhMWEtNDk0ZC1hODg0LWQwYjAzYmMxMzlmNw.xml,"3400, HillerÃ¸d",IndustrivÃ¦nget 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2015 - 30-09-2016.",2017-02-28,2017-02-28,2006-08-28,2017-02-28,,29778981.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2015 - 30-09-2016 for Sortedam ApS.,Ãrsrapport,Morten SÃ¸nderskov,Sortedam ApS,Agrovi,,Gentofte,2014-10-01,2015-09-30,6575.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2016-09-30,2015-10-01,,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:23556767,indberetninger-20180424,2.5118417999999996,29778981.0,,2018-03-27T20:55:22.530Z,2017-03-06T08:47:02.462Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-83-BA,2017-03-06T08:47:02.832Z,,,,,,,,,,,,,,,,
29778981,2015-10-01,2016-09-30,ID_9,,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzQ3LzYxL2FjLzJlNTgtNGZlMy1iMmRkLWI3MzQwYzY5ZTI5Yw.pdf,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzEwLzQ3LzFmL2RhMWEtNDk0ZC1hODg0LWQwYjAzYmMxMzlmNw.xml,"3400, HillerÃ¸d",IndustrivÃ¦nget 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2015 - 30-09-2016.",2017-02-28,2017-02-28,2006-08-28,2017-02-28,,29778981.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2015 - 30-09-2016 for Sortedam ApS.,Ãrsrapport,Morten SÃ¸nderskov,Sortedam ApS,Agrovi,,Gentofte,2014-10-01,2015-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2016-09-30,2015-10-01,,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:23556767,indberetninger-20180424,2.5118417999999996,29778981.0,,2018-03-27T20:55:22.530Z,2017-03-06T08:47:02.462Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-83-BA,2017-03-06T08:47:02.832Z,,,,,,,,,,,,,,,,
29778981,2016-09-30,2016-09-30,ID_7,,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzQ3LzYxL2FjLzJlNTgtNGZlMy1iMmRkLWI3MzQwYzY5ZTI5Yw.pdf,http://regnskaber.virk.dk/18987792/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzEwLzQ3LzFmL2RhMWEtNDk0ZC1hODg0LWQwYjAzYmMxMzlmNw.xml,"3400, HillerÃ¸d",IndustrivÃ¦nget 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2015 - 30-09-2016.",2017-02-28,2017-02-28,2006-08-28,2017-02-28,,29778981.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2015 - 30-09-2016 for Sortedam ApS.,Ãrsrapport,Morten SÃ¸nderskov,Sortedam ApS,Agrovi,,Gentofte,2014-10-01,2015-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2016-09-30,2015-10-01,,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:23556767,indberetninger-20180424,2.5118417999999996,29778981.0,,2018-03-27T20:55:22.530Z,2017-03-06T08:47:02.462Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-83-BA,2017-03-06T08:47:02.832Z,362427.0,322363.0,125000.0,362427.0,293020.0,362427.0,69407.0,35700.0,168020.0,69407.0,54949.0,40064.0,4364.0,9458.0,5000.0,
