entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,OtherShorttermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
36534729,2016-10-01,2017-09-30,c2,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JjL2MxLzBlLzQ3N2QtNDJhZS05NTMxLTJkYzY2ZjJmZmVlZQ.xhtml,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzYxLzllLzY3L2VlMWItNGUxZS04ZGRhLTAzZDFhYWJkZjNiNg.pdf,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2EwLzJiLzk3Lzg0NmUtNDg0Mi04MjBiLTFmMzE2Mzc2YzliYg.xml,true,Danmark,DK,Struer,7600.0,2 - 4,Torvegade,Lemvig,7620.0,55.0,Havnen,7620 Lemvig,Havnen 55G,"Regnskabsklasse B, mikrovirksomhed",2019-01-30,2019-01-30,0.0,rfj@feldborgfinans.dk,2069.0,9498.0,32567.0,36534729.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Rasmus Johannesen,Rasmus Feldborg Johannesen,Sparekassen Thy,FELDBORG FINANS IVS,Feldborg Finans IVS,9751.0,Lemvig,2016-10-01,2017-09-30,15907.0,20747.0,30498.0,2018-09-30,2017-10-01,42065.0,false,false,"Det er pÃ¥ selskabets generalforsamling i 2019 vedtaget, at Ã¥rsrapporten ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",4840.0,61794499.0,false,Ingen bistand,urn:ofk:oid:26753008,indberetninger-20180424,2.59278,36534729.0,AWk2dOUWRYGX6_YTFcen,2019-02-28T23:34:05.518Z,2019-02-28T23:33:42.760Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-05-AL,2019-02-28T23:33:43.159Z,,,,,,,,,,,,,,,,,,
36534729,2016-10-01,2017-09-30,c4,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JjL2MxLzBlLzQ3N2QtNDJhZS05NTMxLTJkYzY2ZjJmZmVlZQ.xhtml,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzYxLzllLzY3L2VlMWItNGUxZS04ZGRhLTAzZDFhYWJkZjNiNg.pdf,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2EwLzJiLzk3Lzg0NmUtNDg0Mi04MjBiLTFmMzE2Mzc2YzliYg.xml,true,Danmark,DK,Struer,7600.0,2 - 4,Torvegade,Lemvig,7620.0,55.0,Havnen,7620 Lemvig,Havnen 55G,"Regnskabsklasse B, mikrovirksomhed",2019-01-30,2019-01-30,,rfj@feldborgfinans.dk,,,,36534729.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Rasmus Johannesen,Rasmus Feldborg Johannesen,Sparekassen Thy,FELDBORG FINANS IVS,Feldborg Finans IVS,,Lemvig,2016-10-01,2017-09-30,15907.0,,,2018-09-30,2017-10-01,,false,false,"Det er pÃ¥ selskabets generalforsamling i 2019 vedtaget, at Ã¥rsrapporten ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,61794499.0,false,Ingen bistand,urn:ofk:oid:26753008,indberetninger-20180424,2.59278,36534729.0,AWk2dOUWRYGX6_YTFcen,2019-02-28T23:34:05.518Z,2019-02-28T23:33:42.760Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-05-AL,2019-02-28T23:33:43.159Z,,,,,,,,,,,,,,,,,,
36534729,2017-09-30,2017-09-30,c6,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JjL2MxLzBlLzQ3N2QtNDJhZS05NTMxLTJkYzY2ZjJmZmVlZQ.xhtml,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzYxLzllLzY3L2VlMWItNGUxZS04ZGRhLTAzZDFhYWJkZjNiNg.pdf,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2EwLzJiLzk3Lzg0NmUtNDg0Mi04MjBiLTFmMzE2Mzc2YzliYg.xml,true,Danmark,DK,Struer,7600.0,2 - 4,Torvegade,Lemvig,7620.0,55.0,Havnen,7620 Lemvig,Havnen 55G,"Regnskabsklasse B, mikrovirksomhed",2019-01-30,2019-01-30,,rfj@feldborgfinans.dk,,,,36534729.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Rasmus Johannesen,Rasmus Feldborg Johannesen,Sparekassen Thy,FELDBORG FINANS IVS,Feldborg Finans IVS,,Lemvig,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,,false,false,"Det er pÃ¥ selskabets generalforsamling i 2019 vedtaget, at Ã¥rsrapporten ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,61794499.0,false,Ingen bistand,urn:ofk:oid:26753008,indberetninger-20180424,2.59278,36534729.0,AWk2dOUWRYGX6_YTFcen,2019-02-28T23:34:05.518Z,2019-02-28T23:33:42.760Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-05-AL,2019-02-28T23:33:43.159Z,37585.0,32107.0,1000.0,37585.0,23010.0,37585.0,14575.0,4840.0,4840.0,2250.0,3066.0,22010.0,2250.0,9735.0,3228.0,1610.0,5059.0,3228.0
36534729,2017-10-01,2017-10-01,c7,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JjL2MxLzBlLzQ3N2QtNDJhZS05NTMxLTJkYzY2ZjJmZmVlZQ.xhtml,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzYxLzllLzY3L2VlMWItNGUxZS04ZGRhLTAzZDFhYWJkZjNiNg.pdf,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2EwLzJiLzk3Lzg0NmUtNDg0Mi04MjBiLTFmMzE2Mzc2YzliYg.xml,true,Danmark,DK,Struer,7600.0,2 - 4,Torvegade,Lemvig,7620.0,55.0,Havnen,7620 Lemvig,Havnen 55G,"Regnskabsklasse B, mikrovirksomhed",2019-01-30,2019-01-30,,rfj@feldborgfinans.dk,,,,36534729.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Rasmus Johannesen,Rasmus Feldborg Johannesen,Sparekassen Thy,FELDBORG FINANS IVS,Feldborg Finans IVS,,Lemvig,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,,false,false,"Det er pÃ¥ selskabets generalforsamling i 2019 vedtaget, at Ã¥rsrapporten ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,61794499.0,false,Ingen bistand,urn:ofk:oid:26753008,indberetninger-20180424,2.59278,36534729.0,AWk2dOUWRYGX6_YTFcen,2019-02-28T23:34:05.518Z,2019-02-28T23:33:42.760Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-05-AL,2019-02-28T23:33:43.159Z,,,,,1000.0,,,,,,,,,,,,,
36534729,2017-10-01,2017-10-01,c8,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JjL2MxLzBlLzQ3N2QtNDJhZS05NTMxLTJkYzY2ZjJmZmVlZQ.xhtml,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzYxLzllLzY3L2VlMWItNGUxZS04ZGRhLTAzZDFhYWJkZjNiNg.pdf,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2EwLzJiLzk3Lzg0NmUtNDg0Mi04MjBiLTFmMzE2Mzc2YzliYg.xml,true,Danmark,DK,Struer,7600.0,2 - 4,Torvegade,Lemvig,7620.0,55.0,Havnen,7620 Lemvig,Havnen 55G,"Regnskabsklasse B, mikrovirksomhed",2019-01-30,2019-01-30,,rfj@feldborgfinans.dk,,,,36534729.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Rasmus Johannesen,Rasmus Feldborg Johannesen,Sparekassen Thy,FELDBORG FINANS IVS,Feldborg Finans IVS,,Lemvig,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,,false,false,"Det er pÃ¥ selskabets generalforsamling i 2019 vedtaget, at Ã¥rsrapporten ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,61794499.0,false,Ingen bistand,urn:ofk:oid:26753008,indberetninger-20180424,2.59278,36534729.0,AWk2dOUWRYGX6_YTFcen,2019-02-28T23:34:05.518Z,2019-02-28T23:33:42.760Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-05-AL,2019-02-28T23:33:43.159Z,,,,,22010.0,,,,,,,,,,,,,
36534729,2017-10-01,2017-10-01,c9,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JjL2MxLzBlLzQ3N2QtNDJhZS05NTMxLTJkYzY2ZjJmZmVlZQ.xhtml,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzYxLzllLzY3L2VlMWItNGUxZS04ZGRhLTAzZDFhYWJkZjNiNg.pdf,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2EwLzJiLzk3Lzg0NmUtNDg0Mi04MjBiLTFmMzE2Mzc2YzliYg.xml,true,Danmark,DK,Struer,7600.0,2 - 4,Torvegade,Lemvig,7620.0,55.0,Havnen,7620 Lemvig,Havnen 55G,"Regnskabsklasse B, mikrovirksomhed",2019-01-30,2019-01-30,,rfj@feldborgfinans.dk,,,,36534729.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Rasmus Johannesen,Rasmus Feldborg Johannesen,Sparekassen Thy,FELDBORG FINANS IVS,Feldborg Finans IVS,,Lemvig,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,,false,false,"Det er pÃ¥ selskabets generalforsamling i 2019 vedtaget, at Ã¥rsrapporten ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,61794499.0,false,Ingen bistand,urn:ofk:oid:26753008,indberetninger-20180424,2.59278,36534729.0,AWk2dOUWRYGX6_YTFcen,2019-02-28T23:34:05.518Z,2019-02-28T23:33:42.760Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-05-AL,2019-02-28T23:33:43.159Z,,,,,23010.0,,,,,,,,,,,,,
36534729,2017-10-01,2018-09-30,c0,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JjL2MxLzBlLzQ3N2QtNDJhZS05NTMxLTJkYzY2ZjJmZmVlZQ.xhtml,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzYxLzllLzY3L2VlMWItNGUxZS04ZGRhLTAzZDFhYWJkZjNiNg.pdf,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2EwLzJiLzk3Lzg0NmUtNDg0Mi04MjBiLTFmMzE2Mzc2YzliYg.xml,true,Danmark,DK,Struer,7600.0,2 - 4,Torvegade,Lemvig,7620.0,55.0,Havnen,7620 Lemvig,Havnen 55G,"Regnskabsklasse B, mikrovirksomhed",2019-01-30,2019-01-30,11751.0,rfj@feldborgfinans.dk,6280.0,15836.0,40471.0,36534729.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Rasmus Johannesen,Rasmus Feldborg Johannesen,Sparekassen Thy,FELDBORG FINANS IVS,Feldborg Finans IVS,25.0,Lemvig,2016-10-01,2017-09-30,16761.0,22415.0,22440.0,2018-09-30,2017-10-01,56307.0,false,false,"Det er pÃ¥ selskabets generalforsamling i 2019 vedtaget, at Ã¥rsrapporten ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",5654.0,61794499.0,false,Ingen bistand,urn:ofk:oid:26753008,indberetninger-20180424,2.59278,36534729.0,AWk2dOUWRYGX6_YTFcen,2019-02-28T23:34:05.518Z,2019-02-28T23:33:42.760Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-05-AL,2019-02-28T23:33:43.159Z,,,,,,,,,,,,,,,,,,
36534729,2017-10-01,2018-09-30,c1,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JjL2MxLzBlLzQ3N2QtNDJhZS05NTMxLTJkYzY2ZjJmZmVlZQ.xhtml,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzYxLzllLzY3L2VlMWItNGUxZS04ZGRhLTAzZDFhYWJkZjNiNg.pdf,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2EwLzJiLzk3Lzg0NmUtNDg0Mi04MjBiLTFmMzE2Mzc2YzliYg.xml,true,Danmark,DK,Struer,7600.0,2 - 4,Torvegade,Lemvig,7620.0,55.0,Havnen,7620 Lemvig,Havnen 55G,"Regnskabsklasse B, mikrovirksomhed",2019-01-30,2019-01-30,,rfj@feldborgfinans.dk,,,,36534729.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Rasmus Johannesen,Rasmus Feldborg Johannesen,Sparekassen Thy,FELDBORG FINANS IVS,Feldborg Finans IVS,,Lemvig,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,,false,false,"Det er pÃ¥ selskabets generalforsamling i 2019 vedtaget, at Ã¥rsrapporten ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,61794499.0,false,Ingen bistand,urn:ofk:oid:26753008,indberetninger-20180424,2.59278,36534729.0,AWk2dOUWRYGX6_YTFcen,2019-02-28T23:34:05.518Z,2019-02-28T23:33:42.760Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-05-AL,2019-02-28T23:33:43.159Z,,,,,,,,,,,,,,,,,,
36534729,2017-10-01,2018-09-30,c10,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JjL2MxLzBlLzQ3N2QtNDJhZS05NTMxLTJkYzY2ZjJmZmVlZQ.xhtml,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzYxLzllLzY3L2VlMWItNGUxZS04ZGRhLTAzZDFhYWJkZjNiNg.pdf,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2EwLzJiLzk3Lzg0NmUtNDg0Mi04MjBiLTFmMzE2Mzc2YzliYg.xml,true,Danmark,DK,Struer,7600.0,2 - 4,Torvegade,Lemvig,7620.0,55.0,Havnen,7620 Lemvig,Havnen 55G,"Regnskabsklasse B, mikrovirksomhed",2019-01-30,2019-01-30,,rfj@feldborgfinans.dk,,,,36534729.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Rasmus Johannesen,Rasmus Feldborg Johannesen,Sparekassen Thy,FELDBORG FINANS IVS,Feldborg Finans IVS,,Lemvig,2016-10-01,2017-09-30,0.0,,,2018-09-30,2017-10-01,,false,false,"Det er pÃ¥ selskabets generalforsamling i 2019 vedtaget, at Ã¥rsrapporten ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,61794499.0,false,Ingen bistand,urn:ofk:oid:26753008,indberetninger-20180424,2.59278,36534729.0,AWk2dOUWRYGX6_YTFcen,2019-02-28T23:34:05.518Z,2019-02-28T23:33:42.760Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-05-AL,2019-02-28T23:33:43.159Z,,,,,,,,,,,,,,,,,,
36534729,2017-10-01,2018-09-30,c11,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2JjL2MxLzBlLzQ3N2QtNDJhZS05NTMxLTJkYzY2ZjJmZmVlZQ.xhtml,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzYxLzllLzY3L2VlMWItNGUxZS04ZGRhLTAzZDFhYWJkZjNiNg.pdf,http://regnskaber.virk.dk/92743563/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2EwLzJiLzk3Lzg0NmUtNDg0Mi04MjBiLTFmMzE2Mzc2YzliYg.xml,true,Danmark,DK,Struer,7600.0,2 - 4,Torvegade,Lemvig,7620.0,55.0,Havnen,7620 Lemvig,Havnen 55G,"Regnskabsklasse B, mikrovirksomhed",2019-01-30,2019-01-30,,rfj@feldborgfinans.dk,,,,36534729.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Rasmus Johannesen,Rasmus Feldborg Johannesen,Sparekassen Thy,FELDBORG FINANS IVS,Feldborg Finans IVS,,Lemvig,2016-10-01,2017-09-30,16761.0,,,2018-09-30,2017-10-01,,false,false,"Det er pÃ¥ selskabets generalforsamling i 2019 vedtaget, at Ã¥rsrapporten ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,61794499.0,false,Ingen bistand,urn:ofk:oid:26753008,indberetninger-20180424,2.59278,36534729.0,AWk2dOUWRYGX6_YTFcen,2019-02-28T23:34:05.518Z,2019-02-28T23:33:42.760Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-05-AL,2019-02-28T23:33:43.159Z,,,,,,,,,,,,,,,,,,
