entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmailOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToShareholdersAndManagement,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,DividendPaid,ExtraordinaryDividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
25794389,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzYzLzJkL2VjLzQ1ZmQtNDVkMC1iY2I5LTAwZmY5ZWNlNjUxOA.xhtml,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I5L2Y1L2YyL2I3MGMtNDBkMS04ZDhlLTE2ZDBlYzdiMWM5MA.pdf,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2NjLzQ4LzQ0L2JmNDktNDI2Yy1iYTFjLTFiMTMxMmI3OGRmMA.xml,true,Danmark,DK,Horsens,8700.0,51.0,Sundvej,NÃ¸rre Snede,8766.0,7.0,Vibevej,8700.0,Sundvej 51,Til den daglige ledelse i Kjeld Bramming APS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-29,14000.0,registreret revisor,bramming@c.dk,1604772.0,25794389.0,mne3409,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,Alice Borup Bramming,KJELD BRAMMING ApS,Q-revision aps,10368.0,113214.0,2017-01-01,2017-12-31,625943.0,814305.0,824673.0,2018-12-31,2018-01-01,false,2019-06-28,Horsens,13757.0,188362.0,false,true,Andre erklÃ¦ringer uden sikkerhed,639128.0,urn:ofk:oid:27631152,indberetninger-20180424,2.592478,25794389.0,AWukFPTKIXJRhhXBLjbc,2019-06-29T16:33:45.602Z,2019-06-29T16:32:44.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-14-TU,2019-06-29T16:32:44.687Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25794389,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzYzLzJkL2VjLzQ1ZmQtNDVkMC1iY2I5LTAwZmY5ZWNlNjUxOA.xhtml,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I5L2Y1L2YyL2I3MGMtNDBkMS04ZDhlLTE2ZDBlYzdiMWM5MA.pdf,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2NjLzQ4LzQ0L2JmNDktNDI2Yy1iYTFjLTFiMTMxMmI3OGRmMA.xml,true,Danmark,DK,Horsens,8700.0,51.0,Sundvej,NÃ¸rre Snede,8766.0,7.0,Vibevej,8700.0,Sundvej 51,Til den daglige ledelse i Kjeld Bramming APS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-29,,registreret revisor,bramming@c.dk,,25794389.0,mne3409,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,Alice Borup Bramming,KJELD BRAMMING ApS,Q-revision aps,,,2017-01-01,2017-12-31,105000.0,,,2018-12-31,2018-01-01,false,2019-06-28,Horsens,,,false,true,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27631152,indberetninger-20180424,2.592478,25794389.0,AWukFPTKIXJRhhXBLjbc,2019-06-29T16:33:45.602Z,2019-06-29T16:32:44.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-14-TU,2019-06-29T16:32:44.687Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25794389,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzYzLzJkL2VjLzQ1ZmQtNDVkMC1iY2I5LTAwZmY5ZWNlNjUxOA.xhtml,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I5L2Y1L2YyL2I3MGMtNDBkMS04ZDhlLTE2ZDBlYzdiMWM5MA.pdf,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2NjLzQ4LzQ0L2JmNDktNDI2Yy1iYTFjLTFiMTMxMmI3OGRmMA.xml,true,Danmark,DK,Horsens,8700.0,51.0,Sundvej,NÃ¸rre Snede,8766.0,7.0,Vibevej,8700.0,Sundvej 51,Til den daglige ledelse i Kjeld Bramming APS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-29,,registreret revisor,bramming@c.dk,,25794389.0,mne3409,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,Alice Borup Bramming,KJELD BRAMMING ApS,Q-revision aps,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,false,2019-06-28,Horsens,,,false,true,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27631152,indberetninger-20180424,2.592478,25794389.0,AWukFPTKIXJRhhXBLjbc,2019-06-29T16:33:45.602Z,2019-06-29T16:32:44.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-14-TU,2019-06-29T16:32:44.687Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25794389,2017-01-01,2017-12-31,c9,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzYzLzJkL2VjLzQ1ZmQtNDVkMC1iY2I5LTAwZmY5ZWNlNjUxOA.xhtml,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I5L2Y1L2YyL2I3MGMtNDBkMS04ZDhlLTE2ZDBlYzdiMWM5MA.pdf,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2NjLzQ4LzQ0L2JmNDktNDI2Yy1iYTFjLTFiMTMxMmI3OGRmMA.xml,true,Danmark,DK,Horsens,8700.0,51.0,Sundvej,NÃ¸rre Snede,8766.0,7.0,Vibevej,8700.0,Sundvej 51,Til den daglige ledelse i Kjeld Bramming APS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-29,,registreret revisor,bramming@c.dk,,25794389.0,mne3409,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,Alice Borup Bramming,KJELD BRAMMING ApS,Q-revision aps,,,2017-01-01,2017-12-31,520943.0,,,2018-12-31,2018-01-01,false,2019-06-28,Horsens,,,false,true,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27631152,indberetninger-20180424,2.592478,25794389.0,AWukFPTKIXJRhhXBLjbc,2019-06-29T16:33:45.602Z,2019-06-29T16:32:44.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-14-TU,2019-06-29T16:32:44.687Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25794389,2017-12-31,2017-12-31,c11,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzYzLzJkL2VjLzQ1ZmQtNDVkMC1iY2I5LTAwZmY5ZWNlNjUxOA.xhtml,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I5L2Y1L2YyL2I3MGMtNDBkMS04ZDhlLTE2ZDBlYzdiMWM5MA.pdf,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2NjLzQ4LzQ0L2JmNDktNDI2Yy1iYTFjLTFiMTMxMmI3OGRmMA.xml,true,Danmark,DK,Horsens,8700.0,51.0,Sundvej,NÃ¸rre Snede,8766.0,7.0,Vibevej,8700.0,Sundvej 51,Til den daglige ledelse i Kjeld Bramming APS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-29,,registreret revisor,bramming@c.dk,,25794389.0,mne3409,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,Alice Borup Bramming,KJELD BRAMMING ApS,Q-revision aps,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-06-28,Horsens,,,false,true,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27631152,indberetninger-20180424,2.592478,25794389.0,AWukFPTKIXJRhhXBLjbc,2019-06-29T16:33:45.602Z,2019-06-29T16:32:44.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-14-TU,2019-06-29T16:32:44.687Z,1945346.0,601111.0,125000.0,1068936.0,11700.0,1096003.0,876410.0,1945346.0,849343.0,199135.0,199135.0,876410.0,450367.0,0.0,876410.0,105000.0,866003.0,0.0,650208.0,20000.0,3141.0,30000.0,467825.0,146700.0,456125.0,,,,
25794389,2018-01-01,2018-01-01,c12,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzYzLzJkL2VjLzQ1ZmQtNDVkMC1iY2I5LTAwZmY5ZWNlNjUxOA.xhtml,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I5L2Y1L2YyL2I3MGMtNDBkMS04ZDhlLTE2ZDBlYzdiMWM5MA.pdf,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2NjLzQ4LzQ0L2JmNDktNDI2Yy1iYTFjLTFiMTMxMmI3OGRmMA.xml,true,Danmark,DK,Horsens,8700.0,51.0,Sundvej,NÃ¸rre Snede,8766.0,7.0,Vibevej,8700.0,Sundvej 51,Til den daglige ledelse i Kjeld Bramming APS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-29,,registreret revisor,bramming@c.dk,,25794389.0,mne3409,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,Alice Borup Bramming,KJELD BRAMMING ApS,Q-revision aps,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-06-28,Horsens,,,false,true,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27631152,indberetninger-20180424,2.592478,25794389.0,AWukFPTKIXJRhhXBLjbc,2019-06-29T16:33:45.602Z,2019-06-29T16:32:44.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-14-TU,2019-06-29T16:32:44.687Z,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,
25794389,2018-01-01,2018-01-01,c13,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzYzLzJkL2VjLzQ1ZmQtNDVkMC1iY2I5LTAwZmY5ZWNlNjUxOA.xhtml,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I5L2Y1L2YyL2I3MGMtNDBkMS04ZDhlLTE2ZDBlYzdiMWM5MA.pdf,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2NjLzQ4LzQ0L2JmNDktNDI2Yy1iYTFjLTFiMTMxMmI3OGRmMA.xml,true,Danmark,DK,Horsens,8700.0,51.0,Sundvej,NÃ¸rre Snede,8766.0,7.0,Vibevej,8700.0,Sundvej 51,Til den daglige ledelse i Kjeld Bramming APS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-29,,registreret revisor,bramming@c.dk,,25794389.0,mne3409,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,Alice Borup Bramming,KJELD BRAMMING ApS,Q-revision aps,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-06-28,Horsens,,,false,true,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27631152,indberetninger-20180424,2.592478,25794389.0,AWukFPTKIXJRhhXBLjbc,2019-06-29T16:33:45.602Z,2019-06-29T16:32:44.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-14-TU,2019-06-29T16:32:44.687Z,,,,,,866003.0,,,,,,,,,,,,,,,,,,,,,,,
25794389,2018-01-01,2018-01-01,c14,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzYzLzJkL2VjLzQ1ZmQtNDVkMC1iY2I5LTAwZmY5ZWNlNjUxOA.xhtml,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I5L2Y1L2YyL2I3MGMtNDBkMS04ZDhlLTE2ZDBlYzdiMWM5MA.pdf,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2NjLzQ4LzQ0L2JmNDktNDI2Yy1iYTFjLTFiMTMxMmI3OGRmMA.xml,true,Danmark,DK,Horsens,8700.0,51.0,Sundvej,NÃ¸rre Snede,8766.0,7.0,Vibevej,8700.0,Sundvej 51,Til den daglige ledelse i Kjeld Bramming APS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-29,,registreret revisor,bramming@c.dk,,25794389.0,mne3409,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,Alice Borup Bramming,KJELD BRAMMING ApS,Q-revision aps,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-06-28,Horsens,,,false,true,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27631152,indberetninger-20180424,2.592478,25794389.0,AWukFPTKIXJRhhXBLjbc,2019-06-29T16:33:45.602Z,2019-06-29T16:32:44.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-14-TU,2019-06-29T16:32:44.687Z,,,,,,105000.0,,,,,,,,,,,,,,,,,,,,,,,
25794389,2018-01-01,2018-01-01,c15,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzYzLzJkL2VjLzQ1ZmQtNDVkMC1iY2I5LTAwZmY5ZWNlNjUxOA.xhtml,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I5L2Y1L2YyL2I3MGMtNDBkMS04ZDhlLTE2ZDBlYzdiMWM5MA.pdf,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2NjLzQ4LzQ0L2JmNDktNDI2Yy1iYTFjLTFiMTMxMmI3OGRmMA.xml,true,Danmark,DK,Horsens,8700.0,51.0,Sundvej,NÃ¸rre Snede,8766.0,7.0,Vibevej,8700.0,Sundvej 51,Til den daglige ledelse i Kjeld Bramming APS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-29,,registreret revisor,bramming@c.dk,,25794389.0,mne3409,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,Alice Borup Bramming,KJELD BRAMMING ApS,Q-revision aps,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-06-28,Horsens,,,false,true,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27631152,indberetninger-20180424,2.592478,25794389.0,AWukFPTKIXJRhhXBLjbc,2019-06-29T16:33:45.602Z,2019-06-29T16:32:44.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-14-TU,2019-06-29T16:32:44.687Z,,,,,,1096003.0,,,,,,,,,,,,,,,,,,,,,,,
25794389,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzYzLzJkL2VjLzQ1ZmQtNDVkMC1iY2I5LTAwZmY5ZWNlNjUxOA.xhtml,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I5L2Y1L2YyL2I3MGMtNDBkMS04ZDhlLTE2ZDBlYzdiMWM5MA.pdf,http://regnskaber.virk.dk/98349752/ZG9rdW1lbnRsYWdlcjovLzAzL2QyL2NjLzQ4LzQ0L2JmNDktNDI2Yy1iYTFjLTFiMTMxMmI3OGRmMA.xml,true,Danmark,DK,Horsens,8700.0,51.0,Sundvej,NÃ¸rre Snede,8766.0,7.0,Vibevej,8700.0,Sundvej 51,Til den daglige ledelse i Kjeld Bramming APS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-29,14000.0,registreret revisor,bramming@c.dk,1707921.0,25794389.0,mne3409,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,Alice Borup Bramming,KJELD BRAMMING ApS,Q-revision aps,8291.0,113214.0,2017-01-01,2017-12-31,711519.0,919245.0,927536.0,2018-12-31,2018-01-01,false,2019-06-28,Horsens,13843.0,207726.0,false,true,Andre erklÃ¦ringer uden sikkerhed,639328.0,urn:ofk:oid:27631152,indberetninger-20180424,2.592478,25794389.0,AWukFPTKIXJRhhXBLjbc,2019-06-29T16:33:45.602Z,2019-06-29T16:32:44.266Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-14-TU,2019-06-29T16:32:44.687Z,,,,,,,,,,,,,,,,,,,,,,,,,,105000.0,-360000.0,,
