entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
27381820,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2NlLzE0LzRjL2I5ODEtNGM1Zi05YTAzLWIyNDdmZjA3ZWQxOQ.pdf,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzg2L2JlLzNkL2EyNjctNDZhNC05MGI3LTQzMTk5NDQyZWRlZQ.xml,true,"Vissenbjerg, 5492",Damsbovej 11,"Til kapitalejerne i Trade, Nature and Innovation ApS",1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2003-10-03,2017-06-20,34205078.0,27381820.0,34205078.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Trade, Nature and Innovation ApS.",Ãrsrapport,Finn  Madsen,Vagn Laurits Malmskov,ERC Revision,Sparekassen Fyn,"Trade, Nature and Innovation ApS",Centrovice,Odense,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"461, Odense",2016-12-31,2016-01-01,false,2017-06-20,Vissenbjerg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24276370,indberetninger-20180424,2.5097403999999996,27381820,,2018-03-29T17:17:22.894Z,2017-06-22T07:42:45.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-77-XU,2017-06-22T07:42:45.476Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27381820,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2NlLzE0LzRjL2I5ODEtNGM1Zi05YTAzLWIyNDdmZjA3ZWQxOQ.pdf,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzg2L2JlLzNkL2EyNjctNDZhNC05MGI3LTQzMTk5NDQyZWRlZQ.xml,true,"Vissenbjerg, 5492",Damsbovej 11,"Til kapitalejerne i Trade, Nature and Innovation ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2003-10-03,2017-06-20,34205078.0,27381820.0,34205078.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Trade, Nature and Innovation ApS.",Ãrsrapport,Finn  Madsen,Vagn Laurits Malmskov,ERC Revision,Sparekassen Fyn,"Trade, Nature and Innovation ApS",Centrovice,Odense,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"461, Odense",2016-12-31,2016-01-01,false,2017-06-20,Vissenbjerg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24276370,indberetninger-20180424,2.5097403999999996,27381820,,2018-03-29T17:17:22.894Z,2017-06-22T07:42:45.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-77-XU,2017-06-22T07:42:45.476Z,3202.0,200783.0,407127.0,41997.0,0.0,158578.0,161145.0,203142.0,2567.0,,,,,,,,,,,,,,,,,,,
27381820,2015-01-01,2015-12-31,ID_13,,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2NlLzE0LzRjL2I5ODEtNGM1Zi05YTAzLWIyNDdmZjA3ZWQxOQ.pdf,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzg2L2JlLzNkL2EyNjctNDZhNC05MGI3LTQzMTk5NDQyZWRlZQ.xml,true,"Vissenbjerg, 5492",Damsbovej 11,"Til kapitalejerne i Trade, Nature and Innovation ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2003-10-03,2017-06-20,34205078.0,27381820.0,34205078.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Trade, Nature and Innovation ApS.",Ãrsrapport,Finn  Madsen,Vagn Laurits Malmskov,ERC Revision,Sparekassen Fyn,"Trade, Nature and Innovation ApS",Centrovice,Odense,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"461, Odense",2016-12-31,2016-01-01,false,2017-06-20,Vissenbjerg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24276370,indberetninger-20180424,2.5097403999999996,27381820,,2018-03-29T17:17:22.894Z,2017-06-22T07:42:45.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-77-XU,2017-06-22T07:42:45.476Z,,,,,,-158578.0,,,,,,,,,,,,,,,,,,,,,,
27381820,2015-12-31,2015-12-31,ID_9,,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2NlLzE0LzRjL2I5ODEtNGM1Zi05YTAzLWIyNDdmZjA3ZWQxOQ.pdf,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzg2L2JlLzNkL2EyNjctNDZhNC05MGI3LTQzMTk5NDQyZWRlZQ.xml,true,"Vissenbjerg, 5492",Damsbovej 11,"Til kapitalejerne i Trade, Nature and Innovation ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2003-10-03,2017-06-20,34205078.0,27381820.0,34205078.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Trade, Nature and Innovation ApS.",Ãrsrapport,Finn  Madsen,Vagn Laurits Malmskov,ERC Revision,Sparekassen Fyn,"Trade, Nature and Innovation ApS",Centrovice,Odense,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"461, Odense",2016-12-31,2016-01-01,false,2017-06-20,Vissenbjerg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24276370,indberetninger-20180424,2.5097403999999996,27381820,,2018-03-29T17:17:22.894Z,2017-06-22T07:42:45.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-77-XU,2017-06-22T07:42:45.476Z,,,,,,,,,,464475.0,4024.0,125000.0,464475.0,-6960.0,464475.0,471435.0,420776.0,411640.0,-131960.0,471435.0,50659.0,460451.0,0.0,7433.0,41378.0,,,
27381820,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2NlLzE0LzRjL2I5ODEtNGM1Zi05YTAzLWIyNDdmZjA3ZWQxOQ.pdf,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzg2L2JlLzNkL2EyNjctNDZhNC05MGI3LTQzMTk5NDQyZWRlZQ.xml,true,"Vissenbjerg, 5492",Damsbovej 11,"Til kapitalejerne i Trade, Nature and Innovation ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2003-10-03,2017-06-20,34205078.0,27381820.0,34205078.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Trade, Nature and Innovation ApS.",Ãrsrapport,Finn  Madsen,Vagn Laurits Malmskov,ERC Revision,Sparekassen Fyn,"Trade, Nature and Innovation ApS",Centrovice,Odense,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"461, Odense",2016-12-31,2016-01-01,false,2017-06-20,Vissenbjerg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24276370,indberetninger-20180424,2.5097403999999996,27381820,,2018-03-29T17:17:22.894Z,2017-06-22T07:42:45.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-77-XU,2017-06-22T07:42:45.476Z,0.0,193905.0,446231.0,3675.0,40.0,193824.0,248691.0,252326.0,54867.0,,,,,,,,,,,,,,,,,,,
27381820,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2NlLzE0LzRjL2I5ODEtNGM1Zi05YTAzLWIyNDdmZjA3ZWQxOQ.pdf,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzg2L2JlLzNkL2EyNjctNDZhNC05MGI3LTQzMTk5NDQyZWRlZQ.xml,true,"Vissenbjerg, 5492",Damsbovej 11,"Til kapitalejerne i Trade, Nature and Innovation ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2003-10-03,2017-06-20,34205078.0,27381820.0,34205078.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Trade, Nature and Innovation ApS.",Ãrsrapport,Finn  Madsen,Vagn Laurits Malmskov,ERC Revision,Sparekassen Fyn,"Trade, Nature and Innovation ApS",Centrovice,Odense,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"461, Odense",2016-12-31,2016-01-01,false,2017-06-20,Vissenbjerg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24276370,indberetninger-20180424,2.5097403999999996,27381820,,2018-03-29T17:17:22.894Z,2017-06-22T07:42:45.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-77-XU,2017-06-22T07:42:45.476Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27381820,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2NlLzE0LzRjL2I5ODEtNGM1Zi05YTAzLWIyNDdmZjA3ZWQxOQ.pdf,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzg2L2JlLzNkL2EyNjctNDZhNC05MGI3LTQzMTk5NDQyZWRlZQ.xml,true,"Vissenbjerg, 5492",Damsbovej 11,"Til kapitalejerne i Trade, Nature and Innovation ApS",1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2003-10-03,2017-06-20,34205078.0,27381820.0,34205078.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Trade, Nature and Innovation ApS.",Ãrsrapport,Finn  Madsen,Vagn Laurits Malmskov,ERC Revision,Sparekassen Fyn,"Trade, Nature and Innovation ApS",Centrovice,Odense,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"461, Odense",2016-12-31,2016-01-01,false,2017-06-20,Vissenbjerg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24276370,indberetninger-20180424,2.5097403999999996,27381820,,2018-03-29T17:17:22.894Z,2017-06-22T07:42:45.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-77-XU,2017-06-22T07:42:45.476Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27381820,2016-01-01,2016-12-31,ID_14,,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2NlLzE0LzRjL2I5ODEtNGM1Zi05YTAzLWIyNDdmZjA3ZWQxOQ.pdf,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzg2L2JlLzNkL2EyNjctNDZhNC05MGI3LTQzMTk5NDQyZWRlZQ.xml,true,"Vissenbjerg, 5492",Damsbovej 11,"Til kapitalejerne i Trade, Nature and Innovation ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2003-10-03,2017-06-20,34205078.0,27381820.0,34205078.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Trade, Nature and Innovation ApS.",Ãrsrapport,Finn  Madsen,Vagn Laurits Malmskov,ERC Revision,Sparekassen Fyn,"Trade, Nature and Innovation ApS",Centrovice,Odense,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"461, Odense",2016-12-31,2016-01-01,false,2017-06-20,Vissenbjerg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24276370,indberetninger-20180424,2.5097403999999996,27381820,,2018-03-29T17:17:22.894Z,2017-06-22T07:42:45.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-77-XU,2017-06-22T07:42:45.476Z,,,,,,-193824.0,,,,,,,,,,,,,,,,,,,,,,
27381820,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2NlLzE0LzRjL2I5ODEtNGM1Zi05YTAzLWIyNDdmZjA3ZWQxOQ.pdf,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzg2L2JlLzNkL2EyNjctNDZhNC05MGI3LTQzMTk5NDQyZWRlZQ.xml,true,"Vissenbjerg, 5492",Damsbovej 11,"Til kapitalejerne i Trade, Nature and Innovation ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2003-10-03,2017-06-20,34205078.0,27381820.0,34205078.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Trade, Nature and Innovation ApS.",Ãrsrapport,Finn  Madsen,Vagn Laurits Malmskov,ERC Revision,Sparekassen Fyn,"Trade, Nature and Innovation ApS",Centrovice,Odense,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"461, Odense",2016-12-31,2016-01-01,false,2017-06-20,Vissenbjerg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24276370,indberetninger-20180424,2.5097403999999996,27381820,,2018-03-29T17:17:22.894Z,2017-06-22T07:42:45.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-77-XU,2017-06-22T07:42:45.476Z,,,,,,,,,,,,,,,,,,,,,,,,,,Vagn Laurits Malmskov,,
27381820,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2NlLzE0LzRjL2I5ODEtNGM1Zi05YTAzLWIyNDdmZjA3ZWQxOQ.pdf,http://regnskaber.virk.dk/02818372/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzg2L2JlLzNkL2EyNjctNDZhNC05MGI3LTQzMTk5NDQyZWRlZQ.xml,true,"Vissenbjerg, 5492",Damsbovej 11,"Til kapitalejerne i Trade, Nature and Innovation ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2003-10-03,2017-06-20,34205078.0,27381820.0,34205078.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Trade, Nature and Innovation ApS.",Ãrsrapport,Finn  Madsen,Vagn Laurits Malmskov,ERC Revision,Sparekassen Fyn,"Trade, Nature and Innovation ApS",Centrovice,Odense,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"461, Odense",2016-12-31,2016-01-01,false,2017-06-20,Vissenbjerg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24276370,indberetninger-20180424,2.5097403999999996,27381820,,2018-03-29T17:17:22.894Z,2017-06-22T07:42:45.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-77-XU,2017-06-22T07:42:45.476Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
