entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CurrentDeferredTaxAssets,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherTaxExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables
28721331,2016-05-01,2017-04-30,c2,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzJjLzRmL2U4LzVlMjUtNDNlZC1iZWNlLTFjNTk4ZWUwYjIzYg.xhtml,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzdjLzZhLzhjLzk4OWEtNDQwYy05ZGU4LThhODBkNWQ3Mzc3NQ.pdf,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzY5LzA4LzJlLzg2ZDMtNDkxOS1iMzBiLWZlODg5ODUzYTY0Ng.xml,true,FarsÃ¸,9640.0,24.0,Svalevej,4534.0,Vallekildevej174A,Regnskabsklasse B,0.0,2018-09-29,2018-10-01,18614.0,28207.0,28721331.0,942346.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Aver,Poul Lykke Aver,HPA ApS,Gitte Aarup,1195.0,763693.0,353.0,FarsÃ¸,2016-05-01,2017-04-30,1541289.0,1714437.0,9593.0,2018-04-30,2017-05-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",172795.0,false,false,Ingen bistand,urn:ofk:oid:26166172,indberetninger-20180424,2.5947563999999996,28721331.0,AWY02VhS5OzuYdPkE4dn,2018-10-02T12:56:37.480Z,2018-10-02T12:55:50.063Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-59-PH,2018-10-02T12:55:50.266Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28721331,2016-05-01,2017-04-30,c4,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzJjLzRmL2U4LzVlMjUtNDNlZC1iZWNlLTFjNTk4ZWUwYjIzYg.xhtml,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzdjLzZhLzhjLzk4OWEtNDQwYy05ZGU4LThhODBkNWQ3Mzc3NQ.pdf,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzY5LzA4LzJlLzg2ZDMtNDkxOS1iMzBiLWZlODg5ODUzYTY0Ng.xml,true,FarsÃ¸,9640.0,24.0,Svalevej,4534.0,Vallekildevej174A,Regnskabsklasse B,0.0,2018-09-29,2018-10-01,,,28721331.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Aver,Poul Lykke Aver,HPA ApS,Gitte Aarup,,,,FarsÃ¸,2016-05-01,2017-04-30,103400.0,,,2018-04-30,2017-05-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:26166172,indberetninger-20180424,2.5947563999999996,28721331.0,AWY02VhS5OzuYdPkE4dn,2018-10-02T12:56:37.480Z,2018-10-02T12:55:50.063Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-59-PH,2018-10-02T12:55:50.266Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28721331,2016-05-01,2017-04-30,c6,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzJjLzRmL2U4LzVlMjUtNDNlZC1iZWNlLTFjNTk4ZWUwYjIzYg.xhtml,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzdjLzZhLzhjLzk4OWEtNDQwYy05ZGU4LThhODBkNWQ3Mzc3NQ.pdf,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzY5LzA4LzJlLzg2ZDMtNDkxOS1iMzBiLWZlODg5ODUzYTY0Ng.xml,true,FarsÃ¸,9640.0,24.0,Svalevej,4534.0,Vallekildevej174A,Regnskabsklasse B,0.0,2018-09-29,2018-10-01,,,28721331.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Aver,Poul Lykke Aver,HPA ApS,Gitte Aarup,,,,FarsÃ¸,2016-05-01,2017-04-30,67339.0,,,2018-04-30,2017-05-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:26166172,indberetninger-20180424,2.5947563999999996,28721331.0,AWY02VhS5OzuYdPkE4dn,2018-10-02T12:56:37.480Z,2018-10-02T12:55:50.063Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-59-PH,2018-10-02T12:55:50.266Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28721331,2016-05-01,2017-04-30,c8,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzJjLzRmL2U4LzVlMjUtNDNlZC1iZWNlLTFjNTk4ZWUwYjIzYg.xhtml,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzdjLzZhLzhjLzk4OWEtNDQwYy05ZGU4LThhODBkNWQ3Mzc3NQ.pdf,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzY5LzA4LzJlLzg2ZDMtNDkxOS1iMzBiLWZlODg5ODUzYTY0Ng.xml,true,FarsÃ¸,9640.0,24.0,Svalevej,4534.0,Vallekildevej174A,Regnskabsklasse B,0.0,2018-09-29,2018-10-01,,,28721331.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Aver,Poul Lykke Aver,HPA ApS,Gitte Aarup,,,,FarsÃ¸,2016-05-01,2017-04-30,1370550.0,,,2018-04-30,2017-05-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:26166172,indberetninger-20180424,2.5947563999999996,28721331.0,AWY02VhS5OzuYdPkE4dn,2018-10-02T12:56:37.480Z,2018-10-02T12:55:50.063Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-59-PH,2018-10-02T12:55:50.266Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28721331,2017-04-30,2017-04-30,c10,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzJjLzRmL2U4LzVlMjUtNDNlZC1iZWNlLTFjNTk4ZWUwYjIzYg.xhtml,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzdjLzZhLzhjLzk4OWEtNDQwYy05ZGU4LThhODBkNWQ3Mzc3NQ.pdf,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzY5LzA4LzJlLzg2ZDMtNDkxOS1iMzBiLWZlODg5ODUzYTY0Ng.xml,true,FarsÃ¸,9640.0,24.0,Svalevej,4534.0,Vallekildevej174A,Regnskabsklasse B,0.0,2018-09-29,2018-10-01,,,28721331.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Aver,Poul Lykke Aver,HPA ApS,Gitte Aarup,,,,FarsÃ¸,2016-05-01,2017-04-30,,,,2018-04-30,2017-05-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:26166172,indberetninger-20180424,2.5947563999999996,28721331.0,AWY02VhS5OzuYdPkE4dn,2018-10-02T12:56:37.480Z,2018-10-02T12:55:50.063Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-59-PH,2018-10-02T12:55:50.266Z,9088737.0,755961.0,214000.0,5130214.0,3722.0,9045006.0,781784.0,9088737.0,42912.0,3176739.0,3176739.0,3958523.0,3831158.0,42912.0,781784.0,103400.0,819.0,819.0,67339.0,8660267.0,3831158.0,42912.0,543095.0,525157.0,0.0,14216.0,0.0
28721331,2017-05-01,2018-04-30,c0,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzJjLzRmL2U4LzVlMjUtNDNlZC1iZWNlLTFjNTk4ZWUwYjIzYg.xhtml,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzdjLzZhLzhjLzk4OWEtNDQwYy05ZGU4LThhODBkNWQ3Mzc3NQ.pdf,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzY5LzA4LzJlLzg2ZDMtNDkxOS1iMzBiLWZlODg5ODUzYTY0Ng.xml,true,FarsÃ¸,9640.0,24.0,Svalevej,4534.0,Vallekildevej174A,Regnskabsklasse B,0.0,2018-09-29,2018-10-01,18615.0,53968.0,28721331.0,429179.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Aver,Poul Lykke Aver,HPA ApS,Gitte Aarup,40109.0,299586.0,-819.0,FarsÃ¸,2016-05-01,2017-04-30,656144.0,724009.0,35353.0,2018-04-30,2017-05-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",68684.0,false,false,Ingen bistand,urn:ofk:oid:26166172,indberetninger-20180424,2.5947563999999996,28721331.0,AWY02VhS5OzuYdPkE4dn,2018-10-02T12:56:37.480Z,2018-10-02T12:55:50.063Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-59-PH,2018-10-02T12:55:50.266Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28721331,2017-05-01,2018-04-30,c1,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzJjLzRmL2U4LzVlMjUtNDNlZC1iZWNlLTFjNTk4ZWUwYjIzYg.xhtml,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzdjLzZhLzhjLzk4OWEtNDQwYy05ZGU4LThhODBkNWQ3Mzc3NQ.pdf,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzY5LzA4LzJlLzg2ZDMtNDkxOS1iMzBiLWZlODg5ODUzYTY0Ng.xml,true,FarsÃ¸,9640.0,24.0,Svalevej,4534.0,Vallekildevej174A,Regnskabsklasse B,0.0,2018-09-29,2018-10-01,,,28721331.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Aver,Poul Lykke Aver,HPA ApS,Gitte Aarup,,,,FarsÃ¸,2016-05-01,2017-04-30,,,,2018-04-30,2017-05-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:26166172,indberetninger-20180424,2.5947563999999996,28721331.0,AWY02VhS5OzuYdPkE4dn,2018-10-02T12:56:37.480Z,2018-10-02T12:55:50.063Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-59-PH,2018-10-02T12:55:50.266Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28721331,2017-05-01,2018-04-30,c3,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzJjLzRmL2U4LzVlMjUtNDNlZC1iZWNlLTFjNTk4ZWUwYjIzYg.xhtml,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzdjLzZhLzhjLzk4OWEtNDQwYy05ZGU4LThhODBkNWQ3Mzc3NQ.pdf,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzY5LzA4LzJlLzg2ZDMtNDkxOS1iMzBiLWZlODg5ODUzYTY0Ng.xml,true,FarsÃ¸,9640.0,24.0,Svalevej,4534.0,Vallekildevej174A,Regnskabsklasse B,0.0,2018-09-29,2018-10-01,,,28721331.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Aver,Poul Lykke Aver,HPA ApS,Gitte Aarup,,,,FarsÃ¸,2016-05-01,2017-04-30,105800.0,,,2018-04-30,2017-05-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:26166172,indberetninger-20180424,2.5947563999999996,28721331.0,AWY02VhS5OzuYdPkE4dn,2018-10-02T12:56:37.480Z,2018-10-02T12:55:50.063Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-59-PH,2018-10-02T12:55:50.266Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28721331,2017-05-01,2018-04-30,c5,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzJjLzRmL2U4LzVlMjUtNDNlZC1iZWNlLTFjNTk4ZWUwYjIzYg.xhtml,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzdjLzZhLzhjLzk4OWEtNDQwYy05ZGU4LThhODBkNWQ3Mzc3NQ.pdf,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzY5LzA4LzJlLzg2ZDMtNDkxOS1iMzBiLWZlODg5ODUzYTY0Ng.xml,true,FarsÃ¸,9640.0,24.0,Svalevej,4534.0,Vallekildevej174A,Regnskabsklasse B,0.0,2018-09-29,2018-10-01,,,28721331.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Aver,Poul Lykke Aver,HPA ApS,Gitte Aarup,,,,FarsÃ¸,2016-05-01,2017-04-30,-51739.0,,,2018-04-30,2017-05-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:26166172,indberetninger-20180424,2.5947563999999996,28721331.0,AWY02VhS5OzuYdPkE4dn,2018-10-02T12:56:37.480Z,2018-10-02T12:55:50.063Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-59-PH,2018-10-02T12:55:50.266Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28721331,2017-05-01,2018-04-30,c7,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzJjLzRmL2U4LzVlMjUtNDNlZC1iZWNlLTFjNTk4ZWUwYjIzYg.xhtml,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzdjLzZhLzhjLzk4OWEtNDQwYy05ZGU4LThhODBkNWQ3Mzc3NQ.pdf,http://regnskaber.virk.dk/13312782/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzY5LzA4LzJlLzg2ZDMtNDkxOS1iMzBiLWZlODg5ODUzYTY0Ng.xml,true,FarsÃ¸,9640.0,24.0,Svalevej,4534.0,Vallekildevej174A,Regnskabsklasse B,0.0,2018-09-29,2018-10-01,,,28721331.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Aver,Poul Lykke Aver,HPA ApS,Gitte Aarup,,,,FarsÃ¸,2016-05-01,2017-04-30,602083.0,,,2018-04-30,2017-05-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:26166172,indberetninger-20180424,2.5947563999999996,28721331.0,AWY02VhS5OzuYdPkE4dn,2018-10-02T12:56:37.480Z,2018-10-02T12:55:50.063Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AY-59-PH,2018-10-02T12:55:50.266Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
