entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
80161115,2013-01-01,2013-12-31,ID_0,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8vcGRmcy84MDE2MTExNTtBcFMyMDY4OTsyMDEzMDEwMTsyMDEzMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8veGJybHMvWC05NTE3MkU5Qi0yMDE0MDUyNl8xMDQ4MjFfMjIz.xml,"Vamdrup, 6580",Jernbanegade 9,Til den daglige ledelse i ON Handel ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1976-12-22,2014-05-23,info@onhandel.dk,0.0,74 68 80 14,80161115.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for ON Handel ApS.,Ãrsrapport,0.0,Ole Nissen,ON Handel ApS,BHS Revision,"Kliplev, den 19. maj 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-19,Vamdrup,74 68 80 13,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11538620,indberetninger-20180424,2.5124211,80161115.0,,2018-04-01T01:42:20.623Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-16.108,2014-05-26T22:00:00.000Z,
80161115,2013-01-01,2013-12-31,ID_1,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8vcGRmcy84MDE2MTExNTtBcFMyMDY4OTsyMDEzMDEwMTsyMDEzMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8veGJybHMvWC05NTE3MkU5Qi0yMDE0MDUyNl8xMDQ4MjFfMjIz.xml,"Vamdrup, 6580",Jernbanegade 9,Til den daglige ledelse i ON Handel ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1976-12-22,2014-05-23,info@onhandel.dk,0.0,74 68 80 14,80161115.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for ON Handel ApS.,Ãrsrapport,0.0,Ole Nissen,ON Handel ApS,BHS Revision,"Kliplev, den 19. maj 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-19,Vamdrup,74 68 80 13,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11538620,indberetninger-20180424,2.5124211,80161115.0,,2018-04-01T01:42:20.623Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-16.108,2014-05-26T22:00:00.000Z,
80161115,2013-01-01,2013-12-31,ID_2,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8vcGRmcy84MDE2MTExNTtBcFMyMDY4OTsyMDEzMDEwMTsyMDEzMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8veGJybHMvWC05NTE3MkU5Qi0yMDE0MDUyNl8xMDQ4MjFfMjIz.xml,"Vamdrup, 6580",Jernbanegade 9,Til den daglige ledelse i ON Handel ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1976-12-22,2014-05-23,info@onhandel.dk,0.0,74 68 80 14,80161115.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for ON Handel ApS.,Ãrsrapport,0.0,Ole Nissen,ON Handel ApS,BHS Revision,"Kliplev, den 19. maj 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-19,Vamdrup,74 68 80 13,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11538620,indberetninger-20180424,2.5124211,80161115.0,,2018-04-01T01:42:20.623Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-16.108,2014-05-26T22:00:00.000Z,Ole Nissen
80161115,2013-01-01,2013-12-31,ID_3,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8vcGRmcy84MDE2MTExNTtBcFMyMDY4OTsyMDEzMDEwMTsyMDEzMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8veGJybHMvWC05NTE3MkU5Qi0yMDE0MDUyNl8xMDQ4MjFfMjIz.xml,"Vamdrup, 6580",Jernbanegade 9,Til den daglige ledelse i ON Handel ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1976-12-22,2014-05-23,info@onhandel.dk,0.0,74 68 80 14,80161115.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for ON Handel ApS.,Ãrsrapport,0.0,Ole Nissen,ON Handel ApS,BHS Revision,"Kliplev, den 19. maj 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-19,Vamdrup,74 68 80 13,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11538620,indberetninger-20180424,2.5124211,80161115.0,,2018-04-01T01:42:20.623Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-16.108,2014-05-26T22:00:00.000Z,
80161115,2013-01-01,2013-12-31,ID_4,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8vcGRmcy84MDE2MTExNTtBcFMyMDY4OTsyMDEzMDEwMTsyMDEzMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8veGJybHMvWC05NTE3MkU5Qi0yMDE0MDUyNl8xMDQ4MjFfMjIz.xml,"Vamdrup, 6580",Jernbanegade 9,Til den daglige ledelse i ON Handel ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1976-12-22,2014-05-23,info@onhandel.dk,0.0,74 68 80 14,80161115.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for ON Handel ApS.,Ãrsrapport,0.0,Ole Nissen,ON Handel ApS,BHS Revision,"Kliplev, den 19. maj 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-19,Vamdrup,74 68 80 13,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11538620,indberetninger-20180424,2.5124211,80161115.0,,2018-04-01T01:42:20.623Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-16.108,2014-05-26T22:00:00.000Z,
80161115,2013-01-01,2013-12-31,ID_5,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8vcGRmcy84MDE2MTExNTtBcFMyMDY4OTsyMDEzMDEwMTsyMDEzMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8veGJybHMvWC05NTE3MkU5Qi0yMDE0MDUyNl8xMDQ4MjFfMjIz.xml,"Vamdrup, 6580",Jernbanegade 9,Til den daglige ledelse i ON Handel ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1976-12-22,2014-05-23,info@onhandel.dk,0.0,74 68 80 14,80161115.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for ON Handel ApS.,Ãrsrapport,0.0,Ole Nissen,ON Handel ApS,BHS Revision,"Kliplev, den 19. maj 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-19,Vamdrup,74 68 80 13,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11538620,indberetninger-20180424,2.5124211,80161115.0,,2018-04-01T01:42:20.623Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-16.108,2014-05-26T22:00:00.000Z,
80161115,2013-01-01,2013-12-31,ID_6,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8vcGRmcy84MDE2MTExNTtBcFMyMDY4OTsyMDEzMDEwMTsyMDEzMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8veGJybHMvWC05NTE3MkU5Qi0yMDE0MDUyNl8xMDQ4MjFfMjIz.xml,"Vamdrup, 6580",Jernbanegade 9,Til den daglige ledelse i ON Handel ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1976-12-22,2014-05-23,info@onhandel.dk,0.0,74 68 80 14,80161115.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for ON Handel ApS.,Ãrsrapport,0.0,Ole Nissen,ON Handel ApS,BHS Revision,"Kliplev, den 19. maj 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-19,Vamdrup,74 68 80 13,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11538620,indberetninger-20180424,2.5124211,80161115.0,,2018-04-01T01:42:20.623Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-16.108,2014-05-26T22:00:00.000Z,
80161115,2013-01-01,2013-12-31,ID_7,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8vcGRmcy84MDE2MTExNTtBcFMyMDY4OTsyMDEzMDEwMTsyMDEzMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8veGJybHMvWC05NTE3MkU5Qi0yMDE0MDUyNl8xMDQ4MjFfMjIz.xml,"Vamdrup, 6580",Jernbanegade 9,Til den daglige ledelse i ON Handel ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1976-12-22,2014-05-23,info@onhandel.dk,0.0,74 68 80 14,80161115.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for ON Handel ApS.,Ãrsrapport,0.0,Ole Nissen,ON Handel ApS,BHS Revision,"Kliplev, den 19. maj 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-19,Vamdrup,74 68 80 13,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11538620,indberetninger-20180424,2.5124211,80161115.0,,2018-04-01T01:42:20.623Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-16.108,2014-05-26T22:00:00.000Z,
80161115,2013-01-01,2013-12-31,ID_8,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8vcGRmcy84MDE2MTExNTtBcFMyMDY4OTsyMDEzMDEwMTsyMDEzMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8veGJybHMvWC05NTE3MkU5Qi0yMDE0MDUyNl8xMDQ4MjFfMjIz.xml,"Vamdrup, 6580",Jernbanegade 9,Til den daglige ledelse i ON Handel ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1976-12-22,2014-05-23,info@onhandel.dk,0.0,74 68 80 14,80161115.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for ON Handel ApS.,Ãrsrapport,0.0,Ole Nissen,ON Handel ApS,BHS Revision,"Kliplev, den 19. maj 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-19,Vamdrup,74 68 80 13,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11538620,indberetninger-20180424,2.5124211,80161115.0,,2018-04-01T01:42:20.623Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-16.108,2014-05-26T22:00:00.000Z,
80161115,2013-01-01,2013-12-31,ID_9,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8vcGRmcy84MDE2MTExNTtBcFMyMDY4OTsyMDEzMDEwMTsyMDEzMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/51116108/Y3ZyLmRrOi8veGJybHMvWC05NTE3MkU5Qi0yMDE0MDUyNl8xMDQ4MjFfMjIz.xml,"Vamdrup, 6580",Jernbanegade 9,Til den daglige ledelse i ON Handel ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1976-12-22,2014-05-23,info@onhandel.dk,0.0,74 68 80 14,80161115.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for ON Handel ApS.,Ãrsrapport,0.0,Ole Nissen,ON Handel ApS,BHS Revision,"Kliplev, den 19. maj 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-19,Vamdrup,74 68 80 13,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11538620,indberetninger-20180424,2.5124211,80161115.0,,2018-04-01T01:42:20.623Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-16.108,2014-05-26T22:00:00.000Z,
