entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance
27919723,2017-07-01,2018-06-30,c175,,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzU4LzE1LzdmL2Q5MWYtNGRjMS1iMmU5LTljZTdkN2RiNDA0Yg.pdf,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzVkL2EyL2NjL2Q1NjgtNDYxYi04NTFiLWY1Y2NhNGMxYmViYg.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Vodskov,9310.0,43.0,Vodskovvej,9370 Hals,SÃ¸nderskovvej 118,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejerne i BjÃ¸rnlund Ejendomme ApS,-7230.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,50292.0,2019-08-19,2004-06-23,2019-08-22,Statsautoriseret revisor,0.0,-50000.0,279666.0,20222670.0,27919723.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BjÃ¸rnlund Ejendomme ApS.,Ãrsrapport,5946.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Poul Erik Madsen,Poul Erik Madsen,Nordjyske Bank,BjÃ¸rnlund Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,23893.0,4974.0,17947.0,Hals,2017-07-01,2018-06-30,167685.0,210747.0,229666.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2019-06-30,2018-07-01,true,2019-08-19,BrÃ¸nderslev,43062.0,0.0,urn:ofk:oid:27756298,indberetninger-20180424,2.5097342,27919723.0,AWy4iQ8UIXJRhhXBNADn,2019-08-22T08:55:24.083Z,2019-08-22T08:54:45.029Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-12-JD,2019-08-22T08:54:45.281Z,,,,,,,,,,,,,,,,,,,,,,,,
27919723,2017-07-01,2018-06-30,c214,,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzU4LzE1LzdmL2Q5MWYtNGRjMS1iMmU5LTljZTdkN2RiNDA0Yg.pdf,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzVkL2EyL2NjL2Q1NjgtNDYxYi04NTFiLWY1Y2NhNGMxYmViYg.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Vodskov,9310.0,43.0,Vodskovvej,9370 Hals,SÃ¸nderskovvej 118,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejerne i BjÃ¸rnlund Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-08-19,2004-06-23,2019-08-22,Statsautoriseret revisor,,,,20222670.0,27919723.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BjÃ¸rnlund Ejendomme ApS.,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Poul Erik Madsen,Poul Erik Madsen,Nordjyske Bank,BjÃ¸rnlund Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hals,2017-07-01,2018-06-30,167685.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2019-06-30,2018-07-01,true,2019-08-19,BrÃ¸nderslev,,,urn:ofk:oid:27756298,indberetninger-20180424,2.5097342,27919723.0,AWy4iQ8UIXJRhhXBNADn,2019-08-22T08:55:24.083Z,2019-08-22T08:54:45.029Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-12-JD,2019-08-22T08:54:45.281Z,,,,,,,,,,,,,,,,,,,,,,,,
27919723,2018-06-30,2018-06-30,c173,,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzU4LzE1LzdmL2Q5MWYtNGRjMS1iMmU5LTljZTdkN2RiNDA0Yg.pdf,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzVkL2EyL2NjL2Q1NjgtNDYxYi04NTFiLWY1Y2NhNGMxYmViYg.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Vodskov,9310.0,43.0,Vodskovvej,9370 Hals,SÃ¸nderskovvej 118,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejerne i BjÃ¸rnlund Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-08-19,2004-06-23,2019-08-22,Statsautoriseret revisor,,,,20222670.0,27919723.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BjÃ¸rnlund Ejendomme ApS.,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Poul Erik Madsen,Poul Erik Madsen,Nordjyske Bank,BjÃ¸rnlund Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hals,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2019-06-30,2018-07-01,true,2019-08-19,BrÃ¸nderslev,,,urn:ofk:oid:27756298,indberetninger-20180424,2.5097342,27919723.0,AWy4iQ8UIXJRhhXBNADn,2019-08-22T08:55:24.083Z,2019-08-22T08:54:45.029Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-12-JD,2019-08-22T08:54:45.281Z,3570955.0,248222.0,125000.0,2439853.0,3302650.0,3570955.0,782421.0,315352.0,315352.0,3302650.0,20083.0,3302650.0,348681.0,348681.0,2314853.0,467069.0,81492.0,145872.0,20083.0,50292.0,8000.0,,,
27919723,2018-07-01,2018-07-01,c231,,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzU4LzE1LzdmL2Q5MWYtNGRjMS1iMmU5LTljZTdkN2RiNDA0Yg.pdf,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzVkL2EyL2NjL2Q1NjgtNDYxYi04NTFiLWY1Y2NhNGMxYmViYg.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Vodskov,9310.0,43.0,Vodskovvej,9370 Hals,SÃ¸nderskovvej 118,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejerne i BjÃ¸rnlund Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-08-19,2004-06-23,2019-08-22,Statsautoriseret revisor,,,,20222670.0,27919723.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BjÃ¸rnlund Ejendomme ApS.,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Poul Erik Madsen,Poul Erik Madsen,Nordjyske Bank,BjÃ¸rnlund Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hals,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2019-06-30,2018-07-01,true,2019-08-19,BrÃ¸nderslev,,,urn:ofk:oid:27756298,indberetninger-20180424,2.5097342,27919723.0,AWy4iQ8UIXJRhhXBNADn,2019-08-22T08:55:24.083Z,2019-08-22T08:54:45.029Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-12-JD,2019-08-22T08:54:45.281Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,
27919723,2018-07-01,2018-07-01,c249,,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzU4LzE1LzdmL2Q5MWYtNGRjMS1iMmU5LTljZTdkN2RiNDA0Yg.pdf,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzVkL2EyL2NjL2Q1NjgtNDYxYi04NTFiLWY1Y2NhNGMxYmViYg.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Vodskov,9310.0,43.0,Vodskovvej,9370 Hals,SÃ¸nderskovvej 118,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejerne i BjÃ¸rnlund Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-08-19,2004-06-23,2019-08-22,Statsautoriseret revisor,,,,20222670.0,27919723.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BjÃ¸rnlund Ejendomme ApS.,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Poul Erik Madsen,Poul Erik Madsen,Nordjyske Bank,BjÃ¸rnlund Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hals,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2019-06-30,2018-07-01,true,2019-08-19,BrÃ¸nderslev,,,urn:ofk:oid:27756298,indberetninger-20180424,2.5097342,27919723.0,AWy4iQ8UIXJRhhXBNADn,2019-08-22T08:55:24.083Z,2019-08-22T08:54:45.029Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-12-JD,2019-08-22T08:54:45.281Z,,,,2314853.0,,,,,,,,,,,,,,,,,,,,
27919723,2018-07-01,2018-07-01,c521,,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzU4LzE1LzdmL2Q5MWYtNGRjMS1iMmU5LTljZTdkN2RiNDA0Yg.pdf,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzVkL2EyL2NjL2Q1NjgtNDYxYi04NTFiLWY1Y2NhNGMxYmViYg.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Vodskov,9310.0,43.0,Vodskovvej,9370 Hals,SÃ¸nderskovvej 118,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejerne i BjÃ¸rnlund Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-08-19,2004-06-23,2019-08-22,Statsautoriseret revisor,,,,20222670.0,27919723.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BjÃ¸rnlund Ejendomme ApS.,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Poul Erik Madsen,Poul Erik Madsen,Nordjyske Bank,BjÃ¸rnlund Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hals,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2019-06-30,2018-07-01,true,2019-08-19,BrÃ¸nderslev,,,urn:ofk:oid:27756298,indberetninger-20180424,2.5097342,27919723.0,AWy4iQ8UIXJRhhXBNADn,2019-08-22T08:55:24.083Z,2019-08-22T08:54:45.029Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-12-JD,2019-08-22T08:54:45.281Z,,,,,,,,,,,,,,,,,,,,,,3302650.0,,
27919723,2018-07-01,2019-06-30,c174,,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzU4LzE1LzdmL2Q5MWYtNGRjMS1iMmU5LTljZTdkN2RiNDA0Yg.pdf,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzVkL2EyL2NjL2Q1NjgtNDYxYi04NTFiLWY1Y2NhNGMxYmViYg.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Vodskov,9310.0,43.0,Vodskovvej,9370 Hals,SÃ¸nderskovvej 118,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejerne i BjÃ¸rnlund Ejendomme ApS,2669.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,47413.0,2019-08-19,2004-06-23,2019-08-22,Statsautoriseret revisor,50000.0,0.0,312401.0,20222670.0,27919723.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BjÃ¸rnlund Ejendomme ApS.,Ãrsrapport,8551.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Poul Erik Madsen,Poul Erik Madsen,Nordjyske Bank,BjÃ¸rnlund Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,25094.0,4057.0,16543.0,Hals,2017-07-01,2018-06-30,191282.0,241364.0,262401.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2019-06-30,2018-07-01,true,2019-08-19,BrÃ¸nderslev,50082.0,50000.0,urn:ofk:oid:27756298,indberetninger-20180424,2.5097342,27919723.0,AWy4iQ8UIXJRhhXBNADn,2019-08-22T08:55:24.083Z,2019-08-22T08:54:45.029Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-12-JD,2019-08-22T08:54:45.281Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
27919723,2018-07-01,2019-06-30,c213,,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzU4LzE1LzdmL2Q5MWYtNGRjMS1iMmU5LTljZTdkN2RiNDA0Yg.pdf,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzVkL2EyL2NjL2Q1NjgtNDYxYi04NTFiLWY1Y2NhNGMxYmViYg.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Vodskov,9310.0,43.0,Vodskovvej,9370 Hals,SÃ¸nderskovvej 118,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejerne i BjÃ¸rnlund Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-08-19,2004-06-23,2019-08-22,Statsautoriseret revisor,,,,20222670.0,27919723.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BjÃ¸rnlund Ejendomme ApS.,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Poul Erik Madsen,Poul Erik Madsen,Nordjyske Bank,BjÃ¸rnlund Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hals,2017-07-01,2018-06-30,191282.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2019-06-30,2018-07-01,true,2019-08-19,BrÃ¸nderslev,,,urn:ofk:oid:27756298,indberetninger-20180424,2.5097342,27919723.0,AWy4iQ8UIXJRhhXBNADn,2019-08-22T08:55:24.083Z,2019-08-22T08:54:45.029Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-12-JD,2019-08-22T08:54:45.281Z,,,,,,,,,,,,,,,,,,,,,,,,
27919723,2018-07-01,2019-06-30,c248,,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzU4LzE1LzdmL2Q5MWYtNGRjMS1iMmU5LTljZTdkN2RiNDA0Yg.pdf,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzVkL2EyL2NjL2Q1NjgtNDYxYi04NTFiLWY1Y2NhNGMxYmViYg.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Vodskov,9310.0,43.0,Vodskovvej,9370 Hals,SÃ¸nderskovvej 118,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejerne i BjÃ¸rnlund Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-08-19,2004-06-23,2019-08-22,Statsautoriseret revisor,,,,20222670.0,27919723.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BjÃ¸rnlund Ejendomme ApS.,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Poul Erik Madsen,Poul Erik Madsen,Nordjyske Bank,BjÃ¸rnlund Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hals,2017-07-01,2018-06-30,191282.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2019-06-30,2018-07-01,true,2019-08-19,BrÃ¸nderslev,,,urn:ofk:oid:27756298,indberetninger-20180424,2.5097342,27919723.0,AWy4iQ8UIXJRhhXBNADn,2019-08-22T08:55:24.083Z,2019-08-22T08:54:45.029Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-12-JD,2019-08-22T08:54:45.281Z,,,,,,,,,,,,,,,,,,,,,,,,
27919723,2018-07-01,2019-06-30,c307,,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzU4LzE1LzdmL2Q5MWYtNGRjMS1iMmU5LTljZTdkN2RiNDA0Yg.pdf,http://regnskaber.virk.dk/32791972/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzVkL2EyL2NjL2Q1NjgtNDYxYi04NTFiLWY1Y2NhNGMxYmViYg.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Vodskov,9310.0,43.0,Vodskovvej,9370 Hals,SÃ¸nderskovvej 118,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejerne i BjÃ¸rnlund Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-08-19,2004-06-23,2019-08-22,Statsautoriseret revisor,,,,20222670.0,27919723.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BjÃ¸rnlund Ejendomme ApS.,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Poul Erik Madsen,Poul Erik Madsen,Nordjyske Bank,BjÃ¸rnlund Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hals,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2019-06-30,2018-07-01,true,2019-08-19,BrÃ¸nderslev,,,urn:ofk:oid:27756298,indberetninger-20180424,2.5097342,27919723.0,AWy4iQ8UIXJRhhXBNADn,2019-08-22T08:55:24.083Z,2019-08-22T08:54:45.029Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-12-JD,2019-08-22T08:54:45.281Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
