entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermReceivablesFromGroupEnterprises,LongtermTaxPayables,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables,ShorttermTaxReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard
29424845,2015-07-01,2016-06-30,ID_10,,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2RiLzIwLzY3L2NiM2UtNDVkZS1hNWQ0LWRkYTQ5NzY5OTc0NA.pdf,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI0L2M4L2YwL2Q1N2UtNGQzOS1hMjgwLTAxNzA4MjFhNzA2Mg.xml,true,"7000, Fredericia","Vendersgade 1 B, Midtpunktet",Til den daglige ledelse i MPO HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-11-30,2017-11-30,2017-11-30,25593995.0,29424845.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MPO HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Mads Peter Olesen,RÃ¥d & Revision,MPO HOLDING ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",BÃ¸rkop,2015-07-01,2016-06-30,7611.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2017-06-30,2016-07-01,false,2017-11-30,Fredericia,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24820381,indberetninger-20180424,2.5124316,29424845.0,,2018-03-28T02:34:36.830Z,2017-12-11T09:38:53.099Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-44-ZK,2017-12-11T09:38:53.274Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424845,2015-07-01,2016-06-30,ID_6,,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2RiLzIwLzY3L2NiM2UtNDVkZS1hNWQ0LWRkYTQ5NzY5OTc0NA.pdf,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI0L2M4L2YwL2Q1N2UtNGQzOS1hMjgwLTAxNzA4MjFhNzA2Mg.xml,true,"7000, Fredericia","Vendersgade 1 B, Midtpunktet",Til den daglige ledelse i MPO HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-11-30,2017-11-30,2017-11-30,25593995.0,29424845.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MPO HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Mads Peter Olesen,RÃ¥d & Revision,MPO HOLDING ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",BÃ¸rkop,2015-07-01,2016-06-30,42989.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2017-06-30,2016-07-01,false,2017-11-30,Fredericia,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24820381,indberetninger-20180424,2.5124316,29424845.0,,2018-03-28T02:34:36.830Z,2017-12-11T09:38:53.099Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-44-ZK,2017-12-11T09:38:53.274Z,46675.0,7830.0,10.0,5300.0,44155.0,1166.0,,,,,,,,,,,,,,,,,,,,,,,
29424845,2015-07-01,2016-06-30,ID_8,,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2RiLzIwLzY3L2NiM2UtNDVkZS1hNWQ0LWRkYTQ5NzY5OTc0NA.pdf,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI0L2M4L2YwL2Q1N2UtNGQzOS1hMjgwLTAxNzA4MjFhNzA2Mg.xml,true,"7000, Fredericia","Vendersgade 1 B, Midtpunktet",Til den daglige ledelse i MPO HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-11-30,2017-11-30,2017-11-30,25593995.0,29424845.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MPO HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Mads Peter Olesen,RÃ¥d & Revision,MPO HOLDING ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",BÃ¸rkop,2015-07-01,2016-06-30,-50600.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2017-06-30,2016-07-01,false,2017-11-30,Fredericia,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24820381,indberetninger-20180424,2.5124316,29424845.0,,2018-03-28T02:34:36.830Z,2017-12-11T09:38:53.099Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-44-ZK,2017-12-11T09:38:53.274Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424845,2016-06-30,2016-06-30,ID_5,,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2RiLzIwLzY3L2NiM2UtNDVkZS1hNWQ0LWRkYTQ5NzY5OTc0NA.pdf,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI0L2M4L2YwL2Q1N2UtNGQzOS1hMjgwLTAxNzA4MjFhNzA2Mg.xml,true,"7000, Fredericia","Vendersgade 1 B, Midtpunktet",Til den daglige ledelse i MPO HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-11-30,2017-11-30,2017-11-30,25593995.0,29424845.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MPO HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Mads Peter Olesen,RÃ¥d & Revision,MPO HOLDING ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",BÃ¸rkop,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2017-06-30,2016-07-01,false,2017-11-30,Fredericia,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24820381,indberetninger-20180424,2.5124316,29424845.0,,2018-03-28T02:34:36.830Z,2017-12-11T09:38:53.099Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-44-ZK,2017-12-11T09:38:53.274Z,,,,,,,361902.0,54354.0,125000.0,119277.0,360736.0,361902.0,1166.0,242625.0,125001.0,1166.0,117624.0,1166.0,242625.0,0.0,50600.0,185136.0,0.0,64923.0,46675.0,0.0,0.0,18248.0,
29424845,2016-07-01,2017-06-30,ID_0,,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2RiLzIwLzY3L2NiM2UtNDVkZS1hNWQ0LWRkYTQ5NzY5OTc0NA.pdf,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI0L2M4L2YwL2Q1N2UtNGQzOS1hMjgwLTAxNzA4MjFhNzA2Mg.xml,true,"7000, Fredericia","Vendersgade 1 B, Midtpunktet",Til den daglige ledelse i MPO HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-11-30,2017-11-30,2017-11-30,25593995.0,29424845.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MPO HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Mads Peter Olesen,RÃ¥d & Revision,MPO HOLDING ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",BÃ¸rkop,2015-07-01,2016-06-30,68537.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2017-06-30,2016-07-01,false,2017-11-30,Fredericia,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24820381,indberetninger-20180424,2.5124316,29424845.0,,2018-03-28T02:34:36.830Z,2017-12-11T09:38:53.099Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-44-ZK,2017-12-11T09:38:53.274Z,66086.0,165.0,450.0,5079.0,71450.0,2913.0,,,,,,,,,,,,,,,,,,,,,,,
29424845,2016-07-01,2017-06-30,ID_1,,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2RiLzIwLzY3L2NiM2UtNDVkZS1hNWQ0LWRkYTQ5NzY5OTc0NA.pdf,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI0L2M4L2YwL2Q1N2UtNGQzOS1hMjgwLTAxNzA4MjFhNzA2Mg.xml,true,"7000, Fredericia","Vendersgade 1 B, Midtpunktet",Til den daglige ledelse i MPO HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-11-30,2017-11-30,2017-11-30,25593995.0,29424845.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MPO HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Mads Peter Olesen,RÃ¥d & Revision,MPO HOLDING ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",BÃ¸rkop,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2017-06-30,2016-07-01,false,2017-11-30,Fredericia,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24820381,indberetninger-20180424,2.5124316,29424845.0,,2018-03-28T02:34:36.830Z,2017-12-11T09:38:53.099Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-44-ZK,2017-12-11T09:38:53.274Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424845,2016-07-01,2017-06-30,ID_2,,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2RiLzIwLzY3L2NiM2UtNDVkZS1hNWQ0LWRkYTQ5NzY5OTc0NA.pdf,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI0L2M4L2YwL2Q1N2UtNGQzOS1hMjgwLTAxNzA4MjFhNzA2Mg.xml,true,"7000, Fredericia","Vendersgade 1 B, Midtpunktet",Til den daglige ledelse i MPO HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-11-30,2017-11-30,2017-11-30,25593995.0,29424845.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MPO HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Mads Peter Olesen,RÃ¥d & Revision,MPO HOLDING ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",BÃ¸rkop,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2017-06-30,2016-07-01,false,2017-11-30,Fredericia,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24820381,indberetninger-20180424,2.5124316,29424845.0,,2018-03-28T02:34:36.830Z,2017-12-11T09:38:53.099Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-44-ZK,2017-12-11T09:38:53.274Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mads Peter Olesen
29424845,2016-07-01,2017-06-30,ID_3,,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2RiLzIwLzY3L2NiM2UtNDVkZS1hNWQ0LWRkYTQ5NzY5OTc0NA.pdf,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI0L2M4L2YwL2Q1N2UtNGQzOS1hMjgwLTAxNzA4MjFhNzA2Mg.xml,true,"7000, Fredericia","Vendersgade 1 B, Midtpunktet",Til den daglige ledelse i MPO HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-11-30,2017-11-30,2017-11-30,25593995.0,29424845.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MPO HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Mads Peter Olesen,RÃ¥d & Revision,MPO HOLDING ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",BÃ¸rkop,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2017-06-30,2016-07-01,false,2017-11-30,Fredericia,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24820381,indberetninger-20180424,2.5124316,29424845.0,,2018-03-28T02:34:36.830Z,2017-12-11T09:38:53.099Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-44-ZK,2017-12-11T09:38:53.274Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424845,2016-07-01,2017-06-30,ID_7,,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2RiLzIwLzY3L2NiM2UtNDVkZS1hNWQ0LWRkYTQ5NzY5OTc0NA.pdf,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI0L2M4L2YwL2Q1N2UtNGQzOS1hMjgwLTAxNzA4MjFhNzA2Mg.xml,true,"7000, Fredericia","Vendersgade 1 B, Midtpunktet",Til den daglige ledelse i MPO HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-11-30,2017-11-30,2017-11-30,25593995.0,29424845.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MPO HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Mads Peter Olesen,RÃ¥d & Revision,MPO HOLDING ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",BÃ¸rkop,2015-07-01,2016-06-30,-51700.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2017-06-30,2016-07-01,false,2017-11-30,Fredericia,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24820381,indberetninger-20180424,2.5124316,29424845.0,,2018-03-28T02:34:36.830Z,2017-12-11T09:38:53.099Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-44-ZK,2017-12-11T09:38:53.274Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424845,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2RiLzIwLzY3L2NiM2UtNDVkZS1hNWQ0LWRkYTQ5NzY5OTc0NA.pdf,http://regnskaber.virk.dk/54842492/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI0L2M4L2YwL2Q1N2UtNGQzOS1hMjgwLTAxNzA4MjFhNzA2Mg.xml,true,"7000, Fredericia","Vendersgade 1 B, Midtpunktet",Til den daglige ledelse i MPO HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-11-30,2017-11-30,2017-11-30,25593995.0,29424845.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MPO HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Mads Peter Olesen,RÃ¥d & Revision,MPO HOLDING ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",BÃ¸rkop,2015-07-01,2016-06-30,-16837.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2017-06-30,2016-07-01,false,2017-11-30,Fredericia,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24820381,indberetninger-20180424,2.5124316,29424845.0,,2018-03-28T02:34:36.830Z,2017-12-11T09:38:53.099Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-44-ZK,2017-12-11T09:38:53.274Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
