entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromOwnersAndManagement,ShorttermTradePayables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
29135843,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2JjLzk2LzExL2Y4NTQtNGI2NS1iNmQxLTIzY2ViY2M1NTRjMA.xhtml,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzlkL2M0LzQ5LzhmY2YtNDdmOS1iYzYwLTU3ZDVkZjI0NWQ1ZA.pdf,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzczLzdmLzZlL2U0MWYtNDQ2Mi05ZGJkLTI4YmNhNjQzYTUyOQ.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,KÃ¸benhavn K,1435.0,"5, st th",Philip De Langes AllÃ©,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Airshells Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-14,2016-07-11,Registreret Revisor,29135843.0,1004127790.0,451700.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Kim Christensen,Kim Thomas Reinhold Christensen,AIRSHELLS HOLDING ApS,jesper bentzen,17500.0,5202.0,KÃ¸benhavn,2014-01-01,2014-12-31,463998.0,463998.0,-5202.0,2015-12-31,2015-01-01,false,false,2016-06-14,RÃ¸dovre,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22835340,indberetninger-20180424,2.5953803,29135843,,2018-03-28T16:27:20.060Z,2016-07-12T07:15:48.120Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-57-GG,2016-07-12T07:15:48.309Z,,,,,,,,,,,,,,,,,,,,,
29135843,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2JjLzk2LzExL2Y4NTQtNGI2NS1iNmQxLTIzY2ViY2M1NTRjMA.xhtml,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzlkL2M0LzQ5LzhmY2YtNDdmOS1iYzYwLTU3ZDVkZjI0NWQ1ZA.pdf,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzczLzdmLzZlL2U0MWYtNDQ2Mi05ZGJkLTI4YmNhNjQzYTUyOQ.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,KÃ¸benhavn K,1435.0,"5, st th",Philip De Langes AllÃ©,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Airshells Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-14,2016-07-11,Registreret Revisor,29135843.0,1004127790.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Kim Christensen,Kim Thomas Reinhold Christensen,AIRSHELLS HOLDING ApS,jesper bentzen,,,KÃ¸benhavn,2014-01-01,2014-12-31,90000.0,,,2015-12-31,2015-01-01,false,false,2016-06-14,RÃ¸dovre,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22835340,indberetninger-20180424,2.5953803,29135843,,2018-03-28T16:27:20.060Z,2016-07-12T07:15:48.120Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-57-GG,2016-07-12T07:15:48.309Z,,,,,,,,,,,,,,,,,,,,,
29135843,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2JjLzk2LzExL2Y4NTQtNGI2NS1iNmQxLTIzY2ViY2M1NTRjMA.xhtml,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzlkL2M0LzQ5LzhmY2YtNDdmOS1iYzYwLTU3ZDVkZjI0NWQ1ZA.pdf,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzczLzdmLzZlL2U0MWYtNDQ2Mi05ZGJkLTI4YmNhNjQzYTUyOQ.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,KÃ¸benhavn K,1435.0,"5, st th",Philip De Langes AllÃ©,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Airshells Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-14,2016-07-11,Registreret Revisor,29135843.0,1004127790.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Kim Christensen,Kim Thomas Reinhold Christensen,AIRSHELLS HOLDING ApS,jesper bentzen,,,KÃ¸benhavn,2014-01-01,2014-12-31,373998.0,,,2015-12-31,2015-01-01,false,false,2016-06-14,RÃ¸dovre,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22835340,indberetninger-20180424,2.5953803,29135843,,2018-03-28T16:27:20.060Z,2016-07-12T07:15:48.120Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-57-GG,2016-07-12T07:15:48.309Z,,,,,,,,,,,,,,,,,,,,,
29135843,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2JjLzk2LzExL2Y4NTQtNGI2NS1iNmQxLTIzY2ViY2M1NTRjMA.xhtml,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzlkL2M0LzQ5LzhmY2YtNDdmOS1iYzYwLTU3ZDVkZjI0NWQ1ZA.pdf,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzczLzdmLzZlL2U0MWYtNDQ2Mi05ZGJkLTI4YmNhNjQzYTUyOQ.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,KÃ¸benhavn K,1435.0,"5, st th",Philip De Langes AllÃ©,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Airshells Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-14,2016-07-11,Registreret Revisor,29135843.0,1004127790.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Kim Christensen,Kim Thomas Reinhold Christensen,AIRSHELLS HOLDING ApS,jesper bentzen,,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-14,RÃ¸dovre,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22835340,indberetninger-20180424,2.5953803,29135843,,2018-03-28T16:27:20.060Z,2016-07-12T07:15:48.120Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-57-GG,2016-07-12T07:15:48.309Z,1232671.0,125000.0,423671.0,1107598.0,1232671.0,125073.0,809000.0,809000.0,809000.0,202.0,982598.0,125073.0,87716.0,87716.0,423671.0,423671.0,0.0,4500.0,,,
29135843,2015-01-01,2015-01-01,c10,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2JjLzk2LzExL2Y4NTQtNGI2NS1iNmQxLTIzY2ViY2M1NTRjMA.xhtml,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzlkL2M0LzQ5LzhmY2YtNDdmOS1iYzYwLTU3ZDVkZjI0NWQ1ZA.pdf,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzczLzdmLzZlL2U0MWYtNDQ2Mi05ZGJkLTI4YmNhNjQzYTUyOQ.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,KÃ¸benhavn K,1435.0,"5, st th",Philip De Langes AllÃ©,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Airshells Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-14,2016-07-11,Registreret Revisor,29135843.0,1004127790.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Kim Christensen,Kim Thomas Reinhold Christensen,AIRSHELLS HOLDING ApS,jesper bentzen,,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-14,RÃ¸dovre,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22835340,indberetninger-20180424,2.5953803,29135843,,2018-03-28T16:27:20.060Z,2016-07-12T07:15:48.120Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-57-GG,2016-07-12T07:15:48.309Z,,,,125000.0,,,,,,,,,,,,,,,,,
29135843,2015-01-01,2015-01-01,c11,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2JjLzk2LzExL2Y4NTQtNGI2NS1iNmQxLTIzY2ViY2M1NTRjMA.xhtml,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzlkL2M0LzQ5LzhmY2YtNDdmOS1iYzYwLTU3ZDVkZjI0NWQ1ZA.pdf,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzczLzdmLzZlL2U0MWYtNDQ2Mi05ZGJkLTI4YmNhNjQzYTUyOQ.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,KÃ¸benhavn K,1435.0,"5, st th",Philip De Langes AllÃ©,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Airshells Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-14,2016-07-11,Registreret Revisor,29135843.0,1004127790.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Kim Christensen,Kim Thomas Reinhold Christensen,AIRSHELLS HOLDING ApS,jesper bentzen,,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-14,RÃ¸dovre,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22835340,indberetninger-20180424,2.5953803,29135843,,2018-03-28T16:27:20.060Z,2016-07-12T07:15:48.120Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-57-GG,2016-07-12T07:15:48.309Z,,,,0.0,,,,,,,,,,,,,,,,,
29135843,2015-01-01,2015-01-01,c12,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2JjLzk2LzExL2Y4NTQtNGI2NS1iNmQxLTIzY2ViY2M1NTRjMA.xhtml,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzlkL2M0LzQ5LzhmY2YtNDdmOS1iYzYwLTU3ZDVkZjI0NWQ1ZA.pdf,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzczLzdmLzZlL2U0MWYtNDQ2Mi05ZGJkLTI4YmNhNjQzYTUyOQ.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,KÃ¸benhavn K,1435.0,"5, st th",Philip De Langes AllÃ©,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Airshells Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-14,2016-07-11,Registreret Revisor,29135843.0,1004127790.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Kim Christensen,Kim Thomas Reinhold Christensen,AIRSHELLS HOLDING ApS,jesper bentzen,,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-14,RÃ¸dovre,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22835340,indberetninger-20180424,2.5953803,29135843,,2018-03-28T16:27:20.060Z,2016-07-12T07:15:48.120Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-57-GG,2016-07-12T07:15:48.309Z,,,,982598.0,,,,,,,,,,,,,,,,,
29135843,2015-01-01,2015-01-01,c13,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2JjLzk2LzExL2Y4NTQtNGI2NS1iNmQxLTIzY2ViY2M1NTRjMA.xhtml,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzlkL2M0LzQ5LzhmY2YtNDdmOS1iYzYwLTU3ZDVkZjI0NWQ1ZA.pdf,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzczLzdmLzZlL2U0MWYtNDQ2Mi05ZGJkLTI4YmNhNjQzYTUyOQ.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,KÃ¸benhavn K,1435.0,"5, st th",Philip De Langes AllÃ©,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Airshells Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-14,2016-07-11,Registreret Revisor,29135843.0,1004127790.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Kim Christensen,Kim Thomas Reinhold Christensen,AIRSHELLS HOLDING ApS,jesper bentzen,,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-14,RÃ¸dovre,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22835340,indberetninger-20180424,2.5953803,29135843,,2018-03-28T16:27:20.060Z,2016-07-12T07:15:48.120Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-57-GG,2016-07-12T07:15:48.309Z,,,,0.0,,,,,,,,,,,,,,,,,
29135843,2015-01-01,2015-01-01,c14,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2JjLzk2LzExL2Y4NTQtNGI2NS1iNmQxLTIzY2ViY2M1NTRjMA.xhtml,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzlkL2M0LzQ5LzhmY2YtNDdmOS1iYzYwLTU3ZDVkZjI0NWQ1ZA.pdf,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzczLzdmLzZlL2U0MWYtNDQ2Mi05ZGJkLTI4YmNhNjQzYTUyOQ.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,KÃ¸benhavn K,1435.0,"5, st th",Philip De Langes AllÃ©,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Airshells Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-14,2016-07-11,Registreret Revisor,29135843.0,1004127790.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Kim Christensen,Kim Thomas Reinhold Christensen,AIRSHELLS HOLDING ApS,jesper bentzen,,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-14,RÃ¸dovre,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22835340,indberetninger-20180424,2.5953803,29135843,,2018-03-28T16:27:20.060Z,2016-07-12T07:15:48.120Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-57-GG,2016-07-12T07:15:48.309Z,,,,1107598.0,,,,,,,,,,,,,,,,,
29135843,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2JjLzk2LzExL2Y4NTQtNGI2NS1iNmQxLTIzY2ViY2M1NTRjMA.xhtml,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzlkL2M0LzQ5LzhmY2YtNDdmOS1iYzYwLTU3ZDVkZjI0NWQ1ZA.pdf,http://regnskaber.virk.dk/34853192/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzczLzdmLzZlL2U0MWYtNDQ2Mi05ZGJkLTI4YmNhNjQzYTUyOQ.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,KÃ¸benhavn K,1435.0,"5, st th",Philip De Langes AllÃ©,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Airshells Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-14,2016-07-11,Registreret Revisor,29135843.0,1004127790.0,376750.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Kim Christensen,Kim Thomas Reinhold Christensen,AIRSHELLS HOLDING ApS,jesper bentzen,11000.0,6088.0,KÃ¸benhavn,2014-01-01,2014-12-31,381662.0,381662.0,-6088.0,2015-12-31,2015-01-01,false,false,2016-06-14,RÃ¸dovre,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22835340,indberetninger-20180424,2.5953803,29135843,,2018-03-28T16:27:20.060Z,2016-07-12T07:15:48.120Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-57-GG,2016-07-12T07:15:48.309Z,,,,,,,,,,,,,,,,,,,0.0,,
