entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,DividendPaid,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm
35532692,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzBmLzA2L2RkLzc0ZWYtNGEzYy1hZWJlLTU3ZTljMGMwMGRjNA.pdf,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzk4L2Y2L2U3LzYxMGQtNDk1Mi1hMTAxLTVkN2E5OGQ2YjRiZQ.xml,1.0,Varde,6800.0,25.0,Markedspladsen,Esbjerg,6700.0,13.0,Kongensgade,6715 Esbjerg N.,"Vangen 23, Tarp",DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i I. Kostow Holding ApS,1091.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-21,2013-11-19,2016-01-28,Registreret revisor,-300000.0,-99800.0,20222670.0,35532692.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for I. Kostow Holding ApS.,351339.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Ivan Kostow,Ivan Kostow,Arbejdernes Landsbank,I. Kostow Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-8125.0,43.0,Tarp,344348.0,343257.0,343214.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2015-12-31,2.0,2015-01-01,344143.0,2016-01-21,Varde,1091.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21937577,indberetninger-20180424,2.5124211,35532692.0,,2018-03-28T17:40:28.802Z,2016-01-29T08:10:48.341Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-34-NJ,2016-01-29T08:10:48.442Z,,,,,,,,,,,,,,,,,,,,,
35532692,2014-01-01,2014-12-31,c14,,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzBmLzA2L2RkLzc0ZWYtNGEzYy1hZWJlLTU3ZTljMGMwMGRjNA.pdf,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzk4L2Y2L2U3LzYxMGQtNDk1Mi1hMTAxLTVkN2E5OGQ2YjRiZQ.xml,1.0,Varde,6800.0,25.0,Markedspladsen,Esbjerg,6700.0,13.0,Kongensgade,6715 Esbjerg N.,"Vangen 23, Tarp",DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i I. Kostow Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-21,2013-11-19,2016-01-28,Registreret revisor,-300000.0,-99800.0,20222670.0,35532692.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for I. Kostow Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Ivan Kostow,Ivan Kostow,Arbejdernes Landsbank,I. Kostow Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Tarp,51339.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2015-12-31,2.0,2015-01-01,344143.0,2016-01-21,Varde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21937577,indberetninger-20180424,2.5124211,35532692.0,,2018-03-28T17:40:28.802Z,2016-01-29T08:10:48.341Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-34-NJ,2016-01-29T08:10:48.442Z,,,,,,,,,,,,,,,,,,,,,
35532692,2014-01-01,2014-12-31,c30,,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzBmLzA2L2RkLzc0ZWYtNGEzYy1hZWJlLTU3ZTljMGMwMGRjNA.pdf,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzk4L2Y2L2U3LzYxMGQtNDk1Mi1hMTAxLTVkN2E5OGQ2YjRiZQ.xml,1.0,Varde,6800.0,25.0,Markedspladsen,Esbjerg,6700.0,13.0,Kongensgade,6715 Esbjerg N.,"Vangen 23, Tarp",DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i I. Kostow Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-21,2013-11-19,2016-01-28,Registreret revisor,-300000.0,-99800.0,20222670.0,35532692.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for I. Kostow Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Ivan Kostow,Ivan Kostow,Arbejdernes Landsbank,I. Kostow Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Tarp,193209.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2015-12-31,2.0,2015-01-01,344143.0,2016-01-21,Varde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21937577,indberetninger-20180424,2.5124211,35532692.0,,2018-03-28T17:40:28.802Z,2016-01-29T08:10:48.341Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-34-NJ,2016-01-29T08:10:48.442Z,,,,,,,,,,,,,,,,,,,,,
35532692,2014-01-01,2014-12-31,c6,,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzBmLzA2L2RkLzc0ZWYtNGEzYy1hZWJlLTU3ZTljMGMwMGRjNA.pdf,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzk4L2Y2L2U3LzYxMGQtNDk1Mi1hMTAxLTVkN2E5OGQ2YjRiZQ.xml,1.0,Varde,6800.0,25.0,Markedspladsen,Esbjerg,6700.0,13.0,Kongensgade,6715 Esbjerg N.,"Vangen 23, Tarp",DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i I. Kostow Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-21,2013-11-19,2016-01-28,Registreret revisor,-300000.0,-99800.0,20222670.0,35532692.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for I. Kostow Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Ivan Kostow,Ivan Kostow,Arbejdernes Landsbank,I. Kostow Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Tarp,99800.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2015-12-31,2.0,2015-01-01,344143.0,2016-01-21,Varde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21937577,indberetninger-20180424,2.5124211,35532692.0,,2018-03-28T17:40:28.802Z,2016-01-29T08:10:48.341Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-34-NJ,2016-01-29T08:10:48.442Z,,,,,,,,,,,,,,,,,,,,,
35532692,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzBmLzA2L2RkLzc0ZWYtNGEzYy1hZWJlLTU3ZTljMGMwMGRjNA.pdf,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzk4L2Y2L2U3LzYxMGQtNDk1Mi1hMTAxLTVkN2E5OGQ2YjRiZQ.xml,1.0,Varde,6800.0,25.0,Markedspladsen,Esbjerg,6700.0,13.0,Kongensgade,6715 Esbjerg N.,"Vangen 23, Tarp",DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i I. Kostow Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-21,2013-11-19,2016-01-28,Registreret revisor,-300000.0,-99800.0,20222670.0,35532692.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for I. Kostow Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Ivan Kostow,Ivan Kostow,Arbejdernes Landsbank,I. Kostow Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Tarp,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2015-12-31,2.0,2015-01-01,344143.0,2016-01-21,Varde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21937577,indberetninger-20180424,2.5124211,35532692.0,,2018-03-28T17:40:28.802Z,2016-01-29T08:10:48.341Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-34-NJ,2016-01-29T08:10:48.442Z,429348.0,36918.0,80000.0,338009.0,1091.0,424348.0,429348.0,5000.0,91339.0,91339.0,91339.0,5000.0,300000.0,99800.0,51339.0,193209.0,5000.0,301091.0,,,
35532692,2015-01-01,2015-01-01,c116,,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzBmLzA2L2RkLzc0ZWYtNGEzYy1hZWJlLTU3ZTljMGMwMGRjNA.pdf,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzk4L2Y2L2U3LzYxMGQtNDk1Mi1hMTAxLTVkN2E5OGQ2YjRiZQ.xml,1.0,Varde,6800.0,25.0,Markedspladsen,Esbjerg,6700.0,13.0,Kongensgade,6715 Esbjerg N.,"Vangen 23, Tarp",DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i I. Kostow Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-21,2013-11-19,2016-01-28,Registreret revisor,-300000.0,-99800.0,20222670.0,35532692.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for I. Kostow Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Ivan Kostow,Ivan Kostow,Arbejdernes Landsbank,I. Kostow Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Tarp,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2015-12-31,2.0,2015-01-01,344143.0,2016-01-21,Varde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21937577,indberetninger-20180424,2.5124211,35532692.0,,2018-03-28T17:40:28.802Z,2016-01-29T08:10:48.341Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-34-NJ,2016-01-29T08:10:48.442Z,,,,,,,,,,,,,,,,,,,51339.0,40000.0,
35532692,2015-01-01,2015-01-01,c137,,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzBmLzA2L2RkLzc0ZWYtNGEzYy1hZWJlLTU3ZTljMGMwMGRjNA.pdf,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzk4L2Y2L2U3LzYxMGQtNDk1Mi1hMTAxLTVkN2E5OGQ2YjRiZQ.xml,1.0,Varde,6800.0,25.0,Markedspladsen,Esbjerg,6700.0,13.0,Kongensgade,6715 Esbjerg N.,"Vangen 23, Tarp",DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i I. Kostow Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-21,2013-11-19,2016-01-28,Registreret revisor,-300000.0,-99800.0,20222670.0,35532692.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for I. Kostow Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Ivan Kostow,Ivan Kostow,Arbejdernes Landsbank,I. Kostow Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Tarp,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2015-12-31,2.0,2015-01-01,344143.0,2016-01-21,Varde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21937577,indberetninger-20180424,2.5124211,35532692.0,,2018-03-28T17:40:28.802Z,2016-01-29T08:10:48.341Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-34-NJ,2016-01-29T08:10:48.442Z,,,,,,80000.0,,,,,,,,,,,,,,,
35532692,2015-01-01,2015-01-01,c146,,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzBmLzA2L2RkLzc0ZWYtNGEzYy1hZWJlLTU3ZTljMGMwMGRjNA.pdf,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzk4L2Y2L2U3LzYxMGQtNDk1Mi1hMTAxLTVkN2E5OGQ2YjRiZQ.xml,1.0,Varde,6800.0,25.0,Markedspladsen,Esbjerg,6700.0,13.0,Kongensgade,6715 Esbjerg N.,"Vangen 23, Tarp",DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i I. Kostow Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-21,2013-11-19,2016-01-28,Registreret revisor,-300000.0,-99800.0,20222670.0,35532692.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for I. Kostow Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Ivan Kostow,Ivan Kostow,Arbejdernes Landsbank,I. Kostow Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Tarp,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2015-12-31,2.0,2015-01-01,344143.0,2016-01-21,Varde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21937577,indberetninger-20180424,2.5124211,35532692.0,,2018-03-28T17:40:28.802Z,2016-01-29T08:10:48.341Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-34-NJ,2016-01-29T08:10:48.442Z,,,,,,51339.0,,,,,,,,,,,,,,,
35532692,2015-01-01,2015-01-01,c158,,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzBmLzA2L2RkLzc0ZWYtNGEzYy1hZWJlLTU3ZTljMGMwMGRjNA.pdf,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzk4L2Y2L2U3LzYxMGQtNDk1Mi1hMTAxLTVkN2E5OGQ2YjRiZQ.xml,1.0,Varde,6800.0,25.0,Markedspladsen,Esbjerg,6700.0,13.0,Kongensgade,6715 Esbjerg N.,"Vangen 23, Tarp",DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i I. Kostow Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-21,2013-11-19,2016-01-28,Registreret revisor,-300000.0,-99800.0,20222670.0,35532692.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for I. Kostow Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Ivan Kostow,Ivan Kostow,Arbejdernes Landsbank,I. Kostow Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Tarp,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2015-12-31,2.0,2015-01-01,344143.0,2016-01-21,Varde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21937577,indberetninger-20180424,2.5124211,35532692.0,,2018-03-28T17:40:28.802Z,2016-01-29T08:10:48.341Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-34-NJ,2016-01-29T08:10:48.442Z,,,,,,193209.0,,,,,,,,,,,,,,,
35532692,2015-01-01,2015-01-01,c161,,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzBmLzA2L2RkLzc0ZWYtNGEzYy1hZWJlLTU3ZTljMGMwMGRjNA.pdf,http://regnskaber.virk.dk/29623553/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzk4L2Y2L2U3LzYxMGQtNDk1Mi1hMTAxLTVkN2E5OGQ2YjRiZQ.xml,1.0,Varde,6800.0,25.0,Markedspladsen,Esbjerg,6700.0,13.0,Kongensgade,6715 Esbjerg N.,"Vangen 23, Tarp",DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i I. Kostow Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-21,2013-11-19,2016-01-28,Registreret revisor,-300000.0,-99800.0,20222670.0,35532692.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for I. Kostow Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Ivan Kostow,Ivan Kostow,Arbejdernes Landsbank,I. Kostow Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Tarp,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2015-12-31,2.0,2015-01-01,344143.0,2016-01-21,Varde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21937577,indberetninger-20180424,2.5124211,35532692.0,,2018-03-28T17:40:28.802Z,2016-01-29T08:10:48.341Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-34-NJ,2016-01-29T08:10:48.442Z,,,,,,99800.0,,,,,,,,,,,,,,,
