entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfQualificationsOfAuditedFinancialStatements,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IndependentAuditorsReportsAudit,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,IncomeFromInvestmentsInGroupEnterprises,OtherExternalExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpense,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,PayablesToShareholdersAndManagement,PropertyPlantAndEquipment,Provisions,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables
31875870,2015-01-01,2015-12-31,duration_ReserveForNetRevaluationAccordingToEquityMethodMember_previous,,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzgxLzExLzhmLzJhMjctNGUyNi05ZjlmLWI5MTI3NWY0MzI0Mg.pdf,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzk3L2UzLzQwLzUxMTctNDA4NS04YzgzLWFiZGU3OGQxYWY2OA.xml,BrÃ¸ndby,2605.0,12.0,Ringager,2600 Glostrup,Hovedvejen 94,Til kapitalejerne i Hensen Holding ApS,Regnskabsklasse B,2017-05-31,2017-06-19,Registreret revisor,"<p class=""NKMBrdtekst"">Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af Ã¥rsregnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.</p>",66090116.0,31875870.0,66090116.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,Ãrsrapport,Niels Mortensen,Henrik SÃ¸rensen,Henrik SÃ¸rensen,N. K. Mortensen A/S Registrerede revisorer,Hensen Holding ApS,N. K. Mortensen A/S registrerede revisorer,BrÃ¸ndby,2015-01-01,2015-12-31,-135773.0,2016-12-31,2016-01-01,2017-05-31,Glostrup,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24285609,indberetninger-20180424,2.5118406,31875870.0,,2018-03-29T17:57:16.856Z,2017-06-23T09:25:07.336Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-84-AQ,2017-06-23T09:25:07.559Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31875870,2015-01-01,2015-12-31,duration_RetainedEarningsMember_previous,,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzgxLzExLzhmLzJhMjctNGUyNi05ZjlmLWI5MTI3NWY0MzI0Mg.pdf,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzk3L2UzLzQwLzUxMTctNDA4NS04YzgzLWFiZGU3OGQxYWY2OA.xml,BrÃ¸ndby,2605.0,12.0,Ringager,2600 Glostrup,Hovedvejen 94,Til kapitalejerne i Hensen Holding ApS,Regnskabsklasse B,2017-05-31,2017-06-19,Registreret revisor,"<p class=""NKMBrdtekst"">Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af Ã¥rsregnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.</p>",66090116.0,31875870.0,66090116.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,Ãrsrapport,Niels Mortensen,Henrik SÃ¸rensen,Henrik SÃ¸rensen,N. K. Mortensen A/S Registrerede revisorer,Hensen Holding ApS,N. K. Mortensen A/S registrerede revisorer,BrÃ¸ndby,2015-01-01,2015-12-31,-4590.0,2016-12-31,2016-01-01,2017-05-31,Glostrup,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24285609,indberetninger-20180424,2.5118406,31875870.0,,2018-03-29T17:57:16.856Z,2017-06-23T09:25:07.336Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-84-AQ,2017-06-23T09:25:07.559Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31875870,2015-01-01,2015-12-31,duration_only_previous,,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzgxLzExLzhmLzJhMjctNGUyNi05ZjlmLWI5MTI3NWY0MzI0Mg.pdf,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzk3L2UzLzQwLzUxMTctNDA4NS04YzgzLWFiZGU3OGQxYWY2OA.xml,BrÃ¸ndby,2605.0,12.0,Ringager,2600 Glostrup,Hovedvejen 94,Til kapitalejerne i Hensen Holding ApS,Regnskabsklasse B,2017-05-31,2017-06-19,Registreret revisor,"<p class=""NKMBrdtekst"">Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af Ã¥rsregnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.</p>",66090116.0,31875870.0,66090116.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,Ãrsrapport,Niels Mortensen,Henrik SÃ¸rensen,Henrik SÃ¸rensen,N. K. Mortensen A/S Registrerede revisorer,Hensen Holding ApS,N. K. Mortensen A/S registrerede revisorer,BrÃ¸ndby,2015-01-01,2015-12-31,-140363.0,2016-12-31,2016-01-01,2017-05-31,Glostrup,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24285609,indberetninger-20180424,2.5118406,31875870.0,,2018-03-29T17:57:16.856Z,2017-06-23T09:25:07.336Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-84-AQ,2017-06-23T09:25:07.559Z,-6000.0,-135773.0,-6000.0,0.0,-141773.0,-6000.0,0.0,1410.0,,,,,,,,,,,,,,,,,,,,,,,
31875870,2015-12-31,2015-12-31,instant_only_previous,,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzgxLzExLzhmLzJhMjctNGUyNi05ZjlmLWI5MTI3NWY0MzI0Mg.pdf,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzk3L2UzLzQwLzUxMTctNDA4NS04YzgzLWFiZGU3OGQxYWY2OA.xml,BrÃ¸ndby,2605.0,12.0,Ringager,2600 Glostrup,Hovedvejen 94,Til kapitalejerne i Hensen Holding ApS,Regnskabsklasse B,2017-05-31,2017-06-19,Registreret revisor,"<p class=""NKMBrdtekst"">Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af Ã¥rsregnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.</p>",66090116.0,31875870.0,66090116.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,Ãrsrapport,Niels Mortensen,Henrik SÃ¸rensen,Henrik SÃ¸rensen,N. K. Mortensen A/S Registrerede revisorer,Hensen Holding ApS,N. K. Mortensen A/S registrerede revisorer,BrÃ¸ndby,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,2017-05-31,Glostrup,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24285609,indberetninger-20180424,2.5118406,31875870.0,,2018-03-29T17:57:16.856Z,2017-06-23T09:25:07.336Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-84-AQ,2017-06-23T09:25:07.559Z,,,,,,,,,441731.0,125000.0,9116.0,8491.0,418981.0,0.0,0.0,441731.0,22750.0,432615.0,432615.0,0.0,432615.0,10500.0,0.0,0.0,320115.0,-26134.0,0.0,22750.0,9116.0,625.0,12250.0
31875870,2016-01-01,2016-12-31,duration_ReserveForNetRevaluationAccordingToEquityMethodMember,,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzgxLzExLzhmLzJhMjctNGUyNi05ZjlmLWI5MTI3NWY0MzI0Mg.pdf,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzk3L2UzLzQwLzUxMTctNDA4NS04YzgzLWFiZGU3OGQxYWY2OA.xml,BrÃ¸ndby,2605.0,12.0,Ringager,2600 Glostrup,Hovedvejen 94,Til kapitalejerne i Hensen Holding ApS,Regnskabsklasse B,2017-05-31,2017-06-19,Registreret revisor,"<p class=""NKMBrdtekst"">Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af Ã¥rsregnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.</p>",66090116.0,31875870.0,66090116.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,Ãrsrapport,Niels Mortensen,Henrik SÃ¸rensen,Henrik SÃ¸rensen,N. K. Mortensen A/S Registrerede revisorer,Hensen Holding ApS,N. K. Mortensen A/S registrerede revisorer,BrÃ¸ndby,2015-01-01,2015-12-31,154244.0,2016-12-31,2016-01-01,2017-05-31,Glostrup,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24285609,indberetninger-20180424,2.5118406,31875870.0,,2018-03-29T17:57:16.856Z,2017-06-23T09:25:07.336Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-84-AQ,2017-06-23T09:25:07.559Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31875870,2016-01-01,2016-12-31,duration_RetainedEarningsMember,,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzgxLzExLzhmLzJhMjctNGUyNi05ZjlmLWI5MTI3NWY0MzI0Mg.pdf,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzk3L2UzLzQwLzUxMTctNDA4NS04YzgzLWFiZGU3OGQxYWY2OA.xml,BrÃ¸ndby,2605.0,12.0,Ringager,2600 Glostrup,Hovedvejen 94,Til kapitalejerne i Hensen Holding ApS,Regnskabsklasse B,2017-05-31,2017-06-19,Registreret revisor,"<p class=""NKMBrdtekst"">Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af Ã¥rsregnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.</p>",66090116.0,31875870.0,66090116.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,Ãrsrapport,Niels Mortensen,Henrik SÃ¸rensen,Henrik SÃ¸rensen,N. K. Mortensen A/S Registrerede revisorer,Hensen Holding ApS,N. K. Mortensen A/S registrerede revisorer,BrÃ¸ndby,2015-01-01,2015-12-31,-7903.0,2016-12-31,2016-01-01,2017-05-31,Glostrup,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24285609,indberetninger-20180424,2.5118406,31875870.0,,2018-03-29T17:57:16.856Z,2017-06-23T09:25:07.336Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-84-AQ,2017-06-23T09:25:07.559Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31875870,2016-01-01,2016-12-31,duration_auditorIdentifier_1,,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzgxLzExLzhmLzJhMjctNGUyNi05ZjlmLWI5MTI3NWY0MzI0Mg.pdf,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzk3L2UzLzQwLzUxMTctNDA4NS04YzgzLWFiZGU3OGQxYWY2OA.xml,BrÃ¸ndby,2605.0,12.0,Ringager,2600 Glostrup,Hovedvejen 94,Til kapitalejerne i Hensen Holding ApS,Regnskabsklasse B,2017-05-31,2017-06-19,Registreret revisor,"<p class=""NKMBrdtekst"">Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af Ã¥rsregnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.</p>",66090116.0,31875870.0,66090116.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,Ãrsrapport,Niels Mortensen,Henrik SÃ¸rensen,Henrik SÃ¸rensen,N. K. Mortensen A/S Registrerede revisorer,Hensen Holding ApS,N. K. Mortensen A/S registrerede revisorer,BrÃ¸ndby,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,2017-05-31,Glostrup,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24285609,indberetninger-20180424,2.5118406,31875870.0,,2018-03-29T17:57:16.856Z,2017-06-23T09:25:07.336Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-84-AQ,2017-06-23T09:25:07.559Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31875870,2016-01-01,2016-12-31,duration_memberOfExecutiveBoardIdentifier_1,,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzgxLzExLzhmLzJhMjctNGUyNi05ZjlmLWI5MTI3NWY0MzI0Mg.pdf,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzk3L2UzLzQwLzUxMTctNDA4NS04YzgzLWFiZGU3OGQxYWY2OA.xml,BrÃ¸ndby,2605.0,12.0,Ringager,2600 Glostrup,Hovedvejen 94,Til kapitalejerne i Hensen Holding ApS,Regnskabsklasse B,2017-05-31,2017-06-19,Registreret revisor,"<p class=""NKMBrdtekst"">Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af Ã¥rsregnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.</p>",66090116.0,31875870.0,66090116.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,Ãrsrapport,Niels Mortensen,Henrik SÃ¸rensen,Henrik SÃ¸rensen,N. K. Mortensen A/S Registrerede revisorer,Hensen Holding ApS,N. K. Mortensen A/S registrerede revisorer,BrÃ¸ndby,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,2017-05-31,Glostrup,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24285609,indberetninger-20180424,2.5118406,31875870.0,,2018-03-29T17:57:16.856Z,2017-06-23T09:25:07.336Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-84-AQ,2017-06-23T09:25:07.559Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31875870,2016-01-01,2016-12-31,duration_only,,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzgxLzExLzhmLzJhMjctNGUyNi05ZjlmLWI5MTI3NWY0MzI0Mg.pdf,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzk3L2UzLzQwLzUxMTctNDA4NS04YzgzLWFiZGU3OGQxYWY2OA.xml,BrÃ¸ndby,2605.0,12.0,Ringager,2600 Glostrup,Hovedvejen 94,Til kapitalejerne i Hensen Holding ApS,Regnskabsklasse B,2017-05-31,2017-06-19,Registreret revisor,"<p class=""NKMBrdtekst"">Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af Ã¥rsregnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.</p>",66090116.0,31875870.0,66090116.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,Ãrsrapport,Niels Mortensen,Henrik SÃ¸rensen,Henrik SÃ¸rensen,N. K. Mortensen A/S Registrerede revisorer,Hensen Holding ApS,N. K. Mortensen A/S registrerede revisorer,BrÃ¸ndby,2015-01-01,2015-12-31,146341.0,2016-12-31,2016-01-01,2017-05-31,Glostrup,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24285609,indberetninger-20180424,2.5118406,31875870.0,,2018-03-29T17:57:16.856Z,2017-06-23T09:25:07.336Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-84-AQ,2017-06-23T09:25:07.559Z,-10125.0,154244.0,-10125.0,0.0,144119.0,-10125.0,0.0,2222.0,,,,,,,,,,,,,,,,,,,,,,,
31875870,2016-12-31,2016-12-31,instant_only,,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzgxLzExLzhmLzJhMjctNGUyNi05ZjlmLWI5MTI3NWY0MzI0Mg.pdf,http://regnskaber.virk.dk/07857813/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzk3L2UzLzQwLzUxMTctNDA4NS04YzgzLWFiZGU3OGQxYWY2OA.xml,BrÃ¸ndby,2605.0,12.0,Ringager,2600 Glostrup,Hovedvejen 94,Til kapitalejerne i Hensen Holding ApS,Regnskabsklasse B,2017-05-31,2017-06-19,Registreret revisor,"<p class=""NKMBrdtekst"">Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af Ã¥rsregnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.</p>",66090116.0,31875870.0,66090116.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,Ãrsrapport,Niels Mortensen,Henrik SÃ¸rensen,Henrik SÃ¸rensen,N. K. Mortensen A/S Registrerede revisorer,Hensen Holding ApS,N. K. Mortensen A/S registrerede revisorer,BrÃ¸ndby,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,2017-05-31,Glostrup,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24285609,indberetninger-20180424,2.5118406,31875870.0,,2018-03-29T17:57:16.856Z,2017-06-23T09:25:07.336Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-84-AQ,2017-06-23T09:25:07.559Z,,,,,,,,,597572.0,125000.0,10713.0,10713.0,565322.0,0.0,0.0,597572.0,32250.0,586859.0,586859.0,0.0,586859.0,10500.0,0.0,0.0,474359.0,-34037.0,0.0,32250.0,10713.0,0.0,21750.0
