entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,NameOfAuditFirm
31484685,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VjL2U0LzI5L2NmYmEtNDAwZi05ZjgxLTZiMWYwODk1ZWNmMQ.pdf,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2U2LzhkLzk5LzlkZTItNGE1Ny05NDI1LTNiZDA1OGZlZjVhYg.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,8700 Horsens,Agatvej 6,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MCX Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-06-21,2008-06-10,2016-06-21,Statsautoriseret revisor,-14625.0,20222670.0,31484685.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for MCX Invest ApS.,"Vi har revideret Ã¥rsregnskabet for MCX Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",98230.0,Ãrsrapport,Jesper L. Christensen,Mikael Christensen,Mikael Winther Christensen,Danske Bank,MCX Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Horsens,83605.0,83605.0,-14625.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2015-12-31,2015-01-01,2016-06-21,Aarhus,0.0,RevisionspÃ¥tegning,urn:ofk:oid:22776860,indberetninger-20180424,2.5124266,31484685.0,,2018-03-29T14:39:44.212Z,2016-06-27T06:33:41.225Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-47-TK,2016-06-27T06:33:41.351Z,,,,,,,,,,,,,
31484685,2014-01-01,2014-12-31,c30,,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VjL2U0LzI5L2NmYmEtNDAwZi05ZjgxLTZiMWYwODk1ZWNmMQ.pdf,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2U2LzhkLzk5LzlkZTItNGE1Ny05NDI1LTNiZDA1OGZlZjVhYg.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,8700 Horsens,Agatvej 6,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MCX Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-06-21,2008-06-10,2016-06-21,Statsautoriseret revisor,,20222670.0,31484685.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for MCX Invest ApS.,"Vi har revideret Ã¥rsregnskabet for MCX Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Jesper L. Christensen,Mikael Christensen,Mikael Winther Christensen,Danske Bank,MCX Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Horsens,83605.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2015-12-31,2015-01-01,2016-06-21,Aarhus,,RevisionspÃ¥tegning,urn:ofk:oid:22776860,indberetninger-20180424,2.5124266,31484685.0,,2018-03-29T14:39:44.212Z,2016-06-27T06:33:41.225Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-47-TK,2016-06-27T06:33:41.351Z,,,,,,,,,,,,,
31484685,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VjL2U0LzI5L2NmYmEtNDAwZi05ZjgxLTZiMWYwODk1ZWNmMQ.pdf,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2U2LzhkLzk5LzlkZTItNGE1Ny05NDI1LTNiZDA1OGZlZjVhYg.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,8700 Horsens,Agatvej 6,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MCX Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-06-21,2008-06-10,2016-06-21,Statsautoriseret revisor,,20222670.0,31484685.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for MCX Invest ApS.,"Vi har revideret Ã¥rsregnskabet for MCX Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Jesper L. Christensen,Mikael Christensen,Mikael Winther Christensen,Danske Bank,MCX Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Horsens,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2015-12-31,2015-01-01,2016-06-21,Aarhus,,RevisionspÃ¥tegning,urn:ofk:oid:22776860,indberetninger-20180424,2.5124266,31484685.0,,2018-03-29T14:39:44.212Z,2016-06-27T06:33:41.225Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-47-TK,2016-06-27T06:33:41.351Z,1330694.0,109.0,125000.0,1330694.0,-229057.0,1330694.0,1559751.0,1330585.0,1559751.0,-354057.0,1330585.0,1559751.0,
31484685,2015-01-01,2015-01-01,c137,,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VjL2U0LzI5L2NmYmEtNDAwZi05ZjgxLTZiMWYwODk1ZWNmMQ.pdf,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2U2LzhkLzk5LzlkZTItNGE1Ny05NDI1LTNiZDA1OGZlZjVhYg.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,8700 Horsens,Agatvej 6,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MCX Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-06-21,2008-06-10,2016-06-21,Statsautoriseret revisor,,20222670.0,31484685.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for MCX Invest ApS.,"Vi har revideret Ã¥rsregnskabet for MCX Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Jesper L. Christensen,Mikael Christensen,Mikael Winther Christensen,Danske Bank,MCX Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Horsens,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2015-12-31,2015-01-01,2016-06-21,Aarhus,,RevisionspÃ¥tegning,urn:ofk:oid:22776860,indberetninger-20180424,2.5124266,31484685.0,,2018-03-29T14:39:44.212Z,2016-06-27T06:33:41.225Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-47-TK,2016-06-27T06:33:41.351Z,,,,,125000.0,,,,,,,,
31484685,2015-01-01,2015-01-01,c158,,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VjL2U0LzI5L2NmYmEtNDAwZi05ZjgxLTZiMWYwODk1ZWNmMQ.pdf,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2U2LzhkLzk5LzlkZTItNGE1Ny05NDI1LTNiZDA1OGZlZjVhYg.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,8700 Horsens,Agatvej 6,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MCX Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-06-21,2008-06-10,2016-06-21,Statsautoriseret revisor,,20222670.0,31484685.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for MCX Invest ApS.,"Vi har revideret Ã¥rsregnskabet for MCX Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Jesper L. Christensen,Mikael Christensen,Mikael Winther Christensen,Danske Bank,MCX Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Horsens,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2015-12-31,2015-01-01,2016-06-21,Aarhus,,RevisionspÃ¥tegning,urn:ofk:oid:22776860,indberetninger-20180424,2.5124266,31484685.0,,2018-03-29T14:39:44.212Z,2016-06-27T06:33:41.225Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-47-TK,2016-06-27T06:33:41.351Z,,,,,-354057.0,,,,,,,,
31484685,2015-01-01,2015-12-31,c0,,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VjL2U0LzI5L2NmYmEtNDAwZi05ZjgxLTZiMWYwODk1ZWNmMQ.pdf,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2U2LzhkLzk5LzlkZTItNGE1Ny05NDI1LTNiZDA1OGZlZjVhYg.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,8700 Horsens,Agatvej 6,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MCX Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-06-21,2008-06-10,2016-06-21,Statsautoriseret revisor,-15125.0,20222670.0,31484685.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for MCX Invest ApS.,"Vi har revideret Ã¥rsregnskabet for MCX Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",-2487.0,Ãrsrapport,Jesper L. Christensen,Mikael Christensen,Mikael Winther Christensen,Danske Bank,MCX Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Horsens,-17612.0,-17612.0,-15125.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2015-12-31,2015-01-01,2016-06-21,Aarhus,0.0,RevisionspÃ¥tegning,urn:ofk:oid:22776860,indberetninger-20180424,2.5124266,31484685.0,,2018-03-29T14:39:44.212Z,2016-06-27T06:33:41.225Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-47-TK,2016-06-27T06:33:41.351Z,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
31484685,2015-01-01,2015-12-31,c159,,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VjL2U0LzI5L2NmYmEtNDAwZi05ZjgxLTZiMWYwODk1ZWNmMQ.pdf,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2U2LzhkLzk5LzlkZTItNGE1Ny05NDI1LTNiZDA1OGZlZjVhYg.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,8700 Horsens,Agatvej 6,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MCX Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-06-21,2008-06-10,2016-06-21,Statsautoriseret revisor,,20222670.0,31484685.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for MCX Invest ApS.,"Vi har revideret Ã¥rsregnskabet for MCX Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Jesper L. Christensen,Mikael Christensen,Mikael Winther Christensen,Danske Bank,MCX Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Horsens,-17612.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2015-12-31,2015-01-01,2016-06-21,Aarhus,,RevisionspÃ¥tegning,urn:ofk:oid:22776860,indberetninger-20180424,2.5124266,31484685.0,,2018-03-29T14:39:44.212Z,2016-06-27T06:33:41.225Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-47-TK,2016-06-27T06:33:41.351Z,,,,,,,,,,,,,
31484685,2015-01-01,2015-12-31,c199,,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VjL2U0LzI5L2NmYmEtNDAwZi05ZjgxLTZiMWYwODk1ZWNmMQ.pdf,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2U2LzhkLzk5LzlkZTItNGE1Ny05NDI1LTNiZDA1OGZlZjVhYg.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,8700 Horsens,Agatvej 6,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MCX Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-06-21,2008-06-10,2016-06-21,Statsautoriseret revisor,,20222670.0,31484685.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for MCX Invest ApS.,"Vi har revideret Ã¥rsregnskabet for MCX Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Jesper L. Christensen,Mikael Christensen,Mikael Winther Christensen,Danske Bank,MCX Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Horsens,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2015-12-31,2015-01-01,2016-06-21,Aarhus,,RevisionspÃ¥tegning,urn:ofk:oid:22776860,indberetninger-20180424,2.5124266,31484685.0,,2018-03-29T14:39:44.212Z,2016-06-27T06:33:41.225Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-47-TK,2016-06-27T06:33:41.351Z,,,,,,,,,,,,,
31484685,2015-01-01,2015-12-31,c29,,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VjL2U0LzI5L2NmYmEtNDAwZi05ZjgxLTZiMWYwODk1ZWNmMQ.pdf,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2U2LzhkLzk5LzlkZTItNGE1Ny05NDI1LTNiZDA1OGZlZjVhYg.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,8700 Horsens,Agatvej 6,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MCX Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-06-21,2008-06-10,2016-06-21,Statsautoriseret revisor,,20222670.0,31484685.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for MCX Invest ApS.,"Vi har revideret Ã¥rsregnskabet for MCX Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Jesper L. Christensen,Mikael Christensen,Mikael Winther Christensen,Danske Bank,MCX Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Horsens,-17612.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2015-12-31,2015-01-01,2016-06-21,Aarhus,,RevisionspÃ¥tegning,urn:ofk:oid:22776860,indberetninger-20180424,2.5124266,31484685.0,,2018-03-29T14:39:44.212Z,2016-06-27T06:33:41.225Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-47-TK,2016-06-27T06:33:41.351Z,,,,,,,,,,,,,
31484685,2015-01-01,2015-12-31,c299,,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2VjL2U0LzI5L2NmYmEtNDAwZi05ZjgxLTZiMWYwODk1ZWNmMQ.pdf,http://regnskaber.virk.dk/58648413/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2U2LzhkLzk5LzlkZTItNGE1Ny05NDI1LTNiZDA1OGZlZjVhYg.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,8700 Horsens,Agatvej 6,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i MCX Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-06-21,2008-06-10,2016-06-21,Statsautoriseret revisor,,20222670.0,31484685.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for MCX Invest ApS.,"Vi har revideret Ã¥rsregnskabet for MCX Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Jesper L. Christensen,Mikael Christensen,Mikael Winther Christensen,Danske Bank,MCX Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Horsens,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Horsens,2015-12-31,2015-01-01,2016-06-21,Aarhus,,RevisionspÃ¥tegning,urn:ofk:oid:22776860,indberetninger-20180424,2.5124266,31484685.0,,2018-03-29T14:39:44.212Z,2016-06-27T06:33:41.225Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-47-TK,2016-06-27T06:33:41.351Z,,,,,,,,,,,,,
