entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables
35233024,2013-04-29,2013-12-31,c3,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2RiLzIzL2Q0LzVjMGEtNGU1YS1iMTUwLTY5MGI0ODRhN2UxZg.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg5LzA0LzkxLzgxYzctNDk5My1hMzE1LTRhMDIxZTc2NWU0Nw.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2Q5LzZjLzE0L2JjMDItNDUxMC1iNTYxLTEyOGJhMDA2MDBhOQ.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-20,2015-04-22,0.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,91458.0,-4588.0,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,19.0,96027.0,ThyborÃ¸n,2013-04-29,2013-12-31,92583.0,91458.0,-4588.0,2014-12-31,2014-01-01,2015-04-20,ThyborÃ¸n,-1125.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5144560,indberetninger-20180424,2.5955529999999998,35233024.0,,2018-03-30T11:34:29.293Z,2015-04-22T07:53:14.127Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-86-HH,2015-04-22T07:53:14.215Z,,,,,,,,,,,,,,,,,,
35233024,2013-04-29,2013-12-31,c5,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2RiLzIzL2Q0LzVjMGEtNGU1YS1iMTUwLTY5MGI0ODRhN2UxZg.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg5LzA0LzkxLzgxYzctNDk5My1hMzE1LTRhMDIxZTc2NWU0Nw.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2Q5LzZjLzE0L2JjMDItNDUxMC1iNTYxLTEyOGJhMDA2MDBhOQ.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-20,2015-04-22,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2013-04-29,2013-12-31,96027.0,,,2014-12-31,2014-01-01,2015-04-20,ThyborÃ¸n,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5144560,indberetninger-20180424,2.5955529999999998,35233024.0,,2018-03-30T11:34:29.293Z,2015-04-22T07:53:14.127Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-86-HH,2015-04-22T07:53:14.215Z,,,,,,,,,,,,,,,,,,
35233024,2013-04-29,2013-12-31,c7,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2RiLzIzL2Q0LzVjMGEtNGU1YS1iMTUwLTY5MGI0ODRhN2UxZg.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg5LzA0LzkxLzgxYzctNDk5My1hMzE1LTRhMDIxZTc2NWU0Nw.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2Q5LzZjLzE0L2JjMDItNDUxMC1iNTYxLTEyOGJhMDA2MDBhOQ.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-20,2015-04-22,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2013-04-29,2013-12-31,-3444.0,,,2014-12-31,2014-01-01,2015-04-20,ThyborÃ¸n,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5144560,indberetninger-20180424,2.5955529999999998,35233024.0,,2018-03-30T11:34:29.293Z,2015-04-22T07:53:14.127Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-86-HH,2015-04-22T07:53:14.215Z,,,,,,,,,,,,,,,,,,
35233024,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2RiLzIzL2Q0LzVjMGEtNGU1YS1iMTUwLTY5MGI0ODRhN2UxZg.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg5LzA0LzkxLzgxYzctNDk5My1hMzE1LTRhMDIxZTc2NWU0Nw.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2Q5LzZjLzE0L2JjMDItNDUxMC1iNTYxLTEyOGJhMDA2MDBhOQ.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-20,2015-04-22,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2013-04-29,2013-12-31,,,,2014-12-31,2014-01-01,2015-04-20,ThyborÃ¸n,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5144560,indberetninger-20180424,2.5955529999999998,35233024.0,,2018-03-30T11:34:29.293Z,2015-04-22T07:53:14.127Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-86-HH,2015-04-22T07:53:14.215Z,172583.0,25431.0,80000.0,26556.0,1125.0,172583.0,172583.0,0.0,146027.0,146027.0,146027.0,0.0,0.0,96027.0,-3444.0,0.0,0.0,1125.0
35233024,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2RiLzIzL2Q0LzVjMGEtNGU1YS1iMTUwLTY5MGI0ODRhN2UxZg.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg5LzA0LzkxLzgxYzctNDk5My1hMzE1LTRhMDIxZTc2NWU0Nw.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2Q5LzZjLzE0L2JjMDItNDUxMC1iNTYxLTEyOGJhMDA2MDBhOQ.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-20,2015-04-22,0.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,121411.0,-4004.0,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,12.0,125403.0,ThyborÃ¸n,2013-04-29,2013-12-31,122391.0,121411.0,-4004.0,2014-12-31,2014-01-01,2015-04-20,ThyborÃ¸n,-980.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5144560,indberetninger-20180424,2.5955529999999998,35233024.0,,2018-03-30T11:34:29.293Z,2015-04-22T07:53:14.127Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-86-HH,2015-04-22T07:53:14.215Z,,,,,,,,,,,,,,,,,,
35233024,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2RiLzIzL2Q0LzVjMGEtNGU1YS1iMTUwLTY5MGI0ODRhN2UxZg.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg5LzA0LzkxLzgxYzctNDk5My1hMzE1LTRhMDIxZTc2NWU0Nw.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2Q5LzZjLzE0L2JjMDItNDUxMC1iNTYxLTEyOGJhMDA2MDBhOQ.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-20,2015-04-22,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2013-04-29,2013-12-31,,,,2014-12-31,2014-01-01,2015-04-20,ThyborÃ¸n,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5144560,indberetninger-20180424,2.5955529999999998,35233024.0,,2018-03-30T11:34:29.293Z,2015-04-22T07:53:14.127Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-86-HH,2015-04-22T07:53:14.215Z,,,,,,,,,,,,,,,,,,
35233024,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2RiLzIzL2Q0LzVjMGEtNGU1YS1iMTUwLTY5MGI0ODRhN2UxZg.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg5LzA0LzkxLzgxYzctNDk5My1hMzE1LTRhMDIxZTc2NWU0Nw.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2Q5LzZjLzE0L2JjMDItNDUxMC1iNTYxLTEyOGJhMDA2MDBhOQ.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-20,2015-04-22,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2013-04-29,2013-12-31,,,,2014-12-31,2014-01-01,2015-04-20,ThyborÃ¸n,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5144560,indberetninger-20180424,2.5955529999999998,35233024.0,,2018-03-30T11:34:29.293Z,2015-04-22T07:53:14.127Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-86-HH,2015-04-22T07:53:14.215Z,,,,,,,,,,,,,,,,,,
35233024,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2RiLzIzL2Q0LzVjMGEtNGU1YS1iMTUwLTY5MGI0ODRhN2UxZg.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg5LzA0LzkxLzgxYzctNDk5My1hMzE1LTRhMDIxZTc2NWU0Nw.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2Q5LzZjLzE0L2JjMDItNDUxMC1iNTYxLTEyOGJhMDA2MDBhOQ.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-20,2015-04-22,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2013-04-29,2013-12-31,125403.0,,,2014-12-31,2014-01-01,2015-04-20,ThyborÃ¸n,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5144560,indberetninger-20180424,2.5955529999999998,35233024.0,,2018-03-30T11:34:29.293Z,2015-04-22T07:53:14.127Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-86-HH,2015-04-22T07:53:14.215Z,,,,,,,,,,,,,,,,,,
35233024,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2RiLzIzL2Q0LzVjMGEtNGU1YS1iMTUwLTY5MGI0ODRhN2UxZg.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg5LzA0LzkxLzgxYzctNDk5My1hMzE1LTRhMDIxZTc2NWU0Nw.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2Q5LzZjLzE0L2JjMDItNDUxMC1iNTYxLTEyOGJhMDA2MDBhOQ.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-20,2015-04-22,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2013-04-29,2013-12-31,-3012.0,,,2014-12-31,2014-01-01,2015-04-20,ThyborÃ¸n,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5144560,indberetninger-20180424,2.5955529999999998,35233024.0,,2018-03-30T11:34:29.293Z,2015-04-22T07:53:14.127Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-86-HH,2015-04-22T07:53:14.215Z,,,,,,,,,,,,,,,,,,
35233024,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2RiLzIzL2Q0LzVjMGEtNGU1YS1iMTUwLTY5MGI0ODRhN2UxZg.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg5LzA0LzkxLzgxYzctNDk5My1hMzE1LTRhMDIxZTc2NWU0Nw.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2Q5LzZjLzE0L2JjMDItNDUxMC1iNTYxLTEyOGJhMDA2MDBhOQ.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-20,2015-04-22,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2013-04-29,2013-12-31,,,,2014-12-31,2014-01-01,2015-04-20,ThyborÃ¸n,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5144560,indberetninger-20180424,2.5955529999999998,35233024.0,,2018-03-30T11:34:29.293Z,2015-04-22T07:53:14.127Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-86-HH,2015-04-22T07:53:14.215Z,294974.0,20439.0,80000.0,23544.0,2105.0,294974.0,294974.0,0.0,271430.0,271430.0,271430.0,1000.0,0.0,221430.0,-6456.0,0.0,0.0,3105.0
