entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables
35233024,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzI3LzQ1LzM2LzlhNzMtNDUzYy1iMDEzLWE3MjA5NGY3M2U5Nw.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzQ3LzJjLzIzLzE3NjItNDY4Ni04NmRkLTJlMmUxMGU3ODdmZg.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzM5LzAyLzcwL2QwMDAtNGI4OC1hZTE4LWRiOTc5NGI1OGQ0Mw.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-14,2016-03-21,0.0,JÃ¸rgen Riise,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,-4004.0,17610694.0,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Registreret revisor,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,12.0,125403.0,ThyborÃ¸n,2014-01-01,2014-12-31,122391.0,121411.0,-4004.0,2015-12-31,2015-01-01,2016-03-14,ThyborÃ¸n,-980.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22145627,indberetninger-20180424,2.5925127999999997,35233024.0,,2018-03-29T07:13:43.619Z,2016-03-24T07:05:44.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-11-ZR,2016-03-24T07:05:44.463Z,,,,,,,,,,,,,,,,,,
35233024,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzI3LzQ1LzM2LzlhNzMtNDUzYy1iMDEzLWE3MjA5NGY3M2U5Nw.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzQ3LzJjLzIzLzE3NjItNDY4Ni04NmRkLTJlMmUxMGU3ODdmZg.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzM5LzAyLzcwL2QwMDAtNGI4OC1hZTE4LWRiOTc5NGI1OGQ0Mw.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-14,2016-03-21,,JÃ¸rgen Riise,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,17610694.0,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Registreret revisor,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2014-01-01,2014-12-31,125403.0,,,2015-12-31,2015-01-01,2016-03-14,ThyborÃ¸n,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22145627,indberetninger-20180424,2.5925127999999997,35233024.0,,2018-03-29T07:13:43.619Z,2016-03-24T07:05:44.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-11-ZR,2016-03-24T07:05:44.463Z,,,,,,,,,,,,,,,,,,
35233024,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzI3LzQ1LzM2LzlhNzMtNDUzYy1iMDEzLWE3MjA5NGY3M2U5Nw.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzQ3LzJjLzIzLzE3NjItNDY4Ni04NmRkLTJlMmUxMGU3ODdmZg.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzM5LzAyLzcwL2QwMDAtNGI4OC1hZTE4LWRiOTc5NGI1OGQ0Mw.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-14,2016-03-21,,JÃ¸rgen Riise,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,17610694.0,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Registreret revisor,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2014-01-01,2014-12-31,-3012.0,,,2015-12-31,2015-01-01,2016-03-14,ThyborÃ¸n,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22145627,indberetninger-20180424,2.5925127999999997,35233024.0,,2018-03-29T07:13:43.619Z,2016-03-24T07:05:44.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-11-ZR,2016-03-24T07:05:44.463Z,,,,,,,,,,,,,,,,,,
35233024,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzI3LzQ1LzM2LzlhNzMtNDUzYy1iMDEzLWE3MjA5NGY3M2U5Nw.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzQ3LzJjLzIzLzE3NjItNDY4Ni04NmRkLTJlMmUxMGU3ODdmZg.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzM5LzAyLzcwL2QwMDAtNGI4OC1hZTE4LWRiOTc5NGI1OGQ0Mw.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-14,2016-03-21,,JÃ¸rgen Riise,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,17610694.0,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Registreret revisor,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-14,ThyborÃ¸n,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22145627,indberetninger-20180424,2.5925127999999997,35233024.0,,2018-03-29T07:13:43.619Z,2016-03-24T07:05:44.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-11-ZR,2016-03-24T07:05:44.463Z,294974.0,20439.0,80000.0,23544.0,2105.0,294974.0,294974.0,0.0,271430.0,271430.0,271430.0,1000.0,0.0,221430.0,-6456.0,0.0,0.0,3105.0
35233024,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzI3LzQ1LzM2LzlhNzMtNDUzYy1iMDEzLWE3MjA5NGY3M2U5Nw.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzQ3LzJjLzIzLzE3NjItNDY4Ni04NmRkLTJlMmUxMGU3ODdmZg.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzM5LzAyLzcwL2QwMDAtNGI4OC1hZTE4LWRiOTc5NGI1OGQ0Mw.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-14,2016-03-21,0.0,JÃ¸rgen Riise,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,-1374.0,17610694.0,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Registreret revisor,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,2.0,232412.0,ThyborÃ¸n,2014-01-01,2014-12-31,231276.0,231040.0,-1374.0,2015-12-31,2015-01-01,2016-03-14,ThyborÃ¸n,-236.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22145627,indberetninger-20180424,2.5925127999999997,35233024.0,,2018-03-29T07:13:43.619Z,2016-03-24T07:05:44.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-11-ZR,2016-03-24T07:05:44.463Z,,,,,,,,,,,,,,,,,,
35233024,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzI3LzQ1LzM2LzlhNzMtNDUzYy1iMDEzLWE3MjA5NGY3M2U5Nw.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzQ3LzJjLzIzLzE3NjItNDY4Ni04NmRkLTJlMmUxMGU3ODdmZg.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzM5LzAyLzcwL2QwMDAtNGI4OC1hZTE4LWRiOTc5NGI1OGQ0Mw.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-14,2016-03-21,,JÃ¸rgen Riise,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,17610694.0,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Registreret revisor,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-14,ThyborÃ¸n,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22145627,indberetninger-20180424,2.5925127999999997,35233024.0,,2018-03-29T07:13:43.619Z,2016-03-24T07:05:44.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-11-ZR,2016-03-24T07:05:44.463Z,,,,,,,,,,,,,,,,,,
35233024,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzI3LzQ1LzM2LzlhNzMtNDUzYy1iMDEzLWE3MjA5NGY3M2U5Nw.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzQ3LzJjLzIzLzE3NjItNDY4Ni04NmRkLTJlMmUxMGU3ODdmZg.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzM5LzAyLzcwL2QwMDAtNGI4OC1hZTE4LWRiOTc5NGI1OGQ0Mw.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-14,2016-03-21,,JÃ¸rgen Riise,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,17610694.0,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Registreret revisor,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-14,ThyborÃ¸n,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22145627,indberetninger-20180424,2.5925127999999997,35233024.0,,2018-03-29T07:13:43.619Z,2016-03-24T07:05:44.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-11-ZR,2016-03-24T07:05:44.463Z,,,,,,,,,,,,,,,,,,
35233024,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzI3LzQ1LzM2LzlhNzMtNDUzYy1iMDEzLWE3MjA5NGY3M2U5Nw.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzQ3LzJjLzIzLzE3NjItNDY4Ni04NmRkLTJlMmUxMGU3ODdmZg.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzM5LzAyLzcwL2QwMDAtNGI4OC1hZTE4LWRiOTc5NGI1OGQ0Mw.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-14,2016-03-21,,JÃ¸rgen Riise,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,17610694.0,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Registreret revisor,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2014-01-01,2014-12-31,232412.0,,,2015-12-31,2015-01-01,2016-03-14,ThyborÃ¸n,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22145627,indberetninger-20180424,2.5925127999999997,35233024.0,,2018-03-29T07:13:43.619Z,2016-03-24T07:05:44.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-11-ZR,2016-03-24T07:05:44.463Z,,,,,,,,,,,,,,,,,,
35233024,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzI3LzQ1LzM2LzlhNzMtNDUzYy1iMDEzLWE3MjA5NGY3M2U5Nw.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzQ3LzJjLzIzLzE3NjItNDY4Ni04NmRkLTJlMmUxMGU3ODdmZg.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzM5LzAyLzcwL2QwMDAtNGI4OC1hZTE4LWRiOTc5NGI1OGQ0Mw.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-14,2016-03-21,,JÃ¸rgen Riise,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,17610694.0,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Registreret revisor,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2014-01-01,2014-12-31,-1136.0,,,2015-12-31,2015-01-01,2016-03-14,ThyborÃ¸n,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22145627,indberetninger-20180424,2.5925127999999997,35233024.0,,2018-03-29T07:13:43.619Z,2016-03-24T07:05:44.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-11-ZR,2016-03-24T07:05:44.463Z,,,,,,,,,,,,,,,,,,
35233024,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzI3LzQ1LzM2LzlhNzMtNDUzYy1iMDEzLWE3MjA5NGY3M2U5Nw.xhtml,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzQ3LzJjLzIzLzE3NjItNDY4Ni04NmRkLTJlMmUxMGU3ODdmZg.pdf,http://regnskaber.virk.dk/42033253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzM5LzAyLzcwL2QwMDAtNGI4OC1hZTE4LWRiOTc5NGI1OGQ0Mw.xml,ThyborÃ¸n,7680.0,9.0,Glentevej,7680 ThyborÃ¸n,Havnegade 26,Til ledelsen i Froholt Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-14,2016-03-21,,JÃ¸rgen Riise,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedformÃ¥l er at drive investeringsvirksomhed, herunder at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,17610694.0,35233024.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Registreret revisor,Arly Froholt Pedersen,Arly Froholt Pedersen,MC Revision A/S,FROHOLT HOLDING ApS,JÃ¸rgen Riise,,,ThyborÃ¸n,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-14,ThyborÃ¸n,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22145627,indberetninger-20180424,2.5925127999999997,35233024.0,,2018-03-29T07:13:43.619Z,2016-03-24T07:05:44.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-11-ZR,2016-03-24T07:05:44.463Z,526250.0,18724.0,80000.0,22408.0,2341.0,526250.0,526250.0,0.0,503842.0,503842.0,503842.0,1343.0,0.0,453842.0,-7592.0,0.0,0.0,3684.0
