entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,ShorttermTradePayables
34046565,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhL2ZlLzMwLzEyMTUtNGQwYi05ODRiLTQxYzQ3MWJjMWQzZg.xhtml,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzJkLzA5L2JkLzY3MzgtNDM0YS05YjhlLWU1NTE0YmExMzUzMg.pdf,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzViL2I5LzRlLzg3NTEtNGYxZS1hMGU3LWFiZjlkNTI0M2Q2NQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-04-30,2019-04-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",-8237.0,8237.0,34046565.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Lone Maltesen,SÃ¸ren Dahlgaard,OBTON SOLENERGI MICHELIN 1 KOMPLEMENTARANPARTSSELSKAB,Anders NÃ¸rgÃ¥rd Gravesen,121.0,5612.0,0.0,Aarhus,2017-01-01,2017-12-31,10692.0,13728.0,8237.0,2018-12-31,2018-01-01,false,3036.0,false,Ingen bistand,urn:ofk:oid:27159288,indberetninger-20180424,2.5949402000000004,34046565.0,AWrAuxhWRYGX6_YTHvw6,2019-05-16T13:01:06.356Z,2019-05-16T13:00:47.582Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-FZ,2019-05-16T13:00:47.762Z,,,,,,,,,,,,
34046565,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhL2ZlLzMwLzEyMTUtNGQwYi05ODRiLTQxYzQ3MWJjMWQzZg.xhtml,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzJkLzA5L2JkLzY3MzgtNDM0YS05YjhlLWU1NTE0YmExMzUzMg.pdf,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzViL2I5LzRlLzg3NTEtNGYxZS1hMGU3LWFiZjlkNTI0M2Q2NQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-04-30,2019-04-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34046565.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Lone Maltesen,SÃ¸ren Dahlgaard,OBTON SOLENERGI MICHELIN 1 KOMPLEMENTARANPARTSSELSKAB,Anders NÃ¸rgÃ¥rd Gravesen,,,,Aarhus,2017-01-01,2017-12-31,10692.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27159288,indberetninger-20180424,2.5949402000000004,34046565.0,AWrAuxhWRYGX6_YTHvw6,2019-05-16T13:01:06.356Z,2019-05-16T13:00:47.582Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-FZ,2019-05-16T13:00:47.762Z,,,,,,,,,,,,
34046565,2017-12-31,2017-12-31,c6,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhL2ZlLzMwLzEyMTUtNGQwYi05ODRiLTQxYzQ3MWJjMWQzZg.xhtml,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzJkLzA5L2JkLzY3MzgtNDM0YS05YjhlLWU1NTE0YmExMzUzMg.pdf,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzViL2I5LzRlLzg3NTEtNGYxZS1hMGU3LWFiZjlkNTI0M2Q2NQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-04-30,2019-04-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34046565.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Lone Maltesen,SÃ¸ren Dahlgaard,OBTON SOLENERGI MICHELIN 1 KOMPLEMENTARANPARTSSELSKAB,Anders NÃ¸rgÃ¥rd Gravesen,,,,Aarhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27159288,indberetninger-20180424,2.5949402000000004,34046565.0,AWrAuxhWRYGX6_YTHvw6,2019-05-16T13:01:06.356Z,2019-05-16T13:00:47.582Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-FZ,2019-05-16T13:00:47.762Z,127463.0,80000.0,118497.0,127463.0,8966.0,127463.0,127463.0,127463.0,38497.0,8966.0,5841.0,3125.0
34046565,2018-01-01,2018-01-01,c7,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhL2ZlLzMwLzEyMTUtNGQwYi05ODRiLTQxYzQ3MWJjMWQzZg.xhtml,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzJkLzA5L2JkLzY3MzgtNDM0YS05YjhlLWU1NTE0YmExMzUzMg.pdf,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzViL2I5LzRlLzg3NTEtNGYxZS1hMGU3LWFiZjlkNTI0M2Q2NQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-04-30,2019-04-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34046565.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Lone Maltesen,SÃ¸ren Dahlgaard,OBTON SOLENERGI MICHELIN 1 KOMPLEMENTARANPARTSSELSKAB,Anders NÃ¸rgÃ¥rd Gravesen,,,,Aarhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27159288,indberetninger-20180424,2.5949402000000004,34046565.0,AWrAuxhWRYGX6_YTHvw6,2019-05-16T13:01:06.356Z,2019-05-16T13:00:47.582Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-FZ,2019-05-16T13:00:47.762Z,,,80000.0,,,,,,,,,
34046565,2018-01-01,2018-01-01,c8,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhL2ZlLzMwLzEyMTUtNGQwYi05ODRiLTQxYzQ3MWJjMWQzZg.xhtml,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzJkLzA5L2JkLzY3MzgtNDM0YS05YjhlLWU1NTE0YmExMzUzMg.pdf,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzViL2I5LzRlLzg3NTEtNGYxZS1hMGU3LWFiZjlkNTI0M2Q2NQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-04-30,2019-04-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34046565.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Lone Maltesen,SÃ¸ren Dahlgaard,OBTON SOLENERGI MICHELIN 1 KOMPLEMENTARANPARTSSELSKAB,Anders NÃ¸rgÃ¥rd Gravesen,,,,Aarhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27159288,indberetninger-20180424,2.5949402000000004,34046565.0,AWrAuxhWRYGX6_YTHvw6,2019-05-16T13:01:06.356Z,2019-05-16T13:00:47.582Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-FZ,2019-05-16T13:00:47.762Z,,,38497.0,,,,,,,,,
34046565,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhL2ZlLzMwLzEyMTUtNGQwYi05ODRiLTQxYzQ3MWJjMWQzZg.xhtml,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzJkLzA5L2JkLzY3MzgtNDM0YS05YjhlLWU1NTE0YmExMzUzMg.pdf,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzViL2I5LzRlLzg3NTEtNGYxZS1hMGU3LWFiZjlkNTI0M2Q2NQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-04-30,2019-04-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34046565.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Lone Maltesen,SÃ¸ren Dahlgaard,OBTON SOLENERGI MICHELIN 1 KOMPLEMENTARANPARTSSELSKAB,Anders NÃ¸rgÃ¥rd Gravesen,,,,Aarhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27159288,indberetninger-20180424,2.5949402000000004,34046565.0,AWrAuxhWRYGX6_YTHvw6,2019-05-16T13:01:06.356Z,2019-05-16T13:00:47.582Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-FZ,2019-05-16T13:00:47.762Z,,,118497.0,,,,,,,,,
34046565,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhL2ZlLzMwLzEyMTUtNGQwYi05ODRiLTQxYzQ3MWJjMWQzZg.xhtml,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzJkLzA5L2JkLzY3MzgtNDM0YS05YjhlLWU1NTE0YmExMzUzMg.pdf,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzViL2I5LzRlLzg3NTEtNGYxZS1hMGU3LWFiZjlkNTI0M2Q2NQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-04-30,2019-04-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",4250.0,6925.0,34046565.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Lone Maltesen,SÃ¸ren Dahlgaard,OBTON SOLENERGI MICHELIN 1 KOMPLEMENTARANPARTSSELSKAB,Anders NÃ¸rgÃ¥rd Gravesen,235.0,5645.0,11175.0,Aarhus,2017-01-01,2017-12-31,9716.0,12335.0,6925.0,2018-12-31,2018-01-01,false,2619.0,false,Ingen bistand,urn:ofk:oid:27159288,indberetninger-20180424,2.5949402000000004,34046565.0,AWrAuxhWRYGX6_YTHvw6,2019-05-16T13:01:06.356Z,2019-05-16T13:00:47.582Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-FZ,2019-05-16T13:00:47.762Z,,,,,,,,,,,,
34046565,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhL2ZlLzMwLzEyMTUtNGQwYi05ODRiLTQxYzQ3MWJjMWQzZg.xhtml,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzJkLzA5L2JkLzY3MzgtNDM0YS05YjhlLWU1NTE0YmExMzUzMg.pdf,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzViL2I5LzRlLzg3NTEtNGYxZS1hMGU3LWFiZjlkNTI0M2Q2NQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-04-30,2019-04-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34046565.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Lone Maltesen,SÃ¸ren Dahlgaard,OBTON SOLENERGI MICHELIN 1 KOMPLEMENTARANPARTSSELSKAB,Anders NÃ¸rgÃ¥rd Gravesen,,,,Aarhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27159288,indberetninger-20180424,2.5949402000000004,34046565.0,AWrAuxhWRYGX6_YTHvw6,2019-05-16T13:01:06.356Z,2019-05-16T13:00:47.582Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-FZ,2019-05-16T13:00:47.762Z,,,,,,,,,,,,
34046565,2018-01-01,2018-12-31,c10,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhL2ZlLzMwLzEyMTUtNGQwYi05ODRiLTQxYzQ3MWJjMWQzZg.xhtml,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzJkLzA5L2JkLzY3MzgtNDM0YS05YjhlLWU1NTE0YmExMzUzMg.pdf,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzViL2I5LzRlLzg3NTEtNGYxZS1hMGU3LWFiZjlkNTI0M2Q2NQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-04-30,2019-04-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34046565.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Lone Maltesen,SÃ¸ren Dahlgaard,OBTON SOLENERGI MICHELIN 1 KOMPLEMENTARANPARTSSELSKAB,Anders NÃ¸rgÃ¥rd Gravesen,,,,Aarhus,2017-01-01,2017-12-31,9716.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27159288,indberetninger-20180424,2.5949402000000004,34046565.0,AWrAuxhWRYGX6_YTHvw6,2019-05-16T13:01:06.356Z,2019-05-16T13:00:47.582Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-FZ,2019-05-16T13:00:47.762Z,,,,,,,,,,,,
34046565,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhL2ZlLzMwLzEyMTUtNGQwYi05ODRiLTQxYzQ3MWJjMWQzZg.xhtml,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzJkLzA5L2JkLzY3MzgtNDM0YS05YjhlLWU1NTE0YmExMzUzMg.pdf,http://regnskaber.virk.dk/56564043/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzViL2I5LzRlLzg3NTEtNGYxZS1hMGU3LWFiZjlkNTI0M2Q2NQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-04-30,2019-04-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34046565.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Lone Maltesen,SÃ¸ren Dahlgaard,OBTON SOLENERGI MICHELIN 1 KOMPLEMENTARANPARTSSELSKAB,Anders NÃ¸rgÃ¥rd Gravesen,,,,Aarhus,2017-01-01,2017-12-31,9716.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27159288,indberetninger-20180424,2.5949402000000004,34046565.0,AWrAuxhWRYGX6_YTHvw6,2019-05-16T13:01:06.356Z,2019-05-16T13:00:47.582Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-FZ,2019-05-16T13:00:47.762Z,,,,,,,,,,,,
