entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,NumberOfEmployees,OtherLongtermInvestments,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,AccumulatedRevaluationsOfInvestments,InvestmentsGross,RevaluationsOfInvestmentsOfTheYear
30587316,2015-01-01,2015-12-31,c173,,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzJlL2M5L2FiL2RjNDUtNDcxMC05ZmQ0LTUzZDM5YTdlNTNmMw.pdf,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Y3L2U5LzYyL2ZkMmItNGY5Mi1hYzk2LWFhYWZmNGJmNmI3Yg.xml,true,2000 Frederiksberg,StÃ¦gers AllÃ© 20,2000 Frederiksberg,StÃ¦gers AllÃ© 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af  aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af  aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2007-04-01,2017-05-31,50.0,30587316.0,30587316.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Asunto ApS.,2805.0,10.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lui Kastrup,Lui Kastrup,Asunto ApS,Asunto ApS,Frederiksberg,2015-01-01,2015-12-31,2865.0,2865.0,50.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,false,0.0,Ingen bistand,urn:ofk:oid:24145039,indberetninger-20180424,2.5097508,30587316.0,,2018-03-29T05:11:13.290Z,2017-06-08T09:22:39.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-81-AH,2017-06-08T09:22:39.865Z,,,,,,,,,,,,,,,,,,
30587316,2015-12-31,2015-12-31,c226,,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzJlL2M5L2FiL2RjNDUtNDcxMC05ZmQ0LTUzZDM5YTdlNTNmMw.pdf,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Y3L2U5LzYyL2ZkMmItNGY5Mi1hYzk2LWFhYWZmNGJmNmI3Yg.xml,true,2000 Frederiksberg,StÃ¦gers AllÃ© 20,2000 Frederiksberg,StÃ¦gers AllÃ© 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af  aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af  aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2007-04-01,2017-05-31,,30587316.0,30587316.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Asunto ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lui Kastrup,Lui Kastrup,Asunto ApS,Asunto ApS,Frederiksberg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,false,,Ingen bistand,urn:ofk:oid:24145039,indberetninger-20180424,2.5097508,30587316.0,,2018-03-29T05:11:13.290Z,2017-06-08T09:22:39.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-81-AH,2017-06-08T09:22:39.865Z,10222.0,0.0,125.0,8251.0,10222.0,1971.0,10222.0,10212.0,10222.0,0.0,10.0,1971.0,8849.0,-723.0,1971.0,,,
30587316,2016-01-01,2016-01-01,c263,,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzJlL2M5L2FiL2RjNDUtNDcxMC05ZmQ0LTUzZDM5YTdlNTNmMw.pdf,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Y3L2U5LzYyL2ZkMmItNGY5Mi1hYzk2LWFhYWZmNGJmNmI3Yg.xml,true,2000 Frederiksberg,StÃ¦gers AllÃ© 20,2000 Frederiksberg,StÃ¦gers AllÃ© 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af  aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af  aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2007-04-01,2017-05-31,,30587316.0,30587316.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Asunto ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lui Kastrup,Lui Kastrup,Asunto ApS,Asunto ApS,Frederiksberg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,false,,Ingen bistand,urn:ofk:oid:24145039,indberetninger-20180424,2.5097508,30587316.0,,2018-03-29T05:11:13.290Z,2017-06-08T09:22:39.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-81-AH,2017-06-08T09:22:39.865Z,,,,125000.0,,,,,,,,,,,,,,
30587316,2016-01-01,2016-01-01,c273,,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzJlL2M5L2FiL2RjNDUtNDcxMC05ZmQ0LTUzZDM5YTdlNTNmMw.pdf,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Y3L2U5LzYyL2ZkMmItNGY5Mi1hYzk2LWFhYWZmNGJmNmI3Yg.xml,true,2000 Frederiksberg,StÃ¦gers AllÃ© 20,2000 Frederiksberg,StÃ¦gers AllÃ© 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af  aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af  aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2007-04-01,2017-05-31,,30587316.0,30587316.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Asunto ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lui Kastrup,Lui Kastrup,Asunto ApS,Asunto ApS,Frederiksberg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,false,,Ingen bistand,urn:ofk:oid:24145039,indberetninger-20180424,2.5097508,30587316.0,,2018-03-29T05:11:13.290Z,2017-06-08T09:22:39.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-81-AH,2017-06-08T09:22:39.865Z,,,,8848790.0,,,,,,,,,,,,,,
30587316,2016-01-01,2016-01-01,c285,,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzJlL2M5L2FiL2RjNDUtNDcxMC05ZmQ0LTUzZDM5YTdlNTNmMw.pdf,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Y3L2U5LzYyL2ZkMmItNGY5Mi1hYzk2LWFhYWZmNGJmNmI3Yg.xml,true,2000 Frederiksberg,StÃ¦gers AllÃ© 20,2000 Frederiksberg,StÃ¦gers AllÃ© 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af  aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af  aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2007-04-01,2017-05-31,,30587316.0,30587316.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Asunto ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lui Kastrup,Lui Kastrup,Asunto ApS,Asunto ApS,Frederiksberg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,false,,Ingen bistand,urn:ofk:oid:24145039,indberetninger-20180424,2.5097508,30587316.0,,2018-03-29T05:11:13.290Z,2017-06-08T09:22:39.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-81-AH,2017-06-08T09:22:39.865Z,,,,-722720.0,,,,,,,,,,,,,,
30587316,2016-01-01,2016-01-01,c588,,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzJlL2M5L2FiL2RjNDUtNDcxMC05ZmQ0LTUzZDM5YTdlNTNmMw.pdf,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Y3L2U5LzYyL2ZkMmItNGY5Mi1hYzk2LWFhYWZmNGJmNmI3Yg.xml,true,2000 Frederiksberg,StÃ¦gers AllÃ© 20,2000 Frederiksberg,StÃ¦gers AllÃ© 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af  aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af  aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2007-04-01,2017-05-31,,30587316.0,30587316.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Asunto ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lui Kastrup,Lui Kastrup,Asunto ApS,Asunto ApS,Frederiksberg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,false,,Ingen bistand,urn:ofk:oid:24145039,indberetninger-20180424,2.5097508,30587316.0,,2018-03-29T05:11:13.290Z,2017-06-08T09:22:39.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-81-AH,2017-06-08T09:22:39.865Z,,,,,,,,,,,,,,,,8851182.0,1360250.0,
30587316,2016-01-01,2016-01-01,c591,,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzJlL2M5L2FiL2RjNDUtNDcxMC05ZmQ0LTUzZDM5YTdlNTNmMw.pdf,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Y3L2U5LzYyL2ZkMmItNGY5Mi1hYzk2LWFhYWZmNGJmNmI3Yg.xml,true,2000 Frederiksberg,StÃ¦gers AllÃ© 20,2000 Frederiksberg,StÃ¦gers AllÃ© 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af  aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af  aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2007-04-01,2017-05-31,,30587316.0,30587316.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Asunto ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lui Kastrup,Lui Kastrup,Asunto ApS,Asunto ApS,Frederiksberg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,false,,Ingen bistand,urn:ofk:oid:24145039,indberetninger-20180424,2.5097508,30587316.0,,2018-03-29T05:11:13.290Z,2017-06-08T09:22:39.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-81-AH,2017-06-08T09:22:39.865Z,,,,,,,,,,,,,,,,-2395.0,12500.0,
30587316,2016-01-01,2016-12-31,c0,,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzJlL2M5L2FiL2RjNDUtNDcxMC05ZmQ0LTUzZDM5YTdlNTNmMw.pdf,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Y3L2U5LzYyL2ZkMmItNGY5Mi1hYzk2LWFhYWZmNGJmNmI3Yg.xml,true,2000 Frederiksberg,StÃ¦gers AllÃ© 20,2000 Frederiksberg,StÃ¦gers AllÃ© 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af  aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af  aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2007-04-01,2017-05-31,0.0,30587316.0,30587316.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Asunto ApS.,9986434.0,2826.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lui Kastrup,Lui Kastrup,Asunto ApS,Asunto ApS,Frederiksberg,2015-01-01,2015-12-31,9989260.0,9989260.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,false,0.0,Ingen bistand,urn:ofk:oid:24145039,indberetninger-20180424,2.5097508,30587316.0,,2018-03-29T05:11:13.290Z,2017-06-08T09:22:39.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-81-AH,2017-06-08T09:22:39.865Z,,,,,,,,,,,,,,,,,,
30587316,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzJlL2M5L2FiL2RjNDUtNDcxMC05ZmQ0LTUzZDM5YTdlNTNmMw.pdf,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Y3L2U5LzYyL2ZkMmItNGY5Mi1hYzk2LWFhYWZmNGJmNmI3Yg.xml,true,2000 Frederiksberg,StÃ¦gers AllÃ© 20,2000 Frederiksberg,StÃ¦gers AllÃ© 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af  aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af  aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2007-04-01,2017-05-31,,30587316.0,30587316.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Asunto ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lui Kastrup,Lui Kastrup,Asunto ApS,Asunto ApS,Frederiksberg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,false,,Ingen bistand,urn:ofk:oid:24145039,indberetninger-20180424,2.5097508,30587316.0,,2018-03-29T05:11:13.290Z,2017-06-08T09:22:39.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-81-AH,2017-06-08T09:22:39.865Z,,,,,,,,,,,,,,,,,,
30587316,2016-01-01,2016-12-31,c274,,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzJlL2M5L2FiL2RjNDUtNDcxMC05ZmQ0LTUzZDM5YTdlNTNmMw.pdf,http://regnskaber.virk.dk/61378503/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Y3L2U5LzYyL2ZkMmItNGY5Mi1hYzk2LWFhYWZmNGJmNmI3Yg.xml,true,2000 Frederiksberg,StÃ¦gers AllÃ© 20,2000 Frederiksberg,StÃ¦gers AllÃ© 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af  aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af  aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2007-04-01,2017-05-31,,30587316.0,30587316.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Asunto ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lui Kastrup,Lui Kastrup,Asunto ApS,Asunto ApS,Frederiksberg,2015-01-01,2015-12-31,9986434.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,false,,Ingen bistand,urn:ofk:oid:24145039,indberetninger-20180424,2.5097508,30587316.0,,2018-03-29T05:11:13.290Z,2017-06-08T09:22:39.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-81-AH,2017-06-08T09:22:39.865Z,,,,,,,,,,,,,,,,,,
