entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid
36037725,2014-07-04,2015-12-31,c2,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzc4LzE4L2I2LzQ0MGYtNDliNC1iMDE4LTdkOTQ1NzY3MjU5ZQ.xhtml,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FiL2ZmLzI3L2MwY2EtNGM4Zi1hNjM4LWU1MDU2YTNiNDA5NA.pdf,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Y0L2QwLzRkL2Y4ZTMtNDNkNy05ZTlkLWU2N2U1MjUwOWM4Mw.xml,true,Danmark,DK,SÃ¦by,9300.0,3.0,Vestergade,Hjallerup,9320.0,5.0,NÃ¸rrehaven,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2017-03-06,2017-04-28,939453.0,554311.0,36037725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Trend Poulsen,Peter Trend Poulsen,Spar Nord Bank A/S,Trend P. Holding ApS,NÃ¸rhave regnskab,13506.0,Hjallerup,2014-07-04,2015-12-31,-320014.0,-407926.0,-394420.0,2016-12-31,2016-01-01,false,false,-87912.0,23212897.0,false,false,Ingen bistand,urn:ofk:oid:23780462,indberetninger-20180424,2.595548,36037725.0,,2018-03-27T17:41:56.650Z,2017-04-28T12:41:53.092Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-73-VS,2017-04-28T12:41:53.292Z,,,,,,,,,,,,,,,,,,,,,,,
36037725,2014-07-04,2015-12-31,c4,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzc4LzE4L2I2LzQ0MGYtNDliNC1iMDE4LTdkOTQ1NzY3MjU5ZQ.xhtml,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FiL2ZmLzI3L2MwY2EtNGM4Zi1hNjM4LWU1MDU2YTNiNDA5NA.pdf,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Y0L2QwLzRkL2Y4ZTMtNDNkNy05ZTlkLWU2N2U1MjUwOWM4Mw.xml,true,Danmark,DK,SÃ¦by,9300.0,3.0,Vestergade,Hjallerup,9320.0,5.0,NÃ¸rrehaven,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2017-03-06,2017-04-28,,,36037725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Trend Poulsen,Peter Trend Poulsen,Spar Nord Bank A/S,Trend P. Holding ApS,NÃ¸rhave regnskab,,Hjallerup,2014-07-04,2015-12-31,-320014.0,,,2016-12-31,2016-01-01,false,false,,23212897.0,false,false,Ingen bistand,urn:ofk:oid:23780462,indberetninger-20180424,2.595548,36037725.0,,2018-03-27T17:41:56.650Z,2017-04-28T12:41:53.092Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-73-VS,2017-04-28T12:41:53.292Z,,,,,,,,,,,,,,,,,,,,,,,
36037725,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzc4LzE4L2I2LzQ0MGYtNDliNC1iMDE4LTdkOTQ1NzY3MjU5ZQ.xhtml,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FiL2ZmLzI3L2MwY2EtNGM4Zi1hNjM4LWU1MDU2YTNiNDA5NA.pdf,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Y0L2QwLzRkL2Y4ZTMtNDNkNy05ZTlkLWU2N2U1MjUwOWM4Mw.xml,true,Danmark,DK,SÃ¦by,9300.0,3.0,Vestergade,Hjallerup,9320.0,5.0,NÃ¸rrehaven,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2017-03-06,2017-04-28,,,36037725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Trend Poulsen,Peter Trend Poulsen,Spar Nord Bank A/S,Trend P. Holding ApS,NÃ¸rhave regnskab,,Hjallerup,2014-07-04,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,23212897.0,false,false,Ingen bistand,urn:ofk:oid:23780462,indberetninger-20180424,2.595548,36037725.0,,2018-03-27T17:41:56.650Z,2017-04-28T12:41:53.092Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-73-VS,2017-04-28T12:41:53.292Z,281133.0,50000.0,50000.0,281133.0,87912.0,-270014.0,80000.0,281133.0,551147.0,0.0,0.0,80000.0,0.0,108253.0,0.0,-320014.0,425027.0,551147.0,2867.0,201133.0,15000.0,63221.0,
36037725,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzc4LzE4L2I2LzQ0MGYtNDliNC1iMDE4LTdkOTQ1NzY3MjU5ZQ.xhtml,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FiL2ZmLzI3L2MwY2EtNGM4Zi1hNjM4LWU1MDU2YTNiNDA5NA.pdf,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Y0L2QwLzRkL2Y4ZTMtNDNkNy05ZTlkLWU2N2U1MjUwOWM4Mw.xml,true,Danmark,DK,SÃ¦by,9300.0,3.0,Vestergade,Hjallerup,9320.0,5.0,NÃ¸rrehaven,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2017-03-06,2017-04-28,,,36037725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Trend Poulsen,Peter Trend Poulsen,Spar Nord Bank A/S,Trend P. Holding ApS,NÃ¸rhave regnskab,,Hjallerup,2014-07-04,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,23212897.0,false,false,Ingen bistand,urn:ofk:oid:23780462,indberetninger-20180424,2.595548,36037725.0,,2018-03-27T17:41:56.650Z,2017-04-28T12:41:53.092Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-73-VS,2017-04-28T12:41:53.292Z,,,,,,50000.0,,,,,,,,,,,,,,,,,
36037725,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzc4LzE4L2I2LzQ0MGYtNDliNC1iMDE4LTdkOTQ1NzY3MjU5ZQ.xhtml,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FiL2ZmLzI3L2MwY2EtNGM4Zi1hNjM4LWU1MDU2YTNiNDA5NA.pdf,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Y0L2QwLzRkL2Y4ZTMtNDNkNy05ZTlkLWU2N2U1MjUwOWM4Mw.xml,true,Danmark,DK,SÃ¦by,9300.0,3.0,Vestergade,Hjallerup,9320.0,5.0,NÃ¸rrehaven,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2017-03-06,2017-04-28,,,36037725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Trend Poulsen,Peter Trend Poulsen,Spar Nord Bank A/S,Trend P. Holding ApS,NÃ¸rhave regnskab,,Hjallerup,2014-07-04,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,23212897.0,false,false,Ingen bistand,urn:ofk:oid:23780462,indberetninger-20180424,2.595548,36037725.0,,2018-03-27T17:41:56.650Z,2017-04-28T12:41:53.092Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-73-VS,2017-04-28T12:41:53.292Z,,,,,,-320014.0,,,,,,,,,,,,,,,,,
36037725,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzc4LzE4L2I2LzQ0MGYtNDliNC1iMDE4LTdkOTQ1NzY3MjU5ZQ.xhtml,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FiL2ZmLzI3L2MwY2EtNGM4Zi1hNjM4LWU1MDU2YTNiNDA5NA.pdf,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Y0L2QwLzRkL2Y4ZTMtNDNkNy05ZTlkLWU2N2U1MjUwOWM4Mw.xml,true,Danmark,DK,SÃ¦by,9300.0,3.0,Vestergade,Hjallerup,9320.0,5.0,NÃ¸rrehaven,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2017-03-06,2017-04-28,,,36037725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Trend Poulsen,Peter Trend Poulsen,Spar Nord Bank A/S,Trend P. Holding ApS,NÃ¸rhave regnskab,,Hjallerup,2014-07-04,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,23212897.0,false,false,Ingen bistand,urn:ofk:oid:23780462,indberetninger-20180424,2.595548,36037725.0,,2018-03-27T17:41:56.650Z,2017-04-28T12:41:53.092Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-73-VS,2017-04-28T12:41:53.292Z,,,,,,-270014.0,,,,,,,,,,,,,,,,,
36037725,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzc4LzE4L2I2LzQ0MGYtNDliNC1iMDE4LTdkOTQ1NzY3MjU5ZQ.xhtml,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FiL2ZmLzI3L2MwY2EtNGM4Zi1hNjM4LWU1MDU2YTNiNDA5NA.pdf,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Y0L2QwLzRkL2Y4ZTMtNDNkNy05ZTlkLWU2N2U1MjUwOWM4Mw.xml,true,Danmark,DK,SÃ¦by,9300.0,3.0,Vestergade,Hjallerup,9320.0,5.0,NÃ¸rrehaven,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2017-03-06,2017-04-28,26313.0,295681.0,36037725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Trend Poulsen,Peter Trend Poulsen,Spar Nord Bank A/S,Trend P. Holding ApS,NÃ¸rhave regnskab,16385.0,Hjallerup,2014-07-04,2015-12-31,196251.0,252983.0,269368.0,2016-12-31,2016-01-01,false,false,56732.0,23212897.0,false,false,Ingen bistand,urn:ofk:oid:23780462,indberetninger-20180424,2.595548,36037725.0,,2018-03-27T17:41:56.650Z,2017-04-28T12:41:53.092Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-73-VS,2017-04-28T12:41:53.292Z,,,,,,,,,,,,,,,,,,,,,,,0.0
36037725,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzc4LzE4L2I2LzQ0MGYtNDliNC1iMDE4LTdkOTQ1NzY3MjU5ZQ.xhtml,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FiL2ZmLzI3L2MwY2EtNGM4Zi1hNjM4LWU1MDU2YTNiNDA5NA.pdf,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Y0L2QwLzRkL2Y4ZTMtNDNkNy05ZTlkLWU2N2U1MjUwOWM4Mw.xml,true,Danmark,DK,SÃ¦by,9300.0,3.0,Vestergade,Hjallerup,9320.0,5.0,NÃ¸rrehaven,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2017-03-06,2017-04-28,,,36037725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Trend Poulsen,Peter Trend Poulsen,Spar Nord Bank A/S,Trend P. Holding ApS,NÃ¸rhave regnskab,,Hjallerup,2014-07-04,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,23212897.0,false,false,Ingen bistand,urn:ofk:oid:23780462,indberetninger-20180424,2.595548,36037725.0,,2018-03-27T17:41:56.650Z,2017-04-28T12:41:53.092Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-73-VS,2017-04-28T12:41:53.292Z,,,,,,,,,,,,,,,,,,,,,,,
36037725,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzc4LzE4L2I2LzQ0MGYtNDliNC1iMDE4LTdkOTQ1NzY3MjU5ZQ.xhtml,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FiL2ZmLzI3L2MwY2EtNGM4Zi1hNjM4LWU1MDU2YTNiNDA5NA.pdf,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Y0L2QwLzRkL2Y4ZTMtNDNkNy05ZTlkLWU2N2U1MjUwOWM4Mw.xml,true,Danmark,DK,SÃ¦by,9300.0,3.0,Vestergade,Hjallerup,9320.0,5.0,NÃ¸rrehaven,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2017-03-06,2017-04-28,,,36037725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Trend Poulsen,Peter Trend Poulsen,Spar Nord Bank A/S,Trend P. Holding ApS,NÃ¸rhave regnskab,,Hjallerup,2014-07-04,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,,23212897.0,false,false,Ingen bistand,urn:ofk:oid:23780462,indberetninger-20180424,2.595548,36037725.0,,2018-03-27T17:41:56.650Z,2017-04-28T12:41:53.092Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-73-VS,2017-04-28T12:41:53.292Z,,,,,,,,,,,,,,,,,,,,,,,0.0
36037725,2016-01-01,2016-12-31,c11,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzc4LzE4L2I2LzQ0MGYtNDliNC1iMDE4LTdkOTQ1NzY3MjU5ZQ.xhtml,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FiL2ZmLzI3L2MwY2EtNGM4Zi1hNjM4LWU1MDU2YTNiNDA5NA.pdf,http://regnskaber.virk.dk/52773063/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Y0L2QwLzRkL2Y4ZTMtNDNkNy05ZTlkLWU2N2U1MjUwOWM4Mw.xml,true,Danmark,DK,SÃ¦by,9300.0,3.0,Vestergade,Hjallerup,9320.0,5.0,NÃ¸rrehaven,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2017-03-06,2017-04-28,,,36037725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Trend Poulsen,Peter Trend Poulsen,Spar Nord Bank A/S,Trend P. Holding ApS,NÃ¸rhave regnskab,,Hjallerup,2014-07-04,2015-12-31,196251.0,,,2016-12-31,2016-01-01,false,false,,23212897.0,false,false,Ingen bistand,urn:ofk:oid:23780462,indberetninger-20180424,2.595548,36037725.0,,2018-03-27T17:41:56.650Z,2017-04-28T12:41:53.092Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-73-VS,2017-04-28T12:41:53.292Z,,,,,,,,,,,,,,,,,,,,,,,0.0
