entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
27030882,2013-01-01,2013-12-31,ID_10,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2ZhLzJjLzYyL2U5N2QtNDYxMC05MmYxLWQ3NmEyZmQ3MGVjNg.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzlkLzdiLzNiLzNiYjUtNDZmMy05NTNjLWU2NWI2ZmYzZTIxMA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,Til den daglige ledelse i Templegym.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-04-22,2003-02-25,2015-04-22,27030882.0,34054657.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Templegym.dk ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,Templegym.dk ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn S, den 22. april 2015",826271.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-22,Odense M,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5616752,indberetninger-20180424,2.5097342,27030882.0,,2018-03-31T03:08:49.290Z,2015-06-30T08:33:37.227Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-83-DS,2015-06-30T08:33:37.362Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27030882,2013-01-01,2013-12-31,ID_12,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2ZhLzJjLzYyL2U5N2QtNDYxMC05MmYxLWQ3NmEyZmQ3MGVjNg.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzlkLzdiLzNiLzNiYjUtNDZmMy05NTNjLWU2NWI2ZmYzZTIxMA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,Til den daglige ledelse i Templegym.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-04-22,2003-02-25,2015-04-22,27030882.0,34054657.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Templegym.dk ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,Templegym.dk ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn S, den 22. april 2015",826271.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-22,Odense M,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5616752,indberetninger-20180424,2.5097342,27030882.0,,2018-03-31T03:08:49.290Z,2015-06-30T08:33:37.227Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-83-DS,2015-06-30T08:33:37.362Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27030882,2013-01-01,2013-12-31,ID_8,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2ZhLzJjLzYyL2U5N2QtNDYxMC05MmYxLWQ3NmEyZmQ3MGVjNg.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzlkLzdiLzNiLzNiYjUtNDZmMy05NTNjLWU2NWI2ZmYzZTIxMA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,Til den daglige ledelse i Templegym.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-04-22,2003-02-25,2015-04-22,27030882.0,34054657.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Templegym.dk ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,Templegym.dk ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn S, den 22. april 2015",-826271.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-22,Odense M,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5616752,indberetninger-20180424,2.5097342,27030882.0,,2018-03-31T03:08:49.290Z,2015-06-30T08:33:37.227Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-83-DS,2015-06-30T08:33:37.362Z,-338320.0,1146675.0,649912.0,111379.0,-269822.0,-158443.0,556449.0,,,,,,,,,,,,,,,,,,,,,,,,,
27030882,2013-12-31,2013-12-31,ID_14,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2ZhLzJjLzYyL2U5N2QtNDYxMC05MmYxLWQ3NmEyZmQ3MGVjNg.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzlkLzdiLzNiLzNiYjUtNDZmMy05NTNjLWU2NWI2ZmYzZTIxMA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,Til den daglige ledelse i Templegym.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-04-22,2003-02-25,2015-04-22,27030882.0,34054657.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Templegym.dk ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,Templegym.dk ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn S, den 22. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-22,Odense M,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5616752,indberetninger-20180424,2.5097342,27030882.0,,2018-03-31T03:08:49.290Z,2015-06-30T08:33:37.227Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-83-DS,2015-06-30T08:33:37.362Z,,,,,,,,1185739.0,50164.0,125000.0,900895.0,10055.0,48357.0,-701271.0,117265.0,347180.0,119222.0,1185739.0,1887010.0,48357.0,347180.0,284844.0,1699488.0,372589.0,236487.0,-826271.0,59715.0,1887010.0,503551.0,127807.0,120907.0,
27030882,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2ZhLzJjLzYyL2U5N2QtNDYxMC05MmYxLWQ3NmEyZmQ3MGVjNg.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzlkLzdiLzNiLzNiYjUtNDZmMy05NTNjLWU2NWI2ZmYzZTIxMA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,Til den daglige ledelse i Templegym.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-04-22,2003-02-25,2015-04-22,27030882.0,34054657.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Templegym.dk ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,Templegym.dk ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn S, den 22. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-22,Odense M,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5616752,indberetninger-20180424,2.5097342,27030882.0,,2018-03-31T03:08:49.290Z,2015-06-30T08:33:37.227Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-83-DS,2015-06-30T08:33:37.362Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27030882,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2ZhLzJjLzYyL2U5N2QtNDYxMC05MmYxLWQ3NmEyZmQ3MGVjNg.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzlkLzdiLzNiLzNiYjUtNDZmMy05NTNjLWU2NWI2ZmYzZTIxMA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,Til den daglige ledelse i Templegym.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-04-22,2003-02-25,2015-04-22,27030882.0,34054657.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Templegym.dk ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,Templegym.dk ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn S, den 22. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-22,Odense M,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5616752,indberetninger-20180424,2.5097342,27030882.0,,2018-03-31T03:08:49.290Z,2015-06-30T08:33:37.227Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-83-DS,2015-06-30T08:33:37.362Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27030882,2014-01-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2ZhLzJjLzYyL2U5N2QtNDYxMC05MmYxLWQ3NmEyZmQ3MGVjNg.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzlkLzdiLzNiLzNiYjUtNDZmMy05NTNjLWU2NWI2ZmYzZTIxMA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,Til den daglige ledelse i Templegym.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-04-22,2003-02-25,2015-04-22,27030882.0,34054657.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Templegym.dk ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,Templegym.dk ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn S, den 22. april 2015",273325.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-22,Odense M,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5616752,indberetninger-20180424,2.5097342,27030882.0,,2018-03-31T03:08:49.290Z,2015-06-30T08:33:37.227Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-83-DS,2015-06-30T08:33:37.362Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27030882,2014-01-01,2014-12-31,ID_15,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2ZhLzJjLzYyL2U5N2QtNDYxMC05MmYxLWQ3NmEyZmQ3MGVjNg.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzlkLzdiLzNiLzNiYjUtNDZmMy05NTNjLWU2NWI2ZmYzZTIxMA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,Til den daglige ledelse i Templegym.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-04-22,2003-02-25,2015-04-22,27030882.0,34054657.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Templegym.dk ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,Templegym.dk ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn S, den 22. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-22,Odense M,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5616752,indberetninger-20180424,2.5097342,27030882.0,,2018-03-31T03:08:49.290Z,2015-06-30T08:33:37.227Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-83-DS,2015-06-30T08:33:37.362Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27030882,2014-01-01,2014-12-31,ID_16,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2ZhLzJjLzYyL2U5N2QtNDYxMC05MmYxLWQ3NmEyZmQ3MGVjNg.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzlkLzdiLzNiLzNiYjUtNDZmMy05NTNjLWU2NWI2ZmYzZTIxMA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,Til den daglige ledelse i Templegym.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-04-22,2003-02-25,2015-04-22,27030882.0,34054657.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Templegym.dk ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,Templegym.dk ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn S, den 22. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-22,Odense M,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5616752,indberetninger-20180424,2.5097342,27030882.0,,2018-03-31T03:08:49.290Z,2015-06-30T08:33:37.227Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-83-DS,2015-06-30T08:33:37.362Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27030882,2014-01-01,2014-12-31,ID_17,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2ZhLzJjLzYyL2U5N2QtNDYxMC05MmYxLWQ3NmEyZmQ3MGVjNg.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzlkLzdiLzNiLzNiYjUtNDZmMy05NTNjLWU2NWI2ZmYzZTIxMA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,Til den daglige ledelse i Templegym.dk ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-04-22,2003-02-25,2015-04-22,27030882.0,34054657.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Templegym.dk ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,Templegym.dk ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn S, den 22. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-22,Odense M,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5616752,indberetninger-20180424,2.5097342,27030882.0,,2018-03-31T03:08:49.290Z,2015-06-30T08:33:37.227Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-83-DS,2015-06-30T08:33:37.362Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
