entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
27030882,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzYyL2VjL2I5L2JmMTgtNGI0MS04ZjRjLTA3YTllODllYzg5Yw.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzIxLzBhL2Q1L2E0MjUtNDk1Zi1hYWQ4LTc1MDUyNzA1MjIyOA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-23,2003-02-25,2016-06-23,0.0,27030882.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for TEMPLEGYM.DK ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,TEMPLEGYM.DK ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn K, den 23. juni 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22820418,indberetninger-20180424,2.5095978,27030882.0,,2018-03-28T15:45:25.884Z,2016-07-06T14:21:42.589Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-16-YN,2016-07-06T14:21:42.686Z,
27030882,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzYyL2VjL2I5L2JmMTgtNGI0MS04ZjRjLTA3YTllODllYzg5Yw.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzIxLzBhL2Q1L2E0MjUtNDk1Zi1hYWQ4LTc1MDUyNzA1MjIyOA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-23,2003-02-25,2016-06-23,0.0,27030882.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for TEMPLEGYM.DK ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,TEMPLEGYM.DK ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn K, den 23. juni 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22820418,indberetninger-20180424,2.5095978,27030882.0,,2018-03-28T15:45:25.884Z,2016-07-06T14:21:42.589Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-16-YN,2016-07-06T14:21:42.686Z,
27030882,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzYyL2VjL2I5L2JmMTgtNGI0MS04ZjRjLTA3YTllODllYzg5Yw.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzIxLzBhL2Q1L2E0MjUtNDk1Zi1hYWQ4LTc1MDUyNzA1MjIyOA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-23,2003-02-25,2016-06-23,0.0,27030882.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for TEMPLEGYM.DK ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,TEMPLEGYM.DK ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn K, den 23. juni 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22820418,indberetninger-20180424,2.5095978,27030882.0,,2018-03-28T15:45:25.884Z,2016-07-06T14:21:42.589Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-16-YN,2016-07-06T14:21:42.686Z,
27030882,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzYyL2VjL2I5L2JmMTgtNGI0MS04ZjRjLTA3YTllODllYzg5Yw.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzIxLzBhL2Q1L2E0MjUtNDk1Zi1hYWQ4LTc1MDUyNzA1MjIyOA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-23,2003-02-25,2016-06-23,0.0,27030882.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for TEMPLEGYM.DK ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,TEMPLEGYM.DK ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn K, den 23. juni 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22820418,indberetninger-20180424,2.5095978,27030882.0,,2018-03-28T15:45:25.884Z,2016-07-06T14:21:42.589Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-16-YN,2016-07-06T14:21:42.686Z,
27030882,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzYyL2VjL2I5L2JmMTgtNGI0MS04ZjRjLTA3YTllODllYzg5Yw.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzIxLzBhL2Q1L2E0MjUtNDk1Zi1hYWQ4LTc1MDUyNzA1MjIyOA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-23,2003-02-25,2016-06-23,0.0,27030882.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for TEMPLEGYM.DK ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,TEMPLEGYM.DK ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn K, den 23. juni 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22820418,indberetninger-20180424,2.5095978,27030882.0,,2018-03-28T15:45:25.884Z,2016-07-06T14:21:42.589Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-16-YN,2016-07-06T14:21:42.686Z,
27030882,2015-01-01,2015-12-31,ID_2,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzYyL2VjL2I5L2JmMTgtNGI0MS04ZjRjLTA3YTllODllYzg5Yw.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzIxLzBhL2Q1L2E0MjUtNDk1Zi1hYWQ4LTc1MDUyNzA1MjIyOA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-23,2003-02-25,2016-06-23,0.0,27030882.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for TEMPLEGYM.DK ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,TEMPLEGYM.DK ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn K, den 23. juni 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22820418,indberetninger-20180424,2.5095978,27030882.0,,2018-03-28T15:45:25.884Z,2016-07-06T14:21:42.589Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-16-YN,2016-07-06T14:21:42.686Z,Dan Dommer
27030882,2015-01-01,2015-12-31,ID_3,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzYyL2VjL2I5L2JmMTgtNGI0MS04ZjRjLTA3YTllODllYzg5Yw.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzIxLzBhL2Q1L2E0MjUtNDk1Zi1hYWQ4LTc1MDUyNzA1MjIyOA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-23,2003-02-25,2016-06-23,0.0,27030882.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for TEMPLEGYM.DK ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,TEMPLEGYM.DK ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn K, den 23. juni 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22820418,indberetninger-20180424,2.5095978,27030882.0,,2018-03-28T15:45:25.884Z,2016-07-06T14:21:42.589Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-16-YN,2016-07-06T14:21:42.686Z,
27030882,2015-01-01,2015-12-31,ID_4,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzYyL2VjL2I5L2JmMTgtNGI0MS04ZjRjLTA3YTllODllYzg5Yw.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzIxLzBhL2Q1L2E0MjUtNDk1Zi1hYWQ4LTc1MDUyNzA1MjIyOA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-23,2003-02-25,2016-06-23,0.0,27030882.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for TEMPLEGYM.DK ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,TEMPLEGYM.DK ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn K, den 23. juni 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22820418,indberetninger-20180424,2.5095978,27030882.0,,2018-03-28T15:45:25.884Z,2016-07-06T14:21:42.589Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-16-YN,2016-07-06T14:21:42.686Z,
27030882,2015-01-01,2015-12-31,ID_5,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzYyL2VjL2I5L2JmMTgtNGI0MS04ZjRjLTA3YTllODllYzg5Yw.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzIxLzBhL2Q1L2E0MjUtNDk1Zi1hYWQ4LTc1MDUyNzA1MjIyOA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-23,2003-02-25,2016-06-23,0.0,27030882.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for TEMPLEGYM.DK ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,TEMPLEGYM.DK ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn K, den 23. juni 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22820418,indberetninger-20180424,2.5095978,27030882.0,,2018-03-28T15:45:25.884Z,2016-07-06T14:21:42.589Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-16-YN,2016-07-06T14:21:42.686Z,
27030882,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzYyL2VjL2I5L2JmMTgtNGI0MS04ZjRjLTA3YTllODllYzg5Yw.pdf,http://regnskaber.virk.dk/28803072/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzIxLzBhL2Q1L2E0MjUtNDk1Zi1hYWQ4LTc1MDUyNzA1MjIyOA.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-23,2003-02-25,2016-06-23,0.0,27030882.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for TEMPLEGYM.DK ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan Dommer,TEMPLEGYM.DK ApS,4audit Godkendt Revisionsanpartsselskab ApS,"KÃ¸benhavn K, den 23. juni 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22820418,indberetninger-20180424,2.5095978,27030882.0,,2018-03-28T15:45:25.884Z,2016-07-06T14:21:42.589Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-16-YN,2016-07-06T14:21:42.686Z,
