entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IncreaseOfCapital,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
36688475,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2I3LzliL2E2LzI4YWItNDVlNC1iZGVlLTlkMzZhNGU1NWRiZg.pdf,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzY1L2EzLzVkLzljYjYtNDVjNS05YzZlLWViZDA2YjBkYWNlYw.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til den daglige ledelse i Lind Electric A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-08,2019-04-08,2015-03-12,2019-04-08,12901038.0,36688475.0,12901038.0,mne9539,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Lind Electric A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Olsen,Claus Lind,aage maagensen,Lind Electric A/S,"aage maagensen, statsautoriseret revisionsaktieselskab",NÃ¸rre Alslev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-08,NykÃ¸bing F.,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27020786,indberetninger-20180424,2.5124211,36688475.0,AWpOlUvRRYGX6_YTHF7R,2019-04-24T09:03:46.903Z,2019-04-24T09:02:47.299Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-73-VM,2019-04-24T09:02:47.617Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36688475,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2I3LzliL2E2LzI4YWItNDVlNC1iZGVlLTlkMzZhNGU1NWRiZg.pdf,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzY1L2EzLzVkLzljYjYtNDVjNS05YzZlLWViZDA2YjBkYWNlYw.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til den daglige ledelse i Lind Electric A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-08,2019-04-08,2015-03-12,2019-04-08,12901038.0,36688475.0,12901038.0,mne9539,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Lind Electric A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Olsen,Claus Lind,aage maagensen,Lind Electric A/S,"aage maagensen, statsautoriseret revisionsaktieselskab",NÃ¸rre Alslev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-08,NykÃ¸bing F.,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27020786,indberetninger-20180424,2.5124211,36688475.0,AWpOlUvRRYGX6_YTHF7R,2019-04-24T09:03:46.903Z,2019-04-24T09:02:47.299Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-73-VM,2019-04-24T09:02:47.617Z,0.0,0.0,-21250.0,18421.0,0.0,0.0,-36890.0,-39671.0,-21250.0,-2781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36688475,2017-01-01,2017-12-31,ID_19,,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2I3LzliL2E2LzI4YWItNDVlNC1iZGVlLTlkMzZhNGU1NWRiZg.pdf,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzY1L2EzLzVkLzljYjYtNDVjNS05YzZlLWViZDA2YjBkYWNlYw.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til den daglige ledelse i Lind Electric A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-08,2019-04-08,2015-03-12,2019-04-08,12901038.0,36688475.0,12901038.0,mne9539,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Lind Electric A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Olsen,Claus Lind,aage maagensen,Lind Electric A/S,"aage maagensen, statsautoriseret revisionsaktieselskab",NÃ¸rre Alslev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-08,NykÃ¸bing F.,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27020786,indberetninger-20180424,2.5124211,36688475.0,AWpOlUvRRYGX6_YTHF7R,2019-04-24T09:03:46.903Z,2019-04-24T09:02:47.299Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-73-VM,2019-04-24T09:02:47.617Z,,,,,,,-36890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36688475,2017-12-31,2017-12-31,ID_10,,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2I3LzliL2E2LzI4YWItNDVlNC1iZGVlLTlkMzZhNGU1NWRiZg.pdf,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzY1L2EzLzVkLzljYjYtNDVjNS05YzZlLWViZDA2YjBkYWNlYw.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til den daglige ledelse i Lind Electric A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-08,2019-04-08,2015-03-12,2019-04-08,12901038.0,36688475.0,12901038.0,mne9539,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Lind Electric A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Olsen,Claus Lind,aage maagensen,Lind Electric A/S,"aage maagensen, statsautoriseret revisionsaktieselskab",NÃ¸rre Alslev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-08,NykÃ¸bing F.,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27020786,indberetninger-20180424,2.5124211,36688475.0,AWpOlUvRRYGX6_YTHF7R,2019-04-24T09:03:46.903Z,2019-04-24T09:02:47.299Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-73-VM,2019-04-24T09:02:47.617Z,,,,,,,,,,,340069.0,92.0,0.0,50000.0,340069.0,0.0,0.0,-9869.0,0.0,0.0,340069.0,349938.0,0.0,0.0,0.0,0.0,0.0,14375.0,339977.0,0.0,0.0,-59869.0,0.0,349938.0,0.0,335563.0,339977.0,0.0,0.0,,,,
36688475,2018-01-01,2018-01-01,ID_14,,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2I3LzliL2E2LzI4YWItNDVlNC1iZGVlLTlkMzZhNGU1NWRiZg.pdf,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzY1L2EzLzVkLzljYjYtNDVjNS05YzZlLWViZDA2YjBkYWNlYw.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til den daglige ledelse i Lind Electric A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-08,2019-04-08,2015-03-12,2019-04-08,12901038.0,36688475.0,12901038.0,mne9539,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Lind Electric A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Olsen,Claus Lind,aage maagensen,Lind Electric A/S,"aage maagensen, statsautoriseret revisionsaktieselskab",NÃ¸rre Alslev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-08,NykÃ¸bing F.,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27020786,indberetninger-20180424,2.5124211,36688475.0,AWpOlUvRRYGX6_YTHF7R,2019-04-24T09:03:46.903Z,2019-04-24T09:02:47.299Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-73-VM,2019-04-24T09:02:47.617Z,,,,,,,,,,,,,,,,,,59869.0,,,,,,,,,,,,,,,,,,,,,,,,,
36688475,2018-01-01,2018-01-01,ID_15,,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2I3LzliL2E2LzI4YWItNDVlNC1iZGVlLTlkMzZhNGU1NWRiZg.pdf,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzY1L2EzLzVkLzljYjYtNDVjNS05YzZlLWViZDA2YjBkYWNlYw.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til den daglige ledelse i Lind Electric A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-08,2019-04-08,2015-03-12,2019-04-08,12901038.0,36688475.0,12901038.0,mne9539,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Lind Electric A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Olsen,Claus Lind,aage maagensen,Lind Electric A/S,"aage maagensen, statsautoriseret revisionsaktieselskab",NÃ¸rre Alslev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-08,NykÃ¸bing F.,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27020786,indberetninger-20180424,2.5124211,36688475.0,AWpOlUvRRYGX6_YTHF7R,2019-04-24T09:03:46.903Z,2019-04-24T09:02:47.299Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-73-VM,2019-04-24T09:02:47.617Z,,,,,,,,,,,,,,,,,,-50000.0,,,,,,,,,,,,,,,,,,,,,,,,,
36688475,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2I3LzliL2E2LzI4YWItNDVlNC1iZGVlLTlkMzZhNGU1NWRiZg.pdf,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzY1L2EzLzVkLzljYjYtNDVjNS05YzZlLWViZDA2YjBkYWNlYw.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til den daglige ledelse i Lind Electric A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-08,2019-04-08,2015-03-12,2019-04-08,12901038.0,36688475.0,12901038.0,mne9539,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Lind Electric A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Olsen,Claus Lind,aage maagensen,Lind Electric A/S,"aage maagensen, statsautoriseret revisionsaktieselskab",NÃ¸rre Alslev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-08,NykÃ¸bing F.,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27020786,indberetninger-20180424,2.5124211,36688475.0,AWpOlUvRRYGX6_YTHF7R,2019-04-24T09:03:46.903Z,2019-04-24T09:02:47.299Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-73-VM,2019-04-24T09:02:47.617Z,41684.0,593080.0,526935.0,29833.0,3315.0,7664.0,-112358.0,-142011.0,-115493.0,-29653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36688475,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2I3LzliL2E2LzI4YWItNDVlNC1iZGVlLTlkMzZhNGU1NWRiZg.pdf,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzY1L2EzLzVkLzljYjYtNDVjNS05YzZlLWViZDA2YjBkYWNlYw.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til den daglige ledelse i Lind Electric A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-08,2019-04-08,2015-03-12,2019-04-08,12901038.0,36688475.0,12901038.0,mne9539,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Lind Electric A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Olsen,Claus Lind,aage maagensen,Lind Electric A/S,"aage maagensen, statsautoriseret revisionsaktieselskab",NÃ¸rre Alslev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-08,NykÃ¸bing F.,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27020786,indberetninger-20180424,2.5124211,36688475.0,AWpOlUvRRYGX6_YTHF7R,2019-04-24T09:03:46.903Z,2019-04-24T09:02:47.299Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-73-VM,2019-04-24T09:02:47.617Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36688475,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2I3LzliL2E2LzI4YWItNDVlNC1iZGVlLTlkMzZhNGU1NWRiZg.pdf,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzY1L2EzLzVkLzljYjYtNDVjNS05YzZlLWViZDA2YjBkYWNlYw.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til den daglige ledelse i Lind Electric A/S,4.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-08,2019-04-08,2015-03-12,2019-04-08,12901038.0,36688475.0,12901038.0,mne9539,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Lind Electric A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Olsen,Claus Lind,aage maagensen,Lind Electric A/S,"aage maagensen, statsautoriseret revisionsaktieselskab",NÃ¸rre Alslev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-08,NykÃ¸bing F.,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27020786,indberetninger-20180424,2.5124211,36688475.0,AWpOlUvRRYGX6_YTHF7R,2019-04-24T09:03:46.903Z,2019-04-24T09:02:47.299Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-73-VM,2019-04-24T09:02:47.617Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36688475,2018-01-01,2018-12-31,ID_16,,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2I3LzliL2E2LzI4YWItNDVlNC1iZGVlLTlkMzZhNGU1NWRiZg.pdf,http://regnskaber.virk.dk/57488663/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzY1L2EzLzVkLzljYjYtNDVjNS05YzZlLWViZDA2YjBkYWNlYw.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til den daglige ledelse i Lind Electric A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-08,2019-04-08,2015-03-12,2019-04-08,12901038.0,36688475.0,12901038.0,mne9539,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Lind Electric A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Olsen,Claus Lind,aage maagensen,Lind Electric A/S,"aage maagensen, statsautoriseret revisionsaktieselskab",NÃ¸rre Alslev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-08,NykÃ¸bing F.,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27020786,indberetninger-20180424,2.5124211,36688475.0,AWpOlUvRRYGX6_YTHF7R,2019-04-24T09:03:46.903Z,2019-04-24T09:02:47.299Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-73-VM,2019-04-24T09:02:47.617Z,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-450000.0,,,
