entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
31081440,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzVlL2Y1L2ExLzYxNmEtNGEzZS1hNzlhLWUzZmZkMzY5ZjVjZg.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkyLzdmLzAzLzA3YjItNDIwMC05MTViLWQ4ZWMyMmM1YjljMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,c/o TORKIL LAURSEN ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i MR Holding 2007 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",32800.0,2018-11-09,2007-11-29,2018-11-22,Statsautoriseret revisor,-103400.0,3164.0,20222670.0,31081440.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for MR Holding 2007 ApS.,128116.0,152524.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,0.0,Taastrup,2016-07-01,2017-06-30,244676.0,277476.0,124952.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2018-06-30,2017-07-01,true,2018-11-09,KÃ¸benhavn,32800.0,urn:ofk:oid:26360619,indberetninger-20180424,2.5097403999999996,31081440.0,AWdWFmqMet7j816DxHF_,2018-11-27T16:53:32.856Z,2018-11-27T16:52:45.016Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DU-66-US,2018-11-27T16:52:45.188Z,,,,,,,,,,,,,,,,,,,,,
31081440,2016-07-01,2017-06-30,c177,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzVlL2Y1L2ExLzYxNmEtNGEzZS1hNzlhLWUzZmZkMzY5ZjVjZg.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkyLzdmLzAzLzA3YjItNDIwMC05MTViLWQ4ZWMyMmM1YjljMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,c/o TORKIL LAURSEN ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i MR Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-09,2007-11-29,2018-11-22,Statsautoriseret revisor,-103400.0,,20222670.0,31081440.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for MR Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Taastrup,2016-07-01,2017-06-30,103400.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2018-06-30,2017-07-01,true,2018-11-09,KÃ¸benhavn,,urn:ofk:oid:26360619,indberetninger-20180424,2.5097403999999996,31081440.0,AWdWFmqMet7j816DxHF_,2018-11-27T16:53:32.856Z,2018-11-27T16:52:45.016Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DU-66-US,2018-11-27T16:52:45.188Z,,,,,,,,,,,,,,,,,,,,,
31081440,2016-07-01,2017-06-30,c195,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzVlL2Y1L2ExLzYxNmEtNGEzZS1hNzlhLWUzZmZkMzY5ZjVjZg.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkyLzdmLzAzLzA3YjItNDIwMC05MTViLWQ4ZWMyMmM1YjljMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,c/o TORKIL LAURSEN ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i MR Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-09,2007-11-29,2018-11-22,Statsautoriseret revisor,-103400.0,,20222670.0,31081440.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for MR Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Taastrup,2016-07-01,2017-06-30,141276.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2018-06-30,2017-07-01,true,2018-11-09,KÃ¸benhavn,,urn:ofk:oid:26360619,indberetninger-20180424,2.5097403999999996,31081440.0,AWdWFmqMet7j816DxHF_,2018-11-27T16:53:32.856Z,2018-11-27T16:52:45.016Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DU-66-US,2018-11-27T16:52:45.188Z,,,,,,,,,,,,,,,,,,,,,
31081440,2017-06-30,2017-06-30,c172,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzVlL2Y1L2ExLzYxNmEtNGEzZS1hNzlhLWUzZmZkMzY5ZjVjZg.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkyLzdmLzAzLzA3YjItNDIwMC05MTViLWQ4ZWMyMmM1YjljMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,c/o TORKIL LAURSEN ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i MR Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-09,2007-11-29,2018-11-22,Statsautoriseret revisor,-103400.0,,20222670.0,31081440.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for MR Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Taastrup,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2018-06-30,2017-07-01,true,2018-11-09,KÃ¸benhavn,,urn:ofk:oid:26360619,indberetninger-20180424,2.5097403999999996,31081440.0,AWdWFmqMet7j816DxHF_,2018-11-27T16:53:32.856Z,2018-11-27T16:52:45.016Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DU-66-US,2018-11-27T16:52:45.188Z,4679756.0,559454.0,125000.0,4617714.0,4679756.0,62042.0,4110991.0,1937906.0,4110991.0,2173085.0,60167.0,0.0,103400.0,4389314.0,62042.0,9311.0,0.0,9311.0,1875.0,,
31081440,2017-07-01,2017-07-01,c226,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzVlL2Y1L2ExLzYxNmEtNGEzZS1hNzlhLWUzZmZkMzY5ZjVjZg.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkyLzdmLzAzLzA3YjItNDIwMC05MTViLWQ4ZWMyMmM1YjljMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,c/o TORKIL LAURSEN ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i MR Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-09,2007-11-29,2018-11-22,Statsautoriseret revisor,-103400.0,,20222670.0,31081440.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for MR Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Taastrup,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2018-06-30,2017-07-01,true,2018-11-09,KÃ¸benhavn,,urn:ofk:oid:26360619,indberetninger-20180424,2.5097403999999996,31081440.0,AWdWFmqMet7j816DxHF_,2018-11-27T16:53:32.856Z,2018-11-27T16:52:45.016Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DU-66-US,2018-11-27T16:52:45.188Z,,,,125000.0,,,,,,,,,,,,,,,,,
31081440,2017-07-01,2017-07-01,c253,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzVlL2Y1L2ExLzYxNmEtNGEzZS1hNzlhLWUzZmZkMzY5ZjVjZg.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkyLzdmLzAzLzA3YjItNDIwMC05MTViLWQ4ZWMyMmM1YjljMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,c/o TORKIL LAURSEN ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i MR Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-09,2007-11-29,2018-11-22,Statsautoriseret revisor,-103400.0,,20222670.0,31081440.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for MR Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Taastrup,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2018-06-30,2017-07-01,true,2018-11-09,KÃ¸benhavn,,urn:ofk:oid:26360619,indberetninger-20180424,2.5097403999999996,31081440.0,AWdWFmqMet7j816DxHF_,2018-11-27T16:53:32.856Z,2018-11-27T16:52:45.016Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DU-66-US,2018-11-27T16:52:45.188Z,,,,4389314.0,,,,,,,,,,,,,,,,,
31081440,2017-07-01,2017-07-01,c257,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzVlL2Y1L2ExLzYxNmEtNGEzZS1hNzlhLWUzZmZkMzY5ZjVjZg.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkyLzdmLzAzLzA3YjItNDIwMC05MTViLWQ4ZWMyMmM1YjljMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,c/o TORKIL LAURSEN ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i MR Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-09,2007-11-29,2018-11-22,Statsautoriseret revisor,-103400.0,,20222670.0,31081440.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for MR Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Taastrup,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2018-06-30,2017-07-01,true,2018-11-09,KÃ¸benhavn,,urn:ofk:oid:26360619,indberetninger-20180424,2.5097403999999996,31081440.0,AWdWFmqMet7j816DxHF_,2018-11-27T16:53:32.856Z,2018-11-27T16:52:45.016Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DU-66-US,2018-11-27T16:52:45.188Z,,,,103400.0,,,,,,,,,,,,,,,,,
31081440,2017-07-01,2018-06-30,c173,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzVlL2Y1L2ExLzYxNmEtNGEzZS1hNzlhLWUzZmZkMzY5ZjVjZg.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkyLzdmLzAzLzA3YjItNDIwMC05MTViLWQ4ZWMyMmM1YjljMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,c/o TORKIL LAURSEN ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i MR Holding 2007 ApS,353.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",20372.0,2018-11-09,2007-11-29,2018-11-22,Statsautoriseret revisor,-103400.0,14017.0,20222670.0,31081440.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for MR Holding 2007 ApS.,16077.0,102776.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,38.0,3929.0,Taastrup,2016-07-01,2017-06-30,88002.0,108727.0,2060.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2018-06-30,2017-07-01,true,2018-11-09,KÃ¸benhavn,20725.0,urn:ofk:oid:26360619,indberetninger-20180424,2.5097403999999996,31081440.0,AWdWFmqMet7j816DxHF_,2018-11-27T16:53:32.856Z,2018-11-27T16:52:45.016Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DU-66-US,2018-11-27T16:52:45.188Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang
31081440,2017-07-01,2018-06-30,c176,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzVlL2Y1L2ExLzYxNmEtNGEzZS1hNzlhLWUzZmZkMzY5ZjVjZg.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkyLzdmLzAzLzA3YjItNDIwMC05MTViLWQ4ZWMyMmM1YjljMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,c/o TORKIL LAURSEN ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i MR Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-09,2007-11-29,2018-11-22,Statsautoriseret revisor,-103400.0,,20222670.0,31081440.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for MR Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Taastrup,2016-07-01,2017-06-30,105800.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2018-06-30,2017-07-01,true,2018-11-09,KÃ¸benhavn,,urn:ofk:oid:26360619,indberetninger-20180424,2.5097403999999996,31081440.0,AWdWFmqMet7j816DxHF_,2018-11-27T16:53:32.856Z,2018-11-27T16:52:45.016Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DU-66-US,2018-11-27T16:52:45.188Z,,,,,,,,,,,,,,,,,,,,,
31081440,2017-07-01,2018-06-30,c194,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzVlL2Y1L2ExLzYxNmEtNGEzZS1hNzlhLWUzZmZkMzY5ZjVjZg.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkyLzdmLzAzLzA3YjItNDIwMC05MTViLWQ4ZWMyMmM1YjljMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,c/o TORKIL LAURSEN ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i MR Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-09,2007-11-29,2018-11-22,Statsautoriseret revisor,-103400.0,,20222670.0,31081440.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for MR Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Taastrup,2016-07-01,2017-06-30,-17798.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2018-06-30,2017-07-01,true,2018-11-09,KÃ¸benhavn,,urn:ofk:oid:26360619,indberetninger-20180424,2.5097403999999996,31081440.0,AWdWFmqMet7j816DxHF_,2018-11-27T16:53:32.856Z,2018-11-27T16:52:45.016Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DU-66-US,2018-11-27T16:52:45.188Z,,,,,,,,,,,,,,,,,,,,,
