entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance,IncreaseDecreaseOfEquityThroughChangesInAccountingPolicies
31081440,2015-07-01,2016-06-30,c174,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzUxL2UxL2RmL2NjNGYtNDgyOS1iNGI4LTg2NGE3NWE1MDg3Nw.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzJkLzQ3LzFhLzYxYzMtNDkzOC1iYTdmLWYxMTIzM2MyZjcwOA.xml,false,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,"c/o Torkil Laursen A/S, Klovtofteparken 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",6534.0,2017-09-25,2007-07-01,2017-10-02,Statsautoriseret revisor,-101200.0,3049.0,20222670.0,31081440.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MR Holding 2007 ApS.,248265.0,32827.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,1.0,Taastrup,2015-07-01,2016-06-30,271510.0,278044.0,245216.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2017-06-30,2016-07-01,true,2017-09-25,KÃ¸benhavn,6534.0,urn:ofk:oid:24580384,indberetninger-20180424,2.5118406,31081440.0,,2018-03-27T11:37:12.717Z,2017-10-10T08:55:48.057Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AZ-73-UP,2017-10-10T08:55:48.234Z,,,,,,,,,,,,,,,,,,,,,,,,
31081440,2015-07-01,2016-06-30,c177,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzUxL2UxL2RmL2NjNGYtNDgyOS1iNGI4LTg2NGE3NWE1MDg3Nw.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzJkLzQ3LzFhLzYxYzMtNDkzOC1iYTdmLWYxMTIzM2MyZjcwOA.xml,false,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,"c/o Torkil Laursen A/S, Klovtofteparken 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-25,2007-07-01,2017-10-02,Statsautoriseret revisor,-101200.0,,20222670.0,31081440.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MR Holding 2007 ApS.,,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Taastrup,2015-07-01,2016-06-30,101200.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2017-06-30,2016-07-01,true,2017-09-25,KÃ¸benhavn,,urn:ofk:oid:24580384,indberetninger-20180424,2.5118406,31081440.0,,2018-03-27T11:37:12.717Z,2017-10-10T08:55:48.057Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AZ-73-UP,2017-10-10T08:55:48.234Z,,,,,,,,,,,,,,,,,,,,,,,,
31081440,2015-07-01,2016-06-30,c195,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzUxL2UxL2RmL2NjNGYtNDgyOS1iNGI4LTg2NGE3NWE1MDg3Nw.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzJkLzQ3LzFhLzYxYzMtNDkzOC1iYTdmLWYxMTIzM2MyZjcwOA.xml,false,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,"c/o Torkil Laursen A/S, Klovtofteparken 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-25,2007-07-01,2017-10-02,Statsautoriseret revisor,-101200.0,,20222670.0,31081440.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MR Holding 2007 ApS.,,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Taastrup,2015-07-01,2016-06-30,170310.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2017-06-30,2016-07-01,true,2017-09-25,KÃ¸benhavn,,urn:ofk:oid:24580384,indberetninger-20180424,2.5118406,31081440.0,,2018-03-27T11:37:12.717Z,2017-10-10T08:55:48.057Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AZ-73-UP,2017-10-10T08:55:48.234Z,,,,,,,,,,,,,,,,,,,,,,,,
31081440,2016-06-30,2016-06-30,c172,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzUxL2UxL2RmL2NjNGYtNDgyOS1iNGI4LTg2NGE3NWE1MDg3Nw.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzJkLzQ3LzFhLzYxYzMtNDkzOC1iYTdmLWYxMTIzM2MyZjcwOA.xml,false,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,"c/o Torkil Laursen A/S, Klovtofteparken 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-25,2007-07-01,2017-10-02,Statsautoriseret revisor,-101200.0,,20222670.0,31081440.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MR Holding 2007 ApS.,,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Taastrup,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2017-06-30,2016-07-01,true,2017-09-25,KÃ¸benhavn,,urn:ofk:oid:24580384,indberetninger-20180424,2.5118406,31081440.0,,2018-03-27T11:37:12.717Z,2017-10-10T08:55:48.057Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AZ-73-UP,2017-10-10T08:55:48.234Z,4577360.0,593065.0,125000.0,4474238.0,4577360.0,103122.0,3963700.0,1927739.0,50000.0,3963700.0,2035961.0,50000.0,0.0,101200.0,4248038.0,53122.0,51247.0,20595.0,20595.0,1875.0,,,,
31081440,2016-07-01,2016-07-01,c226,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzUxL2UxL2RmL2NjNGYtNDgyOS1iNGI4LTg2NGE3NWE1MDg3Nw.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzJkLzQ3LzFhLzYxYzMtNDkzOC1iYTdmLWYxMTIzM2MyZjcwOA.xml,false,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,"c/o Torkil Laursen A/S, Klovtofteparken 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-25,2007-07-01,2017-10-02,Statsautoriseret revisor,-101200.0,,20222670.0,31081440.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MR Holding 2007 ApS.,,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Taastrup,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2017-06-30,2016-07-01,true,2017-09-25,KÃ¸benhavn,,urn:ofk:oid:24580384,indberetninger-20180424,2.5118406,31081440.0,,2018-03-27T11:37:12.717Z,2017-10-10T08:55:48.057Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AZ-73-UP,2017-10-10T08:55:48.234Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,
31081440,2016-07-01,2016-07-01,c253,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzUxL2UxL2RmL2NjNGYtNDgyOS1iNGI4LTg2NGE3NWE1MDg3Nw.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzJkLzQ3LzFhLzYxYzMtNDkzOC1iYTdmLWYxMTIzM2MyZjcwOA.xml,false,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,"c/o Torkil Laursen A/S, Klovtofteparken 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-25,2007-07-01,2017-10-02,Statsautoriseret revisor,-101200.0,,20222670.0,31081440.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MR Holding 2007 ApS.,,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Taastrup,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2017-06-30,2016-07-01,true,2017-09-25,KÃ¸benhavn,,urn:ofk:oid:24580384,indberetninger-20180424,2.5118406,31081440.0,,2018-03-27T11:37:12.717Z,2017-10-10T08:55:48.057Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AZ-73-UP,2017-10-10T08:55:48.234Z,,,,4248038.0,,,,,,,,,,,,,,,,,,,,
31081440,2016-07-01,2016-07-01,c257,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzUxL2UxL2RmL2NjNGYtNDgyOS1iNGI4LTg2NGE3NWE1MDg3Nw.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzJkLzQ3LzFhLzYxYzMtNDkzOC1iYTdmLWYxMTIzM2MyZjcwOA.xml,false,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,"c/o Torkil Laursen A/S, Klovtofteparken 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-25,2007-07-01,2017-10-02,Statsautoriseret revisor,-101200.0,,20222670.0,31081440.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MR Holding 2007 ApS.,,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Taastrup,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2017-06-30,2016-07-01,true,2017-09-25,KÃ¸benhavn,,urn:ofk:oid:24580384,indberetninger-20180424,2.5118406,31081440.0,,2018-03-27T11:37:12.717Z,2017-10-10T08:55:48.057Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AZ-73-UP,2017-10-10T08:55:48.234Z,,,,0.0,,,,,,,,,,,,,,,,,,,,
31081440,2016-07-01,2017-06-30,c173,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzUxL2UxL2RmL2NjNGYtNDgyOS1iNGI4LTg2NGE3NWE1MDg3Nw.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzJkLzQ3LzFhLzYxYzMtNDkzOC1iYTdmLWYxMTIzM2MyZjcwOA.xml,false,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,"c/o Torkil Laursen A/S, Klovtofteparken 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",32800.0,2017-09-25,2007-07-01,2017-10-02,Statsautoriseret revisor,-101200.0,3164.0,20222670.0,31081440.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MR Holding 2007 ApS.,128116.0,152524.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,Taastrup,2015-07-01,2016-06-30,244676.0,277476.0,124952.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2017-06-30,2016-07-01,true,2017-09-25,KÃ¸benhavn,32800.0,urn:ofk:oid:24580384,indberetninger-20180424,2.5118406,31081440.0,,2018-03-27T11:37:12.717Z,2017-10-10T08:55:48.057Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AZ-73-UP,2017-10-10T08:55:48.234Z,,,,,,,,,,,,,,,,,,,,,Til kapitalejeren i MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang,
31081440,2016-07-01,2017-06-30,c176,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzUxL2UxL2RmL2NjNGYtNDgyOS1iNGI4LTg2NGE3NWE1MDg3Nw.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzJkLzQ3LzFhLzYxYzMtNDkzOC1iYTdmLWYxMTIzM2MyZjcwOA.xml,false,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,"c/o Torkil Laursen A/S, Klovtofteparken 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-25,2007-07-01,2017-10-02,Statsautoriseret revisor,-101200.0,,20222670.0,31081440.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MR Holding 2007 ApS.,,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Taastrup,2015-07-01,2016-06-30,103400.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2017-06-30,2016-07-01,true,2017-09-25,KÃ¸benhavn,,urn:ofk:oid:24580384,indberetninger-20180424,2.5118406,31081440.0,,2018-03-27T11:37:12.717Z,2017-10-10T08:55:48.057Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AZ-73-UP,2017-10-10T08:55:48.234Z,,,,,,,,,,,,,,,,,,,,,,,,
31081440,2016-07-01,2017-06-30,c194,,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzUxL2UxL2RmL2NjNGYtNDgyOS1iNGI4LTg2NGE3NWE1MDg3Nw.pdf,http://regnskaber.virk.dk/04418013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzJkLzQ3LzFhLzYxYzMtNDkzOC1iYTdmLWYxMTIzM2MyZjcwOA.xml,false,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Haslev,4690.0,27.0,Jernbanegade,2630 Taastrup,"c/o Torkil Laursen A/S, Klovtofteparken 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-25,2007-07-01,2017-10-02,Statsautoriseret revisor,-101200.0,,20222670.0,31081440.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for MR Holding 2007 ApS.,,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Michael Iver RÃ¸nne,Michael Iver RÃ¸nne,Nordea Bank,MR Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Taastrup,2015-07-01,2016-06-30,141276.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Taastrup,2017-06-30,2016-07-01,true,2017-09-25,KÃ¸benhavn,,urn:ofk:oid:24580384,indberetninger-20180424,2.5118406,31081440.0,,2018-03-27T11:37:12.717Z,2017-10-10T08:55:48.057Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AZ-73-UP,2017-10-10T08:55:48.234Z,,,,,,,,,,,,,,,,,,,,,,,,
