entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,NameOfAuditFirm
34883726,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2U0LzhlLzIxLzdiYzUtNDkxYS1hNjZkLWVlMTM1MmIwOTk0Yg.pdf,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2MwLzcxLzhjLzY5YjEtNGUyOS1hYjY4LTM1NDkxYjIyYWRlZg.xml,1.0,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Brovst,9460.0,8.0,Stationsvej,9690  Fjerritslev,Havvejen 403,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Komplementarselskabet Maseke Game ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-475.0,2015-05-21,2012-12-03,2015-05-21,Statsautoriseret revisor,34883726.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Komplementarselskabet Maseke Game ApS.,1864.0,Ãrsrapport,3092.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lars Andreasen,Lars Andreasen,Sparekassen Vendsyssel Brovst,Komplementarselskabet Maseke Game ApS,BDO Statsautoriseret revisionsaktieselskab,-13000.0,3096.0,4.0,Fjerritslev,-8515.0,-8040.0,-11136.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2014-12-31,2014-01-01,2015-05-21,BrÃ¸nderslev,-475.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5290574,indberetninger-20180424,2.5118406,34883726.0,,2018-03-30T15:20:25.495Z,2015-05-23T07:58:01.746Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-12-MN,2015-05-23T07:58:01.780Z,,,,,,,,,,,,,,,
34883726,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2U0LzhlLzIxLzdiYzUtNDkxYS1hNjZkLWVlMTM1MmIwOTk0Yg.pdf,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2MwLzcxLzhjLzY5YjEtNGUyOS1hYjY4LTM1NDkxYjIyYWRlZg.xml,1.0,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Brovst,9460.0,8.0,Stationsvej,9690  Fjerritslev,Havvejen 403,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Komplementarselskabet Maseke Game ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-05-21,2012-12-03,2015-05-21,Statsautoriseret revisor,34883726.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Komplementarselskabet Maseke Game ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lars Andreasen,Lars Andreasen,Sparekassen Vendsyssel Brovst,Komplementarselskabet Maseke Game ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Fjerritslev,-8515.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2014-12-31,2014-01-01,2015-05-21,BrÃ¸nderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5290574,indberetninger-20180424,2.5118406,34883726.0,,2018-03-30T15:20:25.495Z,2015-05-23T07:58:01.746Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-12-MN,2015-05-23T07:58:01.780Z,,,,,,,,,,,,,,,
34883726,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2U0LzhlLzIxLzdiYzUtNDkxYS1hNjZkLWVlMTM1MmIwOTk0Yg.pdf,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2MwLzcxLzhjLzY5YjEtNGUyOS1hYjY4LTM1NDkxYjIyYWRlZg.xml,1.0,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Brovst,9460.0,8.0,Stationsvej,9690  Fjerritslev,Havvejen 403,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Komplementarselskabet Maseke Game ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-05-21,2012-12-03,2015-05-21,Statsautoriseret revisor,34883726.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Komplementarselskabet Maseke Game ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lars Andreasen,Lars Andreasen,Sparekassen Vendsyssel Brovst,Komplementarselskabet Maseke Game ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Fjerritslev,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2014-12-31,2014-01-01,2015-05-21,BrÃ¸nderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5290574,indberetninger-20180424,2.5118406,34883726.0,,2018-03-30T15:20:25.495Z,2015-05-23T07:58:01.746Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-12-MN,2015-05-23T07:58:01.780Z,74485.0,4.0,80000.0,74485.0,71485.0,74485.0,3000.0,1864.0,-8515.0,3000.0,74481.0,72617.0,0.0,3000.0,
34883726,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2U0LzhlLzIxLzdiYzUtNDkxYS1hNjZkLWVlMTM1MmIwOTk0Yg.pdf,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2MwLzcxLzhjLzY5YjEtNGUyOS1hYjY4LTM1NDkxYjIyYWRlZg.xml,1.0,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Brovst,9460.0,8.0,Stationsvej,9690  Fjerritslev,Havvejen 403,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Komplementarselskabet Maseke Game ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-05-21,2012-12-03,2015-05-21,Statsautoriseret revisor,34883726.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Komplementarselskabet Maseke Game ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lars Andreasen,Lars Andreasen,Sparekassen Vendsyssel Brovst,Komplementarselskabet Maseke Game ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Fjerritslev,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2014-12-31,2014-01-01,2015-05-21,BrÃ¸nderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5290574,indberetninger-20180424,2.5118406,34883726.0,,2018-03-30T15:20:25.495Z,2015-05-23T07:58:01.746Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-12-MN,2015-05-23T07:58:01.780Z,,,,,80000.0,,,,,,,,,,
34883726,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2U0LzhlLzIxLzdiYzUtNDkxYS1hNjZkLWVlMTM1MmIwOTk0Yg.pdf,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2MwLzcxLzhjLzY5YjEtNGUyOS1hYjY4LTM1NDkxYjIyYWRlZg.xml,1.0,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Brovst,9460.0,8.0,Stationsvej,9690  Fjerritslev,Havvejen 403,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Komplementarselskabet Maseke Game ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-05-21,2012-12-03,2015-05-21,Statsautoriseret revisor,34883726.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Komplementarselskabet Maseke Game ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lars Andreasen,Lars Andreasen,Sparekassen Vendsyssel Brovst,Komplementarselskabet Maseke Game ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Fjerritslev,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2014-12-31,2014-01-01,2015-05-21,BrÃ¸nderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5290574,indberetninger-20180424,2.5118406,34883726.0,,2018-03-30T15:20:25.495Z,2015-05-23T07:58:01.746Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-12-MN,2015-05-23T07:58:01.780Z,,,,,-8515.0,,,,,,,,,,
34883726,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2U0LzhlLzIxLzdiYzUtNDkxYS1hNjZkLWVlMTM1MmIwOTk0Yg.pdf,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2MwLzcxLzhjLzY5YjEtNGUyOS1hYjY4LTM1NDkxYjIyYWRlZg.xml,1.0,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Brovst,9460.0,8.0,Stationsvej,9690  Fjerritslev,Havvejen 403,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Komplementarselskabet Maseke Game ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-2009.0,2015-05-21,2012-12-03,2015-05-21,Statsautoriseret revisor,34883726.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Komplementarselskabet Maseke Game ApS.,9704.0,Ãrsrapport,3570.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lars Andreasen,Lars Andreasen,Sparekassen Vendsyssel Brovst,Komplementarselskabet Maseke Game ApS,BDO Statsautoriseret revisionsaktieselskab,-5000.0,3570.0,0.0,Fjerritslev,6265.0,8274.0,4704.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2014-12-31,2014-01-01,2015-05-21,BrÃ¸nderslev,-2009.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5290574,indberetninger-20180424,2.5118406,34883726.0,,2018-03-30T15:20:25.495Z,2015-05-23T07:58:01.746Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-12-MN,2015-05-23T07:58:01.780Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
34883726,2014-01-01,2014-12-31,c159,,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2U0LzhlLzIxLzdiYzUtNDkxYS1hNjZkLWVlMTM1MmIwOTk0Yg.pdf,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2MwLzcxLzhjLzY5YjEtNGUyOS1hYjY4LTM1NDkxYjIyYWRlZg.xml,1.0,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Brovst,9460.0,8.0,Stationsvej,9690  Fjerritslev,Havvejen 403,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Komplementarselskabet Maseke Game ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-05-21,2012-12-03,2015-05-21,Statsautoriseret revisor,34883726.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Komplementarselskabet Maseke Game ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lars Andreasen,Lars Andreasen,Sparekassen Vendsyssel Brovst,Komplementarselskabet Maseke Game ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Fjerritslev,6265.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2014-12-31,2014-01-01,2015-05-21,BrÃ¸nderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5290574,indberetninger-20180424,2.5118406,34883726.0,,2018-03-30T15:20:25.495Z,2015-05-23T07:58:01.746Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-12-MN,2015-05-23T07:58:01.780Z,,,,,,,,,,,,,,,
34883726,2014-01-01,2014-12-31,c199,,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2U0LzhlLzIxLzdiYzUtNDkxYS1hNjZkLWVlMTM1MmIwOTk0Yg.pdf,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2MwLzcxLzhjLzY5YjEtNGUyOS1hYjY4LTM1NDkxYjIyYWRlZg.xml,1.0,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Brovst,9460.0,8.0,Stationsvej,9690  Fjerritslev,Havvejen 403,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Komplementarselskabet Maseke Game ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-05-21,2012-12-03,2015-05-21,Statsautoriseret revisor,34883726.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Komplementarselskabet Maseke Game ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lars Andreasen,Lars Andreasen,Sparekassen Vendsyssel Brovst,Komplementarselskabet Maseke Game ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Fjerritslev,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2014-12-31,2014-01-01,2015-05-21,BrÃ¸nderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5290574,indberetninger-20180424,2.5118406,34883726.0,,2018-03-30T15:20:25.495Z,2015-05-23T07:58:01.746Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-12-MN,2015-05-23T07:58:01.780Z,,,,,,,,,,,,,,,
34883726,2014-01-01,2014-12-31,c29,,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2U0LzhlLzIxLzdiYzUtNDkxYS1hNjZkLWVlMTM1MmIwOTk0Yg.pdf,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2MwLzcxLzhjLzY5YjEtNGUyOS1hYjY4LTM1NDkxYjIyYWRlZg.xml,1.0,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Brovst,9460.0,8.0,Stationsvej,9690  Fjerritslev,Havvejen 403,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Komplementarselskabet Maseke Game ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-05-21,2012-12-03,2015-05-21,Statsautoriseret revisor,34883726.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Komplementarselskabet Maseke Game ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lars Andreasen,Lars Andreasen,Sparekassen Vendsyssel Brovst,Komplementarselskabet Maseke Game ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Fjerritslev,6265.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2014-12-31,2014-01-01,2015-05-21,BrÃ¸nderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5290574,indberetninger-20180424,2.5118406,34883726.0,,2018-03-30T15:20:25.495Z,2015-05-23T07:58:01.746Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-12-MN,2015-05-23T07:58:01.780Z,,,,,,,,,,,,,,,
34883726,2014-01-01,2014-12-31,c299,,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2U0LzhlLzIxLzdiYzUtNDkxYS1hNjZkLWVlMTM1MmIwOTk0Yg.pdf,http://regnskaber.virk.dk/62738843/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2MwLzcxLzhjLzY5YjEtNGUyOS1hYjY4LTM1NDkxYjIyYWRlZg.xml,1.0,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Brovst,9460.0,8.0,Stationsvej,9690  Fjerritslev,Havvejen 403,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Komplementarselskabet Maseke Game ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-05-21,2012-12-03,2015-05-21,Statsautoriseret revisor,34883726.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Komplementarselskabet Maseke Game ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lars Andreasen,Lars Andreasen,Sparekassen Vendsyssel Brovst,Komplementarselskabet Maseke Game ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Fjerritslev,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2014-12-31,2014-01-01,2015-05-21,BrÃ¸nderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5290574,indberetninger-20180424,2.5118406,34883726.0,,2018-03-30T15:20:25.495Z,2015-05-23T07:58:01.746Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-12-MN,2015-05-23T07:58:01.780Z,,,,,,,,,,,,,,,
