entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,Assets,CashAndCashEquivalents,ClassOfReportingEntity,ContributedCapital,CurrentAssets,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,Equity,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,OtherFinanceExpenses,PlaceOfSignatureOfStatement,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,RetainedEarnings,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DividendPaid,ProfitLoss
36438304,2014-11-19,2014-11-19,c4,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Q4LzU3LzIzLzIwMTYtNDY0Zi04NjE4LTI4ZGZlNDM1OGIzYw.xhtml,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzExLzBkL2Q0L2Y1ZDYtNDhmOC1hYjIzLTdmOWY2ZTg2M2E0Ng.pdf,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzI3L2MzL2I1LzM1ZTgtNDRlYS04NzNiLTJjNzg5NTllYTQwOQ.xml,true,Esbjerg V,6710.0,110.0,SkippervÃ¦nget,6000 Kolding,Centervej 2,172985.0,5850.0,Regnskabsklasse B,50000.0,117455.0,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",50000.0,36438304.0,125530.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,172985.0,55530.0,55530.0,Frederik Wasniowski,Frederik Wasniowski,FREDERIKW HOLDING ApS,Talxperten ApS,55530.0,2545.0,Esbjerg,122985.0,2015-12-31,2014-11-19,122985.0,false,false,111605.0,111605.0,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22668242,indberetninger-20180424,2.5955422,36438304.0,,2018-03-29T05:22:46.540Z,2016-06-10T20:44:43.471Z,regnskab,0.0,,2015-12-31,2014-11-19,X16-AY-98-ZT,2016-06-10T20:44:43.642Z,,
36438304,2014-11-19,2014-11-19,c5,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Q4LzU3LzIzLzIwMTYtNDY0Zi04NjE4LTI4ZGZlNDM1OGIzYw.xhtml,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzExLzBkL2Q0L2Y1ZDYtNDhmOC1hYjIzLTdmOWY2ZTg2M2E0Ng.pdf,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzI3L2MzL2I1LzM1ZTgtNDRlYS04NzNiLTJjNzg5NTllYTQwOQ.xml,true,Esbjerg V,6710.0,110.0,SkippervÃ¦nget,6000 Kolding,Centervej 2,172985.0,5850.0,Regnskabsklasse B,50000.0,117455.0,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,36438304.0,125530.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,172985.0,55530.0,55530.0,Frederik Wasniowski,Frederik Wasniowski,FREDERIKW HOLDING ApS,Talxperten ApS,55530.0,2545.0,Esbjerg,122985.0,2015-12-31,2014-11-19,122985.0,false,false,111605.0,111605.0,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22668242,indberetninger-20180424,2.5955422,36438304.0,,2018-03-29T05:22:46.540Z,2016-06-10T20:44:43.471Z,regnskab,0.0,,2015-12-31,2014-11-19,X16-AY-98-ZT,2016-06-10T20:44:43.642Z,,
36438304,2014-11-19,2014-11-19,c6,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Q4LzU3LzIzLzIwMTYtNDY0Zi04NjE4LTI4ZGZlNDM1OGIzYw.xhtml,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzExLzBkL2Q0L2Y1ZDYtNDhmOC1hYjIzLTdmOWY2ZTg2M2E0Ng.pdf,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzI3L2MzL2I1LzM1ZTgtNDRlYS04NzNiLTJjNzg5NTllYTQwOQ.xml,true,Esbjerg V,6710.0,110.0,SkippervÃ¦nget,6000 Kolding,Centervej 2,172985.0,5850.0,Regnskabsklasse B,50000.0,117455.0,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,36438304.0,125530.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,172985.0,55530.0,55530.0,Frederik Wasniowski,Frederik Wasniowski,FREDERIKW HOLDING ApS,Talxperten ApS,55530.0,2545.0,Esbjerg,122985.0,2015-12-31,2014-11-19,122985.0,false,false,111605.0,111605.0,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22668242,indberetninger-20180424,2.5955422,36438304.0,,2018-03-29T05:22:46.540Z,2016-06-10T20:44:43.471Z,regnskab,0.0,,2015-12-31,2014-11-19,X16-AY-98-ZT,2016-06-10T20:44:43.642Z,,
36438304,2014-11-19,2014-11-19,c7,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Q4LzU3LzIzLzIwMTYtNDY0Zi04NjE4LTI4ZGZlNDM1OGIzYw.xhtml,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzExLzBkL2Q0L2Y1ZDYtNDhmOC1hYjIzLTdmOWY2ZTg2M2E0Ng.pdf,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzI3L2MzL2I1LzM1ZTgtNDRlYS04NzNiLTJjNzg5NTllYTQwOQ.xml,true,Esbjerg V,6710.0,110.0,SkippervÃ¦nget,6000 Kolding,Centervej 2,172985.0,5850.0,Regnskabsklasse B,50000.0,117455.0,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,36438304.0,125530.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,172985.0,55530.0,55530.0,Frederik Wasniowski,Frederik Wasniowski,FREDERIKW HOLDING ApS,Talxperten ApS,55530.0,2545.0,Esbjerg,122985.0,2015-12-31,2014-11-19,122985.0,false,false,111605.0,111605.0,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22668242,indberetninger-20180424,2.5955422,36438304.0,,2018-03-29T05:22:46.540Z,2016-06-10T20:44:43.471Z,regnskab,0.0,,2015-12-31,2014-11-19,X16-AY-98-ZT,2016-06-10T20:44:43.642Z,,
36438304,2014-11-19,2014-11-19,c8,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Q4LzU3LzIzLzIwMTYtNDY0Zi04NjE4LTI4ZGZlNDM1OGIzYw.xhtml,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzExLzBkL2Q0L2Y1ZDYtNDhmOC1hYjIzLTdmOWY2ZTg2M2E0Ng.pdf,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzI3L2MzL2I1LzM1ZTgtNDRlYS04NzNiLTJjNzg5NTllYTQwOQ.xml,true,Esbjerg V,6710.0,110.0,SkippervÃ¦nget,6000 Kolding,Centervej 2,172985.0,5850.0,Regnskabsklasse B,50000.0,117455.0,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",50000.0,36438304.0,125530.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,172985.0,55530.0,55530.0,Frederik Wasniowski,Frederik Wasniowski,FREDERIKW HOLDING ApS,Talxperten ApS,55530.0,2545.0,Esbjerg,122985.0,2015-12-31,2014-11-19,122985.0,false,false,111605.0,111605.0,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22668242,indberetninger-20180424,2.5955422,36438304.0,,2018-03-29T05:22:46.540Z,2016-06-10T20:44:43.471Z,regnskab,0.0,,2015-12-31,2014-11-19,X16-AY-98-ZT,2016-06-10T20:44:43.642Z,,
36438304,2014-11-19,2015-12-31,c0,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Q4LzU3LzIzLzIwMTYtNDY0Zi04NjE4LTI4ZGZlNDM1OGIzYw.xhtml,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzExLzBkL2Q0L2Y1ZDYtNDhmOC1hYjIzLTdmOWY2ZTg2M2E0Ng.pdf,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzI3L2MzL2I1LzM1ZTgtNDRlYS04NzNiLTJjNzg5NTllYTQwOQ.xml,true,Esbjerg V,6710.0,110.0,SkippervÃ¦nget,6000 Kolding,Centervej 2,172985.0,5850.0,Regnskabsklasse B,50000.0,117455.0,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,36438304.0,125530.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,172985.0,55530.0,55530.0,Frederik Wasniowski,Frederik Wasniowski,FREDERIKW HOLDING ApS,Talxperten ApS,55530.0,2545.0,Esbjerg,122985.0,2015-12-31,2014-11-19,122985.0,false,false,111605.0,111605.0,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22668242,indberetninger-20180424,2.5955422,36438304.0,,2018-03-29T05:22:46.540Z,2016-06-10T20:44:43.471Z,regnskab,0.0,,2015-12-31,2014-11-19,X16-AY-98-ZT,2016-06-10T20:44:43.642Z,0.0,122985.0
36438304,2014-11-19,2015-12-31,c1,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Q4LzU3LzIzLzIwMTYtNDY0Zi04NjE4LTI4ZGZlNDM1OGIzYw.xhtml,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzExLzBkL2Q0L2Y1ZDYtNDhmOC1hYjIzLTdmOWY2ZTg2M2E0Ng.pdf,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzI3L2MzL2I1LzM1ZTgtNDRlYS04NzNiLTJjNzg5NTllYTQwOQ.xml,true,Esbjerg V,6710.0,110.0,SkippervÃ¦nget,6000 Kolding,Centervej 2,172985.0,5850.0,Regnskabsklasse B,50000.0,117455.0,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,36438304.0,125530.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,172985.0,55530.0,55530.0,Frederik Wasniowski,Frederik Wasniowski,FREDERIKW HOLDING ApS,Talxperten ApS,55530.0,2545.0,Esbjerg,122985.0,2015-12-31,2014-11-19,122985.0,false,false,111605.0,111605.0,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22668242,indberetninger-20180424,2.5955422,36438304.0,,2018-03-29T05:22:46.540Z,2016-06-10T20:44:43.471Z,regnskab,0.0,,2015-12-31,2014-11-19,X16-AY-98-ZT,2016-06-10T20:44:43.642Z,,
36438304,2014-11-19,2015-12-31,c10,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Q4LzU3LzIzLzIwMTYtNDY0Zi04NjE4LTI4ZGZlNDM1OGIzYw.xhtml,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzExLzBkL2Q0L2Y1ZDYtNDhmOC1hYjIzLTdmOWY2ZTg2M2E0Ng.pdf,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzI3L2MzL2I1LzM1ZTgtNDRlYS04NzNiLTJjNzg5NTllYTQwOQ.xml,true,Esbjerg V,6710.0,110.0,SkippervÃ¦nget,6000 Kolding,Centervej 2,172985.0,5850.0,Regnskabsklasse B,50000.0,117455.0,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,36438304.0,125530.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,172985.0,55530.0,55530.0,Frederik Wasniowski,Frederik Wasniowski,FREDERIKW HOLDING ApS,Talxperten ApS,55530.0,2545.0,Esbjerg,122985.0,2015-12-31,2014-11-19,122985.0,false,false,111605.0,111605.0,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22668242,indberetninger-20180424,2.5955422,36438304.0,,2018-03-29T05:22:46.540Z,2016-06-10T20:44:43.471Z,regnskab,0.0,,2015-12-31,2014-11-19,X16-AY-98-ZT,2016-06-10T20:44:43.642Z,0.0,0.0
36438304,2014-11-19,2015-12-31,c11,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Q4LzU3LzIzLzIwMTYtNDY0Zi04NjE4LTI4ZGZlNDM1OGIzYw.xhtml,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzExLzBkL2Q0L2Y1ZDYtNDhmOC1hYjIzLTdmOWY2ZTg2M2E0Ng.pdf,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzI3L2MzL2I1LzM1ZTgtNDRlYS04NzNiLTJjNzg5NTllYTQwOQ.xml,true,Esbjerg V,6710.0,110.0,SkippervÃ¦nget,6000 Kolding,Centervej 2,172985.0,5850.0,Regnskabsklasse B,50000.0,117455.0,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,36438304.0,125530.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,172985.0,55530.0,55530.0,Frederik Wasniowski,Frederik Wasniowski,FREDERIKW HOLDING ApS,Talxperten ApS,55530.0,2545.0,Esbjerg,122985.0,2015-12-31,2014-11-19,122985.0,false,false,111605.0,111605.0,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22668242,indberetninger-20180424,2.5955422,36438304.0,,2018-03-29T05:22:46.540Z,2016-06-10T20:44:43.471Z,regnskab,0.0,,2015-12-31,2014-11-19,X16-AY-98-ZT,2016-06-10T20:44:43.642Z,0.0,122985.0
36438304,2014-11-19,2015-12-31,c12,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Q4LzU3LzIzLzIwMTYtNDY0Zi04NjE4LTI4ZGZlNDM1OGIzYw.xhtml,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzExLzBkL2Q0L2Y1ZDYtNDhmOC1hYjIzLTdmOWY2ZTg2M2E0Ng.pdf,http://regnskaber.virk.dk/40383463/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzI3L2MzL2I1LzM1ZTgtNDRlYS04NzNiLTJjNzg5NTllYTQwOQ.xml,true,Esbjerg V,6710.0,110.0,SkippervÃ¦nget,6000 Kolding,Centervej 2,172985.0,5850.0,Regnskabsklasse B,50000.0,117455.0,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,36438304.0,125530.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,172985.0,55530.0,55530.0,Frederik Wasniowski,Frederik Wasniowski,FREDERIKW HOLDING ApS,Talxperten ApS,55530.0,2545.0,Esbjerg,122985.0,2015-12-31,2014-11-19,122985.0,false,false,111605.0,111605.0,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22668242,indberetninger-20180424,2.5955422,36438304.0,,2018-03-29T05:22:46.540Z,2016-06-10T20:44:43.471Z,regnskab,0.0,,2015-12-31,2014-11-19,X16-AY-98-ZT,2016-06-10T20:44:43.642Z,0.0,0.0
