entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,NameAndSurnameOfMemberOfExecutiveBoard
29537534,2016-06-01,2017-05-31,ID_7,,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2Y2LzA4LzUzLzkzOTAtNDZlYy05MTI5LWQ5MmUxYWIwYjg0YQ.pdf,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Q5LzdlLzNmLzgwZjktNDBkNy04ZDcwLTQxY2U5NzNlYjk3Mw.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i B. Arp-Hansen Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",2018-08-23,2018-08-23,2006-05-19,2018-10-09,252426.0,-419721.0,39463113.0,29537534.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for B. Arp-Hansen Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jakob Mark Thorsen,KRESTON CM,Danske Bank,B. Arp-Hansen Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",264415.0,Gentofte,2016-06-01,2017-05-31,-2050806.0,-898858.0,-672147.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0157, Gentofte",2018-05-31,2017-06-01,false,2018-08-23,KÃ¸benhavn,1151948.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26197860,indberetninger-20180424,2.509557,29537534.0,AWZjL74K5OzuYdPkFKKg,2018-10-11T12:52:47.070Z,2018-10-11T12:52:43.382Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BH-38-CW,2018-10-11T12:52:43.751Z,,,,,,,,,,,,,,,,,,,,
29537534,2016-06-01,2017-05-31,ID_9,,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2Y2LzA4LzUzLzkzOTAtNDZlYy05MTI5LWQ5MmUxYWIwYjg0YQ.pdf,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Q5LzdlLzNmLzgwZjktNDBkNy04ZDcwLTQxY2U5NzNlYjk3Mw.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i B. Arp-Hansen Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",2018-08-23,2018-08-23,2006-05-19,2018-10-09,,,39463113.0,29537534.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for B. Arp-Hansen Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jakob Mark Thorsen,KRESTON CM,Danske Bank,B. Arp-Hansen Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,Gentofte,2016-06-01,2017-05-31,2050806.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0157, Gentofte",2018-05-31,2017-06-01,false,2018-08-23,KÃ¸benhavn,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26197860,indberetninger-20180424,2.509557,29537534.0,AWZjL74K5OzuYdPkFKKg,2018-10-11T12:52:47.070Z,2018-10-11T12:52:43.382Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BH-38-CW,2018-10-11T12:52:43.751Z,,,,,,,,,,,,,,,,,,,,
29537534,2017-05-31,2017-05-31,ID_6,,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2Y2LzA4LzUzLzkzOTAtNDZlYy05MTI5LWQ5MmUxYWIwYjg0YQ.pdf,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Q5LzdlLzNmLzgwZjktNDBkNy04ZDcwLTQxY2U5NzNlYjk3Mw.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i B. Arp-Hansen Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",2018-08-23,2018-08-23,2006-05-19,2018-10-09,,,39463113.0,29537534.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for B. Arp-Hansen Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jakob Mark Thorsen,KRESTON CM,Danske Bank,B. Arp-Hansen Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,Gentofte,2016-06-01,2017-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0157, Gentofte",2018-05-31,2017-06-01,false,2018-08-23,KÃ¸benhavn,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26197860,indberetninger-20180424,2.509557,29537534.0,AWZjL74K5OzuYdPkFKKg,2018-10-11T12:52:47.070Z,2018-10-11T12:52:43.382Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BH-38-CW,2018-10-11T12:52:43.751Z,6167290.0,245357.0,125000.0,5718931.0,125570.0,4251081.0,448359.0,6167290.0,6041720.0,4251081.0,448359.0,36000.0,223568.0,448359.0,570.0,0.0,6041720.0,752985.0,1222493.0,
29537534,2017-06-01,2018-05-31,ID_0,,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2Y2LzA4LzUzLzkzOTAtNDZlYy05MTI5LWQ5MmUxYWIwYjg0YQ.pdf,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Q5LzdlLzNmLzgwZjktNDBkNy04ZDcwLTQxY2U5NzNlYjk3Mw.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i B. Arp-Hansen Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",2018-08-23,2018-08-23,2006-05-19,2018-10-09,251871.0,-107810.0,39463113.0,29537534.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for B. Arp-Hansen Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jakob Mark Thorsen,KRESTON CM,Danske Bank,B. Arp-Hansen Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",257229.0,Gentofte,2016-06-01,2017-05-31,-577787.0,-577787.0,-359681.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0157, Gentofte",2018-05-31,2017-06-01,false,2018-08-23,KÃ¸benhavn,0.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26197860,indberetninger-20180424,2.509557,29537534.0,AWZjL74K5OzuYdPkFKKg,2018-10-11T12:52:47.070Z,2018-10-11T12:52:43.382Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BH-38-CW,2018-10-11T12:52:43.751Z,,,,,,,,,,,,,,,,,,,,
29537534,2017-06-01,2018-05-31,ID_1,,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2Y2LzA4LzUzLzkzOTAtNDZlYy05MTI5LWQ5MmUxYWIwYjg0YQ.pdf,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Q5LzdlLzNmLzgwZjktNDBkNy04ZDcwLTQxY2U5NzNlYjk3Mw.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i B. Arp-Hansen Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",2018-08-23,2018-08-23,2006-05-19,2018-10-09,,,39463113.0,29537534.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for B. Arp-Hansen Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jakob Mark Thorsen,KRESTON CM,Danske Bank,B. Arp-Hansen Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,Gentofte,2016-06-01,2017-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0157, Gentofte",2018-05-31,2017-06-01,false,2018-08-23,KÃ¸benhavn,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26197860,indberetninger-20180424,2.509557,29537534.0,AWZjL74K5OzuYdPkFKKg,2018-10-11T12:52:47.070Z,2018-10-11T12:52:43.382Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BH-38-CW,2018-10-11T12:52:43.751Z,,,,,,,,,,,,,,,,,,,,
29537534,2017-06-01,2018-05-31,ID_2,,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2Y2LzA4LzUzLzkzOTAtNDZlYy05MTI5LWQ5MmUxYWIwYjg0YQ.pdf,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Q5LzdlLzNmLzgwZjktNDBkNy04ZDcwLTQxY2U5NzNlYjk3Mw.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i B. Arp-Hansen Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",2018-08-23,2018-08-23,2006-05-19,2018-10-09,,,39463113.0,29537534.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for B. Arp-Hansen Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jakob Mark Thorsen,KRESTON CM,Danske Bank,B. Arp-Hansen Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,Gentofte,2016-06-01,2017-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0157, Gentofte",2018-05-31,2017-06-01,false,2018-08-23,KÃ¸benhavn,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26197860,indberetninger-20180424,2.509557,29537534.0,AWZjL74K5OzuYdPkFKKg,2018-10-11T12:52:47.070Z,2018-10-11T12:52:43.382Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BH-38-CW,2018-10-11T12:52:43.751Z,,,,,,,,,,,,,,,,,,,,
29537534,2017-06-01,2018-05-31,ID_3,,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2Y2LzA4LzUzLzkzOTAtNDZlYy05MTI5LWQ5MmUxYWIwYjg0YQ.pdf,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Q5LzdlLzNmLzgwZjktNDBkNy04ZDcwLTQxY2U5NzNlYjk3Mw.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i B. Arp-Hansen Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",2018-08-23,2018-08-23,2006-05-19,2018-10-09,,,39463113.0,29537534.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for B. Arp-Hansen Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jakob Mark Thorsen,KRESTON CM,Danske Bank,B. Arp-Hansen Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,Gentofte,2016-06-01,2017-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0157, Gentofte",2018-05-31,2017-06-01,false,2018-08-23,KÃ¸benhavn,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26197860,indberetninger-20180424,2.509557,29537534.0,AWZjL74K5OzuYdPkFKKg,2018-10-11T12:52:47.070Z,2018-10-11T12:52:43.382Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BH-38-CW,2018-10-11T12:52:43.751Z,,,,,,,,,,,,,,,,,,,,Birger Arp-Hansen
29537534,2017-06-01,2018-05-31,ID_4,,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2Y2LzA4LzUzLzkzOTAtNDZlYy05MTI5LWQ5MmUxYWIwYjg0YQ.pdf,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Q5LzdlLzNmLzgwZjktNDBkNy04ZDcwLTQxY2U5NzNlYjk3Mw.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i B. Arp-Hansen Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",2018-08-23,2018-08-23,2006-05-19,2018-10-09,,,39463113.0,29537534.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for B. Arp-Hansen Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jakob Mark Thorsen,KRESTON CM,Danske Bank,B. Arp-Hansen Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,Gentofte,2016-06-01,2017-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0157, Gentofte",2018-05-31,2017-06-01,false,2018-08-23,KÃ¸benhavn,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26197860,indberetninger-20180424,2.509557,29537534.0,AWZjL74K5OzuYdPkFKKg,2018-10-11T12:52:47.070Z,2018-10-11T12:52:43.382Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BH-38-CW,2018-10-11T12:52:43.751Z,,,,,,,,,,,,,,,,,,,,
29537534,2017-06-01,2018-05-31,ID_8,,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2Y2LzA4LzUzLzkzOTAtNDZlYy05MTI5LWQ5MmUxYWIwYjg0YQ.pdf,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Q5LzdlLzNmLzgwZjktNDBkNy04ZDcwLTQxY2U5NzNlYjk3Mw.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i B. Arp-Hansen Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",2018-08-23,2018-08-23,2006-05-19,2018-10-09,,,39463113.0,29537534.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for B. Arp-Hansen Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jakob Mark Thorsen,KRESTON CM,Danske Bank,B. Arp-Hansen Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,Gentofte,2016-06-01,2017-05-31,577787.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0157, Gentofte",2018-05-31,2017-06-01,false,2018-08-23,KÃ¸benhavn,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26197860,indberetninger-20180424,2.509557,29537534.0,AWZjL74K5OzuYdPkFKKg,2018-10-11T12:52:47.070Z,2018-10-11T12:52:43.382Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BH-38-CW,2018-10-11T12:52:43.751Z,,,,,,,,,,,,,,,,,,,,
29537534,2018-05-31,2018-05-31,ID_5,,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2Y2LzA4LzUzLzkzOTAtNDZlYy05MTI5LWQ5MmUxYWIwYjg0YQ.pdf,http://regnskaber.virk.dk/43573592/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Q5LzdlLzNmLzgwZjktNDBkNy04ZDcwLTQxY2U5NzNlYjk3Mw.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i B. Arp-Hansen Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",2018-08-23,2018-08-23,2006-05-19,2018-10-09,,,39463113.0,29537534.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for B. Arp-Hansen Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jakob Mark Thorsen,KRESTON CM,Danske Bank,B. Arp-Hansen Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,Gentofte,2016-06-01,2017-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0157, Gentofte",2018-05-31,2017-06-01,false,2018-08-23,KÃ¸benhavn,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26197860,indberetninger-20180424,2.509557,29537534.0,AWZjL74K5OzuYdPkFKKg,2018-10-11T12:52:47.070Z,2018-10-11T12:52:43.382Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BH-38-CW,2018-10-11T12:52:43.751Z,6302041.0,747634.0,125000.0,6105553.0,125783.0,4251080.0,196488.0,6302041.0,6176258.0,4251080.0,196488.0,36000.0,16335.0,196488.0,783.0,33600.0,6176258.0,720133.0,1106839.0,
