entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,ValueAdjustmentsOfEquity,Dividend,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross
33069499,2016-10-01,2016-10-01,c704,,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzc5LzdiLzk3L2FiMzktNGYxZS04ZjA2LWVhMDAyZDhhMjFlMw.pdf,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzk3LzY3LzIzLzgzMjgtNDFmOC05YWUxLTI0NDNhMTA5YTE3Mg.xml,751500.0,Danmark,Frederiksberg,2000.0,"39, 3. sal",Roskildevej,BagsvÃ¦rd,2880.0,7C,RylevÃ¦nget,"2000, Frederiksberg","Roskildevej, 39, 3. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-11,2019-02-11,2019-02-15,102903.0,statsautoriseret revisor,Egenkapital,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",80000.0,39090279.0,33069499.0,39090279.0,mne34372,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lund Support ApS.,Ãrsrapport,206900.0,68800.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Egon Ramskov Laursen,Claus Lund Pedersen,Claus Lund Pedersen,"One Revision, Statsautoriseret Revisionspartnerselskab",Lund Support ApS,"One Revision, Statsautoriseret Revisionspartnerselskab",BagsvÃ¦rd,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-02-11,Frederiksberg,RevisionspÃ¥tegning,urn:ofk:oid:26693142,indberetninger-20180424,2.5117111,33069499,AWj1ZaDhet7j816D4HNz,2019-02-16T08:22:18.661Z,2019-02-16T08:21:43.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-45-MU,2019-02-16T08:21:44.213Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33069499,2016-10-01,2016-10-01,c725,,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzc5LzdiLzk3L2FiMzktNGYxZS04ZjA2LWVhMDAyZDhhMjFlMw.pdf,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzk3LzY3LzIzLzgzMjgtNDFmOC05YWUxLTI0NDNhMTA5YTE3Mg.xml,751500.0,Danmark,Frederiksberg,2000.0,"39, 3. sal",Roskildevej,BagsvÃ¦rd,2880.0,7C,RylevÃ¦nget,"2000, Frederiksberg","Roskildevej, 39, 3. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-11,2019-02-11,2019-02-15,102903.0,statsautoriseret revisor,Egenkapital,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",16743.0,39090279.0,33069499.0,39090279.0,mne34372,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lund Support ApS.,Ãrsrapport,206900.0,68800.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Egon Ramskov Laursen,Claus Lund Pedersen,Claus Lund Pedersen,"One Revision, Statsautoriseret Revisionspartnerselskab",Lund Support ApS,"One Revision, Statsautoriseret Revisionspartnerselskab",BagsvÃ¦rd,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-02-11,Frederiksberg,RevisionspÃ¥tegning,urn:ofk:oid:26693142,indberetninger-20180424,2.5117111,33069499,AWj1ZaDhet7j816D4HNz,2019-02-16T08:22:18.661Z,2019-02-16T08:21:43.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-45-MU,2019-02-16T08:21:44.213Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33069499,2016-10-01,2017-09-30,c106,,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzc5LzdiLzk3L2FiMzktNGYxZS04ZjA2LWVhMDAyZDhhMjFlMw.pdf,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzk3LzY3LzIzLzgzMjgtNDFmOC05YWUxLTI0NDNhMTA5YTE3Mg.xml,751500.0,Danmark,Frederiksberg,2000.0,"39, 3. sal",Roskildevej,BagsvÃ¦rd,2880.0,7C,RylevÃ¦nget,"2000, Frederiksberg","Roskildevej, 39, 3. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-11,2019-02-11,2019-02-15,102903.0,statsautoriseret revisor,Egenkapital,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",,39090279.0,33069499.0,39090279.0,mne34372,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lund Support ApS.,Ãrsrapport,206900.0,68800.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Egon Ramskov Laursen,Claus Lund Pedersen,Claus Lund Pedersen,"One Revision, Statsautoriseret Revisionspartnerselskab",Lund Support ApS,"One Revision, Statsautoriseret Revisionspartnerselskab",BagsvÃ¦rd,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-02-11,Frederiksberg,RevisionspÃ¥tegning,urn:ofk:oid:26693142,indberetninger-20180424,2.5117111,33069499,AWj1ZaDhet7j816D4HNz,2019-02-16T08:22:18.661Z,2019-02-16T08:21:43.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-45-MU,2019-02-16T08:21:44.213Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33069499,2016-10-01,2017-09-30,c120,,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzc5LzdiLzk3L2FiMzktNGYxZS04ZjA2LWVhMDAyZDhhMjFlMw.pdf,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzk3LzY3LzIzLzgzMjgtNDFmOC05YWUxLTI0NDNhMTA5YTE3Mg.xml,751500.0,Danmark,Frederiksberg,2000.0,"39, 3. sal",Roskildevej,BagsvÃ¦rd,2880.0,7C,RylevÃ¦nget,"2000, Frederiksberg","Roskildevej, 39, 3. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-11,2019-02-11,2019-02-15,102903.0,statsautoriseret revisor,Egenkapital,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",,39090279.0,33069499.0,39090279.0,mne34372,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lund Support ApS.,Ãrsrapport,206900.0,68800.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Egon Ramskov Laursen,Claus Lund Pedersen,Claus Lund Pedersen,"One Revision, Statsautoriseret Revisionspartnerselskab",Lund Support ApS,"One Revision, Statsautoriseret Revisionspartnerselskab",BagsvÃ¦rd,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-02-11,Frederiksberg,RevisionspÃ¥tegning,urn:ofk:oid:26693142,indberetninger-20180424,2.5117111,33069499,AWj1ZaDhet7j816D4HNz,2019-02-16T08:22:18.661Z,2019-02-16T08:21:43.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-45-MU,2019-02-16T08:21:44.213Z,-146293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33069499,2016-10-01,2017-09-30,c3,,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzc5LzdiLzk3L2FiMzktNGYxZS04ZjA2LWVhMDAyZDhhMjFlMw.pdf,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzk3LzY3LzIzLzgzMjgtNDFmOC05YWUxLTI0NDNhMTA5YTE3Mg.xml,751500.0,Danmark,Frederiksberg,2000.0,"39, 3. sal",Roskildevej,BagsvÃ¦rd,2880.0,7C,RylevÃ¦nget,"2000, Frederiksberg","Roskildevej, 39, 3. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-11,2019-02-11,2019-02-15,102903.0,statsautoriseret revisor,Egenkapital,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",,39090279.0,33069499.0,39090279.0,mne34372,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lund Support ApS.,Ãrsrapport,206900.0,68800.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Egon Ramskov Laursen,Claus Lund Pedersen,Claus Lund Pedersen,"One Revision, Statsautoriseret Revisionspartnerselskab",Lund Support ApS,"One Revision, Statsautoriseret Revisionspartnerselskab",BagsvÃ¦rd,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-02-11,Frederiksberg,RevisionspÃ¥tegning,urn:ofk:oid:26693142,indberetninger-20180424,2.5117111,33069499,AWj1ZaDhet7j816D4HNz,2019-02-16T08:22:18.661Z,2019-02-16T08:21:43.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-45-MU,2019-02-16T08:21:44.213Z,-146293.0,1.0,15228.0,1015154.0,872026.0,11143.0,3285.0,12097.0,954.0,-170453.0,-158356.0,5005.0,-24160.0,1006864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33069499,2016-10-01,2017-09-30,c726,,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzc5LzdiLzk3L2FiMzktNGYxZS04ZjA2LWVhMDAyZDhhMjFlMw.pdf,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzk3LzY3LzIzLzgzMjgtNDFmOC05YWUxLTI0NDNhMTA5YTE3Mg.xml,751500.0,Danmark,Frederiksberg,2000.0,"39, 3. sal",Roskildevej,BagsvÃ¦rd,2880.0,7C,RylevÃ¦nget,"2000, Frederiksberg","Roskildevej, 39, 3. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-11,2019-02-11,2019-02-15,102903.0,statsautoriseret revisor,Egenkapital,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",,39090279.0,33069499.0,39090279.0,mne34372,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lund Support ApS.,Ãrsrapport,206900.0,68800.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Egon Ramskov Laursen,Claus Lund Pedersen,Claus Lund Pedersen,"One Revision, Statsautoriseret Revisionspartnerselskab",Lund Support ApS,"One Revision, Statsautoriseret Revisionspartnerselskab",BagsvÃ¦rd,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-02-11,Frederiksberg,RevisionspÃ¥tegning,urn:ofk:oid:26693142,indberetninger-20180424,2.5117111,33069499,AWj1ZaDhet7j816D4HNz,2019-02-16T08:22:18.661Z,2019-02-16T08:21:43.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-45-MU,2019-02-16T08:21:44.213Z,-146293.0,,,,,,,,,,,,,,130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33069499,2016-10-01,2017-09-30,c729,,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzc5LzdiLzk3L2FiMzktNGYxZS04ZjA2LWVhMDAyZDhhMjFlMw.pdf,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzk3LzY3LzIzLzgzMjgtNDFmOC05YWUxLTI0NDNhMTA5YTE3Mg.xml,751500.0,Danmark,Frederiksberg,2000.0,"39, 3. sal",Roskildevej,BagsvÃ¦rd,2880.0,7C,RylevÃ¦nget,"2000, Frederiksberg","Roskildevej, 39, 3. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-11,2019-02-11,2019-02-15,102903.0,statsautoriseret revisor,Egenkapital,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",,39090279.0,33069499.0,39090279.0,mne34372,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lund Support ApS.,Ãrsrapport,206900.0,68800.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Egon Ramskov Laursen,Claus Lund Pedersen,Claus Lund Pedersen,"One Revision, Statsautoriseret Revisionspartnerselskab",Lund Support ApS,"One Revision, Statsautoriseret Revisionspartnerselskab",BagsvÃ¦rd,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-02-11,Frederiksberg,RevisionspÃ¥tegning,urn:ofk:oid:26693142,indberetninger-20180424,2.5117111,33069499,AWj1ZaDhet7j816D4HNz,2019-02-16T08:22:18.661Z,2019-02-16T08:21:43.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-45-MU,2019-02-16T08:21:44.213Z,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33069499,2017-09-30,2017-09-30,c4,,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzc5LzdiLzk3L2FiMzktNGYxZS04ZjA2LWVhMDAyZDhhMjFlMw.pdf,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzk3LzY3LzIzLzgzMjgtNDFmOC05YWUxLTI0NDNhMTA5YTE3Mg.xml,751500.0,Danmark,Frederiksberg,2000.0,"39, 3. sal",Roskildevej,BagsvÃ¦rd,2880.0,7C,RylevÃ¦nget,"2000, Frederiksberg","Roskildevej, 39, 3. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-11,2019-02-11,2019-02-15,102903.0,statsautoriseret revisor,Egenkapital,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",80450.0,39090279.0,33069499.0,39090279.0,mne34372,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lund Support ApS.,Ãrsrapport,206900.0,68800.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Egon Ramskov Laursen,Claus Lund Pedersen,Claus Lund Pedersen,"One Revision, Statsautoriseret Revisionspartnerselskab",Lund Support ApS,"One Revision, Statsautoriseret Revisionspartnerselskab",BagsvÃ¦rd,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-02-11,Frederiksberg,RevisionspÃ¥tegning,urn:ofk:oid:26693142,indberetninger-20180424,2.5117111,33069499,AWj1ZaDhet7j816D4HNz,2019-02-16T08:22:18.661Z,2019-02-16T08:21:43.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-45-MU,2019-02-16T08:21:44.213Z,,,,,,,,,,,,,,,,,326055.0,70760.0,80000.0,309331.0,28871.0,16724.0,326055.0,245605.0,0.0,0.0,0.0,16724.0,92239.0,16724.0,0.0,0.0,0.0,450.0,245605.0,0.0,153366.0,238571.0,2200.0,207500.0,,
33069499,2017-09-30,2017-09-30,c706,,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzc5LzdiLzk3L2FiMzktNGYxZS04ZjA2LWVhMDAyZDhhMjFlMw.pdf,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzk3LzY3LzIzLzgzMjgtNDFmOC05YWUxLTI0NDNhMTA5YTE3Mg.xml,751500.0,Danmark,Frederiksberg,2000.0,"39, 3. sal",Roskildevej,BagsvÃ¦rd,2880.0,7C,RylevÃ¦nget,"2000, Frederiksberg","Roskildevej, 39, 3. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-11,2019-02-11,2019-02-15,102903.0,statsautoriseret revisor,Egenkapital,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",80000.0,39090279.0,33069499.0,39090279.0,mne34372,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lund Support ApS.,Ãrsrapport,206900.0,68800.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Egon Ramskov Laursen,Claus Lund Pedersen,Claus Lund Pedersen,"One Revision, Statsautoriseret Revisionspartnerselskab",Lund Support ApS,"One Revision, Statsautoriseret Revisionspartnerselskab",BagsvÃ¦rd,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-02-11,Frederiksberg,RevisionspÃ¥tegning,urn:ofk:oid:26693142,indberetninger-20180424,2.5117111,33069499,AWj1ZaDhet7j816D4HNz,2019-02-16T08:22:18.661Z,2019-02-16T08:21:43.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-45-MU,2019-02-16T08:21:44.213Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33069499,2017-09-30,2017-09-30,c727,,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzc5LzdiLzk3L2FiMzktNGYxZS04ZjA2LWVhMDAyZDhhMjFlMw.pdf,http://regnskaber.virk.dk/99496033/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzk3LzY3LzIzLzgzMjgtNDFmOC05YWUxLTI0NDNhMTA5YTE3Mg.xml,751500.0,Danmark,Frederiksberg,2000.0,"39, 3. sal",Roskildevej,BagsvÃ¦rd,2880.0,7C,RylevÃ¦nget,"2000, Frederiksberg","Roskildevej, 39, 3. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-11,2019-02-11,2019-02-15,102903.0,statsautoriseret revisor,Egenkapital,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",450.0,39090279.0,33069499.0,39090279.0,mne34372,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lund Support ApS.,Ãrsrapport,206900.0,68800.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Egon Ramskov Laursen,Claus Lund Pedersen,Claus Lund Pedersen,"One Revision, Statsautoriseret Revisionspartnerselskab",Lund Support ApS,"One Revision, Statsautoriseret Revisionspartnerselskab",BagsvÃ¦rd,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-02-11,Frederiksberg,RevisionspÃ¥tegning,urn:ofk:oid:26693142,indberetninger-20180424,2.5117111,33069499,AWj1ZaDhet7j816D4HNz,2019-02-16T08:22:18.661Z,2019-02-16T08:21:43.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-45-MU,2019-02-16T08:21:44.213Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
