entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfContributedCapital,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid
32294596,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzdmLzg1L2Y5LzYzOGQtNGY2Yy04OTMwLWQ4NjkyMzg2ZDg4Mw.xhtml,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzczL2YxLzU2Lzc5MmUtNDJmOS04MWM3LWFhN2JkOTViMTc1Yg.pdf,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NhL2M5LzkwL2MzYTItNDliMC1hMWE4LTJmMjE5MjAxMjkzZg.xml,true,KÃ¸benhavn K,1004.0,18.0,ÃbenrÃ¥,KÃ¸benhavn K,1171.0,"30, st th",FiolstrÃ¦de,1864 Frederiksberg C,Grundtvigsvej 27,"Regnskabsklasse B, mikrovirksomhed",2018-04-16,2018-04-17,40458.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 126 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>",info@scurryhub.dk,1050917.0,1070895.0,32294596.0,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Santolo Dino Tassini,Spar Nord,AVENTUNE ApS,Regnskab - BogfÃ¸ring ApS,8412.0,KÃ¸benhavn,2016-01-01,2016-12-31,18908.0,-28892.0,-20480.0,2017-12-31,2017-01-01,"Da selskabet fortsat lever op til kravene, er revision for det kommende Ã¥r fravalgt.",-47800.0,true,false,false,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:25332015,indberetninger-20180424,2.59278,32294596.0,AWLd3LmXx8uVRSOdf1bQ,2018-04-19T12:24:48.963Z,2018-04-19T12:24:12.109Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-03-MC,2018-04-19T12:24:12.398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294596,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzdmLzg1L2Y5LzYzOGQtNGY2Yy04OTMwLWQ4NjkyMzg2ZDg4Mw.xhtml,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzczL2YxLzU2Lzc5MmUtNDJmOS04MWM3LWFhN2JkOTViMTc1Yg.pdf,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NhL2M5LzkwL2MzYTItNDliMC1hMWE4LTJmMjE5MjAxMjkzZg.xml,true,KÃ¸benhavn K,1004.0,18.0,ÃbenrÃ¥,KÃ¸benhavn K,1171.0,"30, st th",FiolstrÃ¦de,1864 Frederiksberg C,Grundtvigsvej 27,"Regnskabsklasse B, mikrovirksomhed",2018-04-16,2018-04-17,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 126 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>",info@scurryhub.dk,,,32294596.0,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Santolo Dino Tassini,Spar Nord,AVENTUNE ApS,Regnskab - BogfÃ¸ring ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,18908.0,,,2017-12-31,2017-01-01,"Da selskabet fortsat lever op til kravene, er revision for det kommende Ã¥r fravalgt.",,true,false,false,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:25332015,indberetninger-20180424,2.59278,32294596.0,AWLd3LmXx8uVRSOdf1bQ,2018-04-19T12:24:48.963Z,2018-04-19T12:24:12.109Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-03-MC,2018-04-19T12:24:12.398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294596,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzdmLzg1L2Y5LzYzOGQtNGY2Yy04OTMwLWQ4NjkyMzg2ZDg4Mw.xhtml,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzczL2YxLzU2Lzc5MmUtNDJmOS04MWM3LWFhN2JkOTViMTc1Yg.pdf,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NhL2M5LzkwL2MzYTItNDliMC1hMWE4LTJmMjE5MjAxMjkzZg.xml,true,KÃ¸benhavn K,1004.0,18.0,ÃbenrÃ¥,KÃ¸benhavn K,1171.0,"30, st th",FiolstrÃ¦de,1864 Frederiksberg C,Grundtvigsvej 27,"Regnskabsklasse B, mikrovirksomhed",2018-04-16,2018-04-17,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 126 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>",info@scurryhub.dk,,,32294596.0,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Santolo Dino Tassini,Spar Nord,AVENTUNE ApS,Regnskab - BogfÃ¸ring ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,"Da selskabet fortsat lever op til kravene, er revision for det kommende Ã¥r fravalgt.",,true,false,false,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:25332015,indberetninger-20180424,2.59278,32294596.0,AWLd3LmXx8uVRSOdf1bQ,2018-04-19T12:24:48.963Z,2018-04-19T12:24:12.109Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-03-MC,2018-04-19T12:24:12.398Z,634615.0,310389.0,126000.0,496202.0,47800.0,84783.0,218353.0,53630.0,120000.0,0.0,634615.0,416262.0,84783.0,0.0,0.0,120000.0,138413.0,408116.0,10000.0,53630.0,92353.0,416262.0,0.0,65813.0,0.0,8146.0,8013.0,
32294596,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzdmLzg1L2Y5LzYzOGQtNGY2Yy04OTMwLWQ4NjkyMzg2ZDg4Mw.xhtml,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzczL2YxLzU2Lzc5MmUtNDJmOS04MWM3LWFhN2JkOTViMTc1Yg.pdf,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NhL2M5LzkwL2MzYTItNDliMC1hMWE4LTJmMjE5MjAxMjkzZg.xml,true,KÃ¸benhavn K,1004.0,18.0,ÃbenrÃ¥,KÃ¸benhavn K,1171.0,"30, st th",FiolstrÃ¦de,1864 Frederiksberg C,Grundtvigsvej 27,"Regnskabsklasse B, mikrovirksomhed",2018-04-16,2018-04-17,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 126 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>",info@scurryhub.dk,,,32294596.0,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Santolo Dino Tassini,Spar Nord,AVENTUNE ApS,Regnskab - BogfÃ¸ring ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,"Da selskabet fortsat lever op til kravene, er revision for det kommende Ã¥r fravalgt.",,true,false,false,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:25332015,indberetninger-20180424,2.59278,32294596.0,AWLd3LmXx8uVRSOdf1bQ,2018-04-19T12:24:48.963Z,2018-04-19T12:24:12.109Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-03-MC,2018-04-19T12:24:12.398Z,,,,,,,218353.0,,,,,,,,,,,,,,,,,,,,,
32294596,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzdmLzg1L2Y5LzYzOGQtNGY2Yy04OTMwLWQ4NjkyMzg2ZDg4Mw.xhtml,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzczL2YxLzU2Lzc5MmUtNDJmOS04MWM3LWFhN2JkOTViMTc1Yg.pdf,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NhL2M5LzkwL2MzYTItNDliMC1hMWE4LTJmMjE5MjAxMjkzZg.xml,true,KÃ¸benhavn K,1004.0,18.0,ÃbenrÃ¥,KÃ¸benhavn K,1171.0,"30, st th",FiolstrÃ¦de,1864 Frederiksberg C,Grundtvigsvej 27,"Regnskabsklasse B, mikrovirksomhed",2018-04-16,2018-04-17,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 126 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>",info@scurryhub.dk,,,32294596.0,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Santolo Dino Tassini,Spar Nord,AVENTUNE ApS,Regnskab - BogfÃ¸ring ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,"Da selskabet fortsat lever op til kravene, er revision for det kommende Ã¥r fravalgt.",,true,false,false,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:25332015,indberetninger-20180424,2.59278,32294596.0,AWLd3LmXx8uVRSOdf1bQ,2018-04-19T12:24:48.963Z,2018-04-19T12:24:12.109Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-03-MC,2018-04-19T12:24:12.398Z,,,,,,,126000.0,,,,,,,,,,,,,,,,,,,,,
32294596,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzdmLzg1L2Y5LzYzOGQtNGY2Yy04OTMwLWQ4NjkyMzg2ZDg4Mw.xhtml,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzczL2YxLzU2Lzc5MmUtNDJmOS04MWM3LWFhN2JkOTViMTc1Yg.pdf,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NhL2M5LzkwL2MzYTItNDliMC1hMWE4LTJmMjE5MjAxMjkzZg.xml,true,KÃ¸benhavn K,1004.0,18.0,ÃbenrÃ¥,KÃ¸benhavn K,1171.0,"30, st th",FiolstrÃ¦de,1864 Frederiksberg C,Grundtvigsvej 27,"Regnskabsklasse B, mikrovirksomhed",2018-04-16,2018-04-17,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 126 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>",info@scurryhub.dk,,,32294596.0,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Santolo Dino Tassini,Spar Nord,AVENTUNE ApS,Regnskab - BogfÃ¸ring ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,"Da selskabet fortsat lever op til kravene, er revision for det kommende Ã¥r fravalgt.",,true,false,false,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:25332015,indberetninger-20180424,2.59278,32294596.0,AWLd3LmXx8uVRSOdf1bQ,2018-04-19T12:24:48.963Z,2018-04-19T12:24:12.109Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-03-MC,2018-04-19T12:24:12.398Z,,,,,,,92353.0,,,,,,,,,,,,,,,,,,,,,
32294596,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzdmLzg1L2Y5LzYzOGQtNGY2Yy04OTMwLWQ4NjkyMzg2ZDg4Mw.xhtml,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzczL2YxLzU2Lzc5MmUtNDJmOS04MWM3LWFhN2JkOTViMTc1Yg.pdf,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NhL2M5LzkwL2MzYTItNDliMC1hMWE4LTJmMjE5MjAxMjkzZg.xml,true,KÃ¸benhavn K,1004.0,18.0,ÃbenrÃ¥,KÃ¸benhavn K,1171.0,"30, st th",FiolstrÃ¦de,1864 Frederiksberg C,Grundtvigsvej 27,"Regnskabsklasse B, mikrovirksomhed",2018-04-16,2018-04-17,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 126 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>",info@scurryhub.dk,,,32294596.0,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Santolo Dino Tassini,Spar Nord,AVENTUNE ApS,Regnskab - BogfÃ¸ring ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,"Da selskabet fortsat lever op til kravene, er revision for det kommende Ã¥r fravalgt.",,true,false,false,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:25332015,indberetninger-20180424,2.59278,32294596.0,AWLd3LmXx8uVRSOdf1bQ,2018-04-19T12:24:48.963Z,2018-04-19T12:24:12.109Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-03-MC,2018-04-19T12:24:12.398Z,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
32294596,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzdmLzg1L2Y5LzYzOGQtNGY2Yy04OTMwLWQ4NjkyMzg2ZDg4Mw.xhtml,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzczL2YxLzU2Lzc5MmUtNDJmOS04MWM3LWFhN2JkOTViMTc1Yg.pdf,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NhL2M5LzkwL2MzYTItNDliMC1hMWE4LTJmMjE5MjAxMjkzZg.xml,true,KÃ¸benhavn K,1004.0,18.0,ÃbenrÃ¥,KÃ¸benhavn K,1171.0,"30, st th",FiolstrÃ¦de,1864 Frederiksberg C,Grundtvigsvej 27,"Regnskabsklasse B, mikrovirksomhed",2018-04-16,2018-04-17,40458.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 126 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>",info@scurryhub.dk,1325226.0,1366987.0,32294596.0,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Santolo Dino Tassini,Spar Nord,AVENTUNE ApS,Regnskab - BogfÃ¸ring ApS,34765.0,KÃ¸benhavn,2016-01-01,2016-12-31,-33126.0,-33462.0,1303.0,2017-12-31,2017-01-01,"Da selskabet fortsat lever op til kravene, er revision for det kommende Ã¥r fravalgt.",-336.0,true,false,false,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:25332015,indberetninger-20180424,2.59278,32294596.0,AWLd3LmXx8uVRSOdf1bQ,2018-04-19T12:24:48.963Z,2018-04-19T12:24:12.109Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-03-MC,2018-04-19T12:24:12.398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
32294596,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzdmLzg1L2Y5LzYzOGQtNGY2Yy04OTMwLWQ4NjkyMzg2ZDg4Mw.xhtml,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzczL2YxLzU2Lzc5MmUtNDJmOS04MWM3LWFhN2JkOTViMTc1Yg.pdf,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NhL2M5LzkwL2MzYTItNDliMC1hMWE4LTJmMjE5MjAxMjkzZg.xml,true,KÃ¸benhavn K,1004.0,18.0,ÃbenrÃ¥,KÃ¸benhavn K,1171.0,"30, st th",FiolstrÃ¦de,1864 Frederiksberg C,Grundtvigsvej 27,"Regnskabsklasse B, mikrovirksomhed",2018-04-16,2018-04-17,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 126 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>",info@scurryhub.dk,,,32294596.0,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Santolo Dino Tassini,Spar Nord,AVENTUNE ApS,Regnskab - BogfÃ¸ring ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,"Da selskabet fortsat lever op til kravene, er revision for det kommende Ã¥r fravalgt.",,true,false,false,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:25332015,indberetninger-20180424,2.59278,32294596.0,AWLd3LmXx8uVRSOdf1bQ,2018-04-19T12:24:48.963Z,2018-04-19T12:24:12.109Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-03-MC,2018-04-19T12:24:12.398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294596,2017-01-01,2017-12-31,c11,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzdmLzg1L2Y5LzYzOGQtNGY2Yy04OTMwLWQ4NjkyMzg2ZDg4Mw.xhtml,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzczL2YxLzU2Lzc5MmUtNDJmOS04MWM3LWFhN2JkOTViMTc1Yg.pdf,http://regnskaber.virk.dk/69549223/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NhL2M5LzkwL2MzYTItNDliMC1hMWE4LTJmMjE5MjAxMjkzZg.xml,true,KÃ¸benhavn K,1004.0,18.0,ÃbenrÃ¥,KÃ¸benhavn K,1171.0,"30, st th",FiolstrÃ¦de,1864 Frederiksberg C,Grundtvigsvej 27,"Regnskabsklasse B, mikrovirksomhed",2018-04-16,2018-04-17,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 126 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>",info@scurryhub.dk,,,32294596.0,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Santolo Dino Tassini,Spar Nord,AVENTUNE ApS,Regnskab - BogfÃ¸ring ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,"Da selskabet fortsat lever op til kravene, er revision for det kommende Ã¥r fravalgt.",,true,false,false,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:25332015,indberetninger-20180424,2.59278,32294596.0,AWLd3LmXx8uVRSOdf1bQ,2018-04-19T12:24:48.963Z,2018-04-19T12:24:12.109Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-03-MC,2018-04-19T12:24:12.398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
