entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfInvestments,DividendIncomeRelatedToInvestments,DividendPaid,ExternalExpenses,ExtraordinaryDividendPaid,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherProvisions,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,Provisions,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,EquityTransfersToReserves,NameAndSurnameOfMemberOfExecutiveBoard
30195663,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzA1L2Q4L2E5LzM0ODItNDUwZC1hMTNkLTVhODQwOGM4NDQ4Yw.pdf,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzAxLzk1L2I3L2JiNDgtNDY1Yi04YTFjLWQxOGE0YjI1ZmU0Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Copenhagen,2100.0,Langelinie AllÃ© 35,1057 KÃ¸benhavn K,Holbergsgade 14 2. tv.,DK-1561 KÃ¸benhavn V,Havneholmen 29,196030.0,1.0,Regnskabsklasse B,2019-06-11,2007-01-01,2019-06-11,Statsautoriseret revisor,16188775.0,-53138446.0,-60957262.0,19559073.0,-53138446.0,-19559073.0,20222670.0,30195663.0,20222670.0,mne23299,Ãrsrapport,42754.0,Ole C. K. Nielsen,Thomas GjÃ¸l-TrÃ¸nning,Bech-Bruun  Att. Thomas GjÃ¸l-TrÃ¸nning,Eastlight ApS,BDO Statsautoriseret revisionsaktieselskab,42754.0,7548840.0,0.0,KÃ¸benhavn,2017-01-01,2017-12-31,-12249017.0,-12052987.0,-19559073.0,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-11,KÃ¸benhavn,196030.0,urn:ofk:oid:27492091,indberetninger-20180424,2.5118417999999996,30195663.0,AWtQe_GoGQc-fA3G3IRu,2019-06-13T10:57:29.123Z,2019-06-13T10:57:08.070Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-HB,2019-06-13T10:57:08.278Z,,,,,,,,,,,,,,,,,,,,,,,,,
30195663,2017-01-01,2017-12-31,c183,,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzA1L2Q4L2E5LzM0ODItNDUwZC1hMTNkLTVhODQwOGM4NDQ4Yw.pdf,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzAxLzk1L2I3L2JiNDgtNDY1Yi04YTFjLWQxOGE0YjI1ZmU0Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Copenhagen,2100.0,Langelinie AllÃ© 35,1057 KÃ¸benhavn K,Holbergsgade 14 2. tv.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,2019-06-11,2007-01-01,2019-06-11,Statsautoriseret revisor,16188775.0,-53138446.0,-60957262.0,,-53138446.0,,20222670.0,30195663.0,20222670.0,mne23299,Ãrsrapport,,Ole C. K. Nielsen,Thomas GjÃ¸l-TrÃ¸nning,Bech-Bruun  Att. Thomas GjÃ¸l-TrÃ¸nning,Eastlight ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,0.0,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-11,KÃ¸benhavn,,urn:ofk:oid:27492091,indberetninger-20180424,2.5118417999999996,30195663.0,AWtQe_GoGQc-fA3G3IRu,2019-06-13T10:57:29.123Z,2019-06-13T10:57:08.070Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-HB,2019-06-13T10:57:08.278Z,,,,,,,,,,,,,,,,,,,,,,,,,
30195663,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzA1L2Q4L2E5LzM0ODItNDUwZC1hMTNkLTVhODQwOGM4NDQ4Yw.pdf,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzAxLzk1L2I3L2JiNDgtNDY1Yi04YTFjLWQxOGE0YjI1ZmU0Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Copenhagen,2100.0,Langelinie AllÃ© 35,1057 KÃ¸benhavn K,Holbergsgade 14 2. tv.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,2019-06-11,2007-01-01,2019-06-11,Statsautoriseret revisor,16188775.0,-53138446.0,-60957262.0,,-53138446.0,,20222670.0,30195663.0,20222670.0,mne23299,Ãrsrapport,,Ole C. K. Nielsen,Thomas GjÃ¸l-TrÃ¸nning,Bech-Bruun  Att. Thomas GjÃ¸l-TrÃ¸nning,Eastlight ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,-73206279.0,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-11,KÃ¸benhavn,,urn:ofk:oid:27492091,indberetninger-20180424,2.5118417999999996,30195663.0,AWtQe_GoGQc-fA3G3IRu,2019-06-13T10:57:29.123Z,2019-06-13T10:57:08.070Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-HB,2019-06-13T10:57:08.278Z,,,,,,,,,,,,,,,,,,,,,,,,,
30195663,2017-01-01,2017-12-31,c219,,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzA1L2Q4L2E5LzM0ODItNDUwZC1hMTNkLTVhODQwOGM4NDQ4Yw.pdf,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzAxLzk1L2I3L2JiNDgtNDY1Yi04YTFjLWQxOGE0YjI1ZmU0Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Copenhagen,2100.0,Langelinie AllÃ© 35,1057 KÃ¸benhavn K,Holbergsgade 14 2. tv.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,2019-06-11,2007-01-01,2019-06-11,Statsautoriseret revisor,16188775.0,-53138446.0,-60957262.0,,-53138446.0,,20222670.0,30195663.0,20222670.0,mne23299,Ãrsrapport,,Ole C. K. Nielsen,Thomas GjÃ¸l-TrÃ¸nning,Bech-Bruun  Att. Thomas GjÃ¸l-TrÃ¸nning,Eastlight ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,60957262.0,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-11,KÃ¸benhavn,,urn:ofk:oid:27492091,indberetninger-20180424,2.5118417999999996,30195663.0,AWtQe_GoGQc-fA3G3IRu,2019-06-13T10:57:29.123Z,2019-06-13T10:57:08.070Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-HB,2019-06-13T10:57:08.278Z,,,,,,,,,,,,,,,,,,,,,,,,,
30195663,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzA1L2Q4L2E5LzM0ODItNDUwZC1hMTNkLTVhODQwOGM4NDQ4Yw.pdf,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzAxLzk1L2I3L2JiNDgtNDY1Yi04YTFjLWQxOGE0YjI1ZmU0Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Copenhagen,2100.0,Langelinie AllÃ© 35,1057 KÃ¸benhavn K,Holbergsgade 14 2. tv.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,2019-06-11,2007-01-01,2019-06-11,Statsautoriseret revisor,16188775.0,-53138446.0,-60957262.0,,-53138446.0,,20222670.0,30195663.0,20222670.0,mne23299,Ãrsrapport,,Ole C. K. Nielsen,Thomas GjÃ¸l-TrÃ¸nning,Bech-Bruun  Att. Thomas GjÃ¸l-TrÃ¸nning,Eastlight ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-11,KÃ¸benhavn,,urn:ofk:oid:27492091,indberetninger-20180424,2.5118417999999996,30195663.0,AWtQe_GoGQc-fA3G3IRu,2019-06-13T10:57:29.123Z,2019-06-13T10:57:08.070Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-HB,2019-06-13T10:57:08.278Z,148424117.0,32872.0,15008486.0,12068.0,129104195.0,148424117.0,4171666.0,72349222.0,72349222.0,72349222.0,15148256.0,6331747.0,60957262.0,15148256.0,0.0,53138447.0,4171666.0,76042023.0,69698208.0,,,,,,
30195663,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzA1L2Q4L2E5LzM0ODItNDUwZC1hMTNkLTVhODQwOGM4NDQ4Yw.pdf,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzAxLzk1L2I3L2JiNDgtNDY1Yi04YTFjLWQxOGE0YjI1ZmU0Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Copenhagen,2100.0,Langelinie AllÃ© 35,1057 KÃ¸benhavn K,Holbergsgade 14 2. tv.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,2019-06-11,2007-01-01,2019-06-11,Statsautoriseret revisor,16188775.0,-53138446.0,-60957262.0,,-53138446.0,,20222670.0,30195663.0,20222670.0,mne23299,Ãrsrapport,,Ole C. K. Nielsen,Thomas GjÃ¸l-TrÃ¸nning,Bech-Bruun  Att. Thomas GjÃ¸l-TrÃ¸nning,Eastlight ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-11,KÃ¸benhavn,,urn:ofk:oid:27492091,indberetninger-20180424,2.5118417999999996,30195663.0,AWtQe_GoGQc-fA3G3IRu,2019-06-13T10:57:29.123Z,2019-06-13T10:57:08.070Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-HB,2019-06-13T10:57:08.278Z,,,,,15008486.0,,,,,,,,,,,,,,,,,,,,
30195663,2018-01-01,2018-01-01,c240,,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzA1L2Q4L2E5LzM0ODItNDUwZC1hMTNkLTVhODQwOGM4NDQ4Yw.pdf,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzAxLzk1L2I3L2JiNDgtNDY1Yi04YTFjLWQxOGE0YjI1ZmU0Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Copenhagen,2100.0,Langelinie AllÃ© 35,1057 KÃ¸benhavn K,Holbergsgade 14 2. tv.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,2019-06-11,2007-01-01,2019-06-11,Statsautoriseret revisor,16188775.0,-53138446.0,-60957262.0,,-53138446.0,,20222670.0,30195663.0,20222670.0,mne23299,Ãrsrapport,,Ole C. K. Nielsen,Thomas GjÃ¸l-TrÃ¸nning,Bech-Bruun  Att. Thomas GjÃ¸l-TrÃ¸nning,Eastlight ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-11,KÃ¸benhavn,,urn:ofk:oid:27492091,indberetninger-20180424,2.5118417999999996,30195663.0,AWtQe_GoGQc-fA3G3IRu,2019-06-13T10:57:29.123Z,2019-06-13T10:57:08.070Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-HB,2019-06-13T10:57:08.278Z,,,,,53138447.0,,,,,,,,,,,,,,,,,,,,
30195663,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzA1L2Q4L2E5LzM0ODItNDUwZC1hMTNkLTVhODQwOGM4NDQ4Yw.pdf,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzAxLzk1L2I3L2JiNDgtNDY1Yi04YTFjLWQxOGE0YjI1ZmU0Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Copenhagen,2100.0,Langelinie AllÃ© 35,1057 KÃ¸benhavn K,Holbergsgade 14 2. tv.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,2019-06-11,2007-01-01,2019-06-11,Statsautoriseret revisor,16188775.0,-53138446.0,-60957262.0,,-53138446.0,,20222670.0,30195663.0,20222670.0,mne23299,Ãrsrapport,,Ole C. K. Nielsen,Thomas GjÃ¸l-TrÃ¸nning,Bech-Bruun  Att. Thomas GjÃ¸l-TrÃ¸nning,Eastlight ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-11,KÃ¸benhavn,,urn:ofk:oid:27492091,indberetninger-20180424,2.5118417999999996,30195663.0,AWtQe_GoGQc-fA3G3IRu,2019-06-13T10:57:29.123Z,2019-06-13T10:57:08.070Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-HB,2019-06-13T10:57:08.278Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,
30195663,2018-01-01,2018-01-01,c255,,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzA1L2Q4L2E5LzM0ODItNDUwZC1hMTNkLTVhODQwOGM4NDQ4Yw.pdf,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzAxLzk1L2I3L2JiNDgtNDY1Yi04YTFjLWQxOGE0YjI1ZmU0Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Copenhagen,2100.0,Langelinie AllÃ© 35,1057 KÃ¸benhavn K,Holbergsgade 14 2. tv.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,2019-06-11,2007-01-01,2019-06-11,Statsautoriseret revisor,16188775.0,-53138446.0,-60957262.0,,-53138446.0,,20222670.0,30195663.0,20222670.0,mne23299,Ãrsrapport,,Ole C. K. Nielsen,Thomas GjÃ¸l-TrÃ¸nning,Bech-Bruun  Att. Thomas GjÃ¸l-TrÃ¸nning,Eastlight ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-11,KÃ¸benhavn,,urn:ofk:oid:27492091,indberetninger-20180424,2.5118417999999996,30195663.0,AWtQe_GoGQc-fA3G3IRu,2019-06-13T10:57:29.123Z,2019-06-13T10:57:08.070Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-HB,2019-06-13T10:57:08.278Z,,,,,60957262.0,,,,,,,,,,,,,,,,,,,,
30195663,2018-01-01,2018-01-01,c568,,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzA1L2Q4L2E5LzM0ODItNDUwZC1hMTNkLTVhODQwOGM4NDQ4Yw.pdf,http://regnskaber.virk.dk/36659103/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzAxLzk1L2I3L2JiNDgtNDY1Yi04YTFjLWQxOGE0YjI1ZmU0Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Copenhagen,2100.0,Langelinie AllÃ© 35,1057 KÃ¸benhavn K,Holbergsgade 14 2. tv.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,2019-06-11,2007-01-01,2019-06-11,Statsautoriseret revisor,16188775.0,-53138446.0,-60957262.0,,-53138446.0,,20222670.0,30195663.0,20222670.0,mne23299,Ãrsrapport,,Ole C. K. Nielsen,Thomas GjÃ¸l-TrÃ¸nning,Bech-Bruun  Att. Thomas GjÃ¸l-TrÃ¸nning,Eastlight ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-11,KÃ¸benhavn,,urn:ofk:oid:27492091,indberetninger-20180424,2.5118417999999996,30195663.0,AWtQe_GoGQc-fA3G3IRu,2019-06-13T10:57:29.123Z,2019-06-13T10:57:08.070Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-HB,2019-06-13T10:57:08.278Z,,,,,,,,,,,,,,,,,,,,53138446.0,19210776.0,,,,
