entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountry,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,CostOfProduction,CurrentDeferredTaxAssets,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DistributionCosts,EmailOfReportingEntity,ExtraordinaryProfitLossBeforeTax,FixturesFittingsToolsAndEquipment,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,OtherFinanceExpenses,OtherFinanceIncome,OtherShorttermReceivables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PropertyPlantAndEquipment,ReportingPeriodEndDate,ReportingPeriodStartDate,ShorttermTaxPayables,ShorttermTradePayables,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
74006612,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzk3LzFkL2YzL2QzYjEtNDEzYy1iZWZjLTVhZTg2MTdjNmEzNw.xhtml,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzJlL2NlLzEyLzY4NzAtNGQ5Zi04M2QwLTIwNWU3YjJhNDNkZg.pdf,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzNkL2Q2L2M4Lzk5MWYtNDgwZC1hNDVjLTc5ZmJmNmM3MzZhMw.xml,Danmark,BirkerÃ¸d,3460.0,28.0,Hovedgaden,BirkerÃ¸d,3460.0,9.0,PrÃ¦stevangen,3460 BirkerÃ¸d,PrÃ¦stevangen 9,607.0,Regnskabsklasse B,-72276.0,1916.0,2015-05-25,2015-05-25,4754.0,nf@filcotech.dk,-18707.0,0.0,-13500.0,74006612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,6903.0,6903.0,Niels Filstrup,Jyske Bank,FILCOTECH CONSULT ApS,Niels Filstrup,0.0,457.0,4.0,1790.0,BirkerÃ¸d,2013-01-01,2013-12-31,-18707.0,-18707.0,-18254.0,0.0,2014-12-31,2014-01-01,0.0,0.0,Revision er fravalgt siden 2013,0.0,23706116.0,Ingen bistand,urn:ofk:oid:5295463,indberetninger-20180424,2.5927935,74006612.0,,2018-03-30T15:44:02.976Z,2015-05-25T16:28:02.461Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-DK,2015-05-25T16:28:02.517Z,,,,,,,,,,,,,,,,,
74006612,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzk3LzFkL2YzL2QzYjEtNDEzYy1iZWZjLTVhZTg2MTdjNmEzNw.xhtml,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzJlL2NlLzEyLzY4NzAtNGQ5Zi04M2QwLTIwNWU3YjJhNDNkZg.pdf,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzNkL2Q2L2M4Lzk5MWYtNDgwZC1hNDVjLTc5ZmJmNmM3MzZhMw.xml,Danmark,BirkerÃ¸d,3460.0,28.0,Hovedgaden,BirkerÃ¸d,3460.0,9.0,PrÃ¦stevangen,3460 BirkerÃ¸d,PrÃ¦stevangen 9,607.0,Regnskabsklasse B,-72276.0,1916.0,2015-05-25,2015-05-25,,nf@filcotech.dk,,0.0,,74006612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,6903.0,6903.0,Niels Filstrup,Jyske Bank,FILCOTECH CONSULT ApS,Niels Filstrup,0.0,,4.0,1790.0,BirkerÃ¸d,2013-01-01,2013-12-31,-18707.0,,,0.0,2014-12-31,2014-01-01,0.0,0.0,Revision er fravalgt siden 2013,,23706116.0,Ingen bistand,urn:ofk:oid:5295463,indberetninger-20180424,2.5927935,74006612.0,,2018-03-30T15:44:02.976Z,2015-05-25T16:28:02.461Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-DK,2015-05-25T16:28:02.517Z,,,,,,,,,,,,,,,,,
74006612,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzk3LzFkL2YzL2QzYjEtNDEzYy1iZWZjLTVhZTg2MTdjNmEzNw.xhtml,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzJlL2NlLzEyLzY4NzAtNGQ5Zi04M2QwLTIwNWU3YjJhNDNkZg.pdf,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzNkL2Q2L2M4Lzk5MWYtNDgwZC1hNDVjLTc5ZmJmNmM3MzZhMw.xml,Danmark,BirkerÃ¸d,3460.0,28.0,Hovedgaden,BirkerÃ¸d,3460.0,9.0,PrÃ¦stevangen,3460 BirkerÃ¸d,PrÃ¦stevangen 9,607.0,Regnskabsklasse B,-72276.0,1916.0,2015-05-25,2015-05-25,,nf@filcotech.dk,,0.0,,74006612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,6903.0,6903.0,Niels Filstrup,Jyske Bank,FILCOTECH CONSULT ApS,Niels Filstrup,0.0,,4.0,1790.0,BirkerÃ¸d,2013-01-01,2013-12-31,,,,0.0,2014-12-31,2014-01-01,0.0,0.0,Revision er fravalgt siden 2013,,23706116.0,Ingen bistand,urn:ofk:oid:5295463,indberetninger-20180424,2.5927935,74006612.0,,2018-03-30T15:44:02.976Z,2015-05-25T16:28:02.461Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-DK,2015-05-25T16:28:02.517Z,112298.0,109217.0,125000.0,112298.0,112500.0,112298.0,-202.0,-202.0,-12500.0,-202.0,3081.0,1165.0,0.0,,,,
74006612,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzk3LzFkL2YzL2QzYjEtNDEzYy1iZWZjLTVhZTg2MTdjNmEzNw.xhtml,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzJlL2NlLzEyLzY4NzAtNGQ5Zi04M2QwLTIwNWU3YjJhNDNkZg.pdf,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzNkL2Q2L2M4Lzk5MWYtNDgwZC1hNDVjLTc5ZmJmNmM3MzZhMw.xml,Danmark,BirkerÃ¸d,3460.0,28.0,Hovedgaden,BirkerÃ¸d,3460.0,9.0,PrÃ¦stevangen,3460 BirkerÃ¸d,PrÃ¦stevangen 9,607.0,Regnskabsklasse B,-72276.0,1916.0,2015-05-25,2015-05-25,7013.0,nf@filcotech.dk,46317.0,0.0,54057.0,74006612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,6903.0,6903.0,Niels Filstrup,Jyske Bank,FILCOTECH CONSULT ApS,Niels Filstrup,0.0,120.0,4.0,1790.0,BirkerÃ¸d,2013-01-01,2013-12-31,39414.0,46317.0,46437.0,0.0,2014-12-31,2014-01-01,0.0,0.0,Revision er fravalgt siden 2013,6903.0,23706116.0,Ingen bistand,urn:ofk:oid:5295463,indberetninger-20180424,2.5927935,74006612.0,,2018-03-30T15:44:02.976Z,2015-05-25T16:28:02.461Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-DK,2015-05-25T16:28:02.517Z,,,,,,,,,,,,,,,,,
74006612,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzk3LzFkL2YzL2QzYjEtNDEzYy1iZWZjLTVhZTg2MTdjNmEzNw.xhtml,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzJlL2NlLzEyLzY4NzAtNGQ5Zi04M2QwLTIwNWU3YjJhNDNkZg.pdf,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzNkL2Q2L2M4Lzk5MWYtNDgwZC1hNDVjLTc5ZmJmNmM3MzZhMw.xml,Danmark,BirkerÃ¸d,3460.0,28.0,Hovedgaden,BirkerÃ¸d,3460.0,9.0,PrÃ¦stevangen,3460 BirkerÃ¸d,PrÃ¦stevangen 9,607.0,Regnskabsklasse B,-72276.0,1916.0,2015-05-25,2015-05-25,,nf@filcotech.dk,,0.0,,74006612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,6903.0,6903.0,Niels Filstrup,Jyske Bank,FILCOTECH CONSULT ApS,Niels Filstrup,0.0,,4.0,1790.0,BirkerÃ¸d,2013-01-01,2013-12-31,,,,0.0,2014-12-31,2014-01-01,0.0,0.0,Revision er fravalgt siden 2013,,23706116.0,Ingen bistand,urn:ofk:oid:5295463,indberetninger-20180424,2.5927935,74006612.0,,2018-03-30T15:44:02.976Z,2015-05-25T16:28:02.461Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-DK,2015-05-25T16:28:02.517Z,,,,,,,,,,,,,,Niels Filstrup,Hr.,,
74006612,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzk3LzFkL2YzL2QzYjEtNDEzYy1iZWZjLTVhZTg2MTdjNmEzNw.xhtml,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzJlL2NlLzEyLzY4NzAtNGQ5Zi04M2QwLTIwNWU3YjJhNDNkZg.pdf,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzNkL2Q2L2M4Lzk5MWYtNDgwZC1hNDVjLTc5ZmJmNmM3MzZhMw.xml,Danmark,BirkerÃ¸d,3460.0,28.0,Hovedgaden,BirkerÃ¸d,3460.0,9.0,PrÃ¦stevangen,3460 BirkerÃ¸d,PrÃ¦stevangen 9,607.0,Regnskabsklasse B,-72276.0,1916.0,2015-05-25,2015-05-25,,nf@filcotech.dk,,0.0,,74006612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,6903.0,6903.0,Niels Filstrup,Jyske Bank,FILCOTECH CONSULT ApS,Niels Filstrup,0.0,,4.0,1790.0,BirkerÃ¸d,2013-01-01,2013-12-31,,,,0.0,2014-12-31,2014-01-01,0.0,0.0,Revision er fravalgt siden 2013,,23706116.0,Ingen bistand,urn:ofk:oid:5295463,indberetninger-20180424,2.5927935,74006612.0,,2018-03-30T15:44:02.976Z,2015-05-25T16:28:02.461Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-DK,2015-05-25T16:28:02.517Z,,,,,,,,,,,,,,Mary Romana Elizabeth Filstrup,Fru,,
74006612,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzk3LzFkL2YzL2QzYjEtNDEzYy1iZWZjLTVhZTg2MTdjNmEzNw.xhtml,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzJlL2NlLzEyLzY4NzAtNGQ5Zi04M2QwLTIwNWU3YjJhNDNkZg.pdf,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzNkL2Q2L2M4Lzk5MWYtNDgwZC1hNDVjLTc5ZmJmNmM3MzZhMw.xml,Danmark,BirkerÃ¸d,3460.0,28.0,Hovedgaden,BirkerÃ¸d,3460.0,9.0,PrÃ¦stevangen,3460 BirkerÃ¸d,PrÃ¦stevangen 9,607.0,Regnskabsklasse B,-72276.0,1916.0,2015-05-25,2015-05-25,,nf@filcotech.dk,,0.0,,74006612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,6903.0,6903.0,Niels Filstrup,Jyske Bank,FILCOTECH CONSULT ApS,Niels Filstrup,0.0,,4.0,1790.0,BirkerÃ¸d,2013-01-01,2013-12-31,,,,0.0,2014-12-31,2014-01-01,0.0,0.0,Revision er fravalgt siden 2013,,23706116.0,Ingen bistand,urn:ofk:oid:5295463,indberetninger-20180424,2.5927935,74006612.0,,2018-03-30T15:44:02.976Z,2015-05-25T16:28:02.461Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-DK,2015-05-25T16:28:02.517Z,,,,,,,,,,,,,,,,Niels Filstrup,Hr.
74006612,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzk3LzFkL2YzL2QzYjEtNDEzYy1iZWZjLTVhZTg2MTdjNmEzNw.xhtml,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzJlL2NlLzEyLzY4NzAtNGQ5Zi04M2QwLTIwNWU3YjJhNDNkZg.pdf,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzNkL2Q2L2M4Lzk5MWYtNDgwZC1hNDVjLTc5ZmJmNmM3MzZhMw.xml,Danmark,BirkerÃ¸d,3460.0,28.0,Hovedgaden,BirkerÃ¸d,3460.0,9.0,PrÃ¦stevangen,3460 BirkerÃ¸d,PrÃ¦stevangen 9,607.0,Regnskabsklasse B,-72276.0,1916.0,2015-05-25,2015-05-25,,nf@filcotech.dk,,0.0,,74006612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,6903.0,6903.0,Niels Filstrup,Jyske Bank,FILCOTECH CONSULT ApS,Niels Filstrup,0.0,,4.0,1790.0,BirkerÃ¸d,2013-01-01,2013-12-31,,,,0.0,2014-12-31,2014-01-01,0.0,0.0,Revision er fravalgt siden 2013,,23706116.0,Ingen bistand,urn:ofk:oid:5295463,indberetninger-20180424,2.5927935,74006612.0,,2018-03-30T15:44:02.976Z,2015-05-25T16:28:02.461Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-DK,2015-05-25T16:28:02.517Z,,,,,,,,,,,,,,,,Mary Romana Elizabeth Filstrup,Fru
74006612,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzk3LzFkL2YzL2QzYjEtNDEzYy1iZWZjLTVhZTg2MTdjNmEzNw.xhtml,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzJlL2NlLzEyLzY4NzAtNGQ5Zi04M2QwLTIwNWU3YjJhNDNkZg.pdf,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzNkL2Q2L2M4Lzk5MWYtNDgwZC1hNDVjLTc5ZmJmNmM3MzZhMw.xml,Danmark,BirkerÃ¸d,3460.0,28.0,Hovedgaden,BirkerÃ¸d,3460.0,9.0,PrÃ¦stevangen,3460 BirkerÃ¸d,PrÃ¦stevangen 9,607.0,Regnskabsklasse B,-72276.0,1916.0,2015-05-25,2015-05-25,,nf@filcotech.dk,,0.0,,74006612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,6903.0,6903.0,Niels Filstrup,Jyske Bank,FILCOTECH CONSULT ApS,Niels Filstrup,0.0,,4.0,1790.0,BirkerÃ¸d,2013-01-01,2013-12-31,39414.0,,,0.0,2014-12-31,2014-01-01,0.0,0.0,Revision er fravalgt siden 2013,,23706116.0,Ingen bistand,urn:ofk:oid:5295463,indberetninger-20180424,2.5927935,74006612.0,,2018-03-30T15:44:02.976Z,2015-05-25T16:28:02.461Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-DK,2015-05-25T16:28:02.517Z,,,,,,,,,,,,,,,,,
74006612,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzk3LzFkL2YzL2QzYjEtNDEzYy1iZWZjLTVhZTg2MTdjNmEzNw.xhtml,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzJlL2NlLzEyLzY4NzAtNGQ5Zi04M2QwLTIwNWU3YjJhNDNkZg.pdf,http://regnskaber.virk.dk/21660047/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzNkL2Q2L2M4Lzk5MWYtNDgwZC1hNDVjLTc5ZmJmNmM3MzZhMw.xml,Danmark,BirkerÃ¸d,3460.0,28.0,Hovedgaden,BirkerÃ¸d,3460.0,9.0,PrÃ¦stevangen,3460 BirkerÃ¸d,PrÃ¦stevangen 9,607.0,Regnskabsklasse B,-72276.0,1916.0,2015-05-25,2015-05-25,,nf@filcotech.dk,,0.0,,74006612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,6903.0,6903.0,Niels Filstrup,Jyske Bank,FILCOTECH CONSULT ApS,Niels Filstrup,0.0,,4.0,1790.0,BirkerÃ¸d,2013-01-01,2013-12-31,,,,0.0,2014-12-31,2014-01-01,0.0,0.0,Revision er fravalgt siden 2013,,23706116.0,Ingen bistand,urn:ofk:oid:5295463,indberetninger-20180424,2.5927935,74006612.0,,2018-03-30T15:44:02.976Z,2015-05-25T16:28:02.461Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-DK,2015-05-25T16:28:02.517Z,158462.0,73703.0,112500.0,158462.0,151914.0,158462.0,6548.0,-355.0,39414.0,-355.0,84759.0,71041.0,11928.0,,,,
