entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AdditionsToPropertyPlantAndEquipment,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AmortisationOfIntangibleAssets,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ExtraordinaryDividendPaid,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,InformationOnTypeOfSubmittedReport,InvestmentsGross,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,RemunerationOfManagementCategory,AdditionsToInvestments,ProfitLossRelatedToInvestments,Dividend,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,EquityRatio,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,InvestmentInPropertyPlantAndEquipment,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RemunerationOfManagementCategories,ResultsFromNetFinancials,ReturnOnEquity,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,DividendPaid,LongtermInvestmentsAndReceivables,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AddressOfAuditorCountry,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,EmailOfAuditor,ExplanationOfNotDisclosingCashFlowsStatements,IdentificationOfApprovedAnnualReport,InformationOnOmissionOfConsolidatedFinancialStatement,ManagementsStatementAboutManagementsReview,RecommendationForApprovalOfAnnualReportByGeneralMeeting,GrossResult,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,NameAndSurnameOfMemberOfExecutiveBoard,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
18528983,2017-01-01,2017-01-01,c172,,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzcwL2NkLzA0LzY3MmItNGNjYS1iOTIxLTFiMzcwYmJiMGJmMA.pdf,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2RhLzhlLzU4Lzc0YjUtNGI5Yi1iMmZmLTQ5NjY1YmZkODZiZQ.xml,-246000.0,1576000.0,Glostrup,2600.0,55.0,Sydvestvej,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",kapitalejerne,71000.0,"Regnskabsklasse C, mellemstor virksomhed",2019-04-30,2019-04-30,1995-05-17,2019-05-01,411000.0,1969000.0,0.0,18528983.0,16119040.0,-448000.0,Ãrsrapport,10137000.0,0.0,667000.0,Jakob Nielsen,WERD ApS,"BUUS JENSEN, Statsautoriserede revisorer",Glostrup,2017-01-01,2017-12-31,0.0,Glostrup,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27062787,indberetninger-20180424,2.5118406,18528983.0,AWp3WSvxRYGX6_YTHT-C,2019-05-02T07:02:27.887Z,2019-05-02T07:01:33.028Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-25-FB,2019-05-02T07:01:33.351Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18528983,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzcwL2NkLzA0LzY3MmItNGNjYS1iOTIxLTFiMzcwYmJiMGJmMA.pdf,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2RhLzhlLzU4Lzc0YjUtNGI5Yi1iMmZmLTQ5NjY1YmZkODZiZQ.xml,,1576000.0,Glostrup,2600.0,55.0,Sydvestvej,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",kapitalejerne,71000.0,"Regnskabsklasse C, mellemstor virksomhed",2019-04-30,2019-04-30,1995-05-17,2019-05-01,411000.0,1969000.0,0.0,18528983.0,16119040.0,-448000.0,Ãrsrapport,,0.0,667000.0,Jakob Nielsen,WERD ApS,"BUUS JENSEN, Statsautoriserede revisorer",Glostrup,2017-01-01,2017-12-31,0.0,Glostrup,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27062787,indberetninger-20180424,2.5118406,18528983.0,AWp3WSvxRYGX6_YTHT-C,2019-05-02T07:02:27.887Z,2019-05-02T07:01:33.028Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-25-FB,2019-05-02T07:01:33.351Z,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18528983,2017-01-01,2017-01-01,c719,,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzcwL2NkLzA0LzY3MmItNGNjYS1iOTIxLTFiMzcwYmJiMGJmMA.pdf,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2RhLzhlLzU4Lzc0YjUtNGI5Yi1iMmZmLTQ5NjY1YmZkODZiZQ.xml,,1576000.0,Glostrup,2600.0,55.0,Sydvestvej,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",kapitalejerne,71000.0,"Regnskabsklasse C, mellemstor virksomhed",2019-04-30,2019-04-30,1995-05-17,2019-05-01,411000.0,1969000.0,0.0,18528983.0,16119040.0,-448000.0,Ãrsrapport,,0.0,667000.0,Jakob Nielsen,WERD ApS,"BUUS JENSEN, Statsautoriserede revisorer",Glostrup,2017-01-01,2017-12-31,0.0,Glostrup,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27062787,indberetninger-20180424,2.5118406,18528983.0,AWp3WSvxRYGX6_YTHT-C,2019-05-02T07:02:27.887Z,2019-05-02T07:01:33.028Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-25-FB,2019-05-02T07:01:33.351Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18528983,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzcwL2NkLzA0LzY3MmItNGNjYS1iOTIxLTFiMzcwYmJiMGJmMA.pdf,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2RhLzhlLzU4Lzc0YjUtNGI5Yi1iMmZmLTQ5NjY1YmZkODZiZQ.xml,,1576000.0,Glostrup,2600.0,55.0,Sydvestvej,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",kapitalejerne,71000.0,"Regnskabsklasse C, mellemstor virksomhed",2019-04-30,2019-04-30,1995-05-17,2019-05-01,411000.0,1969000.0,0.0,18528983.0,16119040.0,-448000.0,Ãrsrapport,,0.0,667000.0,Jakob Nielsen,WERD ApS,"BUUS JENSEN, Statsautoriserede revisorer",Glostrup,2017-01-01,2017-12-31,0.0,Glostrup,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27062787,indberetninger-20180424,2.5118406,18528983.0,AWp3WSvxRYGX6_YTHT-C,2019-05-02T07:02:27.887Z,2019-05-02T07:01:33.028Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-25-FB,2019-05-02T07:01:33.351Z,9818000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18528983,2017-01-01,2017-01-01,c728,,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzcwL2NkLzA0LzY3MmItNGNjYS1iOTIxLTFiMzcwYmJiMGJmMA.pdf,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2RhLzhlLzU4Lzc0YjUtNGI5Yi1iMmZmLTQ5NjY1YmZkODZiZQ.xml,,1576000.0,Glostrup,2600.0,55.0,Sydvestvej,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",kapitalejerne,71000.0,"Regnskabsklasse C, mellemstor virksomhed",2019-04-30,2019-04-30,1995-05-17,2019-05-01,411000.0,1969000.0,0.0,18528983.0,16119040.0,-448000.0,Ãrsrapport,,0.0,667000.0,Jakob Nielsen,WERD ApS,"BUUS JENSEN, Statsautoriserede revisorer",Glostrup,2017-01-01,2017-12-31,0.0,Glostrup,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27062787,indberetninger-20180424,2.5118406,18528983.0,AWp3WSvxRYGX6_YTHT-C,2019-05-02T07:02:27.887Z,2019-05-02T07:01:33.028Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-25-FB,2019-05-02T07:01:33.351Z,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18528983,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzcwL2NkLzA0LzY3MmItNGNjYS1iOTIxLTFiMzcwYmJiMGJmMA.pdf,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2RhLzhlLzU4Lzc0YjUtNGI5Yi1iMmZmLTQ5NjY1YmZkODZiZQ.xml,,1576000.0,Glostrup,2600.0,55.0,Sydvestvej,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",kapitalejerne,71000.0,"Regnskabsklasse C, mellemstor virksomhed",2019-04-30,2019-04-30,1995-05-17,2019-05-01,411000.0,1969000.0,0.0,18528983.0,16119040.0,-448000.0,Ãrsrapport,,0.0,667000.0,Jakob Nielsen,WERD ApS,"BUUS JENSEN, Statsautoriserede revisorer",Glostrup,2017-01-01,2017-12-31,0.0,Glostrup,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27062787,indberetninger-20180424,2.5118406,18528983.0,AWp3WSvxRYGX6_YTHT-C,2019-05-02T07:02:27.887Z,2019-05-02T07:01:33.028Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-25-FB,2019-05-02T07:01:33.351Z,,7500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18528983,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzcwL2NkLzA0LzY3MmItNGNjYS1iOTIxLTFiMzcwYmJiMGJmMA.pdf,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2RhLzhlLzU4Lzc0YjUtNGI5Yi1iMmZmLTQ5NjY1YmZkODZiZQ.xml,,1576000.0,Glostrup,2600.0,55.0,Sydvestvej,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",kapitalejerne,71000.0,"Regnskabsklasse C, mellemstor virksomhed",2019-04-30,2019-04-30,1995-05-17,2019-05-01,411000.0,1969000.0,0.0,18528983.0,16119040.0,-448000.0,Ãrsrapport,,0.0,667000.0,Jakob Nielsen,WERD ApS,"BUUS JENSEN, Statsautoriserede revisorer",Glostrup,2017-01-01,2017-12-31,0.0,Glostrup,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27062787,indberetninger-20180424,2.5118406,18528983.0,AWp3WSvxRYGX6_YTHT-C,2019-05-02T07:02:27.887Z,2019-05-02T07:01:33.028Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-25-FB,2019-05-02T07:01:33.351Z,,-604000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18528983,2017-01-01,2017-12-31,c124,,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzcwL2NkLzA0LzY3MmItNGNjYS1iOTIxLTFiMzcwYmJiMGJmMA.pdf,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2RhLzhlLzU4Lzc0YjUtNGI5Yi1iMmZmLTQ5NjY1YmZkODZiZQ.xml,,1576000.0,Glostrup,2600.0,55.0,Sydvestvej,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",kapitalejerne,71000.0,"Regnskabsklasse C, mellemstor virksomhed",2019-04-30,2019-04-30,1995-05-17,2019-05-01,411000.0,1969000.0,0.0,18528983.0,16119040.0,-448000.0,Ãrsrapport,,0.0,667000.0,Jakob Nielsen,WERD ApS,"BUUS JENSEN, Statsautoriserede revisorer",Glostrup,2017-01-01,2017-12-31,0.0,Glostrup,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27062787,indberetninger-20180424,2.5118406,18528983.0,AWp3WSvxRYGX6_YTHT-C,2019-05-02T07:02:27.887Z,2019-05-02T07:01:33.028Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-25-FB,2019-05-02T07:01:33.351Z,,,3287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18528983,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzcwL2NkLzA0LzY3MmItNGNjYS1iOTIxLTFiMzcwYmJiMGJmMA.pdf,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2RhLzhlLzU4Lzc0YjUtNGI5Yi1iMmZmLTQ5NjY1YmZkODZiZQ.xml,,1576000.0,Glostrup,2600.0,55.0,Sydvestvej,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",kapitalejerne,71000.0,"Regnskabsklasse C, mellemstor virksomhed",2019-04-30,2019-04-30,1995-05-17,2019-05-01,411000.0,1969000.0,0.0,18528983.0,16119040.0,-448000.0,Ãrsrapport,,0.0,667000.0,Jakob Nielsen,WERD ApS,"BUUS JENSEN, Statsautoriserede revisorer",Glostrup,2017-01-01,2017-12-31,0.0,Glostrup,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27062787,indberetninger-20180424,2.5118406,18528983.0,AWp3WSvxRYGX6_YTHT-C,2019-05-02T07:02:27.887Z,2019-05-02T07:01:33.028Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-25-FB,2019-05-02T07:01:33.351Z,,,,-12000.0,304000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18528983,2017-01-01,2017-12-31,c2003,,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzcwL2NkLzA0LzY3MmItNGNjYS1iOTIxLTFiMzcwYmJiMGJmMA.pdf,http://regnskaber.virk.dk/38982581/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2RhLzhlLzU4Lzc0YjUtNGI5Yi1iMmZmLTQ5NjY1YmZkODZiZQ.xml,,1576000.0,Glostrup,2600.0,55.0,Sydvestvej,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",kapitalejerne,71000.0,"Regnskabsklasse C, mellemstor virksomhed",2019-04-30,2019-04-30,1995-05-17,2019-05-01,411000.0,1969000.0,0.0,18528983.0,16119040.0,-448000.0,Ãrsrapport,,0.0,667000.0,Jakob Nielsen,WERD ApS,"BUUS JENSEN, Statsautoriserede revisorer",Glostrup,2017-01-01,2017-12-31,0.0,Glostrup,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27062787,indberetninger-20180424,2.5118406,18528983.0,AWp3WSvxRYGX6_YTHT-C,2019-05-02T07:02:27.887Z,2019-05-02T07:01:33.028Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-25-FB,2019-05-02T07:01:33.351Z,,,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
