entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard
33387830,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJmL2I3LzBmLzM4NGYtNDViZC1hZTVlLTE5YTliYjg0M2Q5MQ.pdf,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzczLzZiL2JiLzU1NjktNGFmMy1iYTgwLTgzYTE3ZTA2ZmQ0Yw.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Mi-Lo KÃ¸bsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-06,2019-06-06,2011-01-12,2019-06-06,-3750.0,34330042.0,33387830.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Mi-Lo KÃ¸bsted Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Peter KÃ¸bsted,CURA revision I/S,Sparekassen Vendsyssel,Mi-Lo KÃ¸bsted Holding ApS,"CURA revision I/S, Registreret revisionsvirksomhed",2277.0,Skagen,2017-01-01,2017-12-31,-6027.0,-6027.0,-3750.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-06,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27436945,indberetninger-20180424,2.5118417999999996,33387830.0,AWswoU_kRYGX6_YTIhoM,2019-06-07T06:31:13.870Z,2019-06-07T06:30:05.752Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-44-VJ,2019-06-07T06:30:06.088Z,,,,,,,,,,,,
33387830,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJmL2I3LzBmLzM4NGYtNDViZC1hZTVlLTE5YTliYjg0M2Q5MQ.pdf,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzczLzZiL2JiLzU1NjktNGFmMy1iYTgwLTgzYTE3ZTA2ZmQ0Yw.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Mi-Lo KÃ¸bsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-06,2019-06-06,2011-01-12,2019-06-06,,34330042.0,33387830.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Mi-Lo KÃ¸bsted Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Peter KÃ¸bsted,CURA revision I/S,Sparekassen Vendsyssel,Mi-Lo KÃ¸bsted Holding ApS,"CURA revision I/S, Registreret revisionsvirksomhed",,Skagen,2017-01-01,2017-12-31,-6027.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-06,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27436945,indberetninger-20180424,2.5118417999999996,33387830.0,AWswoU_kRYGX6_YTIhoM,2019-06-07T06:31:13.870Z,2019-06-07T06:30:05.752Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-44-VJ,2019-06-07T06:30:06.088Z,,,,,,,,,,,,
33387830,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJmL2I3LzBmLzM4NGYtNDViZC1hZTVlLTE5YTliYjg0M2Q5MQ.pdf,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzczLzZiL2JiLzU1NjktNGFmMy1iYTgwLTgzYTE3ZTA2ZmQ0Yw.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Mi-Lo KÃ¸bsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-06,2019-06-06,2011-01-12,2019-06-06,,34330042.0,33387830.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Mi-Lo KÃ¸bsted Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Peter KÃ¸bsted,CURA revision I/S,Sparekassen Vendsyssel,Mi-Lo KÃ¸bsted Holding ApS,"CURA revision I/S, Registreret revisionsvirksomhed",,Skagen,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-06,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27436945,indberetninger-20180424,2.5118417999999996,33387830.0,AWswoU_kRYGX6_YTIhoM,2019-06-07T06:31:13.870Z,2019-06-07T06:30:05.752Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-44-VJ,2019-06-07T06:30:06.088Z,25.0,25.0,80000.0,25.0,-64152.0,25.0,64177.0,3000.0,-144152.0,64177.0,61177.0,
33387830,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJmL2I3LzBmLzM4NGYtNDViZC1hZTVlLTE5YTliYjg0M2Q5MQ.pdf,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzczLzZiL2JiLzU1NjktNGFmMy1iYTgwLTgzYTE3ZTA2ZmQ0Yw.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Mi-Lo KÃ¸bsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-06,2019-06-06,2011-01-12,2019-06-06,-3750.0,34330042.0,33387830.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Mi-Lo KÃ¸bsted Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Peter KÃ¸bsted,CURA revision I/S,Sparekassen Vendsyssel,Mi-Lo KÃ¸bsted Holding ApS,"CURA revision I/S, Registreret revisionsvirksomhed",2519.0,Skagen,2017-01-01,2017-12-31,-6269.0,-6269.0,-3750.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-06,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27436945,indberetninger-20180424,2.5118417999999996,33387830.0,AWswoU_kRYGX6_YTIhoM,2019-06-07T06:31:13.870Z,2019-06-07T06:30:05.752Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-44-VJ,2019-06-07T06:30:06.088Z,,,,,,,,,,,,
33387830,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJmL2I3LzBmLzM4NGYtNDViZC1hZTVlLTE5YTliYjg0M2Q5MQ.pdf,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzczLzZiL2JiLzU1NjktNGFmMy1iYTgwLTgzYTE3ZTA2ZmQ0Yw.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Mi-Lo KÃ¸bsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-06,2019-06-06,2011-01-12,2019-06-06,,34330042.0,33387830.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Mi-Lo KÃ¸bsted Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Peter KÃ¸bsted,CURA revision I/S,Sparekassen Vendsyssel,Mi-Lo KÃ¸bsted Holding ApS,"CURA revision I/S, Registreret revisionsvirksomhed",,Skagen,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-06,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27436945,indberetninger-20180424,2.5118417999999996,33387830.0,AWswoU_kRYGX6_YTIhoM,2019-06-07T06:31:13.870Z,2019-06-07T06:30:05.752Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-44-VJ,2019-06-07T06:30:06.088Z,,,,,,,,,,,,
33387830,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJmL2I3LzBmLzM4NGYtNDViZC1hZTVlLTE5YTliYjg0M2Q5MQ.pdf,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzczLzZiL2JiLzU1NjktNGFmMy1iYTgwLTgzYTE3ZTA2ZmQ0Yw.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Mi-Lo KÃ¸bsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-06,2019-06-06,2011-01-12,2019-06-06,,34330042.0,33387830.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Mi-Lo KÃ¸bsted Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Peter KÃ¸bsted,CURA revision I/S,Sparekassen Vendsyssel,Mi-Lo KÃ¸bsted Holding ApS,"CURA revision I/S, Registreret revisionsvirksomhed",,Skagen,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-06,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27436945,indberetninger-20180424,2.5118417999999996,33387830.0,AWswoU_kRYGX6_YTIhoM,2019-06-07T06:31:13.870Z,2019-06-07T06:30:05.752Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-44-VJ,2019-06-07T06:30:06.088Z,,,,,,,,,,,,
33387830,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJmL2I3LzBmLzM4NGYtNDViZC1hZTVlLTE5YTliYjg0M2Q5MQ.pdf,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzczLzZiL2JiLzU1NjktNGFmMy1iYTgwLTgzYTE3ZTA2ZmQ0Yw.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Mi-Lo KÃ¸bsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-06,2019-06-06,2011-01-12,2019-06-06,,34330042.0,33387830.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Mi-Lo KÃ¸bsted Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Peter KÃ¸bsted,CURA revision I/S,Sparekassen Vendsyssel,Mi-Lo KÃ¸bsted Holding ApS,"CURA revision I/S, Registreret revisionsvirksomhed",,Skagen,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-06,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27436945,indberetninger-20180424,2.5118417999999996,33387830.0,AWswoU_kRYGX6_YTIhoM,2019-06-07T06:31:13.870Z,2019-06-07T06:30:05.752Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-44-VJ,2019-06-07T06:30:06.088Z,,,,,,,,,,,,Peter KÃ¸bsted
33387830,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJmL2I3LzBmLzM4NGYtNDViZC1hZTVlLTE5YTliYjg0M2Q5MQ.pdf,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzczLzZiL2JiLzU1NjktNGFmMy1iYTgwLTgzYTE3ZTA2ZmQ0Yw.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Mi-Lo KÃ¸bsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-06,2019-06-06,2011-01-12,2019-06-06,,34330042.0,33387830.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Mi-Lo KÃ¸bsted Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Peter KÃ¸bsted,CURA revision I/S,Sparekassen Vendsyssel,Mi-Lo KÃ¸bsted Holding ApS,"CURA revision I/S, Registreret revisionsvirksomhed",,Skagen,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-06,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27436945,indberetninger-20180424,2.5118417999999996,33387830.0,AWswoU_kRYGX6_YTIhoM,2019-06-07T06:31:13.870Z,2019-06-07T06:30:05.752Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-44-VJ,2019-06-07T06:30:06.088Z,,,,,,,,,,,,
33387830,2018-01-01,2018-12-31,ID_8,,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJmL2I3LzBmLzM4NGYtNDViZC1hZTVlLTE5YTliYjg0M2Q5MQ.pdf,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzczLzZiL2JiLzU1NjktNGFmMy1iYTgwLTgzYTE3ZTA2ZmQ0Yw.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Mi-Lo KÃ¸bsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-06,2019-06-06,2011-01-12,2019-06-06,,34330042.0,33387830.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Mi-Lo KÃ¸bsted Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Peter KÃ¸bsted,CURA revision I/S,Sparekassen Vendsyssel,Mi-Lo KÃ¸bsted Holding ApS,"CURA revision I/S, Registreret revisionsvirksomhed",,Skagen,2017-01-01,2017-12-31,-6269.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-06,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27436945,indberetninger-20180424,2.5118417999999996,33387830.0,AWswoU_kRYGX6_YTIhoM,2019-06-07T06:31:13.870Z,2019-06-07T06:30:05.752Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-44-VJ,2019-06-07T06:30:06.088Z,,,,,,,,,,,,
33387830,2018-12-31,2018-12-31,ID_5,,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJmL2I3LzBmLzM4NGYtNDViZC1hZTVlLTE5YTliYjg0M2Q5MQ.pdf,http://regnskaber.virk.dk/03878333/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzczLzZiL2JiLzU1NjktNGFmMy1iYTgwLTgzYTE3ZTA2ZmQ0Yw.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Mi-Lo KÃ¸bsted Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-06,2019-06-06,2011-01-12,2019-06-06,,34330042.0,33387830.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Mi-Lo KÃ¸bsted Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Peter KÃ¸bsted,CURA revision I/S,Sparekassen Vendsyssel,Mi-Lo KÃ¸bsted Holding ApS,"CURA revision I/S, Registreret revisionsvirksomhed",,Skagen,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-06,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27436945,indberetninger-20180424,2.5118417999999996,33387830.0,AWswoU_kRYGX6_YTIhoM,2019-06-07T06:31:13.870Z,2019-06-07T06:30:05.752Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-44-VJ,2019-06-07T06:30:06.088Z,25.0,25.0,80000.0,25.0,-70421.0,25.0,70446.0,3000.0,-150421.0,70446.0,67446.0,
