entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
33494122,2015-05-01,2016-04-30,ID_10,,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzE2L2Q4LzU3L2E4YWItNDBhZi04YzE0LTA2MzM4ZGMyNWYxYg.pdf,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc0LzM1LzllL2ZhZmUtNDA5Ny1hNDA2LTIxOTQwY2UxYjhlMw.xml,true,"Thisted, 7700","Toldbodgade 4, 2. sal",Til kapitalejerne i EMILO ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-29,2017-09-29,2017-09-29,15728000.0,33494122.0,15728000.0,mne18433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for EMILO ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peder Harbo Andersen,Erik HoumÃ¸ller,REVIKON,Sparekassen Thy,EMILO ApS,"REVIKON, Registreret revisionsinteressentskab",Thisted,2015-05-01,2016-04-30,-50600.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2017-04-30,2016-05-01,false,2017-09-29,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:24547658,indberetninger-20180424,2.5117111,33494122.0,,2018-03-27T17:55:37.519Z,2017-09-29T15:07:44.393Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-09-GV,2017-09-29T15:07:44.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494122,2015-05-01,2016-04-30,ID_12,,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzE2L2Q4LzU3L2E4YWItNDBhZi04YzE0LTA2MzM4ZGMyNWYxYg.pdf,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc0LzM1LzllL2ZhZmUtNDA5Ny1hNDA2LTIxOTQwY2UxYjhlMw.xml,true,"Thisted, 7700","Toldbodgade 4, 2. sal",Til kapitalejerne i EMILO ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-29,2017-09-29,2017-09-29,15728000.0,33494122.0,15728000.0,mne18433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for EMILO ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peder Harbo Andersen,Erik HoumÃ¸ller,REVIKON,Sparekassen Thy,EMILO ApS,"REVIKON, Registreret revisionsinteressentskab",Thisted,2015-05-01,2016-04-30,-13178.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2017-04-30,2016-05-01,false,2017-09-29,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:24547658,indberetninger-20180424,2.5117111,33494122.0,,2018-03-27T17:55:37.519Z,2017-09-29T15:07:44.393Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-09-GV,2017-09-29T15:07:44.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494122,2015-05-01,2016-04-30,ID_7,,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzE2L2Q4LzU3L2E4YWItNDBhZi04YzE0LTA2MzM4ZGMyNWYxYg.pdf,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc0LzM1LzllL2ZhZmUtNDA5Ny1hNDA2LTIxOTQwY2UxYjhlMw.xml,true,"Thisted, 7700","Toldbodgade 4, 2. sal",Til kapitalejerne i EMILO ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-29,2017-09-29,2017-09-29,15728000.0,33494122.0,15728000.0,mne18433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for EMILO ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peder Harbo Andersen,Erik HoumÃ¸ller,REVIKON,Sparekassen Thy,EMILO ApS,"REVIKON, Registreret revisionsinteressentskab",Thisted,2015-05-01,2016-04-30,-46583.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2017-04-30,2016-05-01,false,2017-09-29,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:24547658,indberetninger-20180424,2.5117111,33494122.0,,2018-03-27T17:55:37.519Z,2017-09-29T15:07:44.393Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-09-GV,2017-09-29T15:07:44.524Z,7619.0,6280.0,13178.0,108338.0,33251.0,-63248.0,-1339.0,-16665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494122,2015-05-01,2016-04-30,ID_8,,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzE2L2Q4LzU3L2E4YWItNDBhZi04YzE0LTA2MzM4ZGMyNWYxYg.pdf,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc0LzM1LzllL2ZhZmUtNDA5Ny1hNDA2LTIxOTQwY2UxYjhlMw.xml,true,"Thisted, 7700","Toldbodgade 4, 2. sal",Til kapitalejerne i EMILO ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-29,2017-09-29,2017-09-29,15728000.0,33494122.0,15728000.0,mne18433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for EMILO ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peder Harbo Andersen,Erik HoumÃ¸ller,REVIKON,Sparekassen Thy,EMILO ApS,"REVIKON, Registreret revisionsinteressentskab",Thisted,2015-05-01,2016-04-30,110361.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2017-04-30,2016-05-01,false,2017-09-29,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:24547658,indberetninger-20180424,2.5117111,33494122.0,,2018-03-27T17:55:37.519Z,2017-09-29T15:07:44.393Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-09-GV,2017-09-29T15:07:44.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494122,2016-04-30,2016-04-30,ID_6,,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzE2L2Q4LzU3L2E4YWItNDBhZi04YzE0LTA2MzM4ZGMyNWYxYg.pdf,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc0LzM1LzllL2ZhZmUtNDA5Ny1hNDA2LTIxOTQwY2UxYjhlMw.xml,true,"Thisted, 7700","Toldbodgade 4, 2. sal",Til kapitalejerne i EMILO ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-29,2017-09-29,2017-09-29,15728000.0,33494122.0,15728000.0,mne18433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for EMILO ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peder Harbo Andersen,Erik HoumÃ¸ller,REVIKON,Sparekassen Thy,EMILO ApS,"REVIKON, Registreret revisionsinteressentskab",Thisted,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2017-04-30,2016-05-01,false,2017-09-29,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:24547658,indberetninger-20180424,2.5117111,33494122.0,,2018-03-27T17:55:37.519Z,2017-09-29T15:07:44.393Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-09-GV,2017-09-29T15:07:44.524Z,,,,,,,,,3206396.0,169346.0,80000.0,1064896.0,9683.0,3100.0,3173539.0,782255.0,3206396.0,32857.0,1359245.0,1359245.0,2141500.0,871964.0,4057.0,782255.0,50600.0,0.0,0.0,25971.0,3016968.0,871964.0,32857.0,0.0,20800.0,23586.0,10803.0,8000.0,
33494122,2016-05-01,2017-04-30,ID_0,,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzE2L2Q4LzU3L2E4YWItNDBhZi04YzE0LTA2MzM4ZGMyNWYxYg.pdf,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc0LzM1LzllL2ZhZmUtNDA5Ny1hNDA2LTIxOTQwY2UxYjhlMw.xml,true,"Thisted, 7700","Toldbodgade 4, 2. sal",Til kapitalejerne i EMILO ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-29,2017-09-29,2017-09-29,15728000.0,33494122.0,15728000.0,mne18433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for EMILO ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peder Harbo Andersen,Erik HoumÃ¸ller,REVIKON,Sparekassen Thy,EMILO ApS,"REVIKON, Registreret revisionsinteressentskab",Thisted,2015-05-01,2016-04-30,268577.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2017-04-30,2016-05-01,false,2017-09-29,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:24547658,indberetninger-20180424,2.5117111,33494122.0,,2018-03-27T17:55:37.519Z,2017-09-29T15:07:44.393Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-09-GV,2017-09-29T15:07:44.524Z,7650.0,39386.0,137462.0,238.0,136647.0,305607.0,31736.0,37030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494122,2016-05-01,2017-04-30,ID_1,,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzE2L2Q4LzU3L2E4YWItNDBhZi04YzE0LTA2MzM4ZGMyNWYxYg.pdf,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc0LzM1LzllL2ZhZmUtNDA5Ny1hNDA2LTIxOTQwY2UxYjhlMw.xml,true,"Thisted, 7700","Toldbodgade 4, 2. sal",Til kapitalejerne i EMILO ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-29,2017-09-29,2017-09-29,15728000.0,33494122.0,15728000.0,mne18433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for EMILO ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peder Harbo Andersen,Erik HoumÃ¸ller,REVIKON,Sparekassen Thy,EMILO ApS,"REVIKON, Registreret revisionsinteressentskab",Thisted,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2017-04-30,2016-05-01,false,2017-09-29,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:24547658,indberetninger-20180424,2.5117111,33494122.0,,2018-03-27T17:55:37.519Z,2017-09-29T15:07:44.393Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-09-GV,2017-09-29T15:07:44.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494122,2016-05-01,2017-04-30,ID_11,,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzE2L2Q4LzU3L2E4YWItNDBhZi04YzE0LTA2MzM4ZGMyNWYxYg.pdf,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc0LzM1LzllL2ZhZmUtNDA5Ny1hNDA2LTIxOTQwY2UxYjhlMw.xml,true,"Thisted, 7700","Toldbodgade 4, 2. sal",Til kapitalejerne i EMILO ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-29,2017-09-29,2017-09-29,15728000.0,33494122.0,15728000.0,mne18433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for EMILO ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peder Harbo Andersen,Erik HoumÃ¸ller,REVIKON,Sparekassen Thy,EMILO ApS,"REVIKON, Registreret revisionsinteressentskab",Thisted,2015-05-01,2016-04-30,-137461.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2017-04-30,2016-05-01,false,2017-09-29,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:24547658,indberetninger-20180424,2.5117111,33494122.0,,2018-03-27T17:55:37.519Z,2017-09-29T15:07:44.393Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-09-GV,2017-09-29T15:07:44.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494122,2016-05-01,2017-04-30,ID_13,,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzE2L2Q4LzU3L2E4YWItNDBhZi04YzE0LTA2MzM4ZGMyNWYxYg.pdf,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc0LzM1LzllL2ZhZmUtNDA5Ny1hNDA2LTIxOTQwY2UxYjhlMw.xml,true,"Thisted, 7700","Toldbodgade 4, 2. sal",Til kapitalejerne i EMILO ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-29,2017-09-29,2017-09-29,15728000.0,33494122.0,15728000.0,mne18433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for EMILO ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peder Harbo Andersen,Erik HoumÃ¸ller,REVIKON,Sparekassen Thy,EMILO ApS,"REVIKON, Registreret revisionsinteressentskab",Thisted,2015-05-01,2016-04-30,-79416.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2017-04-30,2016-05-01,false,2017-09-29,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:24547658,indberetninger-20180424,2.5117111,33494122.0,,2018-03-27T17:55:37.519Z,2017-09-29T15:07:44.393Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-09-GV,2017-09-29T15:07:44.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494122,2016-05-01,2017-04-30,ID_2,,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzE2L2Q4LzU3L2E4YWItNDBhZi04YzE0LTA2MzM4ZGMyNWYxYg.pdf,http://regnskaber.virk.dk/22149433/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc0LzM1LzllL2ZhZmUtNDA5Ny1hNDA2LTIxOTQwY2UxYjhlMw.xml,true,"Thisted, 7700","Toldbodgade 4, 2. sal",Til kapitalejerne i EMILO ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-29,2017-09-29,2017-09-29,15728000.0,33494122.0,15728000.0,mne18433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for EMILO ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peder Harbo Andersen,Erik HoumÃ¸ller,REVIKON,Sparekassen Thy,EMILO ApS,"REVIKON, Registreret revisionsinteressentskab",Thisted,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2017-04-30,2016-05-01,false,2017-09-29,Thisted,RevisionspÃ¥tegning,urn:ofk:oid:24547658,indberetninger-20180424,2.5117111,33494122.0,,2018-03-27T17:55:37.519Z,2017-09-29T15:07:44.393Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-09-GV,2017-09-29T15:07:44.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
