entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExtraordinaryDividendPaid,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,Dividend,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,GrossResult,IncomeFromInvestmentsInAssociates,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,LongtermReceivablesFromAssociates,NoncurrentAssets,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables
31884195,2017-07-01,2017-07-01,c251,,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2MzLzZjL2YzL2Y3N2ItNGQ5Yi1iOTY1LTIzNWIyYTczYTY4Yg.pdf,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzJkL2MxLzRmL2M5OWUtNDQ0NS1iODhiLTRhNzZjNDBiNWExMQ.xml,117061.0,Danmark,Herning,7400.0,15.0,Industrivej Nord,Silkeborg,8600.0,4.0,Ãstergade,Silkeborg,8600.0,92.0,SkÃ¦rbÃ¦kvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-09-20,2019-09-20,2008-12-02,2019-10-28,statsautoriseret revisor,310000.0,15807776.0,31884195.0,15807776.0,mne31399,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Maffait Holding ApS.,Ãrsrapport,80000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Stephane Bach Maffait,Stephane Bach Maffait,"Partner Revision, statsautoriseret revisionsaktieselskab",Jyske Bank,Maffait Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Silkeborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,ApS,Merrild Fotografi Holding ApS,7400 Herning,2019-06-30,2018-07-01,20.0,2019-09-20,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27963906,indberetninger-20180424,2.5118406,31884195.0,AW4X3J1wIXJRhhXBPCBV,2019-10-29T14:12:59.431Z,2019-10-29T14:12:43.785Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-04-ME,2019-10-29T14:12:44.031Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884195,2017-07-01,2017-07-01,c720,,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2MzLzZjL2YzL2Y3N2ItNGQ5Yi1iOTY1LTIzNWIyYTczYTY4Yg.pdf,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzJkL2MxLzRmL2M5OWUtNDQ0NS1iODhiLTRhNzZjNDBiNWExMQ.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,Silkeborg,8600.0,4.0,Ãstergade,Silkeborg,8600.0,92.0,SkÃ¦rbÃ¦kvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-09-20,2019-09-20,2008-12-02,2019-10-28,statsautoriseret revisor,310000.0,15807776.0,31884195.0,15807776.0,mne31399,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Maffait Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Stephane Bach Maffait,Stephane Bach Maffait,"Partner Revision, statsautoriseret revisionsaktieselskab",Jyske Bank,Maffait Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Silkeborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,ApS,Merrild Fotografi Holding ApS,7400 Herning,2019-06-30,2018-07-01,20.0,2019-09-20,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27963906,indberetninger-20180424,2.5118406,31884195.0,AW4X3J1wIXJRhhXBPCBV,2019-10-29T14:12:59.431Z,2019-10-29T14:12:43.785Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-04-ME,2019-10-29T14:12:44.031Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884195,2017-07-01,2017-07-01,c735,,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2MzLzZjL2YzL2Y3N2ItNGQ5Yi1iOTY1LTIzNWIyYTczYTY4Yg.pdf,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzJkL2MxLzRmL2M5OWUtNDQ0NS1iODhiLTRhNzZjNDBiNWExMQ.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,Silkeborg,8600.0,4.0,Ãstergade,Silkeborg,8600.0,92.0,SkÃ¦rbÃ¦kvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-09-20,2019-09-20,2008-12-02,2019-10-28,statsautoriseret revisor,310000.0,15807776.0,31884195.0,15807776.0,mne31399,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Maffait Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Stephane Bach Maffait,Stephane Bach Maffait,"Partner Revision, statsautoriseret revisionsaktieselskab",Jyske Bank,Maffait Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Silkeborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,ApS,Merrild Fotografi Holding ApS,7400 Herning,2019-06-30,2018-07-01,20.0,2019-09-20,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27963906,indberetninger-20180424,2.5118406,31884195.0,AW4X3J1wIXJRhhXBPCBV,2019-10-29T14:12:59.431Z,2019-10-29T14:12:43.785Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-04-ME,2019-10-29T14:12:44.031Z,117061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884195,2017-07-01,2017-07-01,c741,,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2MzLzZjL2YzL2Y3N2ItNGQ5Yi1iOTY1LTIzNWIyYTczYTY4Yg.pdf,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzJkL2MxLzRmL2M5OWUtNDQ0NS1iODhiLTRhNzZjNDBiNWExMQ.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,Silkeborg,8600.0,4.0,Ãstergade,Silkeborg,8600.0,92.0,SkÃ¦rbÃ¦kvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-09-20,2019-09-20,2008-12-02,2019-10-28,statsautoriseret revisor,310000.0,15807776.0,31884195.0,15807776.0,mne31399,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Maffait Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Stephane Bach Maffait,Stephane Bach Maffait,"Partner Revision, statsautoriseret revisionsaktieselskab",Jyske Bank,Maffait Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Silkeborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,ApS,Merrild Fotografi Holding ApS,7400 Herning,2019-06-30,2018-07-01,20.0,2019-09-20,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27963906,indberetninger-20180424,2.5118406,31884195.0,AW4X3J1wIXJRhhXBPCBV,2019-10-29T14:12:59.431Z,2019-10-29T14:12:43.785Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-04-ME,2019-10-29T14:12:44.031Z,1907280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884195,2017-07-01,2018-06-30,c123,,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2MzLzZjL2YzL2Y3N2ItNGQ5Yi1iOTY1LTIzNWIyYTczYTY4Yg.pdf,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzJkL2MxLzRmL2M5OWUtNDQ0NS1iODhiLTRhNzZjNDBiNWExMQ.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,Silkeborg,8600.0,4.0,Ãstergade,Silkeborg,8600.0,92.0,SkÃ¦rbÃ¦kvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-09-20,2019-09-20,2008-12-02,2019-10-28,statsautoriseret revisor,310000.0,15807776.0,31884195.0,15807776.0,mne31399,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Maffait Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Stephane Bach Maffait,Stephane Bach Maffait,"Partner Revision, statsautoriseret revisionsaktieselskab",Jyske Bank,Maffait Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Silkeborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,ApS,Merrild Fotografi Holding ApS,7400 Herning,2019-06-30,2018-07-01,20.0,2019-09-20,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27963906,indberetninger-20180424,2.5118406,31884195.0,AW4X3J1wIXJRhhXBPCBV,2019-10-29T14:12:59.431Z,2019-10-29T14:12:43.785Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-04-ME,2019-10-29T14:12:44.031Z,,-899431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884195,2017-07-01,2018-06-30,c2019,,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2MzLzZjL2YzL2Y3N2ItNGQ5Yi1iOTY1LTIzNWIyYTczYTY4Yg.pdf,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzJkL2MxLzRmL2M5OWUtNDQ0NS1iODhiLTRhNzZjNDBiNWExMQ.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,Silkeborg,8600.0,4.0,Ãstergade,Silkeborg,8600.0,92.0,SkÃ¦rbÃ¦kvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-09-20,2019-09-20,2008-12-02,2019-10-28,statsautoriseret revisor,310000.0,15807776.0,31884195.0,15807776.0,mne31399,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Maffait Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Stephane Bach Maffait,Stephane Bach Maffait,"Partner Revision, statsautoriseret revisionsaktieselskab",Jyske Bank,Maffait Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Silkeborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,ApS,Merrild Fotografi Holding ApS,7400 Herning,2019-06-30,2018-07-01,20.0,2019-09-20,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27963906,indberetninger-20180424,2.5118406,31884195.0,AW4X3J1wIXJRhhXBPCBV,2019-10-29T14:12:59.431Z,2019-10-29T14:12:43.785Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-04-ME,2019-10-29T14:12:44.031Z,,,990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884195,2017-07-01,2018-06-30,c252,,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2MzLzZjL2YzL2Y3N2ItNGQ5Yi1iOTY1LTIzNWIyYTczYTY4Yg.pdf,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzJkL2MxLzRmL2M5OWUtNDQ0NS1iODhiLTRhNzZjNDBiNWExMQ.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,Silkeborg,8600.0,4.0,Ãstergade,Silkeborg,8600.0,92.0,SkÃ¦rbÃ¦kvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-09-20,2019-09-20,2008-12-02,2019-10-28,statsautoriseret revisor,310000.0,15807776.0,31884195.0,15807776.0,mne31399,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Maffait Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Stephane Bach Maffait,Stephane Bach Maffait,"Partner Revision, statsautoriseret revisionsaktieselskab",Jyske Bank,Maffait Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Silkeborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,ApS,Merrild Fotografi Holding ApS,7400 Herning,2019-06-30,2018-07-01,20.0,2019-09-20,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27963906,indberetninger-20180424,2.5118406,31884195.0,AW4X3J1wIXJRhhXBPCBV,2019-10-29T14:12:59.431Z,2019-10-29T14:12:43.785Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-04-ME,2019-10-29T14:12:44.031Z,,,,-80000.0,299776.0,,,,,,,,,,,,,,,,,,,,,,,,,
31884195,2017-07-01,2018-06-30,c3,,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2MzLzZjL2YzL2Y3N2ItNGQ5Yi1iOTY1LTIzNWIyYTczYTY4Yg.pdf,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzJkL2MxLzRmL2M5OWUtNDQ0NS1iODhiLTRhNzZjNDBiNWExMQ.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,Silkeborg,8600.0,4.0,Ãstergade,Silkeborg,8600.0,92.0,SkÃ¦rbÃ¦kvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-09-20,2019-09-20,2008-12-02,2019-10-28,statsautoriseret revisor,310000.0,15807776.0,31884195.0,15807776.0,mne31399,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Maffait Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Stephane Bach Maffait,Stephane Bach Maffait,"Partner Revision, statsautoriseret revisionsaktieselskab",Jyske Bank,Maffait Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Silkeborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,ApS,Merrild Fotografi Holding ApS,7400 Herning,2019-06-30,2018-07-01,20.0,2019-09-20,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27963906,indberetninger-20180424,2.5118406,31884195.0,AW4X3J1wIXJRhhXBPCBV,2019-10-29T14:12:59.431Z,2019-10-29T14:12:43.785Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-04-ME,2019-10-29T14:12:44.031Z,,310345.0,,,,-5625.0,299776.0,5625.0,2197.0,21361.0,313315.0,-5625.0,2970.0,,,,,,,,,,,,,,,,,
31884195,2017-07-01,2018-06-30,c427,,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2MzLzZjL2YzL2Y3N2ItNGQ5Yi1iOTY1LTIzNWIyYTczYTY4Yg.pdf,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzJkL2MxLzRmL2M5OWUtNDQ0NS1iODhiLTRhNzZjNDBiNWExMQ.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,Silkeborg,8600.0,4.0,Ãstergade,Silkeborg,8600.0,92.0,SkÃ¦rbÃ¦kvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-09-20,2019-09-20,2008-12-02,2019-10-28,statsautoriseret revisor,310000.0,15807776.0,31884195.0,15807776.0,mne31399,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Maffait Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Stephane Bach Maffait,Stephane Bach Maffait,"Partner Revision, statsautoriseret revisionsaktieselskab",Jyske Bank,Maffait Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Silkeborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,ApS,Merrild Fotografi Holding ApS,7400 Herning,2019-06-30,2018-07-01,20.0,2019-09-20,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27963906,indberetninger-20180424,2.5118406,31884195.0,AW4X3J1wIXJRhhXBPCBV,2019-10-29T14:12:59.431Z,2019-10-29T14:12:43.785Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-04-ME,2019-10-29T14:12:44.031Z,,990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884195,2017-07-01,2018-06-30,c475,,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzYyL2MzLzZjL2YzL2Y3N2ItNGQ5Yi1iOTY1LTIzNWIyYTczYTY4Yg.pdf,http://regnskaber.virk.dk/59148813/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzJkL2MxLzRmL2M5OWUtNDQ0NS1iODhiLTRhNzZjNDBiNWExMQ.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,Silkeborg,8600.0,4.0,Ãstergade,Silkeborg,8600.0,92.0,SkÃ¦rbÃ¦kvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-09-20,2019-09-20,2008-12-02,2019-10-28,statsautoriseret revisor,310000.0,15807776.0,31884195.0,15807776.0,mne31399,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Maffait Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Stephane Bach Maffait,Stephane Bach Maffait,"Partner Revision, statsautoriseret revisionsaktieselskab",Jyske Bank,Maffait Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Silkeborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,ApS,Merrild Fotografi Holding ApS,7400 Herning,2019-06-30,2018-07-01,20.0,2019-09-20,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27963906,indberetninger-20180424,2.5118406,31884195.0,AW4X3J1wIXJRhhXBPCBV,2019-10-29T14:12:59.431Z,2019-10-29T14:12:43.785Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-04-ME,2019-10-29T14:12:44.031Z,,219776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
