entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdministrativeExpenses,CostOfProduction,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossResult,ImpairmentOfFinancialAssets,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
34450307,2015-01-01,2015-12-31,ID_13,,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzNiLzEzL2RhL2VjN2MtNDA1Ny1hNmQyLTYzOWIxMzA4OGRmZg.pdf,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzRjLzZhL2FlLzFiZTQtNGQ1NS1iOGZjLTcwNjcwYTIzMzZhMw.xml,true,"1260, KÃ¸benhavn K",Bredgade 30,Til kapitalejerne i Jeudan XI ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-04-20,2017-04-20,2017-04-20,33963556.0,34450307.0,33963556.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jeudan XI ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Aagaard,Deloitte,Gorrissen Federspiel,Jeudan XI ApS,Jeudan A/S,KÃ¸benhavn,2015-01-01,2015-12-31,-8972000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-20,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23743205,indberetninger-20180424,2.5122902000000003,34450307,,2018-03-27T14:44:05.749Z,2017-04-21T03:45:43.592Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-57-AA,2017-04-21T03:45:43.818Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34450307,2015-01-01,2015-12-31,ID_9,,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzNiLzEzL2RhL2VjN2MtNDA1Ny1hNmQyLTYzOWIxMzA4OGRmZg.pdf,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzRjLzZhL2FlLzFiZTQtNGQ1NS1iOGZjLTcwNjcwYTIzMzZhMw.xml,true,"1260, KÃ¸benhavn K",Bredgade 30,Til kapitalejerne i Jeudan XI ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-04-20,2017-04-20,2017-04-20,33963556.0,34450307.0,33963556.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jeudan XI ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Aagaard,Deloitte,Gorrissen Federspiel,Jeudan XI ApS,Jeudan A/S,KÃ¸benhavn,2015-01-01,2015-12-31,8972000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-20,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23743205,indberetninger-20180424,2.5122902000000003,34450307,,2018-03-27T14:44:05.749Z,2017-04-21T03:45:43.592Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-57-AA,2017-04-21T03:45:43.818Z,578000.0,2561000.0,550000.0,12238000.0,-1036000.0,1558000.0,29000.0,11717000.0,10131000.0,14799000.0,2745000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34450307,2015-12-31,2015-12-31,ID_11,,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzNiLzEzL2RhL2VjN2MtNDA1Ny1hNmQyLTYzOWIxMzA4OGRmZg.pdf,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzRjLzZhL2FlLzFiZTQtNGQ1NS1iOGZjLTcwNjcwYTIzMzZhMw.xml,true,"1260, KÃ¸benhavn K",Bredgade 30,Til kapitalejerne i Jeudan XI ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-04-20,2017-04-20,2017-04-20,33963556.0,34450307.0,33963556.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jeudan XI ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Aagaard,Deloitte,Gorrissen Federspiel,Jeudan XI ApS,Jeudan A/S,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-20,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23743205,indberetninger-20180424,2.5122902000000003,34450307,,2018-03-27T14:44:05.749Z,2017-04-21T03:45:43.592Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-57-AA,2017-04-21T03:45:43.818Z,,,,,,,,,,,,288914000.0,204000.0,100000.0,14751000.0,130000.0,76153000.0,13000.0,274150000.0,288914000.0,206016000.0,196391000.0,196391000.0,274163000.0,163000.0,20000.0,274163000.0,6745000.0,6745000.0,76053000.0,705000.0,9625000.0,1200000.0,6726000.0,14547000.0,14347000.0,552000.0,279000.0,50000.0,,,
34450307,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzNiLzEzL2RhL2VjN2MtNDA1Ny1hNmQyLTYzOWIxMzA4OGRmZg.pdf,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzRjLzZhL2FlLzFiZTQtNGQ1NS1iOGZjLTcwNjcwYTIzMzZhMw.xml,true,"1260, KÃ¸benhavn K",Bredgade 30,Til kapitalejerne i Jeudan XI ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-04-20,2017-04-20,2017-04-20,33963556.0,34450307.0,33963556.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jeudan XI ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Aagaard,Deloitte,Gorrissen Federspiel,Jeudan XI ApS,Jeudan A/S,KÃ¸benhavn,2015-01-01,2015-12-31,2970000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-20,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23743205,indberetninger-20180424,2.5122902000000003,34450307,,2018-03-27T14:44:05.749Z,2017-04-21T03:45:43.592Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-57-AA,2017-04-21T03:45:43.818Z,607000.0,3054000.0,980000.0,11831000.0,6713000.0,2097000.0,397000.0,3791000.0,9524000.0,14885000.0,821000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34450307,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzNiLzEzL2RhL2VjN2MtNDA1Ny1hNmQyLTYzOWIxMzA4OGRmZg.pdf,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzRjLzZhL2FlLzFiZTQtNGQ1NS1iOGZjLTcwNjcwYTIzMzZhMw.xml,true,"1260, KÃ¸benhavn K",Bredgade 30,Til kapitalejerne i Jeudan XI ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-04-20,2017-04-20,2017-04-20,33963556.0,34450307.0,33963556.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jeudan XI ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Aagaard,Deloitte,Gorrissen Federspiel,Jeudan XI ApS,Jeudan A/S,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-20,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23743205,indberetninger-20180424,2.5122902000000003,34450307,,2018-03-27T14:44:05.749Z,2017-04-21T03:45:43.592Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-57-AA,2017-04-21T03:45:43.818Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34450307,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzNiLzEzL2RhL2VjN2MtNDA1Ny1hNmQyLTYzOWIxMzA4OGRmZg.pdf,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzRjLzZhL2FlLzFiZTQtNGQ1NS1iOGZjLTcwNjcwYTIzMzZhMw.xml,true,"1260, KÃ¸benhavn K",Bredgade 30,Til kapitalejerne i Jeudan XI ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-04-20,2017-04-20,2017-04-20,33963556.0,34450307.0,33963556.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jeudan XI ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Aagaard,Deloitte,Gorrissen Federspiel,Jeudan XI ApS,Jeudan A/S,KÃ¸benhavn,2015-01-01,2015-12-31,-2970000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-20,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23743205,indberetninger-20180424,2.5122902000000003,34450307,,2018-03-27T14:44:05.749Z,2017-04-21T03:45:43.592Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-57-AA,2017-04-21T03:45:43.818Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34450307,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzNiLzEzL2RhL2VjN2MtNDA1Ny1hNmQyLTYzOWIxMzA4OGRmZg.pdf,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzRjLzZhL2FlLzFiZTQtNGQ1NS1iOGZjLTcwNjcwYTIzMzZhMw.xml,true,"1260, KÃ¸benhavn K",Bredgade 30,Til kapitalejerne i Jeudan XI ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-04-20,2017-04-20,2017-04-20,33963556.0,34450307.0,33963556.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jeudan XI ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Aagaard,Deloitte,Gorrissen Federspiel,Jeudan XI ApS,Jeudan A/S,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-20,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23743205,indberetninger-20180424,2.5122902000000003,34450307,,2018-03-27T14:44:05.749Z,2017-04-21T03:45:43.592Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-57-AA,2017-04-21T03:45:43.818Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morten Aagaard,,
34450307,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzNiLzEzL2RhL2VjN2MtNDA1Ny1hNmQyLTYzOWIxMzA4OGRmZg.pdf,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzRjLzZhL2FlLzFiZTQtNGQ1NS1iOGZjLTcwNjcwYTIzMzZhMw.xml,true,"1260, KÃ¸benhavn K",Bredgade 30,Til kapitalejerne i Jeudan XI ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-04-20,2017-04-20,2017-04-20,33963556.0,34450307.0,33963556.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jeudan XI ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Aagaard,Deloitte,Gorrissen Federspiel,Jeudan XI ApS,Jeudan A/S,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-20,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23743205,indberetninger-20180424,2.5122902000000003,34450307,,2018-03-27T14:44:05.749Z,2017-04-21T03:45:43.592Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-57-AA,2017-04-21T03:45:43.818Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34450307,2016-01-01,2016-12-31,ID_4,,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzNiLzEzL2RhL2VjN2MtNDA1Ny1hNmQyLTYzOWIxMzA4OGRmZg.pdf,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzRjLzZhL2FlLzFiZTQtNGQ1NS1iOGZjLTcwNjcwYTIzMzZhMw.xml,true,"1260, KÃ¸benhavn K",Bredgade 30,Til kapitalejerne i Jeudan XI ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-04-20,2017-04-20,2017-04-20,33963556.0,34450307.0,33963556.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jeudan XI ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Aagaard,Deloitte,Gorrissen Federspiel,Jeudan XI ApS,Jeudan A/S,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-20,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23743205,indberetninger-20180424,2.5122902000000003,34450307,,2018-03-27T14:44:05.749Z,2017-04-21T03:45:43.592Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-57-AA,2017-04-21T03:45:43.818Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34450307,2016-01-01,2016-12-31,ID_5,,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzNiLzEzL2RhL2VjN2MtNDA1Ny1hNmQyLTYzOWIxMzA4OGRmZg.pdf,http://regnskaber.virk.dk/70305443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzRjLzZhL2FlLzFiZTQtNGQ1NS1iOGZjLTcwNjcwYTIzMzZhMw.xml,true,"1260, KÃ¸benhavn K",Bredgade 30,Til kapitalejerne i Jeudan XI ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-04-20,2017-04-20,2017-04-20,33963556.0,34450307.0,33963556.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jeudan XI ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Aagaard,Deloitte,Gorrissen Federspiel,Jeudan XI ApS,Jeudan A/S,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-20,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23743205,indberetninger-20180424,2.5122902000000003,34450307,,2018-03-27T14:44:05.749Z,2017-04-21T03:45:43.592Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-57-AA,2017-04-21T03:45:43.818Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Per Wetke Hallgren,Bestyrelsesformand
