entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
35487123,2014-01-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzVhLzQ3LzY0L2E5MTgtNGJmNy1iZjY0LWJmNmExYjgwZTFhYw.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgwLzYwLzNiLzE2MjItNDMyYi04MDc2LTA3OTJmNThlYmFmOA.xml,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-09,2013-10-04,2016-05-09,35487123.0,30563670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Signe Antvorskov Krag,SAK Innovation ApS,Juel Viborg,"KÃ¸benhavn, den 9. maj 2016",2014-01-01,2014-12-31,-95000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2015-12-31,2015-01-01,2016-05-09,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22414891,indberetninger-20180424,2.5124277999999998,35487123.0,,2018-03-29T00:25:01.288Z,2016-05-23T12:09:23.732Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-50-DW,2016-05-23T12:09:24.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35487123,2014-01-01,2014-12-31,ID_13,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzVhLzQ3LzY0L2E5MTgtNGJmNy1iZjY0LWJmNmExYjgwZTFhYw.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgwLzYwLzNiLzE2MjItNDMyYi04MDc2LTA3OTJmNThlYmFmOA.xml,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-09,2013-10-04,2016-05-09,35487123.0,30563670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Signe Antvorskov Krag,SAK Innovation ApS,Juel Viborg,"KÃ¸benhavn, den 9. maj 2016",2014-01-01,2014-12-31,-5.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2015-12-31,2015-01-01,2016-05-09,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22414891,indberetninger-20180424,2.5124277999999998,35487123.0,,2018-03-29T00:25:01.288Z,2016-05-23T12:09:23.732Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-50-DW,2016-05-23T12:09:24.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35487123,2014-01-01,2014-12-31,ID_15,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzVhLzQ3LzY0L2E5MTgtNGJmNy1iZjY0LWJmNmExYjgwZTFhYw.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgwLzYwLzNiLzE2MjItNDMyYi04MDc2LTA3OTJmNThlYmFmOA.xml,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-09,2013-10-04,2016-05-09,35487123.0,30563670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Signe Antvorskov Krag,SAK Innovation ApS,Juel Viborg,"KÃ¸benhavn, den 9. maj 2016",2014-01-01,2014-12-31,-95005.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2015-12-31,2015-01-01,2016-05-09,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22414891,indberetninger-20180424,2.5124277999999998,35487123.0,,2018-03-29T00:25:01.288Z,2016-05-23T12:09:23.732Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-50-DW,2016-05-23T12:09:24.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35487123,2014-01-01,2014-12-31,ID_9,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzVhLzQ3LzY0L2E5MTgtNGJmNy1iZjY0LWJmNmExYjgwZTFhYw.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgwLzYwLzNiLzE2MjItNDMyYi04MDc2LTA3OTJmNThlYmFmOA.xml,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-09,2013-10-04,2016-05-09,35487123.0,30563670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Signe Antvorskov Krag,SAK Innovation ApS,Juel Viborg,"KÃ¸benhavn, den 9. maj 2016",2014-01-01,2014-12-31,95005.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2015-12-31,2015-01-01,2016-05-09,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22414891,indberetninger-20180424,2.5124277999999998,35487123.0,,2018-03-29T00:25:01.288Z,2016-05-23T12:09:23.732Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-50-DW,2016-05-23T12:09:24.051Z,450849.0,576987.0,238.0,125900.0,126138.0,30895.0,,,,,,,,,,,,,,,,,,,,,,
35487123,2014-12-31,2014-12-31,ID_17,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzVhLzQ3LzY0L2E5MTgtNGJmNy1iZjY0LWJmNmExYjgwZTFhYw.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgwLzYwLzNiLzE2MjItNDMyYi04MDc2LTA3OTJmNThlYmFmOA.xml,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-09,2013-10-04,2016-05-09,35487123.0,30563670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Signe Antvorskov Krag,SAK Innovation ApS,Juel Viborg,"KÃ¸benhavn, den 9. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2015-12-31,2015-01-01,2016-05-09,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22414891,indberetninger-20180424,2.5124277999999998,35487123.0,,2018-03-29T00:25:01.288Z,2016-05-23T12:09:23.732Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-50-DW,2016-05-23T12:09:24.051Z,,,,,,,316155.0,204905.0,80000.0,316155.0,0.0,175005.0,316155.0,141150.0,0.0,0.0,109896.0,80000.0,95000.0,0.0,0.0,5.0,141150.0,359.0,111250.0,30895.0,31250.0,
35487123,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzVhLzQ3LzY0L2E5MTgtNGJmNy1iZjY0LWJmNmExYjgwZTFhYw.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgwLzYwLzNiLzE2MjItNDMyYi04MDc2LTA3OTJmNThlYmFmOA.xml,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-09,2013-10-04,2016-05-09,35487123.0,30563670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Signe Antvorskov Krag,SAK Innovation ApS,Juel Viborg,"KÃ¸benhavn, den 9. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2015-12-31,2015-01-01,2016-05-09,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22414891,indberetninger-20180424,2.5124277999999998,35487123.0,,2018-03-29T00:25:01.288Z,2016-05-23T12:09:23.732Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-50-DW,2016-05-23T12:09:24.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35487123,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzVhLzQ3LzY0L2E5MTgtNGJmNy1iZjY0LWJmNmExYjgwZTFhYw.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgwLzYwLzNiLzE2MjItNDMyYi04MDc2LTA3OTJmNThlYmFmOA.xml,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-09,2013-10-04,2016-05-09,35487123.0,30563670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Signe Antvorskov Krag,SAK Innovation ApS,Juel Viborg,"KÃ¸benhavn, den 9. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2015-12-31,2015-01-01,2016-05-09,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22414891,indberetninger-20180424,2.5124277999999998,35487123.0,,2018-03-29T00:25:01.288Z,2016-05-23T12:09:23.732Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-50-DW,2016-05-23T12:09:24.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35487123,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzVhLzQ3LzY0L2E5MTgtNGJmNy1iZjY0LWJmNmExYjgwZTFhYw.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgwLzYwLzNiLzE2MjItNDMyYi04MDc2LTA3OTJmNThlYmFmOA.xml,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-09,2013-10-04,2016-05-09,35487123.0,30563670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Signe Antvorskov Krag,SAK Innovation ApS,Juel Viborg,"KÃ¸benhavn, den 9. maj 2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2015-12-31,2015-01-01,2016-05-09,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22414891,indberetninger-20180424,2.5124277999999998,35487123.0,,2018-03-29T00:25:01.288Z,2016-05-23T12:09:23.732Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-50-DW,2016-05-23T12:09:24.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35487123,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzVhLzQ3LzY0L2E5MTgtNGJmNy1iZjY0LWJmNmExYjgwZTFhYw.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgwLzYwLzNiLzE2MjItNDMyYi04MDc2LTA3OTJmNThlYmFmOA.xml,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-09,2013-10-04,2016-05-09,35487123.0,30563670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Signe Antvorskov Krag,SAK Innovation ApS,Juel Viborg,"KÃ¸benhavn, den 9. maj 2016",2014-01-01,2014-12-31,69814.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2015-12-31,2015-01-01,2016-05-09,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22414891,indberetninger-20180424,2.5124277999999998,35487123.0,,2018-03-29T00:25:01.288Z,2016-05-23T12:09:23.732Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-50-DW,2016-05-23T12:09:24.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35487123,2015-01-01,2015-12-31,ID_14,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzVhLzQ3LzY0L2E5MTgtNGJmNy1iZjY0LWJmNmExYjgwZTFhYw.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgwLzYwLzNiLzE2MjItNDMyYi04MDc2LTA3OTJmNThlYmFmOA.xml,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-09,2013-10-04,2016-05-09,35487123.0,30563670.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Signe Antvorskov Krag,SAK Innovation ApS,Juel Viborg,"KÃ¸benhavn, den 9. maj 2016",2014-01-01,2014-12-31,69814.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2015-12-31,2015-01-01,2016-05-09,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22414891,indberetninger-20180424,2.5124277999999998,35487123.0,,2018-03-29T00:25:01.288Z,2016-05-23T12:09:23.732Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-50-DW,2016-05-23T12:09:24.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
