entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard
35487123,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Y5L2ZkLzQwL2E2MmUtNDI0ZS1hODMxLTQwZjhhM2U0OGNkNA.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzhiLzEzLzVhLzdiM2UtNGIwYi04NDI2LTMzYWMyNGZkYjY4Yg.xml,true,"1159, KÃ¸benhavn K","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2013-10-04,2017-05-31,31438748.0,35487123.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Signe Antvorskov Krag,Juel Viborg,SAK Innovation ApS,Juel Viborg,KÃ¸benhavn,2015-01-01,2015-12-31,69814.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2016-12-31,2016-01-01,false,2017-05-31,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24185992,indberetninger-20180424,2.5122888,35487123.0,,2018-03-29T09:07:05.990Z,2017-06-13T09:54:03.467Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-NL,2017-06-13T09:54:03.704Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35487123,2015-01-01,2015-12-31,ID_7,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Y5L2ZkLzQwL2E2MmUtNDI0ZS1hODMxLTQwZjhhM2U0OGNkNA.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzhiLzEzLzVhLzdiM2UtNGIwYi04NDI2LTMzYWMyNGZkYjY4Yg.xml,true,"1159, KÃ¸benhavn K","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2013-10-04,2017-05-31,31438748.0,35487123.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Signe Antvorskov Krag,Juel Viborg,SAK Innovation ApS,Juel Viborg,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2016-12-31,2016-01-01,false,2017-05-31,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24185992,indberetninger-20180424,2.5122888,35487123.0,,2018-03-29T09:07:05.990Z,2017-06-13T09:54:03.467Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-NL,2017-06-13T09:54:03.704Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35487123,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Y5L2ZkLzQwL2E2MmUtNDI0ZS1hODMxLTQwZjhhM2U0OGNkNA.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzhiLzEzLzVhLzdiM2UtNGIwYi04NDI2LTMzYWMyNGZkYjY4Yg.xml,true,"1159, KÃ¸benhavn K","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2013-10-04,2017-05-31,31438748.0,35487123.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Signe Antvorskov Krag,Juel Viborg,SAK Innovation ApS,Juel Viborg,KÃ¸benhavn,2015-01-01,2015-12-31,-69815.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2016-12-31,2016-01-01,false,2017-05-31,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24185992,indberetninger-20180424,2.5122888,35487123.0,,2018-03-29T09:07:05.990Z,2017-06-13T09:54:03.467Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-NL,2017-06-13T09:54:03.704Z,,317045.0,233295.0,3378.0,-87128.0,-83749.0,-17313.0,,,,,,,,,,,,,,,,,,,,,
35487123,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Y5L2ZkLzQwL2E2MmUtNDI0ZS1hODMxLTQwZjhhM2U0OGNkNA.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzhiLzEzLzVhLzdiM2UtNGIwYi04NDI2LTMzYWMyNGZkYjY4Yg.xml,true,"1159, KÃ¸benhavn K","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2013-10-04,2017-05-31,31438748.0,35487123.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Signe Antvorskov Krag,Juel Viborg,SAK Innovation ApS,Juel Viborg,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2016-12-31,2016-01-01,false,2017-05-31,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24185992,indberetninger-20180424,2.5122888,35487123.0,,2018-03-29T09:07:05.990Z,2017-06-13T09:54:03.467Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-NL,2017-06-13T09:54:03.704Z,,,,,,,,184364.0,94464.0,80000.0,174464.0,9900.0,105190.0,184365.0,96487.0,9900.0,9900.0,92187.0,80000.0,95000.0,-17313.0,-17313.0,-69810.0,96487.0,4301.0,80000.0,0.0,
35487123,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Y5L2ZkLzQwL2E2MmUtNDI0ZS1hODMxLTQwZjhhM2U0OGNkNA.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzhiLzEzLzVhLzdiM2UtNGIwYi04NDI2LTMzYWMyNGZkYjY4Yg.xml,true,"1159, KÃ¸benhavn K","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2013-10-04,2017-05-31,31438748.0,35487123.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Signe Antvorskov Krag,Juel Viborg,SAK Innovation ApS,Juel Viborg,KÃ¸benhavn,2015-01-01,2015-12-31,117151.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2016-12-31,2016-01-01,false,2017-05-31,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24185992,indberetninger-20180424,2.5122888,35487123.0,,2018-03-29T09:07:05.990Z,2017-06-13T09:54:03.467Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-NL,2017-06-13T09:54:03.704Z,,125864.0,279671.0,2601.0,151206.0,153807.0,34055.0,,,,,,,,,,,,,,,,,,,,,
35487123,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Y5L2ZkLzQwL2E2MmUtNDI0ZS1hODMxLTQwZjhhM2U0OGNkNA.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzhiLzEzLzVhLzdiM2UtNGIwYi04NDI2LTMzYWMyNGZkYjY4Yg.xml,true,"1159, KÃ¸benhavn K","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2013-10-04,2017-05-31,31438748.0,35487123.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Signe Antvorskov Krag,Juel Viborg,SAK Innovation ApS,Juel Viborg,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2016-12-31,2016-01-01,false,2017-05-31,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24185992,indberetninger-20180424,2.5122888,35487123.0,,2018-03-29T09:07:05.990Z,2017-06-13T09:54:03.467Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-NL,2017-06-13T09:54:03.704Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35487123,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Y5L2ZkLzQwL2E2MmUtNDI0ZS1hODMxLTQwZjhhM2U0OGNkNA.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzhiLzEzLzVhLzdiM2UtNGIwYi04NDI2LTMzYWMyNGZkYjY4Yg.xml,true,"1159, KÃ¸benhavn K","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2013-10-04,2017-05-31,31438748.0,35487123.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Signe Antvorskov Krag,Juel Viborg,SAK Innovation ApS,Juel Viborg,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2016-12-31,2016-01-01,false,2017-05-31,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24185992,indberetninger-20180424,2.5122888,35487123.0,,2018-03-29T09:07:05.990Z,2017-06-13T09:54:03.467Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-NL,2017-06-13T09:54:03.704Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Signe Antvorskov Krag
35487123,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Y5L2ZkLzQwL2E2MmUtNDI0ZS1hODMxLTQwZjhhM2U0OGNkNA.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzhiLzEzLzVhLzdiM2UtNGIwYi04NDI2LTMzYWMyNGZkYjY4Yg.xml,true,"1159, KÃ¸benhavn K","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2013-10-04,2017-05-31,31438748.0,35487123.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Signe Antvorskov Krag,Juel Viborg,SAK Innovation ApS,Juel Viborg,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2016-12-31,2016-01-01,false,2017-05-31,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24185992,indberetninger-20180424,2.5122888,35487123.0,,2018-03-29T09:07:05.990Z,2017-06-13T09:54:03.467Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-NL,2017-06-13T09:54:03.704Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35487123,2016-01-01,2016-12-31,ID_6,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Y5L2ZkLzQwL2E2MmUtNDI0ZS1hODMxLTQwZjhhM2U0OGNkNA.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzhiLzEzLzVhLzdiM2UtNGIwYi04NDI2LTMzYWMyNGZkYjY4Yg.xml,true,"1159, KÃ¸benhavn K","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2013-10-04,2017-05-31,31438748.0,35487123.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Signe Antvorskov Krag,Juel Viborg,SAK Innovation ApS,Juel Viborg,KÃ¸benhavn,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2016-12-31,2016-01-01,false,2017-05-31,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24185992,indberetninger-20180424,2.5122888,35487123.0,,2018-03-29T09:07:05.990Z,2017-06-13T09:54:03.467Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-NL,2017-06-13T09:54:03.704Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35487123,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Y5L2ZkLzQwL2E2MmUtNDI0ZS1hODMxLTQwZjhhM2U0OGNkNA.pdf,http://regnskaber.virk.dk/32178453/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzhiLzEzLzVhLzdiM2UtNGIwYi04NDI2LTMzYWMyNGZkYjY4Yg.xml,true,"1159, KÃ¸benhavn K","Skindergade 38, 2",Til den daglige ledelse i SAK Innovation ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2013-10-04,2017-05-31,31438748.0,35487123.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SAK Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Signe Antvorskov Krag,Juel Viborg,SAK Innovation ApS,Juel Viborg,KÃ¸benhavn,2015-01-01,2015-12-31,-117151.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2016-12-31,2016-01-01,false,2017-05-31,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24185992,indberetninger-20180424,2.5122888,35487123.0,,2018-03-29T09:07:05.990Z,2017-06-13T09:54:03.467Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-81-NL,2017-06-13T09:54:03.704Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
