entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables
34586934,2015-01-01,2015-01-01,c720,,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzgzLzM3LzZhL2NiZDEtNDA4Yy1hM2I1LWI1ZDQwNTM0YmZhNQ.pdf,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzljL2U0LzVmLzMzZDYtNDMwYi1iYTVjLTMxOTA2MDcwY2M2Ng.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,KÃ¸benhavn K,1150.0,4.0,"KÃ¸bmagergade 13,","4000, Roskilde","Himmelev Bygade, 70",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-18,2017-06-18,2017-06-19,registreret revisor,80000.0,33780524.0,34586934.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Hou Digital ApS.,Ãrsrapport,Mogens Olsen,Steffen Hou,Steffen Hou,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hou Digital ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-18,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24232856,indberetninger-20180424,2.5118417999999996,34586934.0,,2018-03-29T13:19:34.063Z,2017-06-19T06:52:46.772Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-38-NV,2017-06-19T06:52:46.904Z,,,,,,,,,,,,,,,,,,,,,,
34586934,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzgzLzM3LzZhL2NiZDEtNDA4Yy1hM2I1LWI1ZDQwNTM0YmZhNQ.pdf,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzljL2U0LzVmLzMzZDYtNDMwYi1iYTVjLTMxOTA2MDcwY2M2Ng.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,KÃ¸benhavn K,1150.0,4.0,"KÃ¸bmagergade 13,","4000, Roskilde","Himmelev Bygade, 70",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-18,2017-06-18,2017-06-19,registreret revisor,-9000.0,33780524.0,34586934.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Hou Digital ApS.,Ãrsrapport,Mogens Olsen,Steffen Hou,Steffen Hou,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hou Digital ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-18,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24232856,indberetninger-20180424,2.5118417999999996,34586934.0,,2018-03-29T13:19:34.063Z,2017-06-19T06:52:46.772Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-38-NV,2017-06-19T06:52:46.904Z,,,,,,,,,,,,,,,,,,,,,,
34586934,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzgzLzM3LzZhL2NiZDEtNDA4Yy1hM2I1LWI1ZDQwNTM0YmZhNQ.pdf,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzljL2U0LzVmLzMzZDYtNDMwYi1iYTVjLTMxOTA2MDcwY2M2Ng.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,KÃ¸benhavn K,1150.0,4.0,"KÃ¸bmagergade 13,","4000, Roskilde","Himmelev Bygade, 70",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-18,2017-06-18,2017-06-19,registreret revisor,,33780524.0,34586934.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Hou Digital ApS.,Ãrsrapport,Mogens Olsen,Steffen Hou,Steffen Hou,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hou Digital ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-18,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24232856,indberetninger-20180424,2.5118417999999996,34586934.0,,2018-03-29T13:19:34.063Z,2017-06-19T06:52:46.772Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-38-NV,2017-06-19T06:52:46.904Z,2000.0,,,,,,,,,,,,,,,,,,,,,
34586934,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzgzLzM3LzZhL2NiZDEtNDA4Yy1hM2I1LWI1ZDQwNTM0YmZhNQ.pdf,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzljL2U0LzVmLzMzZDYtNDMwYi1iYTVjLTMxOTA2MDcwY2M2Ng.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,KÃ¸benhavn K,1150.0,4.0,"KÃ¸bmagergade 13,","4000, Roskilde","Himmelev Bygade, 70",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-18,2017-06-18,2017-06-19,registreret revisor,,33780524.0,34586934.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Hou Digital ApS.,Ãrsrapport,Mogens Olsen,Steffen Hou,Steffen Hou,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hou Digital ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-18,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24232856,indberetninger-20180424,2.5118417999999996,34586934.0,,2018-03-29T13:19:34.063Z,2017-06-19T06:52:46.772Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-38-NV,2017-06-19T06:52:46.904Z,2000.0,4000.0,-4000.0,1000.0,3000.0,4000.0,1000.0,,,,,,,,,,,,,,,
34586934,2015-01-01,2015-12-31,c742,,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzgzLzM3LzZhL2NiZDEtNDA4Yy1hM2I1LWI1ZDQwNTM0YmZhNQ.pdf,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzljL2U0LzVmLzMzZDYtNDMwYi1iYTVjLTMxOTA2MDcwY2M2Ng.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,KÃ¸benhavn K,1150.0,4.0,"KÃ¸bmagergade 13,","4000, Roskilde","Himmelev Bygade, 70",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-18,2017-06-18,2017-06-19,registreret revisor,,33780524.0,34586934.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Hou Digital ApS.,Ãrsrapport,Mogens Olsen,Steffen Hou,Steffen Hou,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hou Digital ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-18,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24232856,indberetninger-20180424,2.5118417999999996,34586934.0,,2018-03-29T13:19:34.063Z,2017-06-19T06:52:46.772Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-38-NV,2017-06-19T06:52:46.904Z,0.0,,,,,,,,,,,,,,,,,,,,,
34586934,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzgzLzM3LzZhL2NiZDEtNDA4Yy1hM2I1LWI1ZDQwNTM0YmZhNQ.pdf,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzljL2U0LzVmLzMzZDYtNDMwYi1iYTVjLTMxOTA2MDcwY2M2Ng.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,KÃ¸benhavn K,1150.0,4.0,"KÃ¸bmagergade 13,","4000, Roskilde","Himmelev Bygade, 70",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-18,2017-06-18,2017-06-19,registreret revisor,71000.0,33780524.0,34586934.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Hou Digital ApS.,Ãrsrapport,Mogens Olsen,Steffen Hou,Steffen Hou,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hou Digital ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-18,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24232856,indberetninger-20180424,2.5118417999999996,34586934.0,,2018-03-29T13:19:34.063Z,2017-06-19T06:52:46.772Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-38-NV,2017-06-19T06:52:46.904Z,,,,,,,,84000.0,30000.0,80000.0,84000.0,32000.0,84000.0,13000.0,3000.0,3000.0,-9000.0,13000.0,54000.0,10000.0,9000.0,10000.0
34586934,2015-12-31,2015-12-31,c722,,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzgzLzM3LzZhL2NiZDEtNDA4Yy1hM2I1LWI1ZDQwNTM0YmZhNQ.pdf,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzljL2U0LzVmLzMzZDYtNDMwYi1iYTVjLTMxOTA2MDcwY2M2Ng.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,KÃ¸benhavn K,1150.0,4.0,"KÃ¸bmagergade 13,","4000, Roskilde","Himmelev Bygade, 70",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-18,2017-06-18,2017-06-19,registreret revisor,80000.0,33780524.0,34586934.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Hou Digital ApS.,Ãrsrapport,Mogens Olsen,Steffen Hou,Steffen Hou,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hou Digital ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-18,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24232856,indberetninger-20180424,2.5118417999999996,34586934.0,,2018-03-29T13:19:34.063Z,2017-06-19T06:52:46.772Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-38-NV,2017-06-19T06:52:46.904Z,,,,,,,,,,,,,,,,,,,,,,
34586934,2015-12-31,2015-12-31,c743,,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzgzLzM3LzZhL2NiZDEtNDA4Yy1hM2I1LWI1ZDQwNTM0YmZhNQ.pdf,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzljL2U0LzVmLzMzZDYtNDMwYi1iYTVjLTMxOTA2MDcwY2M2Ng.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,KÃ¸benhavn K,1150.0,4.0,"KÃ¸bmagergade 13,","4000, Roskilde","Himmelev Bygade, 70",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-18,2017-06-18,2017-06-19,registreret revisor,-9000.0,33780524.0,34586934.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Hou Digital ApS.,Ãrsrapport,Mogens Olsen,Steffen Hou,Steffen Hou,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hou Digital ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-18,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24232856,indberetninger-20180424,2.5118417999999996,34586934.0,,2018-03-29T13:19:34.063Z,2017-06-19T06:52:46.772Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-38-NV,2017-06-19T06:52:46.904Z,,,,,,,,,,,,,,,,,,,,,,
34586934,2016-01-01,2016-01-01,c181,,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzgzLzM3LzZhL2NiZDEtNDA4Yy1hM2I1LWI1ZDQwNTM0YmZhNQ.pdf,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzljL2U0LzVmLzMzZDYtNDMwYi1iYTVjLTMxOTA2MDcwY2M2Ng.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,KÃ¸benhavn K,1150.0,4.0,"KÃ¸bmagergade 13,","4000, Roskilde","Himmelev Bygade, 70",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-18,2017-06-18,2017-06-19,registreret revisor,80000.0,33780524.0,34586934.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Hou Digital ApS.,Ãrsrapport,Mogens Olsen,Steffen Hou,Steffen Hou,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hou Digital ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-18,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24232856,indberetninger-20180424,2.5118417999999996,34586934.0,,2018-03-29T13:19:34.063Z,2017-06-19T06:52:46.772Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-38-NV,2017-06-19T06:52:46.904Z,,,,,,,,,,,,,,,,,,,,,,
34586934,2016-01-01,2016-01-01,c199,,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzgzLzM3LzZhL2NiZDEtNDA4Yy1hM2I1LWI1ZDQwNTM0YmZhNQ.pdf,http://regnskaber.virk.dk/43968543/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzljL2U0LzVmLzMzZDYtNDMwYi1iYTVjLTMxOTA2MDcwY2M2Ng.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,KÃ¸benhavn K,1150.0,4.0,"KÃ¸bmagergade 13,","4000, Roskilde","Himmelev Bygade, 70",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-18,2017-06-18,2017-06-19,registreret revisor,-8773.0,33780524.0,34586934.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Hou Digital ApS.,Ãrsrapport,Mogens Olsen,Steffen Hou,Steffen Hou,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hou Digital ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-18,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24232856,indberetninger-20180424,2.5118417999999996,34586934.0,,2018-03-29T13:19:34.063Z,2017-06-19T06:52:46.772Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-38-NV,2017-06-19T06:52:46.904Z,,,,,,,,,,,,,,,,,,,,,,
