entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,WagesAndSalaries,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables
87194817,2017-07-01,2017-07-01,c704,,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQxLzE5Lzc5LzEzZGQtNDI0Yi1iNTUzLTI4OTc0YTdjM2RlMA.pdf,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzNjL2FjLzNlL2EzOTQtNDNhOS04YTk5LTVlNWY1NmQ5MjRjMQ.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,101.0,Skovbrynet,"9690, Fjerritslev","Borups AllÃ©, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-23,2019-08-23,1979-06-29,2019-08-28,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,200000.0,25492145.0,87194817.0,25492145.0,mne35457,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for AAL Invest af 1/10 2007 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Dan Hinnerup,Lars Erik Jepsen,Lars Erik Jepsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",AAL Invest af 1/10 2007 ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fjerritslev,2019-06-30,2018-07-01,2019-08-23,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27783996,indberetninger-20180424,2.5124277999999998,87194817.0,AWzxODfdIXJRhhXBNRc4,2019-09-02T09:04:54.440Z,2019-09-02T09:04:48.614Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-10-VB,2019-09-02T09:04:48.793Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
87194817,2017-07-01,2017-07-01,c725,,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQxLzE5Lzc5LzEzZGQtNDI0Yi1iNTUzLTI4OTc0YTdjM2RlMA.pdf,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzNjL2FjLzNlL2EzOTQtNDNhOS04YTk5LTVlNWY1NmQ5MjRjMQ.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,101.0,Skovbrynet,"9690, Fjerritslev","Borups AllÃ©, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-23,2019-08-23,1979-06-29,2019-08-28,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,1734241.0,25492145.0,87194817.0,25492145.0,mne35457,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for AAL Invest af 1/10 2007 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Dan Hinnerup,Lars Erik Jepsen,Lars Erik Jepsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",AAL Invest af 1/10 2007 ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fjerritslev,2019-06-30,2018-07-01,2019-08-23,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27783996,indberetninger-20180424,2.5124277999999998,87194817.0,AWzxODfdIXJRhhXBNRc4,2019-09-02T09:04:54.440Z,2019-09-02T09:04:48.614Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-10-VB,2019-09-02T09:04:48.793Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
87194817,2017-07-01,2017-07-01,c728,,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQxLzE5Lzc5LzEzZGQtNDI0Yi1iNTUzLTI4OTc0YTdjM2RlMA.pdf,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzNjL2FjLzNlL2EzOTQtNDNhOS04YTk5LTVlNWY1NmQ5MjRjMQ.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,101.0,Skovbrynet,"9690, Fjerritslev","Borups AllÃ©, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-23,2019-08-23,1979-06-29,2019-08-28,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,100000.0,25492145.0,87194817.0,25492145.0,mne35457,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for AAL Invest af 1/10 2007 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Dan Hinnerup,Lars Erik Jepsen,Lars Erik Jepsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",AAL Invest af 1/10 2007 ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fjerritslev,2019-06-30,2018-07-01,2019-08-23,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27783996,indberetninger-20180424,2.5124277999999998,87194817.0,AWzxODfdIXJRhhXBNRc4,2019-09-02T09:04:54.440Z,2019-09-02T09:04:48.614Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-10-VB,2019-09-02T09:04:48.793Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
87194817,2017-07-01,2018-06-30,c106,,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQxLzE5Lzc5LzEzZGQtNDI0Yi1iNTUzLTI4OTc0YTdjM2RlMA.pdf,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzNjL2FjLzNlL2EzOTQtNDNhOS04YTk5LTVlNWY1NmQ5MjRjMQ.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,101.0,Skovbrynet,"9690, Fjerritslev","Borups AllÃ©, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-23,2019-08-23,1979-06-29,2019-08-28,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,,25492145.0,87194817.0,25492145.0,mne35457,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for AAL Invest af 1/10 2007 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Dan Hinnerup,Lars Erik Jepsen,Lars Erik Jepsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",AAL Invest af 1/10 2007 ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fjerritslev,2019-06-30,2018-07-01,2019-08-23,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27783996,indberetninger-20180424,2.5124277999999998,87194817.0,AWzxODfdIXJRhhXBNRc4,2019-09-02T09:04:54.440Z,2019-09-02T09:04:48.614Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-10-VB,2019-09-02T09:04:48.793Z,105000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
87194817,2017-07-01,2018-06-30,c120,,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQxLzE5Lzc5LzEzZGQtNDI0Yi1iNTUzLTI4OTc0YTdjM2RlMA.pdf,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzNjL2FjLzNlL2EzOTQtNDNhOS04YTk5LTVlNWY1NmQ5MjRjMQ.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,101.0,Skovbrynet,"9690, Fjerritslev","Borups AllÃ©, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-23,2019-08-23,1979-06-29,2019-08-28,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,,25492145.0,87194817.0,25492145.0,mne35457,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for AAL Invest af 1/10 2007 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Dan Hinnerup,Lars Erik Jepsen,Lars Erik Jepsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",AAL Invest af 1/10 2007 ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fjerritslev,2019-06-30,2018-07-01,2019-08-23,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27783996,indberetninger-20180424,2.5124277999999998,87194817.0,AWzxODfdIXJRhhXBNRc4,2019-09-02T09:04:54.440Z,2019-09-02T09:04:48.614Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-10-VB,2019-09-02T09:04:48.793Z,-146787.0,,,,,,,,,,,,,,,,,,,,,,,,,,
87194817,2017-07-01,2018-06-30,c3,,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQxLzE5Lzc5LzEzZGQtNDI0Yi1iNTUzLTI4OTc0YTdjM2RlMA.pdf,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzNjL2FjLzNlL2EzOTQtNDNhOS04YTk5LTVlNWY1NmQ5MjRjMQ.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,101.0,Skovbrynet,"9690, Fjerritslev","Borups AllÃ©, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-23,2019-08-23,1979-06-29,2019-08-28,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,,25492145.0,87194817.0,25492145.0,mne35457,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for AAL Invest af 1/10 2007 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Dan Hinnerup,Lars Erik Jepsen,Lars Erik Jepsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",AAL Invest af 1/10 2007 ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fjerritslev,2019-06-30,2018-07-01,2019-08-23,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27783996,indberetninger-20180424,2.5124277999999998,87194817.0,AWzxODfdIXJRhhXBNRc4,2019-09-02T09:04:54.440Z,2019-09-02T09:04:48.614Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-10-VB,2019-09-02T09:04:48.793Z,-41787.0,25000.0,-13815.0,22824.0,19852.0,22824.0,-41787.0,-38815.0,25000.0,,,,,,,,,,,,,,,,,,
87194817,2017-07-01,2018-06-30,c726,,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQxLzE5Lzc5LzEzZGQtNDI0Yi1iNTUzLTI4OTc0YTdjM2RlMA.pdf,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzNjL2FjLzNlL2EzOTQtNDNhOS04YTk5LTVlNWY1NmQ5MjRjMQ.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,101.0,Skovbrynet,"9690, Fjerritslev","Borups AllÃ©, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-23,2019-08-23,1979-06-29,2019-08-28,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,,25492145.0,87194817.0,25492145.0,mne35457,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for AAL Invest af 1/10 2007 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Dan Hinnerup,Lars Erik Jepsen,Lars Erik Jepsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",AAL Invest af 1/10 2007 ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fjerritslev,2019-06-30,2018-07-01,2019-08-23,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27783996,indberetninger-20180424,2.5124277999999998,87194817.0,AWzxODfdIXJRhhXBNRc4,2019-09-02T09:04:54.440Z,2019-09-02T09:04:48.614Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-10-VB,2019-09-02T09:04:48.793Z,-146787.0,,,,,,,,,,,,,,,,,,,,,,,,,,
87194817,2017-07-01,2018-06-30,c729,,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQxLzE5Lzc5LzEzZGQtNDI0Yi1iNTUzLTI4OTc0YTdjM2RlMA.pdf,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzNjL2FjLzNlL2EzOTQtNDNhOS04YTk5LTVlNWY1NmQ5MjRjMQ.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,101.0,Skovbrynet,"9690, Fjerritslev","Borups AllÃ©, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-23,2019-08-23,1979-06-29,2019-08-28,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,,25492145.0,87194817.0,25492145.0,mne35457,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for AAL Invest af 1/10 2007 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Dan Hinnerup,Lars Erik Jepsen,Lars Erik Jepsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",AAL Invest af 1/10 2007 ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fjerritslev,2019-06-30,2018-07-01,2019-08-23,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27783996,indberetninger-20180424,2.5124277999999998,87194817.0,AWzxODfdIXJRhhXBNRc4,2019-09-02T09:04:54.440Z,2019-09-02T09:04:48.614Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-10-VB,2019-09-02T09:04:48.793Z,,,,,,,,,,105000.0,100000.0,,,,,,,,,,,,,,,,
87194817,2018-06-30,2018-06-30,c4,,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQxLzE5Lzc5LzEzZGQtNDI0Yi1iNTUzLTI4OTc0YTdjM2RlMA.pdf,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzNjL2FjLzNlL2EzOTQtNDNhOS04YTk5LTVlNWY1NmQ5MjRjMQ.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,101.0,Skovbrynet,"9690, Fjerritslev","Borups AllÃ©, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-23,2019-08-23,1979-06-29,2019-08-28,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,1892454.0,25492145.0,87194817.0,25492145.0,mne35457,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for AAL Invest af 1/10 2007 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Dan Hinnerup,Lars Erik Jepsen,Lars Erik Jepsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",AAL Invest af 1/10 2007 ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fjerritslev,2019-06-30,2018-07-01,2019-08-23,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27783996,indberetninger-20180424,2.5124277999999998,87194817.0,AWzxODfdIXJRhhXBNRc4,2019-09-02T09:04:54.440Z,2019-09-02T09:04:48.614Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-10-VB,2019-09-02T09:04:48.793Z,,,,,,,,,,,,1902461.0,1462615.0,200000.0,1902461.0,1902461.0,10007.0,435047.0,7.0,2233.0,105000.0,1587454.0,435047.0,10007.0,4799.0,2566.0,10000.0
87194817,2018-06-30,2018-06-30,c706,,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzQxLzE5Lzc5LzEzZGQtNDI0Yi1iNTUzLTI4OTc0YTdjM2RlMA.pdf,http://regnskaber.virk.dk/71849178/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzNjL2FjLzNlL2EzOTQtNDNhOS04YTk5LTVlNWY1NmQ5MjRjMQ.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,101.0,Skovbrynet,"9690, Fjerritslev","Borups AllÃ©, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-23,2019-08-23,1979-06-29,2019-08-28,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,200000.0,25492145.0,87194817.0,25492145.0,mne35457,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for AAL Invest af 1/10 2007 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Dan Hinnerup,Lars Erik Jepsen,Lars Erik Jepsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",AAL Invest af 1/10 2007 ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fjerritslev,2019-06-30,2018-07-01,2019-08-23,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27783996,indberetninger-20180424,2.5124277999999998,87194817.0,AWzxODfdIXJRhhXBNRc4,2019-09-02T09:04:54.440Z,2019-09-02T09:04:48.614Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-10-VB,2019-09-02T09:04:48.793Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
