entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,ValueAdjustmentsOfEquity,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradeReceivables
10711835,2017-05-01,2017-05-01,c704,,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2E5L2FkL2EyLzEzMzUtNGU1My1iNThkLTI2MjA3ZTc1MzNhMg.pdf,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzAyL2Y0L2U5LzJjYjktNGIwZS1hZjIzLThkNGFhZTMyOWJkNQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Glostrup,2600.0,247.0,Ejbydalsvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-14,2019-09-14,2019-09-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,200000.0,34209936.0,10711835.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for DES-Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,Kaj Grubjerg,Kaj Grubjerg,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DES-Consult ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Glostrup,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-05-01,2019-09-14,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27821529,indberetninger-20180424,2.5095400000000003,10711835.0,AW05DW7HIXJRhhXBNuQF,2019-09-16T07:50:48.092Z,2019-09-16T07:50:43.952Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CU-61-JE,2019-09-16T07:50:44.239Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10711835,2017-05-01,2017-05-01,c725,,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2E5L2FkL2EyLzEzMzUtNGU1My1iNThkLTI2MjA3ZTc1MzNhMg.pdf,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzAyL2Y0L2U5LzJjYjktNGIwZS1hZjIzLThkNGFhZTMyOWJkNQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Glostrup,2600.0,247.0,Ejbydalsvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-14,2019-09-14,2019-09-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,970842.0,34209936.0,10711835.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for DES-Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,Kaj Grubjerg,Kaj Grubjerg,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DES-Consult ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Glostrup,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-05-01,2019-09-14,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27821529,indberetninger-20180424,2.5095400000000003,10711835.0,AW05DW7HIXJRhhXBNuQF,2019-09-16T07:50:48.092Z,2019-09-16T07:50:43.952Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CU-61-JE,2019-09-16T07:50:44.239Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10711835,2017-05-01,2017-05-01,c728,,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2E5L2FkL2EyLzEzMzUtNGU1My1iNThkLTI2MjA3ZTc1MzNhMg.pdf,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzAyL2Y0L2U5LzJjYjktNGIwZS1hZjIzLThkNGFhZTMyOWJkNQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Glostrup,2600.0,247.0,Ejbydalsvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-14,2019-09-14,2019-09-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,400000.0,34209936.0,10711835.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for DES-Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,Kaj Grubjerg,Kaj Grubjerg,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DES-Consult ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Glostrup,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-05-01,2019-09-14,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27821529,indberetninger-20180424,2.5095400000000003,10711835.0,AW05DW7HIXJRhhXBNuQF,2019-09-16T07:50:48.092Z,2019-09-16T07:50:43.952Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CU-61-JE,2019-09-16T07:50:44.239Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10711835,2017-05-01,2018-04-30,c120,,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2E5L2FkL2EyLzEzMzUtNGU1My1iNThkLTI2MjA3ZTc1MzNhMg.pdf,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzAyL2Y0L2U5LzJjYjktNGIwZS1hZjIzLThkNGFhZTMyOWJkNQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Glostrup,2600.0,247.0,Ejbydalsvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-14,2019-09-14,2019-09-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,,34209936.0,10711835.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for DES-Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,Kaj Grubjerg,Kaj Grubjerg,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DES-Consult ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Glostrup,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-05-01,2019-09-14,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27821529,indberetninger-20180424,2.5095400000000003,10711835.0,AW05DW7HIXJRhhXBNuQF,2019-09-16T07:50:48.092Z,2019-09-16T07:50:43.952Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CU-61-JE,2019-09-16T07:50:44.239Z,62427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10711835,2017-05-01,2018-04-30,c3,,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2E5L2FkL2EyLzEzMzUtNGU1My1iNThkLTI2MjA3ZTc1MzNhMg.pdf,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzAyL2Y0L2U5LzJjYjktNGIwZS1hZjIzLThkNGFhZTMyOWJkNQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Glostrup,2600.0,247.0,Ejbydalsvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-14,2019-09-14,2019-09-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,,34209936.0,10711835.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for DES-Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,Kaj Grubjerg,Kaj Grubjerg,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DES-Consult ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Glostrup,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-05-01,2019-09-14,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27821529,indberetninger-20180424,2.5095400000000003,10711835.0,AW05DW7HIXJRhhXBNuQF,2019-09-16T07:50:48.092Z,2019-09-16T07:50:43.952Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CU-61-JE,2019-09-16T07:50:44.239Z,62427.0,1289.0,54239.0,3731.0,12918.0,64715.0,1289.0,2288.0,,,,,,,,,,,,,,,,,,,,
10711835,2017-05-01,2018-04-30,c726,,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2E5L2FkL2EyLzEzMzUtNGU1My1iNThkLTI2MjA3ZTc1MzNhMg.pdf,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzAyL2Y0L2U5LzJjYjktNGIwZS1hZjIzLThkNGFhZTMyOWJkNQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Glostrup,2600.0,247.0,Ejbydalsvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-14,2019-09-14,2019-09-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,,34209936.0,10711835.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for DES-Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,Kaj Grubjerg,Kaj Grubjerg,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DES-Consult ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Glostrup,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-05-01,2019-09-14,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27821529,indberetninger-20180424,2.5095400000000003,10711835.0,AW05DW7HIXJRhhXBNuQF,2019-09-16T07:50:48.092Z,2019-09-16T07:50:43.952Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CU-61-JE,2019-09-16T07:50:44.239Z,62427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10711835,2017-05-01,2018-04-30,c729,,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2E5L2FkL2EyLzEzMzUtNGU1My1iNThkLTI2MjA3ZTc1MzNhMg.pdf,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzAyL2Y0L2U5LzJjYjktNGIwZS1hZjIzLThkNGFhZTMyOWJkNQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Glostrup,2600.0,247.0,Ejbydalsvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-14,2019-09-14,2019-09-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,,34209936.0,10711835.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for DES-Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,Kaj Grubjerg,Kaj Grubjerg,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DES-Consult ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Glostrup,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-05-01,2019-09-14,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27821529,indberetninger-20180424,2.5095400000000003,10711835.0,AW05DW7HIXJRhhXBNuQF,2019-09-16T07:50:48.092Z,2019-09-16T07:50:43.952Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CU-61-JE,2019-09-16T07:50:44.239Z,,,,,,,,,-400000.0,,,,,,,,,,,,,,,,,,,
10711835,2018-04-30,2018-04-30,c4,,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2E5L2FkL2EyLzEzMzUtNGU1My1iNThkLTI2MjA3ZTc1MzNhMg.pdf,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzAyL2Y0L2U5LzJjYjktNGIwZS1hZjIzLThkNGFhZTMyOWJkNQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Glostrup,2600.0,247.0,Ejbydalsvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-14,2019-09-14,2019-09-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,1233269.0,34209936.0,10711835.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for DES-Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,Kaj Grubjerg,Kaj Grubjerg,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DES-Consult ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Glostrup,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-05-01,2019-09-14,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27821529,indberetninger-20180424,2.5095400000000003,10711835.0,AW05DW7HIXJRhhXBNuQF,2019-09-16T07:50:48.092Z,2019-09-16T07:50:43.952Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CU-61-JE,2019-09-16T07:50:44.239Z,,,,,,,,,,1271715.0,726729.0,200000.0,772910.0,146177.0,1271715.0,6288.0,352628.0,352628.0,498805.0,4000.0,146177.0,32158.0,32158.0,1033269.0,6288.0,46181.0,2288.0,46181.0
10711835,2018-04-30,2018-04-30,c706,,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2E5L2FkL2EyLzEzMzUtNGU1My1iNThkLTI2MjA3ZTc1MzNhMg.pdf,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzAyL2Y0L2U5LzJjYjktNGIwZS1hZjIzLThkNGFhZTMyOWJkNQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Glostrup,2600.0,247.0,Ejbydalsvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-14,2019-09-14,2019-09-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,200000.0,34209936.0,10711835.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for DES-Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,Kaj Grubjerg,Kaj Grubjerg,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DES-Consult ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Glostrup,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-05-01,2019-09-14,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27821529,indberetninger-20180424,2.5095400000000003,10711835.0,AW05DW7HIXJRhhXBNuQF,2019-09-16T07:50:48.092Z,2019-09-16T07:50:43.952Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CU-61-JE,2019-09-16T07:50:44.239Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10711835,2018-04-30,2018-04-30,c727,,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2E5L2FkL2EyLzEzMzUtNGU1My1iNThkLTI2MjA3ZTc1MzNhMg.pdf,http://regnskaber.virk.dk/53811701/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzAyL2Y0L2U5LzJjYjktNGIwZS1hZjIzLThkNGFhZTMyOWJkNQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Glostrup,2600.0,247.0,Ejbydalsvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-14,2019-09-14,2019-09-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,info@dk.gt.com,1033269.0,34209936.0,10711835.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for DES-Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,Kaj Grubjerg,Kaj Grubjerg,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DES-Consult ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Glostrup,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-05-01,2019-09-14,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27821529,indberetninger-20180424,2.5095400000000003,10711835.0,AW05DW7HIXJRhhXBNuQF,2019-09-16T07:50:48.092Z,2019-09-16T07:50:43.952Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CU-61-JE,2019-09-16T07:50:44.239Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
