entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
34459436,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VjLzI5Lzk2LzQxMGMtNGNmYS1hMzYzLTljMmY1ZjJlYjczYw.pdf,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2I0LzNmLzgyLzc3MWMtNGQ2Mi1hNGZiLWJlNzIwYzY4ZjEwOA.xml,true,"7100, Vejle",Havnegade 5,Til kapitalejerne i Luxe Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2012-03-14,2019-05-28,jpvejle@live.dk,26273110.0,34459436.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Luxe Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Jens Peter Jensen,Erhvervsrevisorerne i Vejle ApS,Vestjysk Bank,Luxe Holding ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2017-01-01,2017-12-31,-19685.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-28,Vejle,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27400490,indberetninger-20180424,2.5124211,34459436.0,AWsiG6xdRYGX6_YTIaXp,2019-06-04T10:49:47.014Z,2019-06-04T10:49:26.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-46-QQ,2019-06-04T10:49:27.172Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34459436,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VjLzI5Lzk2LzQxMGMtNGNmYS1hMzYzLTljMmY1ZjJlYjczYw.pdf,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2I0LzNmLzgyLzc3MWMtNGQ2Mi1hNGZiLWJlNzIwYzY4ZjEwOA.xml,true,"7100, Vejle",Havnegade 5,Til kapitalejerne i Luxe Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2012-03-14,2019-05-28,jpvejle@live.dk,26273110.0,34459436.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Luxe Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Jens Peter Jensen,Erhvervsrevisorerne i Vejle ApS,Vestjysk Bank,Luxe Holding ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2017-01-01,2017-12-31,2671689.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-28,Vejle,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27400490,indberetninger-20180424,2.5124211,34459436.0,AWsiG6xdRYGX6_YTIaXp,2019-06-04T10:49:47.014Z,2019-06-04T10:49:26.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-46-QQ,2019-06-04T10:49:27.172Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34459436,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VjLzI5Lzk2LzQxMGMtNGNmYS1hMzYzLTljMmY1ZjJlYjczYw.pdf,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2I0LzNmLzgyLzc3MWMtNGQ2Mi1hNGZiLWJlNzIwYzY4ZjEwOA.xml,true,"7100, Vejle",Havnegade 5,Til kapitalejerne i Luxe Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2012-03-14,2019-05-28,jpvejle@live.dk,26273110.0,34459436.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Luxe Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Jens Peter Jensen,Erhvervsrevisorerne i Vejle ApS,Vestjysk Bank,Luxe Holding ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-28,Vejle,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27400490,indberetninger-20180424,2.5124211,34459436.0,AWsiG6xdRYGX6_YTIaXp,2019-06-04T10:49:47.014Z,2019-06-04T10:49:26.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-46-QQ,2019-06-04T10:49:27.172Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34459436,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VjLzI5Lzk2LzQxMGMtNGNmYS1hMzYzLTljMmY1ZjJlYjczYw.pdf,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2I0LzNmLzgyLzc3MWMtNGQ2Mi1hNGZiLWJlNzIwYzY4ZjEwOA.xml,true,"7100, Vejle",Havnegade 5,Til kapitalejerne i Luxe Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2012-03-14,2019-05-28,jpvejle@live.dk,26273110.0,34459436.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Luxe Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Jens Peter Jensen,Erhvervsrevisorerne i Vejle ApS,Vestjysk Bank,Luxe Holding ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2017-01-01,2017-12-31,2652004.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-28,Vejle,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27400490,indberetninger-20180424,2.5124211,34459436.0,AWsiG6xdRYGX6_YTIaXp,2019-06-04T10:49:47.014Z,2019-06-04T10:49:26.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-46-QQ,2019-06-04T10:49:27.172Z,,-9935.0,2671689.0,32630.0,25492.0,2654616.0,-9935.0,2612.0,,,,,,,,,,,,,,,,,,,,,,
34459436,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VjLzI5Lzk2LzQxMGMtNGNmYS1hMzYzLTljMmY1ZjJlYjczYw.pdf,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2I0LzNmLzgyLzc3MWMtNGQ2Mi1hNGZiLWJlNzIwYzY4ZjEwOA.xml,true,"7100, Vejle",Havnegade 5,Til kapitalejerne i Luxe Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2012-03-14,2019-05-28,jpvejle@live.dk,26273110.0,34459436.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Luxe Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Jens Peter Jensen,Erhvervsrevisorerne i Vejle ApS,Vestjysk Bank,Luxe Holding ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-28,Vejle,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27400490,indberetninger-20180424,2.5124211,34459436.0,AWsiG6xdRYGX6_YTIaXp,2019-06-04T10:49:47.014Z,2019-06-04T10:49:26.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-46-QQ,2019-06-04T10:49:27.172Z,,,,,,,,,6866793.0,2178.0,80000.0,2305929.0,6145462.0,6866793.0,721331.0,4560864.0,4560864.0,4560864.0,6000.0,0.0,4385864.0,1679598.0,721331.0,0.0,4000.0,2303751.0,1533113.0,711331.0,770638.0,
34459436,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VjLzI5Lzk2LzQxMGMtNGNmYS1hMzYzLTljMmY1ZjJlYjczYw.pdf,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2I0LzNmLzgyLzc3MWMtNGQ2Mi1hNGZiLWJlNzIwYzY4ZjEwOA.xml,true,"7100, Vejle",Havnegade 5,Til kapitalejerne i Luxe Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2012-03-14,2019-05-28,jpvejle@live.dk,26273110.0,34459436.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Luxe Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Jens Peter Jensen,Erhvervsrevisorerne i Vejle ApS,Vestjysk Bank,Luxe Holding ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2017-01-01,2017-12-31,835934.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-28,Vejle,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27400490,indberetninger-20180424,2.5124211,34459436.0,AWsiG6xdRYGX6_YTIaXp,2019-06-04T10:49:47.014Z,2019-06-04T10:49:26.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-46-QQ,2019-06-04T10:49:27.172Z,,-6655.0,826935.0,6605.0,23995.0,837670.0,-6655.0,1736.0,,,,,,,,,,,,,,,,,,,,,,
34459436,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VjLzI5Lzk2LzQxMGMtNGNmYS1hMzYzLTljMmY1ZjJlYjczYw.pdf,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2I0LzNmLzgyLzc3MWMtNGQ2Mi1hNGZiLWJlNzIwYzY4ZjEwOA.xml,true,"7100, Vejle",Havnegade 5,Til kapitalejerne i Luxe Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2012-03-14,2019-05-28,jpvejle@live.dk,26273110.0,34459436.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Luxe Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Jens Peter Jensen,Erhvervsrevisorerne i Vejle ApS,Vestjysk Bank,Luxe Holding ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-28,Vejle,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27400490,indberetninger-20180424,2.5124211,34459436.0,AWsiG6xdRYGX6_YTIaXp,2019-06-04T10:49:47.014Z,2019-06-04T10:49:26.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-46-QQ,2019-06-04T10:49:27.172Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34459436,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VjLzI5Lzk2LzQxMGMtNGNmYS1hMzYzLTljMmY1ZjJlYjczYw.pdf,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2I0LzNmLzgyLzc3MWMtNGQ2Mi1hNGZiLWJlNzIwYzY4ZjEwOA.xml,true,"7100, Vejle",Havnegade 5,Til kapitalejerne i Luxe Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2012-03-14,2019-05-28,jpvejle@live.dk,26273110.0,34459436.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Luxe Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Jens Peter Jensen,Erhvervsrevisorerne i Vejle ApS,Vestjysk Bank,Luxe Holding ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2017-01-01,2017-12-31,826935.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-28,Vejle,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27400490,indberetninger-20180424,2.5124211,34459436.0,AWsiG6xdRYGX6_YTIaXp,2019-06-04T10:49:47.014Z,2019-06-04T10:49:26.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-46-QQ,2019-06-04T10:49:27.172Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34459436,2018-01-01,2018-12-31,ID_13,,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VjLzI5Lzk2LzQxMGMtNGNmYS1hMzYzLTljMmY1ZjJlYjczYw.pdf,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2I0LzNmLzgyLzc3MWMtNGQ2Mi1hNGZiLWJlNzIwYzY4ZjEwOA.xml,true,"7100, Vejle",Havnegade 5,Til kapitalejerne i Luxe Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2012-03-14,2019-05-28,jpvejle@live.dk,26273110.0,34459436.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Luxe Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Jens Peter Jensen,Erhvervsrevisorerne i Vejle ApS,Vestjysk Bank,Luxe Holding ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2017-01-01,2017-12-31,8999.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-28,Vejle,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27400490,indberetninger-20180424,2.5124211,34459436.0,AWsiG6xdRYGX6_YTIaXp,2019-06-04T10:49:47.014Z,2019-06-04T10:49:26.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-46-QQ,2019-06-04T10:49:27.172Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34459436,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2VjLzI5Lzk2LzQxMGMtNGNmYS1hMzYzLTljMmY1ZjJlYjczYw.pdf,http://regnskaber.virk.dk/63495443/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2I0LzNmLzgyLzc3MWMtNGQ2Mi1hNGZiLWJlNzIwYzY4ZjEwOA.xml,true,"7100, Vejle",Havnegade 5,Til kapitalejerne i Luxe Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-28,2019-05-28,2012-03-14,2019-05-28,jpvejle@live.dk,26273110.0,34459436.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Luxe Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Jens Peter Jensen,Erhvervsrevisorerne i Vejle ApS,Vestjysk Bank,Luxe Holding ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-28,Vejle,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27400490,indberetninger-20180424,2.5124211,34459436.0,AWsiG6xdRYGX6_YTIaXp,2019-06-04T10:49:47.014Z,2019-06-04T10:49:26.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-46-QQ,2019-06-04T10:49:27.172Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
