entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,EmployeeBenefitsExpense,GrossProfitLoss,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermPrepaymentsReceivedFromCustomers,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,RevaluationReserve,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,WorkInProgress,NameAndSurnameOfMemberOfSupervisoryBoard
56144528,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzJlL2I4L2Y0L2VkMzYtNGE0ZS05MDc0LTViZjU1NzZhODczNQ.xhtml,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2E3L2RmLzAxL2Y3N2UtNGQwMi1iMjYwLTk3NjUwY2E1NzkyMw.pdf,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2E3Lzk1LzkwLzdlZWEtNGVmMC04YmEzLTAzNDBjZGU1Zjg3ZQ.xml,true,Klampenborg,2930.0,650.0,Strandvejen,3460 BirkerÃ¸d,Biskop Svanes Vej 33 c,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-06,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen pantsÃ¦tninger eller sikkerhedsstillelser.Â </p>",1028696.0,-1066.0,-134288.0,56144528.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Harry Knoblauch,Palle Fogtdal,FORLAGET PALLE FOGTDAL A/S,SÃ¸ren Vinther,809778.0,65575.0,527335.0,675490.0,KÃ¸benhavn,2017-01-01,2017-12-31,-704948.0,-702290.0,-1164050.0,2018-12-31,2018-01-01,false,2658.0,33153915.0,false,false,Ingen bistand,urn:ofk:oid:27199723,indberetninger-20180424,2.5927877,56144528.0,AWrfaF4wRYGX6_YTH6SU,2019-05-22T11:58:42.007Z,2019-05-22T11:58:39.393Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-81-KA,2019-05-22T11:58:39.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
56144528,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzJlL2I4L2Y0L2VkMzYtNGE0ZS05MDc0LTViZjU1NzZhODczNQ.xhtml,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2E3L2RmLzAxL2Y3N2UtNGQwMi1iMjYwLTk3NjUwY2E1NzkyMw.pdf,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2E3Lzk1LzkwLzdlZWEtNGVmMC04YmEzLTAzNDBjZGU1Zjg3ZQ.xml,true,Klampenborg,2930.0,650.0,Strandvejen,3460 BirkerÃ¸d,Biskop Svanes Vej 33 c,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen pantsÃ¦tninger eller sikkerhedsstillelser.Â </p>",,,,56144528.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Harry Knoblauch,Palle Fogtdal,FORLAGET PALLE FOGTDAL A/S,SÃ¸ren Vinther,,,,,KÃ¸benhavn,2017-01-01,2017-12-31,-704948.0,,,2018-12-31,2018-01-01,false,,33153915.0,false,false,Ingen bistand,urn:ofk:oid:27199723,indberetninger-20180424,2.5927877,56144528.0,AWrfaF4wRYGX6_YTH6SU,2019-05-22T11:58:42.007Z,2019-05-22T11:58:39.393Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-81-KA,2019-05-22T11:58:39.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
56144528,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzJlL2I4L2Y0L2VkMzYtNGE0ZS05MDc0LTViZjU1NzZhODczNQ.xhtml,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2E3L2RmLzAxL2Y3N2UtNGQwMi1iMjYwLTk3NjUwY2E1NzkyMw.pdf,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2E3Lzk1LzkwLzdlZWEtNGVmMC04YmEzLTAzNDBjZGU1Zjg3ZQ.xml,true,Klampenborg,2930.0,650.0,Strandvejen,3460 BirkerÃ¸d,Biskop Svanes Vej 33 c,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen pantsÃ¦tninger eller sikkerhedsstillelser.Â </p>",,,,56144528.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Harry Knoblauch,Palle Fogtdal,FORLAGET PALLE FOGTDAL A/S,SÃ¸ren Vinther,,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,33153915.0,false,false,Ingen bistand,urn:ofk:oid:27199723,indberetninger-20180424,2.5927877,56144528.0,AWrfaF4wRYGX6_YTH6SU,2019-05-22T11:58:42.007Z,2019-05-22T11:58:39.393Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-81-KA,2019-05-22T11:58:39.766Z,33688529.0,1029.0,6900000.0,13688529.0,7919505.0,281032.0,20000000.0,33688529.0,25769024.0,240800.0,240800.0,20000000.0,13289942.0,147704.0,116526.0,20000000.0,-2329027.0,3348532.0,257171.0,13289942.0,25528224.0,25006590.0,116526.0,116758.0,0.0,281032.0,
56144528,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzJlL2I4L2Y0L2VkMzYtNGE0ZS05MDc0LTViZjU1NzZhODczNQ.xhtml,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2E3L2RmLzAxL2Y3N2UtNGQwMi1iMjYwLTk3NjUwY2E1NzkyMw.pdf,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2E3Lzk1LzkwLzdlZWEtNGVmMC04YmEzLTAzNDBjZGU1Zjg3ZQ.xml,true,Klampenborg,2930.0,650.0,Strandvejen,3460 BirkerÃ¸d,Biskop Svanes Vej 33 c,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-06,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen pantsÃ¦tninger eller sikkerhedsstillelser.Â </p>",1194160.0,-641011.0,-970552.0,56144528.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Harry Knoblauch,Palle Fogtdal,FORLAGET PALLE FOGTDAL A/S,SÃ¸ren Vinther,1542380.0,783610.0,214765.0,571828.0,KÃ¸benhavn,2017-01-01,2017-12-31,-3375873.0,-3374568.0,-2805723.0,2018-12-31,2018-01-01,false,1305.0,33153915.0,false,false,Ingen bistand,urn:ofk:oid:27199723,indberetninger-20180424,2.5927877,56144528.0,AWrfaF4wRYGX6_YTH6SU,2019-05-22T11:58:42.007Z,2019-05-22T11:58:39.393Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-81-KA,2019-05-22T11:58:39.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
56144528,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzJlL2I4L2Y0L2VkMzYtNGE0ZS05MDc0LTViZjU1NzZhODczNQ.xhtml,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2E3L2RmLzAxL2Y3N2UtNGQwMi1iMjYwLTk3NjUwY2E1NzkyMw.pdf,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2E3Lzk1LzkwLzdlZWEtNGVmMC04YmEzLTAzNDBjZGU1Zjg3ZQ.xml,true,Klampenborg,2930.0,650.0,Strandvejen,3460 BirkerÃ¸d,Biskop Svanes Vej 33 c,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen pantsÃ¦tninger eller sikkerhedsstillelser.Â </p>",,,,56144528.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Harry Knoblauch,Palle Fogtdal,FORLAGET PALLE FOGTDAL A/S,SÃ¸ren Vinther,,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,33153915.0,false,false,Ingen bistand,urn:ofk:oid:27199723,indberetninger-20180424,2.5927877,56144528.0,AWrfaF4wRYGX6_YTH6SU,2019-05-22T11:58:42.007Z,2019-05-22T11:58:39.393Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-81-KA,2019-05-22T11:58:39.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
56144528,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzJlL2I4L2Y0L2VkMzYtNGE0ZS05MDc0LTViZjU1NzZhODczNQ.xhtml,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2E3L2RmLzAxL2Y3N2UtNGQwMi1iMjYwLTk3NjUwY2E1NzkyMw.pdf,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2E3Lzk1LzkwLzdlZWEtNGVmMC04YmEzLTAzNDBjZGU1Zjg3ZQ.xml,true,Klampenborg,2930.0,650.0,Strandvejen,3460 BirkerÃ¸d,Biskop Svanes Vej 33 c,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen pantsÃ¦tninger eller sikkerhedsstillelser.Â </p>",,,,56144528.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Harry Knoblauch,Palle Fogtdal,FORLAGET PALLE FOGTDAL A/S,SÃ¸ren Vinther,,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,33153915.0,false,false,Ingen bistand,urn:ofk:oid:27199723,indberetninger-20180424,2.5927877,56144528.0,AWrfaF4wRYGX6_YTH6SU,2019-05-22T11:58:42.007Z,2019-05-22T11:58:39.393Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-81-KA,2019-05-22T11:58:39.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Palle Fogtdal
56144528,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzJlL2I4L2Y0L2VkMzYtNGE0ZS05MDc0LTViZjU1NzZhODczNQ.xhtml,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2E3L2RmLzAxL2Y3N2UtNGQwMi1iMjYwLTk3NjUwY2E1NzkyMw.pdf,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2E3Lzk1LzkwLzdlZWEtNGVmMC04YmEzLTAzNDBjZGU1Zjg3ZQ.xml,true,Klampenborg,2930.0,650.0,Strandvejen,3460 BirkerÃ¸d,Biskop Svanes Vej 33 c,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen pantsÃ¦tninger eller sikkerhedsstillelser.Â </p>",,,,56144528.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Harry Knoblauch,Palle Fogtdal,FORLAGET PALLE FOGTDAL A/S,SÃ¸ren Vinther,,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,33153915.0,false,false,Ingen bistand,urn:ofk:oid:27199723,indberetninger-20180424,2.5927877,56144528.0,AWrfaF4wRYGX6_YTH6SU,2019-05-22T11:58:42.007Z,2019-05-22T11:58:39.393Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-81-KA,2019-05-22T11:58:39.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Marianne KjÃ¦r Stolt
56144528,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzJlL2I4L2Y0L2VkMzYtNGE0ZS05MDc0LTViZjU1NzZhODczNQ.xhtml,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2E3L2RmLzAxL2Y3N2UtNGQwMi1iMjYwLTk3NjUwY2E1NzkyMw.pdf,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2E3Lzk1LzkwLzdlZWEtNGVmMC04YmEzLTAzNDBjZGU1Zjg3ZQ.xml,true,Klampenborg,2930.0,650.0,Strandvejen,3460 BirkerÃ¸d,Biskop Svanes Vej 33 c,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen pantsÃ¦tninger eller sikkerhedsstillelser.Â </p>",,,,56144528.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Harry Knoblauch,Palle Fogtdal,FORLAGET PALLE FOGTDAL A/S,SÃ¸ren Vinther,,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,33153915.0,false,false,Ingen bistand,urn:ofk:oid:27199723,indberetninger-20180424,2.5927877,56144528.0,AWrfaF4wRYGX6_YTH6SU,2019-05-22T11:58:42.007Z,2019-05-22T11:58:39.393Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-81-KA,2019-05-22T11:58:39.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Knoblauch
56144528,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzJlL2I4L2Y0L2VkMzYtNGE0ZS05MDc0LTViZjU1NzZhODczNQ.xhtml,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2E3L2RmLzAxL2Y3N2UtNGQwMi1iMjYwLTk3NjUwY2E1NzkyMw.pdf,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2E3Lzk1LzkwLzdlZWEtNGVmMC04YmEzLTAzNDBjZGU1Zjg3ZQ.xml,true,Klampenborg,2930.0,650.0,Strandvejen,3460 BirkerÃ¸d,Biskop Svanes Vej 33 c,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen pantsÃ¦tninger eller sikkerhedsstillelser.Â </p>",,,,56144528.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Harry Knoblauch,Palle Fogtdal,FORLAGET PALLE FOGTDAL A/S,SÃ¸ren Vinther,,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,33153915.0,false,false,Ingen bistand,urn:ofk:oid:27199723,indberetninger-20180424,2.5927877,56144528.0,AWrfaF4wRYGX6_YTH6SU,2019-05-22T11:58:42.007Z,2019-05-22T11:58:39.393Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-81-KA,2019-05-22T11:58:39.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Tina Qvindebjerg Hemmingsen
56144528,2018-01-01,2018-12-31,c7,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzJlL2I4L2Y0L2VkMzYtNGE0ZS05MDc0LTViZjU1NzZhODczNQ.xhtml,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2E3L2RmLzAxL2Y3N2UtNGQwMi1iMjYwLTk3NjUwY2E1NzkyMw.pdf,http://regnskaber.virk.dk/82544165/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2E3Lzk1LzkwLzdlZWEtNGVmMC04YmEzLTAzNDBjZGU1Zjg3ZQ.xml,true,Klampenborg,2930.0,650.0,Strandvejen,3460 BirkerÃ¸d,Biskop Svanes Vej 33 c,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen pantsÃ¦tninger eller sikkerhedsstillelser.Â </p>",,,,56144528.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Harry Knoblauch,Palle Fogtdal,FORLAGET PALLE FOGTDAL A/S,SÃ¸ren Vinther,,,,,KÃ¸benhavn,2017-01-01,2017-12-31,-3375873.0,,,2018-12-31,2018-01-01,false,,33153915.0,false,false,Ingen bistand,urn:ofk:oid:27199723,indberetninger-20180424,2.5927877,56144528.0,AWrfaF4wRYGX6_YTH6SU,2019-05-22T11:58:42.007Z,2019-05-22T11:58:39.393Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-81-KA,2019-05-22T11:58:39.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
