entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
35674853,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzZjLzFlL2QxLzBiMWUtNDY2MC1iZmRlLTdlZTk4MDg0Zjc0YQ.pdf,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzM0LzYwL2U0LzU3YjEtNGIyNi1iYzY2LTIwMWM2NGNjNDQ2Zg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Bosco,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-04-20,2014-01-15,2018-04-20,Statsautoriseret revisor,29075.0,20222670.0,35674853.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Bosco.,-2275100.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,54000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Bosco,BDO Statsautoriseret revisionsaktieselskab,3554.0,Aarhus,2016-01-01,2016-12-31,-2307729.0,-2307729.0,-2304175.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-04-20,Aarhus,0.0,Formand,urn:ofk:oid:25389410,indberetninger-20180424,2.5118437,35674853.0,AWMb6Rh2x8uVRSOdgJcn,2018-05-01T13:35:14.063Z,2018-05-01T13:34:09.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-28-DF,2018-05-01T13:34:09.183Z,,,,,,,,,,,,,,,,,,,,
35674853,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzZjLzFlL2QxLzBiMWUtNDY2MC1iZmRlLTdlZTk4MDg0Zjc0YQ.pdf,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzM0LzYwL2U0LzU3YjEtNGIyNi1iYzY2LTIwMWM2NGNjNDQ2Zg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Bosco,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-04-20,2014-01-15,2018-04-20,Statsautoriseret revisor,,20222670.0,35674853.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Bosco.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,54000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Bosco,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,-2307729.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-04-20,Aarhus,,Formand,urn:ofk:oid:25389410,indberetninger-20180424,2.5118437,35674853.0,AWMb6Rh2x8uVRSOdgJcn,2018-05-01T13:35:14.063Z,2018-05-01T13:34:09.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-28-DF,2018-05-01T13:34:09.183Z,,,,,,,,,,,,,,,,,,,,
35674853,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzZjLzFlL2QxLzBiMWUtNDY2MC1iZmRlLTdlZTk4MDg0Zjc0YQ.pdf,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzM0LzYwL2U0LzU3YjEtNGIyNi1iYzY2LTIwMWM2NGNjNDQ2Zg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Bosco,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-04-20,2014-01-15,2018-04-20,Statsautoriseret revisor,,20222670.0,35674853.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Bosco.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,54000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Bosco,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-04-20,Aarhus,,Formand,urn:ofk:oid:25389410,indberetninger-20180424,2.5118437,35674853.0,AWMb6Rh2x8uVRSOdgJcn,2018-05-01T13:35:14.063Z,2018-05-01T13:34:09.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-28-DF,2018-05-01T13:34:09.183Z,2220962.0,250.0,4501000.0,0.0,2084117.0,2220962.0,136845.0,2220712.0,2220712.0,51747.0,2220712.0,51747.0,59585.0,-2416883.0,85098.0,25513.0,0.0,,,
35674853,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzZjLzFlL2QxLzBiMWUtNDY2MC1iZmRlLTdlZTk4MDg0Zjc0YQ.pdf,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzM0LzYwL2U0LzU3YjEtNGIyNi1iYzY2LTIwMWM2NGNjNDQ2Zg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Bosco,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-04-20,2014-01-15,2018-04-20,Statsautoriseret revisor,,20222670.0,35674853.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Bosco.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,54000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Bosco,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-04-20,Aarhus,,Formand,urn:ofk:oid:25389410,indberetninger-20180424,2.5118437,35674853.0,AWMb6Rh2x8uVRSOdgJcn,2018-05-01T13:35:14.063Z,2018-05-01T13:34:09.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-28-DF,2018-05-01T13:34:09.183Z,,,,,4501000.0,,,,,,,,,,,,,,,
35674853,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzZjLzFlL2QxLzBiMWUtNDY2MC1iZmRlLTdlZTk4MDg0Zjc0YQ.pdf,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzM0LzYwL2U0LzU3YjEtNGIyNi1iYzY2LTIwMWM2NGNjNDQ2Zg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Bosco,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-04-20,2014-01-15,2018-04-20,Statsautoriseret revisor,,20222670.0,35674853.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Bosco.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,54000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Bosco,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-04-20,Aarhus,,Formand,urn:ofk:oid:25389410,indberetninger-20180424,2.5118437,35674853.0,AWMb6Rh2x8uVRSOdgJcn,2018-05-01T13:35:14.063Z,2018-05-01T13:34:09.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-28-DF,2018-05-01T13:34:09.183Z,,,,,-2416883.0,,,,,,,,,,,,,,,
35674853,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzZjLzFlL2QxLzBiMWUtNDY2MC1iZmRlLTdlZTk4MDg0Zjc0YQ.pdf,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzM0LzYwL2U0LzU3YjEtNGIyNi1iYzY2LTIwMWM2NGNjNDQ2Zg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Bosco,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-04-20,2014-01-15,2018-04-20,Statsautoriseret revisor,-14336.0,20222670.0,35674853.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Bosco.,3910.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,54000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Bosco,BDO Statsautoriseret revisionsaktieselskab,3742.0,Aarhus,2016-01-01,2016-12-31,14504.0,14504.0,18246.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-04-20,Aarhus,0.0,Formand,urn:ofk:oid:25389410,indberetninger-20180424,2.5118437,35674853.0,AWMb6Rh2x8uVRSOdgJcn,2018-05-01T13:35:14.063Z,2018-05-01T13:34:09.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-28-DF,2018-05-01T13:34:09.183Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
35674853,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzZjLzFlL2QxLzBiMWUtNDY2MC1iZmRlLTdlZTk4MDg0Zjc0YQ.pdf,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzM0LzYwL2U0LzU3YjEtNGIyNi1iYzY2LTIwMWM2NGNjNDQ2Zg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Bosco,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-04-20,2014-01-15,2018-04-20,Statsautoriseret revisor,,20222670.0,35674853.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Bosco.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,54000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Bosco,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,14504.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-04-20,Aarhus,,Formand,urn:ofk:oid:25389410,indberetninger-20180424,2.5118437,35674853.0,AWMb6Rh2x8uVRSOdgJcn,2018-05-01T13:35:14.063Z,2018-05-01T13:34:09.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-28-DF,2018-05-01T13:34:09.183Z,,,,,,,,,,,,,,,,,,,,
35674853,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzZjLzFlL2QxLzBiMWUtNDY2MC1iZmRlLTdlZTk4MDg0Zjc0YQ.pdf,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzM0LzYwL2U0LzU3YjEtNGIyNi1iYzY2LTIwMWM2NGNjNDQ2Zg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Bosco,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-04-20,2014-01-15,2018-04-20,Statsautoriseret revisor,,20222670.0,35674853.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Bosco.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,54000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Bosco,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,14504.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-04-20,Aarhus,,Formand,urn:ofk:oid:25389410,indberetninger-20180424,2.5118437,35674853.0,AWMb6Rh2x8uVRSOdgJcn,2018-05-01T13:35:14.063Z,2018-05-01T13:34:09.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-28-DF,2018-05-01T13:34:09.183Z,,,,,,,,,,,,,,,,,,,,
35674853,2017-01-01,2017-12-31,c305,,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzZjLzFlL2QxLzBiMWUtNDY2MC1iZmRlLTdlZTk4MDg0Zjc0YQ.pdf,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzM0LzYwL2U0LzU3YjEtNGIyNi1iYzY2LTIwMWM2NGNjNDQ2Zg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Bosco,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-04-20,2014-01-15,2018-04-20,Statsautoriseret revisor,,20222670.0,35674853.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Bosco.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,54000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Bosco,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-04-20,Aarhus,,Formand,urn:ofk:oid:25389410,indberetninger-20180424,2.5118437,35674853.0,AWMb6Rh2x8uVRSOdgJcn,2018-05-01T13:35:14.063Z,2018-05-01T13:34:09.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-28-DF,2018-05-01T13:34:09.183Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
35674853,2017-01-01,2017-12-31,c637,,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzZjLzFlL2QxLzBiMWUtNDY2MC1iZmRlLTdlZTk4MDg0Zjc0YQ.pdf,http://regnskaber.virk.dk/35847653/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzM0LzYwL2U0LzU3YjEtNGIyNi1iYzY2LTIwMWM2NGNjNDQ2Zg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Bosco,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-04-20,2014-01-15,2018-04-20,Statsautoriseret revisor,,20222670.0,35674853.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Bosco.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,54000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Bosco,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-04-20,Aarhus,,Formand,urn:ofk:oid:25389410,indberetninger-20180424,2.5118437,35674853.0,AWMb6Rh2x8uVRSOdgJcn,2018-05-01T13:35:14.063Z,2018-05-01T13:34:09.017Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-28-DF,2018-05-01T13:34:09.183Z,,,,,,,,,,,,,,,,,,,,
